
[00:00:00.000 --> 00:00:06.000]  印象中好像很少講或者沒講過創世紀第一章
[00:00:06.000 --> 00:00:07.000]  其實很奇怪的
[00:00:07.000 --> 00:00:10.000]  因為我們小朋友的時候
[00:00:10.000 --> 00:00:14.000]  我們上主日學或者小學一年級
[00:00:14.000 --> 00:00:17.000]  我們第一個學期第一課
[00:00:17.000 --> 00:00:20.000]  通常都是創世紀第一章
[00:00:20.000 --> 00:00:23.000]  講到上帝創造天地
[00:00:23.000 --> 00:00:26.000]  我記得我小時候上主日學
[00:00:26.000 --> 00:00:30.000]  我們就是這樣初小級
[00:00:30.000 --> 00:00:34.000]  我們的一年級第一個學期第一課
[00:00:34.000 --> 00:00:37.000]  當時有些功課要做的
[00:00:37.000 --> 00:00:38.000]  功課很簡單
[00:00:38.000 --> 00:00:41.000]  唸個金句就是創世紀一章一節
[00:00:41.000 --> 00:00:43.000]  起初上帝創造天地
[00:00:43.000 --> 00:00:44.000]  都會唸了
[00:00:44.000 --> 00:00:47.000]  接著功課就是有顏色
[00:00:47.000 --> 00:00:50.000]  課本有個圖畫
[00:00:50.000 --> 00:00:55.000]  有大象、長頸鹿、獅子、豹
[00:00:55.000 --> 00:00:57.000]  塗了顏色下巴交回來
[00:00:57.000 --> 00:01:00.000]  那個就是主日學的功課
[00:01:00.000 --> 00:01:01.000]  你知道我的
[00:01:01.000 --> 00:01:02.000]  認識我的人都知道
[00:01:02.000 --> 00:01:04.000]  我畫個圈都不遠的
[00:01:04.000 --> 00:01:06.000]  所以我的勞作是很差的
[00:01:06.000 --> 00:01:09.000]  我的顏色當然是過界的
[00:01:09.000 --> 00:01:10.000]  我就找我姐姐幫忙
[00:01:10.000 --> 00:01:12.000]  不知道我姐姐記不記得
[00:01:12.000 --> 00:01:14.000]  幫我塗到很漂亮
[00:01:14.000 --> 00:01:16.000]  塗到大象立體的
[00:01:16.000 --> 00:01:17.000]  因為她喜歡大象
[00:01:17.000 --> 00:01:19.000]  耳朵簡直好像跑出來了
[00:01:19.000 --> 00:01:21.000]  結果當然是拿100分
[00:01:21.000 --> 00:01:23.000]  我當然是出貓了
[00:01:23.000 --> 00:01:26.000]  因為我勞作差
[00:01:26.000 --> 00:01:28.000]  所以我做不到外科醫生
[00:01:28.000 --> 00:01:30.000]  不然聯心一定會歪掉
[00:01:30.000 --> 00:01:33.000]  所以就很有印象
[00:01:33.000 --> 00:01:35.000]  創世紀一章
[00:01:35.000 --> 00:01:37.000]  為什麼不說呢
[00:01:37.000 --> 00:01:38.000]  其實我也考慮過
[00:01:38.000 --> 00:01:40.000]  好不好說創世紀
[00:01:40.000 --> 00:01:44.000]  因為比較上有爭議性
[00:01:44.000 --> 00:01:46.000]  似乎是很簡單的故事
[00:01:46.000 --> 00:01:47.000]  但很多神學家
[00:01:47.000 --> 00:01:49.000]  很多的科學家
[00:01:49.000 --> 00:01:51.000]  有很多不同的說法
[00:01:51.000 --> 00:01:53.000]  解讀令人很迷惑
[00:01:53.000 --> 00:01:55.000]  我擔心我講了之後
[00:01:55.000 --> 00:01:57.000]  就好像打開了一個叫做
[00:01:57.000 --> 00:01:58.000]  Pandora Box
[00:01:58.000 --> 00:02:01.000]  英文叫做潘多拉的魔盒
[00:02:01.000 --> 00:02:04.000]  本來人家都明白的
[00:02:04.000 --> 00:02:05.000]  你講到人家不明白
[00:02:05.000 --> 00:02:08.000]  講到當然是想你們明白
[00:02:08.000 --> 00:02:09.000]  講完出來
[00:02:09.000 --> 00:02:11.000]  我不想你們有更加多疑問
[00:02:11.000 --> 00:02:12.000]  所以我就想來想去
[00:02:12.000 --> 00:02:13.000]  好不好說呢
[00:02:13.000 --> 00:02:14.000]  好就不會好
[00:02:14.000 --> 00:02:16.000]  就拿一對玫瑰出來摘
[00:02:16.000 --> 00:02:18.000]  就說不說
[00:02:18.000 --> 00:02:19.000]  說不說
[00:02:19.000 --> 00:02:20.000]  到最後還是說
[00:02:20.000 --> 00:02:22.000]  就好像牧師上次說
[00:02:22.000 --> 00:02:23.000]  不嫁有嫁
[00:02:23.000 --> 00:02:26.000]  牧師不是說自己不嫁有嫁
[00:02:26.000 --> 00:02:27.000]  他講的意思就是
[00:02:27.000 --> 00:02:29.000]  葡萄園的兒子
[00:02:29.000 --> 00:02:32.000]  結果我覺得應該說
[00:02:32.000 --> 00:02:34.000]  因為上帝創造天地
[00:02:34.000 --> 00:02:38.000]  是我們基督徒信仰的核心
[00:02:38.000 --> 00:02:39.000]  除了你說
[00:02:39.000 --> 00:02:41.000]  耶穌基督的得救當然是核心
[00:02:41.000 --> 00:02:43.000]  但是我們全能者
[00:02:43.000 --> 00:02:45.000]  創造這個宇宙萬物
[00:02:45.000 --> 00:02:47.000]  這個是我們所相信
[00:02:47.000 --> 00:02:48.000]  我在這方面
[00:02:48.000 --> 00:02:51.000]  其實我是有些研究
[00:02:51.000 --> 00:02:53.000]  其實我不敢講研究那個字
[00:02:53.000 --> 00:02:54.000]  因為通常講研究
[00:02:54.000 --> 00:02:57.000]  就是要一些博士級的講員出來講
[00:02:57.000 --> 00:02:58.000]  才叫研究
