
[00:00:00.000 --> 00:00:02.300]  最近我去韓國港島的時候
[00:00:02.300 --> 00:00:04.500]  就是訪韓的港島
[00:00:04.500 --> 00:00:06.600]  有一個有些突顯智慧行為
[00:00:06.600 --> 00:00:08.000]  我那裏都不是我們教會的
[00:00:08.000 --> 00:00:09.400]  有些來自印尼
[00:00:09.400 --> 00:00:10.400]  有些來自台灣
[00:00:10.400 --> 00:00:11.600]  來自不同的地方
[00:00:11.600 --> 00:00:12.700]  那些人走過來
[00:00:12.700 --> 00:00:13.500]  他說牧師
[00:00:13.500 --> 00:00:15.400]  我還記得你五年前說什麼
[00:00:15.400 --> 00:00:16.600]  我說五年前說什麼
[00:00:16.600 --> 00:00:18.400]  我都不記得自己說什麼
[00:00:18.400 --> 00:00:19.200]  我說你記得
[00:00:19.200 --> 00:00:19.900]  他說是啊
[00:00:19.900 --> 00:00:21.500]  我記得你五年前說什麼
[00:00:21.500 --> 00:00:23.200]  我就發覺一個真理
[00:00:23.200 --> 00:00:24.600]  原來我說得少一點
[00:00:24.600 --> 00:00:25.800]  那些人會記得一點
[00:00:25.800 --> 00:00:28.400]  所以變成以後我都不說那麼多
[00:00:28.400 --> 00:00:30.200]  讓你們記得我說什麼
[00:00:30.200 --> 00:00:32.100]  所以我覺得有感恩
[00:00:32.100 --> 00:00:33.500]  你們不記得不要緊
[00:00:33.500 --> 00:00:35.000]  我上一次我就提
[00:00:35.000 --> 00:00:36.800]  我說如果我們能夠
[00:00:36.800 --> 00:00:39.000]  可以找一個代討伴侶
[00:00:39.000 --> 00:00:41.600]  如果是你的配偶
[00:00:41.600 --> 00:00:42.700]  是很重要
[00:00:42.700 --> 00:00:44.000]  如果我們配偶之間
[00:00:44.000 --> 00:00:45.800]  能夠成為一個代討伴侶
[00:00:45.800 --> 00:00:46.800]  一起祈禱
[00:00:46.800 --> 00:00:47.900]  我們彼此鼓勵
[00:00:47.900 --> 00:00:48.900]  彼此提醒
[00:00:48.900 --> 00:00:49.900]  甚至我們今天
[00:00:49.900 --> 00:00:51.300]  未有一個伴侶
[00:00:51.300 --> 00:00:53.900]  我們可以找教會那邊一個伴侶
[00:00:53.900 --> 00:00:55.400]  我們能夠在祈禱當中
[00:00:55.400 --> 00:00:56.100]  去提一提
[00:00:56.100 --> 00:00:58.000]  我們彼此一起代討
[00:00:58.000 --> 00:00:59.300]  一起祈禱
[00:00:59.300 --> 00:01:01.600]  就因為上一次我講道
[00:01:01.600 --> 00:01:05.000]  我就用了《啟示錄》第三章二十節
[00:01:05.000 --> 00:01:06.800]  所以以後那幾篇道
[00:01:06.800 --> 00:01:11.000]  我們都會看這一節作為一個基礎
[00:01:11.000 --> 00:01:12.100]  這一節聖經就說
[00:01:12.100 --> 00:01:14.300]  看吶 我站在門外叩門
[00:01:14.300 --> 00:01:17.300]  若有聽見我聲音就開門的
[00:01:17.300 --> 00:01:19.700]  我要進到他那裡去
[00:01:19.700 --> 00:01:23.100]  我與他 他與我一同坐直
[00:01:23.100 --> 00:01:25.200]  我們很深信很多牧者
[00:01:25.200 --> 00:01:26.500]  包括我自己
[00:01:26.500 --> 00:01:28.200]  都會用這一節聖經
[00:01:28.200 --> 00:01:31.000]  成為一節呼召的聖經
[00:01:31.000 --> 00:01:34.500]  就說如果今天神在你的心裡叩門
[00:01:34.500 --> 00:01:35.900]  你要打開你的心門
[00:01:35.900 --> 00:01:37.800]  去到耶穌面前認罪悔改
[00:01:37.800 --> 00:01:40.400]  接受耶穌進到你的心靈當中
[00:01:40.400 --> 00:01:42.100]  聖經給我們的應許
[00:01:42.100 --> 00:01:45.000]  就說我與你一同坐直
[00:01:45.000 --> 00:01:47.500]  我們的神一定會七二四
[00:01:47.500 --> 00:01:48.500]  與我們在一起
[00:01:48.500 --> 00:01:50.400]  我們的生命就會不一樣
[00:01:50.400 --> 00:01:52.500]  我們可以經歷到上帝
[00:01:52.500 --> 00:01:53.500]  給我們的平安
[00:01:53.500 --> 00:01:54.600]  給我們的喜樂
[00:01:54.600 --> 00:01:56.200]  給我們的豐盛
[00:01:56.200 --> 00:01:57.300]  絕對不是錯
[00:01:57.300 --> 00:01:59.100]  這個方向 這個應用
[00:01:59.100 --> 00:02:00.100]  絕對是對的
[00:02:00.100 --> 00:02:03.100]  當我自己去思考關於祈禱的時候
[00:02:03.100 --> 00:02:05.500]  我就忽然間再想起這一節聖經
[00:02:05.500 --> 00:02:07.900]  這一節聖經是說到神與我們同在
[00:02:07.900 --> 00:02:10.300]  今天我們祈禱最重要的
[00:02:10.300 --> 00:02:12.100]  就是我們的生命裡面
[00:02:12.100 --> 00:02:14.800]  我們怎樣能夠與主契合
[00:02:14.800 --> 00:02:16.300]  我們的祈禱就是
[00:02:16.300 --> 00:02:20.500]  我們的家需要主進到我們的家裡面
[00:02:20.500 --> 00:02:22.400]  正如耶穌曾經說過
[00:02:22.400 --> 00:02:23.700]  祂說我的殿
[00:02:23.700 --> 00:02:26.100]  是要成為一個禱告的殿
[00:02:26.100 --> 00:02:27.400]  這是上一節說的
[00:02:27.400 --> 00:02:30.600]  而禱告的殿這個字的原文
[00:02:30.600 --> 00:02:33.000]  這個原文不是Temple
[00:02:33.000 --> 00:02:34.100]  不是殿
[00:02:34.100 --> 00:02:37.100]  原文這個字是House
[00:02:37.100 --> 00:02:38.400]  是房屋
[00:02:38.400 --> 00:02:41.400]  所以是House of Prayer
[00:02:41.400 --> 00:02:43.700]  祂說我的殿
[00:02:43.700 --> 00:02:44.900]  我的House
[00:02:44.900 --> 00:02:49.200]  要成為一個禱告的屋
[00:02:49.200 --> 00:02:51.100]  禱告的House
[00:02:51.100 --> 00:02:54.000]  House對於我們香港人來說
[00:02:54.000 --> 00:02:55.700]  我們很難明白
[00:02:55.700 --> 00:02:58.600]  香港很難買到House
[00:02:58.600 --> 00:03:00.000]  大家明白我的意思嗎
[00:03:00.000 --> 00:03:01.900]  在香港買到一個Studio
[00:03:01.900 --> 00:03:03.500]  已經感謝主了
[00:03:03.500 --> 00:03:05.000]  什麼叫Studio
[00:03:05.000 --> 00:03:06.500]  就是沒有房間的
[00:03:06.500 --> 00:03:07.500]  睡房在那裡
[00:03:07.500 --> 00:03:08.100]  客房在那裡
[00:03:08.100 --> 00:03:08.700]  客廳在那裡
[00:03:08.700 --> 00:03:09.900]  吃飯在那裡
[00:03:09.900 --> 00:03:13.200]  只是家具越來越先進
[00:03:13.200 --> 00:03:14.000]  晚上回到家
[00:03:14.000 --> 00:03:15.800]  一拉下來就是一張床
[00:03:15.800 --> 00:03:17.900]  一放上去就是客廳
[00:03:17.900 --> 00:03:19.100]  下面有一張書桌
[00:03:19.100 --> 00:03:20.500]  哇!很精彩
[00:03:20.500 --> 00:03:21.900]  現在你看電視節目
[00:03:21.900 --> 00:03:23.300]  看香港的房屋
[00:03:23.300 --> 00:03:24.500]  真的不得了
[00:03:24.500 --> 00:03:29.500]  二百多呎可以讓你覺得非常舒服
[00:03:29.500 --> 00:03:32.200]  我們可能在想什麼叫House
[00:03:32.200 --> 00:03:35.900]  但耶穌時代很明顯有House
[00:03:35.900 --> 00:03:38.500]  今天可能你去到外國某些地方
[00:03:38.500 --> 00:03:40.200]  你會看到有House
[00:03:40.200 --> 00:03:41.200]  House
