
[00:00:00.000 --> 00:00:05.640]  我哋都好想有一種好穩定嘅生活
[00:00:05.640 --> 00:00:09.560]  一種好穩定嘅生活方式
[00:00:09.560 --> 00:00:13.640]  有時我哋甚至會墨守成規嘅
[00:00:13.640 --> 00:00:21.320]  我哋常常都會問我哋究竟喺生活裏面有啲乜嘢我哋係應該做可以做
[00:00:21.320 --> 00:00:24.680]  有啲乜嘢又唔可以做嘅呢
[00:00:24.680 --> 00:00:29.400]  我哋又好想知道神有乜嘢嘅吩咐
[00:00:29.400 --> 00:00:32.960]  我哋尋求神嘅心意最好
[00:00:32.960 --> 00:00:37.320]  神就好清楚話俾我聽有啲乜嘢可以做
[00:00:37.320 --> 00:00:39.720]  有啲乜嘢唔可以做
[00:00:39.720 --> 00:00:45.520]  我知道咗之後我就好清楚咁按照呢啲指示嚟到生活
[00:00:45.520 --> 00:00:46.840]  咁咪搞掂啦
[00:00:46.840 --> 00:00:50.720]  我哋有時去發展教會都係想咁樣嘅
[00:00:50.720 --> 00:00:52.560]  究竟教會要做啲乜嘢呢
[00:00:52.560 --> 00:00:53.760]  一月份要做啲咩
[00:00:53.760 --> 00:00:55.480]  二月份要做啲乜嘢呢
[00:00:55.480 --> 00:01:00.800]  如果我哋好清楚知道教會點樣做呢就ok
[00:01:00.800 --> 00:01:07.280]  我哋以後呢就咁樣做我哋就冇問題啦
[00:01:07.280 --> 00:01:09.400]  我哋呢忘記一件事
[00:01:09.400 --> 00:01:14.680]  我哋呢忘記呢我哋嘅神呢係一個活著嘅神嚟嘅
[00:01:14.680 --> 00:01:17.600]  我哋嘅神係一個活著嘅神嘅意思呢
[00:01:17.600 --> 00:01:23.160]  就係我哋嘅神呢係不斷同我哋呢建立關係嘅
[00:01:23.160 --> 00:01:32.200]  我哋從神略去面前呢嚟到去呢搵到一個嘅引導或者搵到一個指示
[00:01:32.200 --> 00:01:35.480]  都唔係呢一次過呢就得㗎喇
[00:01:35.480 --> 00:01:37.720]  因為我哋嘅神活著
[00:01:37.720 --> 00:01:39.240]  係咪我哋嘅神如果死咗喇
[00:01:39.240 --> 00:01:41.680]  咁呢我哋就知道下佢嘅遺言係乜嘢
[00:01:41.680 --> 00:01:43.240]  我哋照做就ok啦
[00:01:43.240 --> 00:01:44.880]  以後都係咁㗎啦
[00:01:44.880 --> 00:01:47.080]  但係呢我哋嘅神係活著
[00:01:47.080 --> 00:01:53.480]  而我哋就想呢一次過知道晒神所有嘅心意
[00:01:53.480 --> 00:01:56.760]  我呢以後就照住做道德嘅意思
[00:01:56.760 --> 00:01:59.440]  就係話我以後唔需要再去搵呢個神喇
[00:01:59.440 --> 00:02:01.320]  我以後唔需要再問佢
[00:02:01.320 --> 00:02:02.720]  究竟佢想點喇
[00:02:02.720 --> 00:02:07.040]  因為講晒啦嘛一次過講晒咁以後都係咁做啦
[00:02:07.040 --> 00:02:08.840]  又我哋就似猶太人啦
[00:02:08.840 --> 00:02:16.880]  猶太人呢佢哋就好呢就相信神嘅心意呢已經呢直接律法話晒比佢聽㗎啦
[00:02:16.880 --> 00:02:22.720]  所以佢哋呢就透過律法呢就好嚴謹咁樣遵守
[00:02:22.720 --> 00:02:27.320]  並且呢自己都去呢諗啲好詳細嘅方式
[00:02:27.320 --> 00:02:28.720]  做得好足
[00:02:28.720 --> 00:02:32.440]  咁佢哋呢就覺得呢咁就ok啦
[00:02:32.440 --> 00:02:34.320]  咁呢就包冇死啦
[00:02:34.320 --> 00:02:35.800]  包冇錯啦
[00:02:35.800 --> 00:02:41.280]  但係呢佢哋忽略呢神可以有新嘅計劃㗎喎
[00:02:41.280 --> 00:02:42.960]  神可以有呢
[00:02:42.960 --> 00:02:44.000]  因為神係活著㗎嘛
[00:02:44.000 --> 00:02:49.120]  神係可以呢今日有一啲呢新嘅嘢呢想佢哋去做
[00:02:49.120 --> 00:02:52.320]  或者呢以前呢神唔想佢哋做今日想佢哋做
[00:02:52.320 --> 00:02:57.560]  或者神以前唔可以畀佢哋做今日又唔係好想佢哋做嘅嘢啦
[00:02:57.560 --> 00:03:00.240]  所以今日我哋睇一段聖經呢
[00:03:00.240 --> 00:03:04.120]  彼得就去面對一個咁樣嘅轉變啦
[00:03:04.120 --> 00:03:05.440]  原來呢
[00:03:05.440 --> 00:03:08.160]  神嘅心意係可以有轉變嘅
[00:03:08.160 --> 00:03:12.240]  我哋呢睇呢小行傳第十章第一到第三十三節
[00:03:12.240 --> 00:03:15.640]  我哋呢請姐妹讀單數嘅節數
[00:03:15.640 --> 00:03:17.640]  我哋請弟兄讀雙數嘅節數
[00:03:17.640 --> 00:03:19.000]  讀哂佢
[00:03:19.000 --> 00:03:19.880]  都好長㗎
[00:03:19.880 --> 00:03:20.400]  慢慢讀吓
[00:03:20.400 --> 00:03:21.400]  一二三
[00:03:21.400 --> 00:03:30.920]  祂是個虔誠人
[00:03:30.920 --> 00:03:32.880]  祂和全家都敬畏神
[00:03:32.880 --> 00:03:36.080]  多多周濟百姓上上禱告神
[00:03:43.240 --> 00:03:45.040]  老大那裡說
[00:03:45.040 --> 00:03:48.160]  哥尼留定徵漢他
[00:03:48.160 --> 00:03:49.200]  驚怕說
[00:03:49.200 --> 00:03:51.040]  主呀什麼事呢
[00:03:51.040 --> 00:03:52.120]  天使說
[00:03:52.120 --> 00:03:55.760]  你的禱告和你的周濟達到神面前
[00:03:55.760 --> 00:03:57.480]  以蒙紀念了
[00:03:57.480 --> 00:04:05.400]  他住在海邊
[00:04:05.400 --> 00:04:09.960]  一個俏皮像西門的家女放紙在海邊上
[00:04:12.960 --> 00:04:14.240]  哥尼留念了
[00:04:14.240 --> 00:04:18.840]  那家人和上司和家的一個秩序的地方
[00:04:18.840 --> 00:04:21.520]  阿姐使刀述說給他們聽
[00:04:21.520 --> 00:04:24.240]  就打發他們往約柏去
[00:04:24.240 --> 00:04:25.280]  在那一天
[00:04:25.280 --> 00:04:27.720]  他們走路將人拉成
[00:04:27.720 --> 00:04:31.720]  披著藥罩和面釘上房頂去禱告
[00:04:31.720 --> 00:04:33.880]  覺得餓了想要吃
[00:04:33.880 --> 00:04:36.800]  那家的人正預備飯的時候
[00:04:36.800 --> 00:04:38.880]  起得渾游障礙
[00:04:38.880 --> 00:04:42.240]  開著煙火燎 又將人放下
[00:04:42.240 --> 00:04:44.000]  抱著一塊大寶
[00:04:44.000 --> 00:04:47.080]  披著四角水彩的地上
[00:04:47.080 --> 00:04:51.200]  裡面有地上各樣四足的走獸和昆蟲
[00:04:51.200 --> 00:04:53.280]  並天上的飛鳥
[00:04:53.280 --> 00:04:55.520]  又有每一張一張單純
[00:04:55.520 --> 00:04:58.040]  彼得平地內所有鳥餉
[00:04:58.040 --> 00:04:59.200]  彼得卻說
[00:04:59.200 --> 00:05:01.080]  主呀這是不可的
[00:05:01.080 --> 00:05:03.200]  凡俗物和不潔淨的物
[00:05:03.200 --> 00:05:05.400]  我從來沒有吃過
[00:05:05.400 --> 00:05:07.960]  那一年至有這張一張單純
[00:05:07.960 --> 00:05:09.440]  凡俗物和不潔淨的物
[00:05:09.440 --> 00:05:11.760]  你不可當作是俗物
[00:05:11.760 --> 00:05:13.480]  這樣一年三次
[00:05:13.480 --> 00:05:16.720]  那物隨即收回天上去了
[00:05:16.720 --> 00:05:19.600]  彼得心裡正在猜疑之下
[00:05:19.600 --> 00:05:21.680]  不知所看見的異象
[00:05:21.680 --> 00:05:23.120]  是否可預見
[00:05:23.120 --> 00:05:25.240]  該由雙眼看見的人
[00:05:25.240 --> 00:05:27.680]  是幾何民族身體的家家
[00:05:27.680 --> 00:05:29.240]  家在戶戶
[00:05:29.240 --> 00:05:30.320]  喊著問
[00:05:30.320 --> 00:05:34.360]  有稱呼彼得的西門住在者裡沒有?
[00:05:34.360 --> 00:05:37.360]  彼得問至上達異象的時候
[00:05:37.360 --> 00:05:38.760]  幾個印堂人答說
[00:05:38.760 --> 00:05:41.200]  有三個印堂人答你
[00:05:41.200 --> 00:05:42.360]  起來下去
[00:05:42.360 --> 00:05:45.360]  王他們同往不要疑惑
[00:05:45.360 --> 00:05:48.080]  因為是我猜他們來的
[00:05:48.080 --> 00:05:51.440]  至此彼得下去見那些人說
[00:05:51.440 --> 00:05:53.840]  我就是你們所找的人
[00:05:53.840 --> 00:05:56.600]  你們來自貴深的原因
[00:05:56.600 --> 00:05:57.680]  他們說
[00:05:57.680 --> 00:06:00.400]  特夫長戈尼劉是個異人
[00:06:00.400 --> 00:06:01.520]  定為神
[00:06:01.520 --> 00:06:04.360]  惟由太通國所稱澤
[00:06:04.360 --> 00:06:06.960]  他蒙一位聖天使指示
[00:06:06.960 --> 00:06:09.760]  叫他請你到他家裡去
[00:06:09.760 --> 00:06:11.520]  聽你的話
[00:06:11.520 --> 00:06:13.800]  彼得就請他們進去
[00:06:13.800 --> 00:06:15.080]  知了耶穌
[00:06:15.080 --> 00:06:17.880]  讀之人在基督教家門口去
