
[00:00:00.000 --> 00:00:03.120]  好,我們一起聽神的吐耳仙讓我們同心的禱告
[00:00:03.120 --> 00:00:05.720]  讓我們進行到之前先同心禱告
[00:00:05.720 --> 00:00:10.600]  父神,多謝祢讓我們再次能夠回到祢的說話
[00:00:10.600 --> 00:00:13.480]  特別是在我們一直在看的試堂轉迴當中
[00:00:13.480 --> 00:00:17.880]  重新去掌握到上帝祢行事的特別
[00:00:17.880 --> 00:00:20.960]  求主,祢真的帶領我們的新心靈
[00:00:20.960 --> 00:00:24.560]  同樣在好像昔日聖靈怎樣引導
[00:00:24.560 --> 00:00:28.560]  在古近東裡面的所有的教會一樣
[00:00:28.760 --> 00:00:33.160]  讓信徒的心怎樣去掌握上帝祢的心意
[00:00:33.160 --> 00:00:36.680]  怎樣走在上帝祢所走的道路上
[00:00:36.680 --> 00:00:40.080]  讓我們今天每一個月都同樣學習
[00:00:40.080 --> 00:00:43.280]  求祢與我們同在,幫助我們
[00:00:43.280 --> 00:00:46.320]  我親愛的父神,多謝祢讓我們能夠再次
[00:00:46.320 --> 00:00:51.400]  由此可以打開我們一直來到研讀的試堂旋轉裡面
[00:00:51.400 --> 00:00:52.440]  祢的說話
[00:00:52.440 --> 00:00:54.960]  讓我們透過經文的裡面
[00:00:54.960 --> 00:00:56.400]  使我們明白到
[00:00:56.520 --> 00:00:59.240]  原來祢的靈怎樣來到帶領
[00:00:59.240 --> 00:01:02.600]  在古近東裡面的宗教會
[00:01:02.600 --> 00:01:05.120]  還有弟兄姊妹信徒
[00:01:05.120 --> 00:01:07.640]  他們怎樣隨著新靈的帶領
[00:01:07.640 --> 00:01:10.560]  來到走面前屬靈的道路
[00:01:10.560 --> 00:01:11.960]  求祢的幫助
[00:01:11.960 --> 00:01:14.760]  讓我們今天同樣透過這段經文
[00:01:14.760 --> 00:01:17.760]  也讓我們再次領受主理的教訓
[00:01:17.760 --> 00:01:20.160]  成為我們新的一年
[00:01:20.160 --> 00:01:22.640]  來到遂奉主的一個基礎
[00:01:22.640 --> 00:01:24.080]  求祢的幫助
[00:01:24.080 --> 00:01:25.400]  我們的禱告
[00:01:25.400 --> 00:01:27.080]  遂奉主耶穌的祕託
[00:01:27.080 --> 00:01:28.080]  Amen
[00:01:55.440 --> 00:01:57.320]  我最近和家人看了一套電影
[00:01:57.320 --> 00:01:59.360]  這套電影不知道大家有沒有看過
[00:01:59.360 --> 00:02:01.560]  英文名叫《The Circle》
[00:02:01.560 --> 00:02:04.280]  這個電影的英文名叫《The Circle》
[00:02:04.280 --> 00:02:07.160]  這套電影的卡司挺厲害的
[00:02:07.160 --> 00:02:10.200]  卡司非常好
[00:02:10.200 --> 00:02:12.760]  男主角的名字叫Tom Hanks
[00:02:12.760 --> 00:02:14.480]  男主角叫Tom Hanks
[00:02:14.480 --> 00:02:17.320]  一個女主角叫Emma Watson
[00:02:17.320 --> 00:02:19.160]  女主角Emma Watson
[00:02:19.160 --> 00:02:20.120]  不知道大家認不認識
[00:02:20.120 --> 00:02:22.640]  兩個都影帝級、影后級人物
[00:02:22.640 --> 00:02:25.120]  這都是影帝、影后級人物
[00:02:25.120 --> 00:02:28.000]  我很喜歡看Tom Hanks的電影
[00:02:28.000 --> 00:02:29.800]  所以一見到不如看一下
[00:02:29.800 --> 00:02:31.800]  我挺喜歡這個男主角
[00:02:31.800 --> 00:02:33.120]  這套電影講什麼呢?
[00:02:33.120 --> 00:02:33.880]  這套電影講什麼呢?
[00:02:33.880 --> 00:02:36.600]  這套電影的背景是講一個
[00:02:36.600 --> 00:02:38.960]  好像今天我們這個世界裡面
[00:02:38.960 --> 00:02:41.320]  很多公司的一個文化
[00:02:41.320 --> 00:02:44.040]  這個背景很像我們今天的公司文化
[00:02:44.040 --> 00:02:48.600]  特別是用了一家科技網絡公司成為背景
[00:02:48.600 --> 00:02:51.240]  它已經將科技網絡公司成為背景
[00:02:51.240 --> 00:02:53.400]  現在現代的公司管理學裡面
[00:02:53.400 --> 00:02:56.320]  跟我以前二十幾三十年前讀的就很不同了
[00:02:56.320 --> 00:02:57.720]  現在的公司管理學
[00:02:57.720 --> 00:03:01.000]  和我二三十年前所學的內容很不相同
[00:03:01.000 --> 00:03:01.880]  原則都一樣
[00:03:01.880 --> 00:03:04.880]  希望所有員工都投入進入到公司裡面
[00:03:04.880 --> 00:03:05.920]  原則都一樣
[00:03:05.920 --> 00:03:08.400]  希望所有的員工都能夠投入進來
[00:03:08.400 --> 00:03:11.400]  但某一間公司都有他自己獨特的文化
[00:03:11.400 --> 00:03:13.560]  每一間公司都有他自己獨特的文化
[00:03:13.560 --> 00:03:14.560]  換句話來說
[00:03:14.560 --> 00:03:16.680]  你做的公司好像一個人一樣
[00:03:16.680 --> 00:03:18.240]  這個公司好像一個人一樣
[00:03:18.240 --> 00:03:19.440]  有他自己的性格
[00:03:19.440 --> 00:03:20.480]  他有自己的性格
[00:03:20.480 --> 00:03:21.560]  有他的習慣
[00:03:21.560 --> 00:03:22.760]  有他自己的習慣
[00:03:22.760 --> 00:03:24.240]  於是乎這套戲裡面
[00:03:24.240 --> 00:03:27.600]  說這間科技公司為了迎合現在我們稱之為
[00:03:27.600 --> 00:03:30.880]  千禧年世代的工作模式
[00:03:30.880 --> 00:03:36.040]  就是它為了迎合現代人的千禧年的工作模式
[00:03:36.040 --> 00:03:38.600]  英文叫millennials的working pattern
[00:03:38.600 --> 00:03:40.040]  就是什麼呢
[00:03:40.040 --> 00:03:41.800]  這是什麼呢
[00:03:41.800 --> 00:03:42.960]  你們大家知不知道
[00:03:42.960 --> 00:03:43.840]  大家知不知道
[00:03:43.840 --> 00:03:46.040]  問那些千禧世代的應該知道了
[00:03:46.040 --> 00:03:49.360]  千禧時代的小朋友應該知道
[00:03:49.360 --> 00:03:50.600]  不是小朋友了
[00:03:50.600 --> 00:03:52.200]  他們也不是小朋友
[00:03:52.200 --> 00:03:53.680]  但是他們通常是怎麼樣呢
[00:03:53.680 --> 00:03:54.800]  他們工作呢
[00:03:54.800 --> 00:03:55.600]  沒有壓力的
[00:03:55.600 --> 00:03:56.720]  你不要給他壓力
[00:03:56.720 --> 00:03:58.440]  做事你不要給我壓力
[00:03:58.440 --> 00:03:59.960]  不要有限期
[00:03:59.960 --> 00:04:01.360]  不要有限期
[00:04:01.360 --> 00:04:03.200]  他喜歡做你就讓他做
[00:04:03.200 --> 00:04:04.880]  他喜歡做你就讓他做
[00:04:04.880 --> 00:04:07.120]  你不要虧欠他朝九晚五
[00:04:07.120 --> 00:04:10.880]  你不能虧欠他朝九晚五
[00:04:10.880 --> 00:04:13.000]  他們在工作的時候就很講
[00:04:13.000 --> 00:04:16.400]  享受那份生活過程或者工作過程
[00:04:16.400 --> 00:04:19.440]  工作是享受的過程
[00:04:19.440 --> 00:04:23.040]  那些有獨特他自己的性格融入在這家公司裡面
[00:04:23.040 --> 00:04:25.760]  有自己獨特的性格融入到公司裡面
[00:04:25.760 --> 00:04:28.240]  於是乎現在的現代公司管理學
[00:04:28.240 --> 00:04:30.400]  很多時候在公司裡面搞很多活動
[00:04:30.400 --> 00:04:32.360]  是迎合這些千禧年的世代
[00:04:32.360 --> 00:04:34.240]  就是說在公司裡面搞很多活動
[00:04:34.240 --> 00:04:36.040]  去延續這個切切的活動
[00:04:36.040 --> 00:04:38.080]  如果你有機會跟一些朋友
[00:04:38.080 --> 00:04:39.520]  他在那些大的科技公司
[00:04:39.520 --> 00:04:43.040]  譬如M字頭、G字頭、A字頭那些公司做呢
[00:04:43.040 --> 00:04:44.840]  就是如果有機會的話
[00:04:44.840 --> 00:04:46.640]  跟這個大的公司
[00:04:46.640 --> 00:04:49.840]  譬如說是A字頭、G字頭的公司的話
[00:04:49.840 --> 00:04:51.320]  你可能會
[00:04:51.320 --> 00:04:54.840]  會怎麼樣?你直接問下去吧
[00:04:54.840 --> 00:04:58.320]  就像師母那樣在銀行裡做
[00:04:58.320 --> 00:05:01.120]  現在你知道嗎?沒有定位的
[00:05:01.120 --> 00:05:03.360]  在銀行做是沒有定位的
[00:05:03.360 --> 00:05:04.520]  定位是什麼意思?
[00:05:04.520 --> 00:05:05.840]  坐定那個位
[00:05:05.840 --> 00:05:07.720]  就是說你必須坐著了
