
[00:00:00.000 --> 00:00:03.000]  那麼今天我們來到第三堂
[00:00:03.000 --> 00:00:06.000]  我們要特別講到另外一個教會的觀念
[00:00:06.000 --> 00:00:09.000]  也是我覺得很多有時候跟弟兄姐妹聊天的時候
[00:00:09.000 --> 00:00:12.000]  不是太多人瞭解教會這個觀念
[00:00:12.000 --> 00:00:14.000]  那就是到底教會里面
[00:00:14.000 --> 00:00:17.000]  當一羣基督徒聚在一起成爲教會
[00:00:17.000 --> 00:00:19.000]  我們有一個很重要的使命
[00:00:19.000 --> 00:00:21.000]  是要做些什麼事情
[00:00:21.000 --> 00:00:23.000]  那麼爲了講清楚這個觀念
[00:00:23.000 --> 00:00:26.000]  首先我要先從一個很簡單的觀念提起
[00:00:26.000 --> 00:00:28.000]  那麼這個觀念是什麼呢
[00:00:28.000 --> 00:00:33.000]  就是當我在練心理輔導的時候
[00:00:33.000 --> 00:00:36.000]  我們提到說有很多的家長
[00:00:36.000 --> 00:00:38.000]  因爲他們的小孩到了背離期的時候
[00:00:38.000 --> 00:00:39.000]  特別是青少年
[00:00:39.000 --> 00:00:41.000]  那就很多很多的問題
[00:00:41.000 --> 00:00:43.000]  很多的家長會來找我們說
[00:00:43.000 --> 00:00:47.000]  那怎麼去處理那些小孩子背離期的問題
[00:00:47.000 --> 00:00:49.000]  那麼當我們輔導這些人的時候
[00:00:49.000 --> 00:00:50.000]  我們有一個觀念
[00:00:50.000 --> 00:00:53.000]  這個觀念叫做pick your battle
[00:00:53.000 --> 00:00:54.000]  什麼意思呢就很簡單
[00:00:54.000 --> 00:00:57.000]  比方說通常到了青少年
[00:00:57.000 --> 00:00:58.000]  那段時間呢
[00:00:58.000 --> 00:01:01.000]  家長通常對小孩子的不滿意
[00:01:01.000 --> 00:01:04.000]  通常有一百幾十條不滿意的地方
[00:01:04.000 --> 00:01:05.000]  什麼不滿意你的頭髮
[00:01:05.000 --> 00:01:07.000]  不滿意染髮
[00:01:07.000 --> 00:01:08.000]  不滿意你的指甲
[00:01:08.000 --> 00:01:10.000]  不滿意你紋身
[00:01:10.000 --> 00:01:11.000]  不滿意你回家
[00:01:11.000 --> 00:01:12.000]  襪子隨便扔
[00:01:12.000 --> 00:01:15.000]  不滿意你跟我喫飯的時候一直看手機
[00:01:15.000 --> 00:01:17.000]  我可以有一百多條不滿意你的地方
[00:01:17.000 --> 00:01:21.000]  但問題是你不能一百多條都跟他講
[00:01:21.000 --> 00:01:24.000]  因爲講到第三條他已經不理你了
[00:01:24.000 --> 00:01:26.000]  所以我們的建議就是說
[00:01:26.000 --> 00:01:29.000]  一定要從一百多條的問題當中
[00:01:29.000 --> 00:01:32.000]  選一條最一針見血的
[00:01:32.000 --> 00:01:34.000]  不要選那個什麼襪子亂扔
[00:01:34.000 --> 00:01:35.000]  那些先不要管它
[00:01:35.000 --> 00:01:38.000]  選那個你覺得最一針見血的問題
[00:01:38.000 --> 00:01:40.000]  你先跟他談
[00:01:40.000 --> 00:01:42.000]  那就是從這個觀念開始
[00:01:42.000 --> 00:01:45.000]  那麼所以沒有人可以有足夠的時間
[00:01:45.000 --> 00:01:47.000]  盡力說我面對所有的問題
[00:01:47.000 --> 00:01:49.000]  雖然你的孩子可能很多問題
[00:01:49.000 --> 00:01:52.000]  可是你不能夠所有你都同一時間處理
[00:01:52.000 --> 00:01:54.000]  你只能選一條你認爲最重要的
[00:01:54.000 --> 00:01:57.000]  我現在就處理這一條就好了
[00:01:57.000 --> 00:02:00.000]  那麼現在我們把青少年這個問題
[00:02:00.000 --> 00:02:04.000]  再擴大一點我們帶來社會
[00:02:04.000 --> 00:02:06.000]  你知道我們都是罪人
[00:02:06.000 --> 00:02:08.000]  我們是罪人活在罪的世界
[00:02:08.000 --> 00:02:10.000]  那麼這個世界in a way
[00:02:10.000 --> 00:02:12.000]  也蠻像一個悖逆的青少年
[00:02:12.000 --> 00:02:15.000]  你就想象這個社會是一個悖逆的青少年
[00:02:15.000 --> 00:02:16.000]  我們悖逆的神
[00:02:16.000 --> 00:02:18.000]  我們是不太想聽神的話
[00:02:18.000 --> 00:02:20.000]  社會本身問題也是很多
[00:02:20.000 --> 00:02:23.000]  我們有很多很多的問題
[00:02:23.000 --> 00:02:25.000]  無論是同性戀的問題
[00:02:25.000 --> 00:02:26.000]  還是恐怖分子襲擊
[00:02:26.000 --> 00:02:27.000]  還是血汗工廠
[00:02:27.000 --> 00:02:29.000]  還是很多不公義的問題
[00:02:29.000 --> 00:02:31.000]  我們需要去處理
[00:02:31.000 --> 00:02:32.000]  那麼第二點就是
[00:02:32.000 --> 00:02:35.000]  如果我們同樣的pick your battle
[00:02:35.000 --> 00:02:36.000]  我們apply到社會
[00:02:36.000 --> 00:02:38.000]  其實也是一樣
[00:02:38.000 --> 00:02:40.000]  沒有任何一個人有足夠的時間
[00:02:40.000 --> 00:02:43.000]  精力去處理社會所有的問題
[00:02:43.000 --> 00:02:46.000]  就是你可以參加八號提案的遊行
[00:02:46.000 --> 00:02:47.000]  你可以參加一兩樣
[00:02:47.000 --> 00:02:49.000]  你認爲很重要的事情
[00:02:49.000 --> 00:02:51.000]  可是沒有人可以參加所有的東西
[00:02:51.000 --> 00:02:53.000]  所以這是第一個觀念
[00:02:53.000 --> 00:02:54.000]  來到社會問題
[00:02:54.000 --> 00:02:55.000]  我們每一個
[00:02:55.000 --> 00:02:56.000]  作爲基督徒
[00:02:56.000 --> 00:02:57.000]  我們的責任也是一樣
[00:02:57.000 --> 00:03:00.000]  沒有人可以處理所有的問題
[00:03:00.000 --> 00:03:01.000]  你不可以參加
[00:03:01.000 --> 00:03:02.000]  我兒童飢餓也有你份
[00:03:02.000 --> 00:03:04.000]  四川地震也有一份
[00:03:04.000 --> 00:03:05.000]  你只能夠選一兩個
[00:03:05.000 --> 00:03:07.000]  你覺得我有感動
[00:03:07.000 --> 00:03:09.000]  我很想要參與的
[00:03:09.000 --> 00:03:10.000]  那這樣就參與
[00:03:10.000 --> 00:03:12.000]  那麼這是第二個觀念
[00:03:12.000 --> 00:03:14.000]  那麼在我的
[00:03:14.000 --> 00:03:16.000]  每個人都有一張清單
[00:03:16.000 --> 00:03:17.000]  我心裏面也有
[00:03:17.000 --> 00:03:18.000]  如果我有精力
[00:03:18.000 --> 00:03:19.000]  有錢
[00:03:19.000 --> 00:03:20.000]  有時間的話
[00:03:20.000 --> 00:03:22.000]  如果我要參與一些
[00:03:22.000 --> 00:03:24.000]  社會公益的這些的活動
[00:03:24.000 --> 00:03:26.000]  我想要參加什麼
[00:03:26.000 --> 00:03:28.000]  我想要解決什麼問題
[00:03:28.000 --> 00:03:30.000]  比方說on top of my list
[00:03:30.000 --> 00:03:32.000]  在我清單上比較高的地方
[00:03:32.000 --> 00:03:33.000]  是IJM
[00:03:33.000 --> 00:03:35.000]  那爲什麼我選IJM
[00:03:35.000 --> 00:03:36.000]  是因爲我覺得IJM
[00:03:36.000 --> 00:03:37.000]  所處理的問題
[00:03:37.000 --> 00:03:38.000]  是很邪惡的問題
[00:03:38.000 --> 00:03:39.000]  因爲是那些
[00:03:39.000 --> 00:03:42.000]  被非法買賣去做妓女什麼
[00:03:42.000 --> 00:03:43.000]  因爲我有朋友被這樣賣過
[00:03:43.000 --> 00:03:45.000]  所以我心裏面就
[00:03:45.000 --> 00:03:47.000]  就很關注那些問題
[00:03:47.000 --> 00:03:50.000]  基本上那種事情是
[00:03:50.000 --> 00:03:52.000]  他們創造了一個人間的地獄
[00:03:52.000 --> 00:03:53.000]  把那些人關在裏面
[00:03:53.000 --> 00:03:54.000]  所以對我來說
[00:03:54.000 --> 00:03:56.000]  這種不是普通的邪惡
[00:03:56.000 --> 00:03:57.000]  就很邪惡
[00:03:57.000 --> 00:03:59.000]  那如果我有精力的話
[00:03:59.000 --> 00:04:01.000]  我會想要多點時間
[00:04:01.000 --> 00:04:02.000]  參與這樣處理
[00:04:02.000 --> 00:04:04.000]  這些問題的這些活動
[00:04:04.000 --> 00:04:06.000]  那麼當然還有很多的問題
[00:04:06.000 --> 00:04:07.000]  你這樣一直一直排下來
[00:04:07.000 --> 00:04:09.000]  你排到什麼懸案工廠
[00:04:09.000 --> 00:04:10.000]  現在香港的那個
[00:04:10.000 --> 00:04:11.000]  什麼碼頭工人
[00:04:11.000 --> 00:04:13.000]  這不良富士康
[00:04:13.000 --> 00:04:14.000]  就很多很多
[00:04:14.000 --> 00:04:16.000]  你可以一直排下去
[00:04:16.000 --> 00:04:17.000]  我記得很多年前
[00:04:17.000 --> 00:04:18.000]  有人跟我說
[00:04:18.000 --> 00:04:19.000]  教會員應該處理一下
[00:04:19.000 --> 00:04:20.000]  那個版權的問題
[00:04:20.000 --> 00:04:21.000]  Copyright
[00:04:21.000 --> 00:04:22.000]  你知道中國大陸
[00:04:22.000 --> 00:04:24.000]  沒什麼Copyright的觀念
[00:04:24.000 --> 00:04:25.000]  我就是要處理一下
[00:04:25.000 --> 00:04:26.000]  那我就說Copyright
[00:04:26.000 --> 00:04:27.000]  在我的清單裏面
[00:04:27.000 --> 00:04:32.000]  是排Problem No.198
[00:04:32.000 --> 00:04:34.000]  Problem No.197
[00:04:34.000 --> 00:04:35.000]  就是As Christians
[00:04:35.000 --> 00:04:37.000]  Are we eating too much fast food?
[00:04:37.000 --> 00:04:40.000]  所以就是你要排
[00:04:40.000 --> 00:04:41.000]  就是不是
[00:04:41.000 --> 00:04:42.000]  我不說那個不是問題
[00:04:42.000 --> 00:04:45.000]  而是說你要排得很清楚
[00:04:45.000 --> 00:04:47.000]  好幾年前
[00:04:47.000 --> 00:04:49.000]  我聽說在香港有些教會
[00:04:49.000 --> 00:04:50.000]  有牧師
[00:04:50.000 --> 00:04:52.000]  那一年做了一個Campaign
[00:04:52.000 --> 00:04:53.000]  一個活動
[00:04:53.000 --> 00:04:54.000]  就是鼓勵大家
[00:04:54.000 --> 00:04:56.000]  一起來參加一個活動
[00:04:56.000 --> 00:04:57.000]  那個活動就是
[00:04:57.000 --> 00:04:59.000]  說鼓勵每個基督徒
[00:04:59.000 --> 00:05:02.000]  都不要在紅燈的時候過馬路
[00:05:02.000 --> 00:05:03.000]  你知道紅燈過馬路嗎
[00:05:03.000 --> 00:05:04.000]  很多人都紅燈
[00:05:04.000 --> 00:05:05.000]  不管就過馬路
[00:05:05.000 --> 00:05:07.000]  就紅燈過馬路
[00:05:07.000 --> 00:05:08.000]  我看的時候
[00:05:08.000 --> 00:05:09.000]  我就覺得這是個問題
[00:05:09.000 --> 00:05:11.000]  可是我的清單上面
[00:05:11.000 --> 00:05:12.000]  基本上這個問題
[00:05:12.000 --> 00:05:14.000]  連我的清單上面都沒有
[00:05:14.000 --> 00:05:16.000]  Didn't even make it to my list
[00:05:16.000 --> 00:05:17.000]  還有很多事情
[00:05:17.000 --> 00:05:18.000]  我覺得很不方便
[00:05:18.000 --> 00:05:19.000]  很是問題
[00:05:19.000 --> 00:05:21.000]  可是因爲問題太多
[00:05:21.000 --> 00:05:22.000]  你只能夠選
[00:05:22.000 --> 00:05:23.000]  所以有些問題
[00:05:23.000 --> 00:05:25.000]  是連我清單上都進不去的
[00:05:25.000 --> 00:05:27.000]  比方說我去餐館喫飯
[00:05:27.000 --> 00:05:29.000]  我很討厭一樣東西
[00:05:29.000 --> 00:05:31.000]  就是那些不收Credit Card
[00:05:31.000 --> 00:05:32.000]  Cash only
[00:05:32.000 --> 00:05:34.000]  我每次去了很想喫
[00:05:34.000 --> 00:05:35.000]  又沒有Cash
[00:05:35.000 --> 00:05:36.000]  那我的名字
[00:05:36.000 --> 00:05:38.000]  爲什麼它不收Cash呢
[00:05:38.000 --> 00:05:40.000]  這偷稅漏稅嘛
[00:05:40.000 --> 00:05:41.000]  我就有時候就很氣
[00:05:41.000 --> 00:05:43.000]  說有空一定要立法管制
[00:05:43.000 --> 00:05:46.000]  但是雖然我個人覺得很不方便
[00:05:46.000 --> 00:05:48.000]  可是Again
[00:05:48.000 --> 00:05:49.000]  That problem
[00:05:49.000 --> 00:05:51.000]  Didn't even make it to my list
[00:05:51.000 --> 00:05:53.000]  因爲有其他更嚴重的問題
[00:05:53.000 --> 00:05:54.000]  好
[00:05:54.000 --> 00:05:56.000]  那麼這是第二個觀念
[00:05:56.000 --> 00:05:57.000]  第三個觀念
[00:05:57.000 --> 00:05:58.000]  既然這社會
[00:05:58.000 --> 00:06:00.000]  有這麼多不公義的問題
[00:06:00.000 --> 00:06:02.000]  你沒有辦法逐一去解決
[00:06:02.000 --> 00:06:03.000]  你只能選一兩個
[00:06:03.000 --> 00:06:04.000]  你很有感動
[00:06:04.000 --> 00:06:07.000]  又有時間去解決的
[00:06:07.000 --> 00:06:09.000]  第三個問題就是
[00:06:09.000 --> 00:06:10.000]  就算你參加了
[00:06:10.000 --> 00:06:12.000]  一個到兩個這樣的issue
[00:06:12.000 --> 00:06:15.000]  就是我有參加反對東西內容
[00:06:15.000 --> 00:06:18.000]  我有參加四川救災
[00:06:18.000 --> 00:06:20.000]  你可以參加一兩樣
[00:06:20.000 --> 00:06:21.000]  問題是
