
[00:00:00.000 --> 00:00:04.000]  弟兄姊妹,生命盒是一個不斷成長的教會
[00:00:04.000 --> 00:00:07.000]  當我說成長的時候,不但只是在人數上
[00:00:07.000 --> 00:00:13.000]  更是在我們的生命,在我們的團隊,在我們的事工上
[00:00:13.000 --> 00:00:16.000]  這些年當我看見整個教會在成長的時候
[00:00:16.000 --> 00:00:20.000]  我真的是要為神所賜給我們教會
[00:00:20.000 --> 00:00:24.000]  真的多少好的同工來獻上感謝
[00:00:24.000 --> 00:00:27.000]  我看見這些年多少弟兄姊妹
[00:00:27.000 --> 00:00:31.000]  就是為了教會無怨無悔的擺上
[00:00:31.000 --> 00:00:36.000]  衷心的跟隨神所託付給這個教會的意向跟使命
[00:00:36.000 --> 00:00:39.000]  以致於我們可以走過多少的風浪
[00:00:39.000 --> 00:00:42.000]  而且能夠持續前進
[00:00:42.000 --> 00:00:45.000]  為每一位參與服事弟兄姊妹鼓掌
[00:00:45.000 --> 00:00:50.000]  包括你自己在內
[00:00:50.000 --> 00:00:54.000]  另一方面我也看見在整個教會成長的過程當中
[00:00:54.000 --> 00:00:58.000]  小主事工也是一個不可缺少的一環
[00:00:58.000 --> 00:01:04.000]  小主是神能夠滿足人心的一個橋樑
[00:01:04.000 --> 00:01:08.000]  小主也是神塑造我們生命的場所
[00:01:08.000 --> 00:01:13.000]  小主更是整個教會事工的動力來源
[00:01:13.000 --> 00:01:17.000]  所以教會若是想持續不斷的成長
[00:01:17.000 --> 00:01:19.000]  而且滿足不同的需求
[00:01:19.000 --> 00:01:23.000]  那我們就需要不斷的在小主事工上來更新
[00:01:23.000 --> 00:01:25.000]  所以今天早上我們從三方面
[00:01:25.000 --> 00:01:28.000]  我們來講到小主事工的更新
[00:01:28.000 --> 00:01:35.000]  第一個我們要在意向上更新
[00:01:35.000 --> 00:01:37.000]  在這段聖經當中我們看見
[00:01:37.000 --> 00:01:40.000]  當門徒看見許多人的時候
[00:01:40.000 --> 00:01:43.000]  你知道門徒們看見許多人
[00:01:43.000 --> 00:01:46.000]  跟耶穌看見許多人反應是不一樣的
[00:01:46.000 --> 00:01:51.000]  聖經講到耶穌看見許多人就憐憫他們
[00:01:51.000 --> 00:01:54.000]  門徒在這裡也看見許多人
[00:01:54.000 --> 00:01:58.000]  當他們看見許多人就很擔心
[00:01:58.000 --> 00:02:00.000]  所以他們來到主面前說
[00:02:00.000 --> 00:02:02.000]  叫他們散開吧散去吧
[00:02:02.000 --> 00:02:05.000]  讓他們自己去解決他們吃喝的問題吧
[00:02:05.000 --> 00:02:09.000]  我們自己有的吃就管不了別人了
[00:02:09.000 --> 00:02:13.000]  沒想到主耶穌反過來對他們說
[00:02:13.000 --> 00:02:16.000]  你們給他們吃吧
[00:02:16.000 --> 00:02:19.000]  門徒們看見很多人就讓他們散開
[00:02:19.000 --> 00:02:21.000]  耶穌說no no no
[00:02:21.000 --> 00:02:24.000]  你們給他們吃
[00:02:24.000 --> 00:02:26.000]  從這裡我們再次看見
[00:02:26.000 --> 00:02:30.000]  小主的一種外展的意向跟使命
[00:02:30.000 --> 00:02:34.000]  今天我們教會要用小主的形式
[00:02:34.000 --> 00:02:36.000]  絕對不是為了讓你
[00:02:36.000 --> 00:02:40.000]  能夠在這裡找到一個屬靈的窩而已
[00:02:40.000 --> 00:02:44.000]  今天教會常常落入到一個陷阱的裡面
[00:02:44.000 --> 00:02:47.000]  就是好像變成一個信徒俱樂部
[00:02:47.000 --> 00:02:50.000]  好的崇拜好的講道好的場地
[00:02:50.000 --> 00:02:52.000]  我們自我滿足就好了
[00:02:52.000 --> 00:02:56.000]  我們卻忽略了主的大使命是叫我們去
[00:02:56.000 --> 00:02:59.000]  使萬民做主的門徒
[00:02:59.000 --> 00:03:03.000]  今天我們在神的裡面得享恩典
[00:03:03.000 --> 00:03:05.000]  這是好的事情
[00:03:05.000 --> 00:03:08.000]  但你一定要記得主的呼召
[00:03:08.000 --> 00:03:10.000]  不只是讓我們得恩典而已
[00:03:10.000 --> 00:03:13.000]  你還記得主耶穌呼召彼得的時候
[00:03:13.000 --> 00:03:15.000]  祂怎麼對彼得說嗎
[00:03:15.000 --> 00:03:17.000]  祂是不是對彼得說
[00:03:17.000 --> 00:03:19.000]  彼得你要得魚了
[00:03:19.000 --> 00:03:22.000]  祂有沒有這樣說
[00:03:22.000 --> 00:03:23.000]  No 祂怎麼說的
[00:03:23.000 --> 00:03:28.000]  彼得你要得人如得魚
[00:03:28.000 --> 00:03:30.000]  跟你們說是得人不是得魚
[00:03:30.000 --> 00:03:33.000]  跟祂說
[00:03:33.000 --> 00:03:35.000]  神說我們搞錯我們想得魚
[00:03:35.000 --> 00:03:40.000]  耶穌說你是得人如得魚一樣
[00:03:40.000 --> 00:03:43.000]  當然神樂意讓我們得魚的
[00:03:43.000 --> 00:03:46.000]  事實上後來主耶穌復活之後
[00:03:46.000 --> 00:03:48.000]  彼得去打魚
[00:03:48.000 --> 00:03:51.000]  主還是給他的153條魚
[00:03:51.000 --> 00:03:52.000]  Hallelujah
[00:03:52.000 --> 00:03:53.000]  主充滿了憐憫
[00:03:53.000 --> 00:03:56.000]  但主呼召我們再次說
[00:03:56.000 --> 00:03:59.000]  不是叫我們得魚而已
[00:03:59.000 --> 00:04:01.000]  主的心意是要我們在地上
[00:04:01.000 --> 00:04:04.000]  為主得人如得魚一樣
[00:04:04.000 --> 00:04:05.000]  Amen
[00:04:05.000 --> 00:04:07.000]  你知道今天我們常常很多的基督徒
[00:04:07.000 --> 00:04:10.000]  想要渴慕追求主的心意
[00:04:10.000 --> 00:04:12.000]  想要明白神的心意
[00:04:12.000 --> 00:04:13.000]  不是嗎
[00:04:13.000 --> 00:04:16.000]  我們常常希望渴慕追求
[00:04:16.000 --> 00:04:17.000]  可是我們卻常常忽略了
[00:04:17.000 --> 00:04:20.000]  最重要神的心意
[00:04:20.000 --> 00:04:22.000]  聖經裡面很清楚告訴我們
[00:04:22.000 --> 00:04:24.000]  在聖經裡面神最重要的心意
[00:04:24.000 --> 00:04:26.000]  神願意萬人得救
[00:04:26.000 --> 00:04:28.000]  不願意一人沉淪
[00:04:28.000 --> 00:04:30.000]  Amen
[00:04:30.000 --> 00:04:32.000]  在路加福音15章裡面
[00:04:32.000 --> 00:04:35.000]  我們看見耶穌用三個比喻
[00:04:35.000 --> 00:04:37.000]  講同一件事情
[00:04:37.000 --> 00:04:43.000]  當主用同一件事情講三遍的時候
[00:04:43.000 --> 00:04:45.000]  可見那是非常重要的一件事情
[00:04:45.000 --> 00:04:46.000]  不是嗎
[00:04:46.000 --> 00:04:48.000]  路加福音講到
[00:04:48.000 --> 00:04:51.000]  失去的羊被找回來
[00:04:51.000 --> 00:04:54.000]  是講到失去的錢被找回來
[00:04:54.000 --> 00:04:56.000]  失去的兒子
[00:04:56.000 --> 00:04:57.000]  浪子回頭的故事
[00:04:57.000 --> 00:04:59.000]  被找回來
[00:04:59.000 --> 00:05:01.000]  每一個比喻都講到
[00:05:01.000 --> 00:05:04.000]  曾經失去的被找回來
[00:05:04.000 --> 00:05:08.000]  就帶來極大的歡喜
[00:05:08.000 --> 00:05:12.000]  你可知道最令神歡喜的是什麼事情嗎
[00:05:12.000 --> 00:05:15.000]  今天我們渴望討神的喜悅不是嗎
[00:05:15.000 --> 00:05:18.000]  你知道最討神喜悅是什麼事情嗎
[00:05:18.000 --> 00:05:21.000]  就當一個思上的靈魂
[00:05:21.000 --> 00:05:24.000]  能夠回轉來歸向神的時候
[00:05:24.000 --> 00:05:26.000]  神最開心了
[00:05:26.000 --> 00:05:28.000]  Amen
[00:05:28.000 --> 00:05:30.000]  每一次當我在讀到那些比喻的時候
[00:05:30.000 --> 00:05:33.000]  我心都很被觸摸
[00:05:33.000 --> 00:05:35.000]  路加福音15章第三到第15節
[00:05:35.000 --> 00:05:37.000]  我們看見這是主講的第一個比喻
[00:05:37.000 --> 00:05:38.000]  耶穌用比喻對他們說
[00:05:38.000 --> 00:05:40.000]  你們中間只有一百隻羊
[00:05:40.000 --> 00:05:41.000]  失去一隻
[00:05:41.000 --> 00:05:43.000]  不把這九十九隻撇在曠野
[00:05:43.000 --> 00:05:44.000]  去找那失去的羊
[00:05:44.000 --> 00:05:45.000]  直到找著了呢
[00:05:45.000 --> 00:05:46.000]  第五節
[00:05:46.000 --> 00:05:49.000]  找著了就歡歡喜喜地扛在肩上
[00:05:49.000 --> 00:05:51.000]  回到家裡
[00:05:51.000 --> 00:05:53.000]  我們看耶穌講了一個比喻說
[00:05:53.000 --> 00:05:54.000]  你們中間只有一百隻羊
