
[00:00:00.000 --> 00:00:02.000]  各位靜音前輩朋友們早安
[00:00:02.000 --> 00:00:05.000]  今天要跟各位分享的是
[00:00:05.000 --> 00:00:09.000]  邁向成熟一二三
[00:00:09.000 --> 00:00:14.000]  Grow mature one two three
[00:00:14.000 --> 00:00:16.000]  那麼您知道嗎
[00:00:16.000 --> 00:00:18.000]  我們今天是第一個禮拜
[00:00:18.000 --> 00:00:21.000]  第一個主日
[00:00:21.000 --> 00:00:23.000]  每個月第一個主日我都要講
[00:00:23.000 --> 00:00:27.000]  有關於今天教會意象的信息
[00:00:27.000 --> 00:00:30.000]  今天教會是什麼意象啊
[00:00:30.000 --> 00:00:32.000]  邁向成熟 是的
[00:00:32.000 --> 00:00:35.000]  所以我今天就要跟各位來分享
[00:00:35.000 --> 00:00:38.000]  邁向成熟一二三
[00:00:38.000 --> 00:00:41.000]  我會解釋一下
[00:00:41.000 --> 00:00:45.000]  我們過去講過的什麼邁向成熟的信息
[00:00:45.000 --> 00:00:48.000]  還有什麼叫重生得救
[00:00:48.000 --> 00:00:52.000]  還有怎麼樣要勝過惡者
[00:00:52.000 --> 00:00:55.000]  怎麼樣能夠活在天堂
[00:00:55.000 --> 00:01:00.000]  最後我們再為邁向成熟再申試一次
[00:01:00.000 --> 00:01:02.000]  最後我一個結論是說
[00:01:02.000 --> 00:01:06.000]  我們要把基督包裝成精品
[00:01:06.000 --> 00:01:08.000]  送給人
[00:01:08.000 --> 00:01:09.000]  好不好
[00:01:09.000 --> 00:01:11.000]  感謝神讚美神
[00:01:11.000 --> 00:01:14.000]  是的
[00:01:14.000 --> 00:01:17.000]  那第一個拜平主日我分享年度的意象
[00:01:17.000 --> 00:01:19.000]  邁向成熟
[00:01:19.000 --> 00:01:21.000]  各位如果記得的話
[00:01:21.000 --> 00:01:23.000]  我曾經講過
[00:01:23.000 --> 00:01:27.000]  口出恩言 邁向成熟
[00:01:27.000 --> 00:01:29.000]  我的意思是說
[00:01:29.000 --> 00:01:31.000]  你要邁向成熟
[00:01:31.000 --> 00:01:33.000]  我覺得啦
[00:01:33.000 --> 00:01:36.000]  你可能聖經讀得還不夠多
[00:01:36.000 --> 00:01:38.000]  禱告還不怎麼會
[00:01:38.000 --> 00:01:42.000]  或者是敬拜讚美也都不熟
[00:01:42.000 --> 00:01:45.000]  但是有一點你可以做的事
[00:01:45.000 --> 00:01:48.000]  就是說勒住你的喉舌
[00:01:48.000 --> 00:01:50.000]  不要說不義的話
[00:01:50.000 --> 00:01:54.000]  是不是如真言十八章二十一節說的
[00:01:54.000 --> 00:01:57.000]  生死在舌頭的拳下
[00:01:57.000 --> 00:01:59.000]  所以我們要邁向成熟
[00:01:59.000 --> 00:02:02.000]  先掌管我們的喉舌
[00:02:02.000 --> 00:02:04.000]  我又有一次說是
[00:02:04.000 --> 00:02:07.000]  我們要操練信心
[00:02:07.000 --> 00:02:10.000]  然後能夠邁向成熟
[00:02:10.000 --> 00:02:14.000]  這是在歷代之下二十章二十節
[00:02:14.000 --> 00:02:15.000]  它是說
[00:02:15.000 --> 00:02:19.000]  信耶和華你們的神就必立穩
[00:02:19.000 --> 00:02:23.000]  信祂的先知就必亨通
[00:02:23.000 --> 00:02:25.000]  這是一個信心的功課
[00:02:25.000 --> 00:02:29.000]  你信嗎?你信你相信嗎?
[00:02:29.000 --> 00:02:31.000]  感謝神
[00:02:31.000 --> 00:02:33.000]  上次我說是
[00:02:33.000 --> 00:02:37.000]  增強我們的屬靈的免疫力
[00:02:37.000 --> 00:02:39.000]  我們要邁向成熟
[00:02:39.000 --> 00:02:41.000]  就好像我們在這個
[00:02:41.000 --> 00:02:45.000]  所謂的COVID-19這個Pandemic
[00:02:45.000 --> 00:02:48.000]  這個大瘟疫流行的時候呢
[00:02:48.000 --> 00:02:51.000]  我們的免疫力要增強
[00:02:51.000 --> 00:02:52.000]  同樣的
[00:02:52.000 --> 00:02:54.000]  我們要邁向成熟
[00:02:54.000 --> 00:02:56.000]  我們也就是要使我們的
[00:02:56.000 --> 00:02:59.000]  屬靈的免疫力能夠增強
[00:02:59.000 --> 00:03:02.000]  所以不會才碰到
[00:03:02.000 --> 00:03:05.000]  病毒病菌來的時候
[00:03:05.000 --> 00:03:06.000]  我們就跌倒了
[00:03:06.000 --> 00:03:08.000]  我們就倒下去了
[00:03:08.000 --> 00:03:10.000]  所以這是邁向成熟
[00:03:10.000 --> 00:03:14.000]  Hallelujah 讚美神
[00:03:14.000 --> 00:03:19.000]  那麼今天我是要講邁向成熟
[00:03:19.000 --> 00:03:21.000]  一二三
[00:03:21.000 --> 00:03:23.000]  那麼第一點我是要講
[00:03:23.000 --> 00:03:26.000]  重生得救
[00:03:26.000 --> 00:03:28.000]  也就是我們的起點
[00:03:28.000 --> 00:03:29.000]  您知道嗎?
[00:03:29.000 --> 00:03:33.000]  我常常喜歡講說怎麼樣
[00:03:33.000 --> 00:03:36.000]  我們基督徒的生命
[00:03:36.000 --> 00:03:39.000]  是從絕痔信主開始
[00:03:39.000 --> 00:03:40.000]  是不是?
[00:03:40.000 --> 00:03:43.000]  所以什麼叫絕痔呢?
[00:03:43.000 --> 00:03:47.000]  絕痔就是接受耶穌為救主
[00:03:47.000 --> 00:03:48.000]  最得赦免
[00:03:48.000 --> 00:03:51.000]  我們叫做得救
[00:03:51.000 --> 00:03:52.000]  是不是?
[00:03:52.000 --> 00:03:56.000]  那麼我們常常講說重生得救
[00:03:56.000 --> 00:04:00.000]  重生是什麼呢?
[00:04:00.000 --> 00:04:03.000]  重生就是受洗歸入主的靈下
[00:04:03.000 --> 00:04:06.000]  成為神的兒女
[00:04:06.000 --> 00:04:08.000]  我們常常喜歡就是說
[00:04:08.000 --> 00:04:10.000]  受洗的時候進到水裡面
[00:04:10.000 --> 00:04:11.000]  出來的時候
[00:04:11.000 --> 00:04:13.000]  我們說是一個新造的人
[00:04:13.000 --> 00:04:14.000]  不是嗎?
[00:04:14.000 --> 00:04:15.000]  就重生了
[00:04:15.000 --> 00:04:18.000]  是不是?
[00:04:18.000 --> 00:04:20.000]  讓我請問各位
[00:04:20.000 --> 00:04:22.000]  絕痔就可以了
[00:04:22.000 --> 00:04:24.000]  還是一定要受洗才可以
[00:04:24.000 --> 00:04:27.000]  在我們教會呢
[00:04:27.000 --> 00:04:29.000]  如果你絕痔
[00:04:29.000 --> 00:04:31.000]  但是你沒有受洗呢
[00:04:31.000 --> 00:04:37.000]  我們還是不贊成你領杯或你擺餅
[00:04:37.000 --> 00:04:41.000]  所以剛才我們伊娃姐妹講得很好
[00:04:41.000 --> 00:04:42.000]  要受洗
[00:04:42.000 --> 00:04:44.000]  為什麼呢?
[00:04:44.000 --> 00:04:48.000]  因為馬可福音十六章十六節說的
[00:04:48.000 --> 00:04:50.000]  我們一起來念
[00:04:50.000 --> 00:04:54.000]  信而受洗的必然得救
[00:04:54.000 --> 00:04:55.000]  Hallelujah
[00:04:55.000 --> 00:04:57.000]  所以這是講得很明白的
[00:04:57.000 --> 00:05:00.000]  信了而要受洗
[00:05:00.000 --> 00:05:02.000]  信就是怎麼樣?
[00:05:02.000 --> 00:05:04.000]  接受耶穌基督為救主
[00:05:04.000 --> 00:05:06.000]  就是得救
[00:05:06.000 --> 00:05:08.000]  就是因信生義
[00:05:08.000 --> 00:05:09.000]  是不是?
[00:05:09.000 --> 00:05:11.000]  所以信就是得救
[00:05:11.000 --> 00:05:14.000]  受洗就成為神的兒女
[00:05:14.000 --> 00:05:16.000]  為什麼信而受洗就必得救呢?
[00:05:16.000 --> 00:05:19.000]  因為就再一次確定你是得救了
[00:05:19.000 --> 00:05:21.000]  而不被定罪
[00:05:21.000 --> 00:05:24.000]  信而不洗呢?
[00:05:24.000 --> 00:05:26.000]  會不會得救啊?
[00:05:26.000 --> 00:05:28.000]  會不會上天堂啊?
[00:05:28.000 --> 00:05:30.000]  看情況
[00:05:30.000 --> 00:05:32.000]  如果說今天有一個人已經絕痔了
[00:05:32.000 --> 00:05:36.000]  但是到第二天就主把他接走了
[00:05:36.000 --> 00:05:38.000]  他沒有受洗啊
[00:05:38.000 --> 00:05:42.000]  所以我的立場是
[00:05:42.000 --> 00:05:44.000]  你能洗你就要洗
[00:05:44.000 --> 00:05:46.000]  你有機會你就要洗
[00:05:46.000 --> 00:05:48.000]  如果說你沒有機會
[00:05:48.000 --> 00:05:51.000]  沒有能夠的話
[00:05:51.000 --> 00:05:53.000]  我也算你的
[00:05:53.000 --> 00:05:55.000]  是不是?
[00:05:55.000 --> 00:05:57.000]  所以雖然說我們要能洗就洗
[00:05:57.000 --> 00:05:59.000]  該洗就洗
[00:05:59.000 --> 00:06:04.000]  所以信而受洗必然得救
[00:06:04.000 --> 00:06:06.000]  回答您剛才說的問題
[00:06:06.000 --> 00:06:10.000]  絕痔受洗的次數
[00:06:10.000 --> 00:06:12.000]  要幾次啊?
[00:06:12.000 --> 00:06:14.000]  一次就好了
[00:06:14.000 --> 00:06:16.000]  是不是?
[00:06:16.000 --> 00:06:18.000]  我有一次啊
[00:06:18.000 --> 00:06:21.000]  好多年前啊
[00:06:21.000 --> 00:06:23.000]  有一次呼召啊
[00:06:23.000 --> 00:06:25.000]  就有人舉手了
[00:06:25.000 --> 00:06:26.000]  哇!
[00:06:26.000 --> 00:06:28.000]  我那時候好興奮啊
[00:06:28.000 --> 00:06:30.000]  因為那個人我是知道
[00:06:30.000 --> 00:06:32.000]  正好是以前
[00:06:32.000 --> 00:06:35.000]  我一個朋友帶過他
[00:06:35.000 --> 00:06:37.000]  然後
[00:06:37.000 --> 00:06:39.000]  終於這個人絕痔了
[00:06:39.000 --> 00:06:40.000]  舉了手
[00:06:40.000 --> 00:06:43.000]  我那天就有機會跟那個人講話
[00:06:43.000 --> 00:06:44.000]  我就說
[00:06:44.000 --> 00:06:47.000]  哎!某某某某人絕痔了
[00:06:47.000 --> 00:06:48.000]  他說什麼啊?
[00:06:48.000 --> 00:06:49.000]  他說
[00:06:49.000 --> 00:06:51.000]  怎麼他又絕痔了?
[00:06:51.000 --> 00:06:55.000]  表示他絕痔好幾次了
[00:06:55.000 --> 00:06:57.000]  五次是吧?
[00:06:57.000 --> 00:06:59.000]  一次就好了
[00:06:59.000 --> 00:07:00.000]  是不是?
[00:07:00.000 --> 00:07:03.000]  受洗呢?
[00:07:03.000 --> 00:07:05.000]  也是一次就好了
[00:07:05.000 --> 00:07:06.000]  是不是?
