
[00:00:00.000 --> 00:00:04.920]  今日題目「每當開口說話時」
[00:00:04.920 --> 00:00:10.180]  記得在神學院畢業之前
[00:00:10.180 --> 00:00:14.080]  院長在差不多最後一次的組會裏面
[00:00:14.080 --> 00:00:17.760]  對我們有一段提醒
[00:00:17.760 --> 00:00:23.680]  他說「我們將會做傳道人」
[00:00:23.680 --> 00:00:30.920]  傳道人的通病是太喜歡說話
[00:00:30.920 --> 00:00:33.160]  又喜歡教人
[00:00:33.160 --> 00:00:36.300]  所以你們要記住
[00:00:36.300 --> 00:00:44.360]  除了非講不可的東西都不要說
[00:00:44.360 --> 00:00:47.020]  不過院長接著說
[00:00:47.020 --> 00:00:49.680]  其實沒有甚麼是非講不可的
[00:00:49.680 --> 00:00:54.500]  所以你們都可以不用說話
[00:00:54.500 --> 00:00:57.380]  在今日的經文裏面
[00:00:57.380 --> 00:01:03.420]  是集中去看我們的口、舌頭
[00:01:03.420 --> 00:01:05.120]  或者我們的說話
[00:01:05.120 --> 00:01:08.520]  其實都是一樣東西
[00:01:08.520 --> 00:01:13.680]  在《雅各書》三章一節裏說
[00:01:13.680 --> 00:01:17.960]  「我的弟兄們,你們不應該有太多人」
[00:01:17.960 --> 00:01:23.020]  「有太多人作教師」
[00:01:23.020 --> 00:01:25.180]  「因為知道我們作教師的」
[00:01:25.180 --> 00:01:29.480]  「將受更嚴厲的審判」
[00:01:29.480 --> 00:01:32.360]  多人作教師有甚麼問題呢?
[00:01:32.360 --> 00:01:35.280]  其實教會多年來都很想
[00:01:35.280 --> 00:01:37.300]  有更多的主任學老師
[00:01:37.300 --> 00:01:40.300]  或者更多的導師
[00:01:40.300 --> 00:01:43.000]  不過這裏所指出的是
[00:01:43.000 --> 00:01:44.800]  有太多
[00:01:44.800 --> 00:01:47.760]  主要是太多老師
[00:01:47.760 --> 00:01:50.120]  並且他給一個嚴厲的警告
[00:01:50.120 --> 00:01:53.760]  「我們作教師的將受更嚴厲的審判」
[00:01:53.760 --> 00:01:57.760]  或者是一個更嚴厲的審查
[00:01:57.760 --> 00:01:58.760]  怕甚麼呢?
[00:01:58.760 --> 00:02:00.940]  不是怕我們講了不走
[00:02:00.940 --> 00:02:03.280]  這個都不是最嚴重
[00:02:03.280 --> 00:02:05.640]  是怕我們教錯人
[00:02:05.640 --> 00:02:08.560]  這個就非常嚴重
[00:02:08.560 --> 00:02:13.040]  有一位朋友他患了抑鬱症很多年
[00:02:13.040 --> 00:02:17.400]  但他不是很想說他的病給別人知道
[00:02:17.400 --> 00:02:18.600]  他不是怕歧視
[00:02:18.600 --> 00:02:20.800]  不是怕別人怕了他
[00:02:20.800 --> 00:02:24.000]  而是怕別人聽了之後
[00:02:24.000 --> 00:02:26.600]  就會給他很多提議
[00:02:26.600 --> 00:02:29.800]  譬如說「你意志堅強一點」
[00:02:29.800 --> 00:02:32.640]  「開心一點就甚麼事都沒有了」
[00:02:32.640 --> 00:02:36.480]  或者是推薦他有甚麼好醫生
[00:02:36.480 --> 00:02:41.480]  或者是推薦他一些中藥的處方
[00:02:41.480 --> 00:02:42.680]  又有人提醒他
[00:02:42.680 --> 00:02:45.880]  「千萬不要吃抑鬱症抗抑鬱藥」
[00:02:45.880 --> 00:02:48.880]  「因為糊裡糊塗會吃壞腦的」
[00:02:48.880 --> 00:02:51.680]  「沒事就不要吃了」
[00:02:51.680 --> 00:02:53.880]  這些真是教壞人
[00:02:53.880 --> 00:02:58.880]  如果那個人真的聽他們說沒事就不吃
[00:02:58.880 --> 00:03:01.280]  自動停藥
[00:03:01.280 --> 00:03:05.400]  那真是害人不淺
[00:03:05.400 --> 00:03:09.080]  其實教人怎樣保健
[00:03:09.080 --> 00:03:12.080]  尚且可能會有很大影響
[00:03:12.080 --> 00:03:16.480]  更何況是關於生命和信仰的問題
[00:03:16.480 --> 00:03:26.280]  在三章二節說到
[00:03:26.280 --> 00:03:29.880]  我們在許多事上都有過錯
[00:03:29.880 --> 00:03:32.880]  假如有人的言語沒有過錯
[00:03:32.880 --> 00:03:34.880]  他就是完全人
[00:03:34.880 --> 00:03:38.680]  也能夠控制全身
[00:03:38.680 --> 00:03:39.680]  很特別
[00:03:39.680 --> 00:03:42.080]  他說那個人怎樣才是完全人呢
[00:03:42.080 --> 00:03:45.280]  他說他言語上沒有過錯
[00:03:45.280 --> 00:03:48.480]  你可以說很容易
[00:03:48.480 --> 00:03:52.680]  我平時不說話就沒有過錯
[00:03:52.680 --> 00:03:55.280]  沒有錯是對的
[00:03:55.280 --> 00:03:58.480]  不過你是否做得到呢
[00:03:58.480 --> 00:04:02.680]  然後亞國在諾利那裏
[00:04:02.680 --> 00:04:06.880]  就用言語舌頭
[00:04:06.880 --> 00:04:09.280]  指出了我們
[00:04:09.280 --> 00:04:13.880]  一定要去關心關於他的三件事
[00:04:13.880 --> 00:04:15.280]  關於我們的舌頭
[00:04:15.280 --> 00:04:19.480]  或者關於我們所說的話的三件事
[00:04:19.480 --> 00:04:23.480]  在第一個
[00:04:23.480 --> 00:04:24.480]  第一件事就是
[00:04:24.480 --> 00:04:28.080]  小小控制大大
[00:04:28.080 --> 00:04:31.880]  這裏亞國用了兩個比喻
[00:04:31.880 --> 00:04:34.280]  關於舌頭的比喻
[00:04:34.280 --> 00:04:41.280]  是指出小小的舌頭怎樣控制大大
[00:04:41.280 --> 00:04:43.080]  第一個
[00:04:43.080 --> 00:04:43.880]  在第三節說到
[00:04:43.880 --> 00:04:47.280]  我們若把雀環扣入馬嘴
[00:04:47.280 --> 00:04:48.880]  使牠馴服
[00:04:48.880 --> 00:04:51.680]  就能駕馭牠們的全身
[00:04:51.680 --> 00:04:53.880]  在聖經裏面
[00:04:53.880 --> 00:04:57.680]  馬往往是比喻為很大力
[00:04:57.680 --> 00:05:01.080]  很有力很強壯的動物
[00:05:01.080 --> 00:05:02.680]  所以這裏有一個很大的對比
[00:05:02.680 --> 00:05:05.280]  那個雀環
[00:05:05.280 --> 00:05:09.080]  在那幅圖裏面有一個黃色箭嘴
[00:05:09.080 --> 00:05:11.080]  那個很小的雀環
[00:05:11.080 --> 00:05:12.080]  人騎了上去
[00:05:12.080 --> 00:05:16.080]  就靠這個這麼小的物件
[00:05:16.080 --> 00:05:19.080]  控制一隻馬
[00:05:19.080 --> 00:05:19.880]  很小的
[00:05:19.880 --> 00:05:21.880]  但是這隻馬縱使牠這麼大力
[00:05:21.880 --> 00:05:22.680]  這麼有力
[00:05:22.680 --> 00:05:32.080]  但是我們都可以用這麼小的物件去控制牠
[00:05:32.080 --> 00:05:34.880]  在第四節說
[00:05:34.880 --> 00:05:38.480]  斯漢,船隻雖然甚大
[00:05:38.480 --> 00:05:40.480]  又被狂風吹迫
[00:05:40.480 --> 00:05:42.680]  舵手只用小小的舵
[00:05:42.680 --> 00:05:46.480]  就可以隨意操縱
[00:05:46.480 --> 00:05:48.280]  這裏特別強調
[00:05:48.280 --> 00:05:51.480]  那隻船很大隻
[00:05:51.480 --> 00:05:55.680]  並且牠在海面上航行是有大風
[00:05:55.680 --> 00:05:57.280]  但是怎樣控制牠
[00:05:57.280 --> 00:06:01.280]  他說那個舵手只是用一個很小的船尾舵
[00:06:01.280 --> 00:06:03.280]  好像綠色箭嘴那樣指著
[00:06:03.280 --> 00:06:04.280]  很小的
[00:06:04.280 --> 00:06:10.280]  他就可以隨著他的心思去控制牠
[00:06:10.280 --> 00:06:12.280]  不知道大家怎樣看這件事
[00:06:12.280 --> 00:06:15.280]  可以這麼容易就控制到牠
[00:06:15.280 --> 00:06:18.280]  近日有一句說話
[00:06:18.280 --> 00:06:20.280]  全日禁堂食
[00:06:20.280 --> 00:06:23.280]  整個城市就翻天覆地
[00:06:23.280 --> 00:06:26.280]  我不是罵政府
[00:06:26.280 --> 00:06:28.280]  而是我覺得這件事
[00:06:28.280 --> 00:06:32.280]  是對我們所有的人
[00:06:32.280 --> 00:06:34.280]  都是一個很深刻的教訓
[00:06:34.280 --> 00:06:37.280]  就是說當一些事情
[00:06:37.280 --> 00:06:40.280]  未深思熟慮就說出來的時候
[00:06:40.280 --> 00:06:42.280]  一句說話出了口
[00:06:42.280 --> 00:06:44.280]  後果可以是不得了
[00:06:44.280 --> 00:06:49.280]  所以蝕頭的威力
[00:06:49.280 --> 00:06:51.280]  其實真是很大
[00:06:53.280 --> 00:06:59.280]  第二件事值得注意的
[00:06:59.280 --> 00:07:00.280]  關於蝕頭就是
[00:07:00.280 --> 00:07:02.280]  小小的蝕頭
[00:07:02.280 --> 00:07:04.280]  大邪惡
[00:07:04.280 --> 00:07:07.280]  第三章五節那裡說
[00:07:07.280 --> 00:07:10.280]  照樣蝕頭雖然是個小肢體
[00:07:10.280 --> 00:07:12.280]  卻會說誇大力話
[00:07:12.280 --> 00:07:16.280]  是汗星星之火可以燎原
[00:07:16.280 --> 00:07:18.280]  蝕頭就是火
[00:07:18.280 --> 00:07:21.280]  在我們百體之中是個不二的世界
[00:07:21.280 --> 00:07:22.280]  能污穢全身
[00:07:22.280 --> 00:07:26.280]  將整個生命在運轉之中燃燒起來
[00:07:26.280 --> 00:07:29.280]  而且是被地獄之火點燃
[00:07:29.280 --> 00:07:31.280]  說得很厲害
[00:07:31.280 --> 00:07:33.280]  蝕頭就像火一樣
[00:07:33.280 --> 00:07:35.280]  火厲害在什麼呢
[00:07:35.280 --> 00:07:38.280]  星星之火可以燎原
[00:07:38.280 --> 00:07:40.280]  這個原
[00:07:40.280 --> 00:07:41.280]  平原或原野也好
[00:07:41.280 --> 00:07:44.280]  在原本的文字其實是森林
[00:07:44.280 --> 00:07:47.280]  他說一個火蝕
[00:07:47.280 --> 00:07:50.280]  就可以燒整個森林
[00:07:50.280 --> 00:07:53.280]  在第六節他再說一次
[00:07:53.280 --> 00:07:56.280]  蝕頭的確是火
[00:07:56.280 --> 00:08:00.280]  用火來形容蝕頭
[00:08:00.280 --> 00:08:03.280]  我想其中一樣可以說
[00:08:03.280 --> 00:08:05.280]  它是傳播得很快
[00:08:05.280 --> 00:08:10.280]  記得在2003年SARS期間
[00:08:10.280 --> 00:08:11.280]  有一天
[00:08:11.280 --> 00:08:17.280]  我們有一位很可靠的同學
[00:08:17.280 --> 00:08:18.280]  突然打電話給我
[00:08:18.280 --> 00:08:23.280]  他說政府可能在幾小時之內封港
[00:08:23.280 --> 00:08:28.280]  快點去超級市場入貨
[00:08:28.280 --> 00:08:32.280]  於是我就馬上走去超級市場
[00:08:32.280 --> 00:08:35.280]  在超級市場途中不斷打電話給家人
[00:08:35.280 --> 00:08:38.280]  快點入貨就要封港
[00:08:38.280 --> 00:08:40.280]  一到超級市場
[00:08:40.280 --> 00:08:44.280]  所有擺食物的貨架都全部空了
[00:08:44.280 --> 00:08:47.280]  我只見到有兩罐凹了的罐頭
[00:08:47.280 --> 00:08:52.280]  我心想為何消息這麼快
[00:08:52.280 --> 00:08:55.280]  當我拿著那兩罐凹了罐頭
[00:08:55.280 --> 00:08:57.280]  想去結帳的時候
[00:08:57.280 --> 00:09:00.280]  突然收到我太太的電話
[00:09:00.280 --> 00:09:02.280]  她說政府剛剛宣布
