
[00:00:00.000 --> 00:00:02.000]  張天鳳,我們感謝祢
[00:00:02.000 --> 00:00:05.960]  祢是大師慈愛的神
[00:00:05.960 --> 00:00:10.200]  最想我們讚美祢
[00:00:10.200 --> 00:00:12.800]  祢不單止是平靜風浪的主
[00:00:12.800 --> 00:00:16.120]  更加是帶領我們乘風破浪的主
[00:00:16.120 --> 00:00:26.280]  所以主啊,我將這班正在經歷人生風浪的弟兄姊妹交在祢的手裏
[00:00:27.680 --> 00:00:31.440]  主啊,我們呼求的就是祢與我們同在
[00:00:31.440 --> 00:00:38.240]  因為我們知道祢才是能夠駕馭風浪的主
[00:00:38.240 --> 00:00:43.040]  當我們與祢同在的時候,我們心裏面就不懼怕
[00:00:43.040 --> 00:00:46.960]  因為我們知道主,祢是愛我們的主
[00:00:46.960 --> 00:00:50.280]  祢總是不會撇下我們
[00:00:50.280 --> 00:00:54.400]  祢總是不會看著我們經歷風浪,不理會我們
[00:00:55.320 --> 00:00:57.880]  所以因主,我們獻上感恩
[00:00:57.880 --> 00:01:00.480]  為著我們能夠這樣經歷祢
[00:01:00.480 --> 00:01:04.640]  這是我們生命裏面一個很大的祝福,我們獻上感恩
[00:01:04.640 --> 00:01:06.880]  願祢繼續與我們同在
[00:01:06.880 --> 00:01:12.440]  用祢的愛,用祢的說話,用祢與我們的互動,繼續來激勵我們
[00:01:12.440 --> 00:01:20.240]  讓我們活在這個世上,不是被風浪打到左右右派
[00:01:20.720 --> 00:01:26.240]  而是我們真是讓人見到,祢如何帶領我們經過這些風浪
[00:01:26.240 --> 00:01:29.200]  讚美主,將一切榮耀贈贊歸給祢
[00:01:29.200 --> 00:01:32.960]  我們這樣祈禱,奉耶穌基督得勝的名字,阿們
[00:01:32.960 --> 00:01:42.800]  感謝主啊,我們可以這樣經歷主,是一件非常開心的事
[00:01:42.800 --> 00:01:49.960]  弟子們,你們近日有沒有受到一些刺激呢?
[00:01:51.200 --> 00:01:54.080]  有沒有被人刺激,有沒有被一些事刺激呢?
[00:01:54.080 --> 00:01:58.400]  很刺激
[00:01:58.400 --> 00:02:06.640]  最近大家知道我去了上海,去了尋根,有些弟子會跟我一起去
[00:02:06.640 --> 00:02:13.840]  尋完根,剛剛上個星期日,我又去了一個安息禮拜
[00:02:13.840 --> 00:02:17.600]  就是黃牧師的安息禮拜,黃炯英牧師的安息禮拜
[00:02:18.120 --> 00:02:25.360]  我覺得兩件事,最近在我生命裏面都好像帶來一些影響和刺激
[00:02:25.360 --> 00:02:31.320]  想起什麼呢?去到上海呢,其實都說真的沒什麼好看的
[00:02:31.320 --> 00:02:38.440]  所有的以前我們的前輩建立興起的那些東西,全部都沒有了
[00:02:38.440 --> 00:02:45.640]  只是看到一個招牌,寫著1920年,好像跟我們有些關係
[00:02:47.200 --> 00:02:54.720]  但是一直想這件事,尋根呢,就想起幾十年前,差不多一百年了
[00:02:54.720 --> 00:03:01.040]  就是1920年,差不多一百年了,一百年前,兩位女士,就是我們的前輩
[00:03:01.040 --> 00:03:07.960]  當時什麼都沒有,然後在短短十年間,在一個這麼動蕩混亂的時代
[00:03:07.960 --> 00:03:12.720]  可以興起這麼多東西,我們去的那個地方佔地40畝
[00:03:12.720 --> 00:03:16.880]  大家知不知道有多大?40畝,其實我都不知道
[00:03:18.200 --> 00:03:25.280]  總之現在在那裏,是一個醫院的群組的地方
[00:03:25.280 --> 00:03:33.360]  大概有十幾棟醫學的大樓,他們在短短十年間就興起了這麼多東西
[00:03:33.360 --> 00:03:38.560]  挺厲害的,我想一下,其實我們的前輩真是很有信心的
[00:03:38.560 --> 00:03:46.280]  對我們來說有什麼刺激呢?我們現在扣堂,扣堂我們說了多少錢?
[00:03:48.160 --> 00:03:50.160]  九千三百萬,多不多?
[00:03:50.160 --> 00:03:53.880]  應該對我們每一個人來說都是很多的,九千三百萬
[00:03:53.880 --> 00:04:00.960]  但是在想起這個信心的問題的時候,其實這九千三百萬又是不是很多呢?
[00:04:00.960 --> 00:04:05.280]  又可能不是很多而已,因為我們爸爸有很多嘛
[00:04:05.280 --> 00:04:11.240]  是不是?我們爸爸有很多嘛,所以其實可以問他拿的
[00:04:11.520 --> 00:04:22.160]  想起這些東西,去到黃牧師的安息禮拜,又想一下,其實黃牧師九十歲,差不多九十一歲
[00:04:22.160 --> 00:04:31.160]  年輕的時候都有聽他講道,又有看他生平的那本小冊子
[00:04:31.160 --> 00:04:35.040]  就想起,黃牧師是一個牧師,我也是一個牧師
[00:04:36.040 --> 00:04:41.840]  那對我有什麼刺激呢?就是當我收工的時候,究竟我為主做了多少事呢?
[00:04:41.840 --> 00:04:48.240]  我真的有想的,如果要臨收工的時候寫一下我一生為主做了些什麼呢?
[00:04:48.240 --> 00:04:50.040]  其實寫了些什麼出來呢?
[00:04:50.040 --> 00:04:58.040]  那也挺刺激的,我們每一個人都是年紀漸大嘛,是不是?
[00:04:58.040 --> 00:05:05.680]  就是一天一天過一天,那其實我們的人生究竟可以繼續怎樣走下去呢?
[00:05:05.920 --> 00:05:12.160]  所以就想起這些人生裡面,很多人物對自己的一些刺激
[00:05:12.160 --> 00:05:26.400]  那剛剛有講道,看這段經文,又令我想起,究竟耶穌現在在我們的生命裡面呢,其實有些什麼刺激呢?
[00:05:29.960 --> 00:05:36.960]  我們返教會的日子,我們信耶穌的日子呢,其實以家庭區域的人來說,應該都挺久的了
[00:05:36.960 --> 00:05:45.560]  如果我是一個普遍性的例子,我就信了主,應該我1984年信主的
[00:05:45.560 --> 00:05:50.080]  都是很短的31年而已,是不是?
[00:05:50.080 --> 00:05:54.040]  那不知道你來多久?不知道你來多久?
[00:05:55.920 --> 00:06:05.040]  可能短,可能長,不過你返到來教會,你現在在你的信仰上面呢,其實你有沒有留意你的狀態是怎樣的呢?
[00:06:05.040 --> 00:06:14.640]  如果我們說我們信了耶穌這麼多年,其實耶穌今天在你的生命裡面呢,還有沒有一些影響力,還有沒有給你有刺激的呢?
[00:06:14.640 --> 00:06:22.360]  那我就想透過今天這些經文去和大家看一下,究竟主怎樣刺激人的呢?
[00:06:23.000 --> 00:06:35.920]  即是你有沒有接受到這些刺激的呢?好,那我們,很長的經文,路加福音一章,不是,九章,一節去到45節,那我就不會叫大家讀完的,我會抽一些來讀的
[00:06:35.920 --> 00:06:43.160]  那第一件我想說的呢,我們讀兩節經文,第一第二節,九章的第一第二節
[00:06:47.080 --> 00:07:03.640]  好,第一第二節,好,預備我們一起讀,一二起,「耶穌叫齊了十二個門徒,給他們能力,權柄,制服一切的鬼,醫治各樣的病,又差遣他們去宣傳上帝各的道,醫治病人。」
[00:07:03.800 --> 00:07:28.440]  好,夠,夠夠夠,這段經文就說,耶穌就叫了什麼人來?那十二個門徒,那門徒就是那些什麼?跟隨耶穌的人,學耶穌榜樣的人,其實某個程度上我們都被呼召做門徒的,大使命裡面就是要使萬民作耶穌基督的門徒,所以其實我們都應該是門徒來的,那耶穌叫這十二個門徒做什麼呢?
[00:07:29.640 --> 00:07:57.160]  第一件事,給他們能力,給他們權柄,哇,做什麼?可以趕鬼,制服一切的鬼,可以醫病,還是醫各樣的病,然後還要做多一件事是什麼?差遣他們去宣傳上帝各的道,醫治病人,就是做這些事情,你猜耶穌自己有沒有做呢?
[00:08:00.120 --> 00:08:29.400]  按我們讀福音書,看聖經,你知道耶穌其實在地上都是做這幾樣東西的,包括醫病,趕鬼,並且講上帝各道的道,宣傳天國的道,我從這段經文看,耶穌對人的刺激,第一件事是什麼呢?就是祂自己想人做的事情,是祂自己做什麼?
[00:08:30.120 --> 00:08:58.520]  祂先做的,祂會做的,祂真是很切實的去做的,並且祂在這裡,祂在講給人聽一件事,祂來到這個世上,耶穌來到這個世上,不是只是關切人的靈魂得救,是不是?你會看到,其實祂面對很多當時的群眾,當時的地方的居民的時候,祂見到有人有需要的時候,祂就會做趕鬼的工作,就會做醫病的工作,
[00:08:58.760 --> 00:09:14.040]  其實如果我們再看下一點,我們看第十六、十七節,十六、十七節,我們一起讀,第十六、十七節,預備,一二起
[00:09:28.760 --> 00:09:31.960]  (主持人:裝滿了十二個男子)
