
[00:00:00.000 --> 00:00:02.500]  下次我們一同再聽一同祈禱
[00:00:02.500 --> 00:00:06.300]  天父我們一同齊集在祢的面前
[00:00:06.300 --> 00:00:09.700]  求主使我們每人的心思意念
[00:00:09.700 --> 00:00:13.300]  我們口裡的言語都能夠蒙月立
[00:00:13.300 --> 00:00:15.300]  願祢得著榮耀
[00:00:15.300 --> 00:00:18.600]  誰聽我們的禱告奉耶穌明智祈求
[00:00:18.600 --> 00:00:19.600]  阿們
[00:00:19.600 --> 00:00:23.500]  今早我看詩篇第100篇
[00:00:23.500 --> 00:00:24.600]  它說
[00:00:24.600 --> 00:00:27.800]  普天下當向耶和華歡呼
[00:00:27.800 --> 00:00:30.800]  當樂意侍奉耶和華
[00:00:30.800 --> 00:00:33.200]  當來向祂歌唱
[00:00:33.200 --> 00:00:35.600]  當曉得耶和華是神
[00:00:35.600 --> 00:00:37.800]  當稱謝進入祂的門
[00:00:37.800 --> 00:00:40.000]  當讚美進入祂的院
[00:00:40.000 --> 00:00:42.200]  當感謝祂 稱頌祂的名
[00:00:42.200 --> 00:00:43.400]  多少個當字?
[00:00:43.400 --> 00:00:47.200]  七個當字
[00:00:47.200 --> 00:00:50.000]  我不是要考你們
[00:00:50.000 --> 00:00:53.800]  今早回來教會聚會
[00:00:53.800 --> 00:00:55.800]  有沒有覺得當當當當當?
[00:00:58.000 --> 00:00:59.600]  我想想
[00:00:59.600 --> 00:01:01.200]  在我們中間應該沒有人這樣想
[00:01:01.200 --> 00:01:03.400]  哎呀 今天可以不用回來
[00:01:03.400 --> 00:01:05.800]  就是打風那天
[00:01:05.800 --> 00:01:08.200]  一早就聽聽今天多好
[00:01:08.200 --> 00:01:11.400]  當我們有機會可以在神面前
[00:01:11.400 --> 00:01:13.200]  來稱頌祂
[00:01:13.200 --> 00:01:16.200]  樂意侍奉祂
[00:01:16.200 --> 00:01:18.600]  這個包括了樂意的奉獻
[00:01:18.600 --> 00:01:21.400]  你的時間 金錢 體力
[00:01:21.400 --> 00:01:26.000]  你曉得祂是耶和華
[00:01:26.000 --> 00:01:27.200]  管你一切
[00:01:28.200 --> 00:01:29.400]  還有
[00:01:29.400 --> 00:01:33.000]  你稱謝祂 讚美祂 感謝祂
[00:01:33.000 --> 00:01:37.000]  今早給我有些感受
[00:01:37.000 --> 00:01:38.800]  在過去一段時間裏面
[00:01:38.800 --> 00:01:40.600]  我們曾經同工一起去醫院
[00:01:40.600 --> 00:01:43.200]  探訪三個病人
[00:01:43.200 --> 00:01:46.200]  結果兩個今天就要報告
[00:01:46.200 --> 00:01:48.400]  為他們舉辦安息聚會
[00:01:48.400 --> 00:01:50.200]  有一個今天回來了
[00:01:50.200 --> 00:01:56.600]  我勸你們有機會去探訪病人
[00:01:57.600 --> 00:02:00.600]  知道能夠回來聚會
[00:02:00.600 --> 00:02:03.000]  不是理所當然的
[00:02:03.000 --> 00:02:07.600]  所以聖經說不可停止聚會
[00:02:07.600 --> 00:02:10.400]  好像停止慣了一樣
[00:02:10.400 --> 00:02:12.400]  你不習慣去聚會
[00:02:12.400 --> 00:02:14.400]  慢慢你就不會去聚會
[00:02:14.400 --> 00:02:16.400]  那回來幹什麼?
[00:02:16.400 --> 00:02:19.400]  因為現在可以在網上
[00:02:19.400 --> 00:02:21.400]  可以透過電視
[00:02:21.400 --> 00:02:24.800]  一樣可以在那裏所謂敬拜
[00:02:26.200 --> 00:02:29.800]  和送信徒一同齊集的敬拜
[00:02:29.800 --> 00:02:32.800]  乃是我們彼此有主裏面的交通
[00:02:32.800 --> 00:02:35.200]  因為我們是一件事幹
[00:02:35.200 --> 00:02:36.600]  去敬拜這個位置
[00:02:36.600 --> 00:02:38.200]  在這個敬拜
[00:02:38.200 --> 00:02:39.400]  在這個侍奉
[00:02:39.400 --> 00:02:41.400]  在這個時刻
[00:02:41.400 --> 00:02:43.400]  你所做的一切
[00:02:43.400 --> 00:02:45.400]  不是跟人比較
[00:02:45.400 --> 00:02:47.400]  而是你去到神的面前
[00:02:47.400 --> 00:02:50.800]  當你能夠蒙越納的侍奉敬拜
[00:02:50.800 --> 00:02:51.800]  你就會明白到
[00:02:51.800 --> 00:02:54.200]  《詩篇》第100篇所說的
[00:02:54.400 --> 00:02:56.800]  你所做的清謝你的讚美
[00:02:56.800 --> 00:02:58.000]  你的奉獻
[00:02:58.000 --> 00:02:59.200]  神所越納的
[00:02:59.200 --> 00:03:04.600]  今天能夠回來聚會感謝神
[00:03:04.600 --> 00:03:06.600]  若然
[00:03:06.600 --> 00:03:08.000]  我們
[00:03:08.000 --> 00:03:10.400]  如果我們在風災裏面
[00:03:10.400 --> 00:03:11.600]  水淹沒了
[00:03:11.600 --> 00:03:16.600]  有幾萬人住在政府安頓的地方
[00:03:16.600 --> 00:03:19.800]  就算撥幾十億來救濟你
[00:03:19.800 --> 00:03:20.800]  又如何?
[00:03:23.000 --> 00:03:25.800]  為這個緣故求主使我們再一次看到
[00:03:25.800 --> 00:03:27.800]  神向我們施的恩惠
[00:03:27.800 --> 00:03:29.000]  祂要的是什麼?
[00:03:29.000 --> 00:03:31.600]  祂要的是
[00:03:31.600 --> 00:03:33.200]  今天兩段經文
[00:03:33.200 --> 00:03:35.400]  一個是講撒瑪利亞人的
[00:03:35.400 --> 00:03:37.600]  罷風病患者
[00:03:37.600 --> 00:03:39.400]  祂將榮耀歸給神
[00:03:39.400 --> 00:03:41.000]  一個就是
[00:03:41.000 --> 00:03:43.200]  神的兒子耶穌基督
[00:03:43.200 --> 00:03:45.400]  祂所成就一切
[00:03:45.400 --> 00:03:47.000]  是將榮耀歸給神
[00:03:47.000 --> 00:03:50.800]  如果歸榮耀會與神是一個口號的話
[00:03:50.800 --> 00:03:52.600]  我們每一次聚會
[00:03:53.000 --> 00:03:53.800]  午堂
[00:03:53.800 --> 00:03:56.000]  早床或者午堂
[00:03:56.000 --> 00:03:57.600]  我們散會的時候都一定會唱
[00:03:57.600 --> 00:04:00.000]  榮耀歸至高山
[00:04:00.000 --> 00:04:01.600]  這個是一個詩歌
[00:04:01.600 --> 00:04:03.400]  可能是一個口號
[00:04:03.400 --> 00:04:05.000]  但是
[00:04:05.000 --> 00:04:06.400]  一個弟兄姊妹
[00:04:06.400 --> 00:04:08.400]  或者我們每一個屬於主的人
[00:04:08.400 --> 00:04:11.600]  如果我們有心來到神面前的時候
[00:04:11.600 --> 00:04:13.600]  願意歸榮耀給神
[00:04:13.600 --> 00:04:16.200]  其實有三樣東西我們需要留意的
[00:04:16.200 --> 00:04:18.600]  一個是我們的信心問題
[00:04:18.600 --> 00:04:20.600]  今天跟大家會看的
[00:04:20.800 --> 00:04:24.200]  一個是我們在神面前有沒有悔改的問題
[00:04:24.200 --> 00:04:26.200]  而第三個就是
[00:04:26.200 --> 00:04:28.000]  我們有沒有感恩的問題
[00:04:28.000 --> 00:04:30.800]  如果你沒有信心
[00:04:30.800 --> 00:04:32.200]  其實
[00:04:32.200 --> 00:04:34.800]  你不會將榮耀歸給神
[00:04:34.800 --> 00:04:36.600]  為什麼
[00:04:36.600 --> 00:04:37.600]  老實說
[00:04:37.600 --> 00:04:39.000]  你現在看這個世界
[00:04:39.000 --> 00:04:41.400]  無論天災無論人禍
[00:04:41.400 --> 00:04:43.800]  令到你發覺是很心悶
[00:04:43.800 --> 00:04:48.800]  甚至我們裡面會激發出一種同情憐憫的心
[00:04:48.800 --> 00:04:50.200]  是不是
[00:04:50.600 --> 00:04:55.200]  我相信耶穌時代不是單單只有那十個薩瑪尼亞病患者
[00:04:55.200 --> 00:04:56.400]  一定
[00:04:56.400 --> 00:04:58.800]  就算沒有成千上萬
[00:04:58.800 --> 00:05:00.800]  也有幾百個薩瑪尼亞病患者
[00:05:00.800 --> 00:05:03.800]  但聖經就將這十個人拿出來
[00:05:03.800 --> 00:05:05.600]  講的時候
[00:05:05.600 --> 00:05:09.200]  不是單單標榜這個薩瑪尼亞人
[00:05:09.200 --> 00:05:10.600]  怎樣得到醫治
[00:05:10.600 --> 00:05:11.600]  No
[00:05:11.600 --> 00:05:14.400]  是特別強調了一件事
[00:05:14.400 --> 00:05:15.400]  就是耶穌說
[00:05:15.400 --> 00:05:17.600]  你的信救了你
[00:05:19.600 --> 00:05:20.600]  信什麼
[00:05:20.600 --> 00:05:25.600]  我相信這個世界是無藥可救
[00:05:25.600 --> 00:05:29.400]  但是神仍然准許這些事件發生的時候
[00:05:29.400 --> 00:05:31.000]  祂有祂的主權
[00:05:31.000 --> 00:05:34.600]  但是神叫我們在這個世界生存的時候
[00:05:34.600 --> 00:05:36.200]  是告訴人聽
[00:05:36.200 --> 00:05:39.000]  我不是信這個苦難會過去
[00:05:39.000 --> 00:05:41.600]  我會相信這個掌權的神
[00:05:41.600 --> 00:05:42.600]  管理一切
[00:05:42.600 --> 00:05:46.000]  不知道
[00:05:46.000 --> 00:05:48.000]  因為我沒有看到這個新聞
[00:05:48.000 --> 00:05:49.200]  我家人跟我說
[00:05:49.600 --> 00:05:50.600]  他說
[00:05:50.600 --> 00:05:52.400]  美國總統都叫了一班幕僚
[00:05:52.400 --> 00:05:54.600]  大家一起在那裡祈禱
[00:05:54.600 --> 00:05:57.000]  他說他說阿門很大聲
[00:05:57.000 --> 00:05:58.800]  我真的希望他說的阿門
[00:05:58.800 --> 00:06:00.200]  真的誠心所願
[00:06:00.200 --> 00:06:02.400]  我也相信
[00:06:02.400 --> 00:06:04.000]  他都發覺無能為力
[00:06:04.000 --> 00:06:06.800]  有錢有才幹有什麼辦法
[00:06:06.800 --> 00:06:09.000]  一個這麼科技發達的國家
[00:06:09.000 --> 00:06:10.400]  水浸就水浸
[00:06:10.400 --> 00:06:13.400]  我有弟兄認識人在那裡
[00:06:13.400 --> 00:06:15.800]  專業人士
[00:06:15.800 --> 00:06:17.600]  自己是一個專科醫生
[00:06:17.800 --> 00:06:19.800]  但是住在1樓還是2樓
[00:06:19.800 --> 00:06:21.800]  水浸到要搬上樓上
[00:06:21.800 --> 00:06:24.600]  那就沒辦法了
[00:06:24.600 --> 00:06:27.000]  弟兄姊妹這個世界
[00:06:27.000 --> 00:06:28.600]  如果將來你有錢買房子
[00:06:28.600 --> 00:06:30.200]  不要買別的地方
[00:06:30.200 --> 00:06:32.200]  一定水浸
[00:06:32.200 --> 00:06:35.400]  因為冰川已經溶解了很多
[00:06:35.400 --> 00:06:38.200]  所以在杏花川那裡
[00:06:38.200 --> 00:06:39.400]  為什麼會說
[00:06:39.400 --> 00:06:42.000]  普通的風來都是兩米高
[00:06:42.000 --> 00:06:43.000]  那次來
[00:06:43.000 --> 00:06:45.000]  浸到地上三米高
[00:06:45.000 --> 00:06:45.600]  什麼叫三米
[00:06:45.600 --> 00:06:47.400]  三六十八
[00:06:48.800 --> 00:06:49.800]  三三
[00:06:49.800 --> 00:06:51.400]  九尺高
[00:06:51.400 --> 00:06:52.600]  多少九尺
[00:06:52.600 --> 00:06:55.000]  就是我的頭頂這麼高
[00:06:55.000 --> 00:06:57.800]  平時的海平線在這裡
[00:06:57.800 --> 00:06:58.600]  在地上
[00:06:58.600 --> 00:06:59.400]  在我腳下
[00:06:59.400 --> 00:07:00.400]  這裡這麼高
[00:07:00.400 --> 00:07:02.200]  一定高
[00:07:02.200 --> 00:07:04.400]  不是河道淤塞
[00:07:04.400 --> 00:07:07.600]  不是因為沒有清坑渠
[00:07:07.600 --> 00:07:11.200]  是因為那個水平線是提高了
[00:07:11.200 --> 00:07:13.000]  一定
[00:07:13.000 --> 00:07:14.600]  為什麼
[00:07:14.600 --> 00:07:16.000]  大氣溫暖
[00:07:16.000 --> 00:07:17.000]  氣溫上升
[00:07:18.800 --> 00:07:21.800]  在這個這樣的自然災害裡面
[00:07:21.800 --> 00:07:23.400]  誰可以救到
[00:07:23.400 --> 00:07:25.800]  唯有像荷蘭人一樣
[00:07:25.800 --> 00:07:26.800]  捉提
[00:07:26.800 --> 00:07:27.800]  是不是
[00:07:27.800 --> 00:07:31.600]  不過捉提是保他不要犯缺提
[00:07:31.600 --> 00:07:33.600]  弟兄姊妹
[00:07:33.600 --> 00:07:37.000]  當撒瑪利亞人這個故事的時候
[00:07:37.000 --> 00:07:38.600]  當我們看到
[00:07:38.600 --> 00:07:40.600]  這個撒瑪利亞人
[00:07:40.600 --> 00:07:41.600]  他
[00:07:41.600 --> 00:07:44.400]  將榮耀歸給神
[00:07:44.400 --> 00:07:45.600]  在什麼時候
[00:07:45.600 --> 00:07:47.600]  是他聽到耶穌說
[00:07:48.000 --> 00:07:52.000]  你去將身體給祭司擦汗
[00:07:52.000 --> 00:07:54.400]  這樣是很無厘頭的
[00:07:54.400 --> 00:07:56.000]  我有病
[00:07:56.000 --> 00:07:57.200]  我來到醫生那裡
[00:07:57.200 --> 00:07:59.400]  醫生說你回去叫劉牧師看一下
[00:07:59.400 --> 00:08:00.600]  哇
[00:08:00.600 --> 00:08:01.600]  這樣就糟糕了
[00:08:01.600 --> 00:08:03.000]  我之後這麼說
[00:08:03.000 --> 00:08:05.000]  我不是報告自己
[00:08:05.000 --> 00:08:06.000]  就是我
[00:08:06.000 --> 00:08:08.400]  為什麼要這樣做
[00:08:08.400 --> 00:08:11.200]  原來在
[00:08:11.200 --> 00:08:13.200]  耶穌基督的時代
[00:08:13.200 --> 00:08:14.800]  他也相信
[00:08:15.000 --> 00:08:18.800]  舊約裡面所吩咐的凡是患皮膚病患的人
[00:08:18.800 --> 00:08:21.600]  他要檢定他到底是不是病
[00:08:21.600 --> 00:08:22.800]  是給誰看
[00:08:22.800 --> 00:08:24.400]  不是給醫生看
[00:08:24.400 --> 00:08:25.200]  是給誰看
[00:08:25.200 --> 00:08:26.000]  是祭司看
[00:08:26.000 --> 00:08:29.400]  反駁神的話
[00:08:29.400 --> 00:08:32.200]  舊約裡面的吩咐
[00:08:32.200 --> 00:08:34.000]  不是已經過時了
[00:08:34.000 --> 00:08:36.400]  那些是律法主義
[00:08:36.400 --> 00:08:37.200]  No
[00:08:37.200 --> 00:08:39.600]  有些神的話語
[00:08:39.600 --> 00:08:40.800]  說了的
[00:08:40.800 --> 00:08:42.400]  你就要接受的
[00:08:42.400 --> 00:08:44.200]  要看執言
[00:08:44.200 --> 00:08:46.200]  神所恨惡有七種罪
[00:08:46.200 --> 00:08:49.400]  六種之後
[00:08:49.400 --> 00:08:53.000]  第七種是挑撥離間製造是非的人
[00:08:53.000 --> 00:08:54.400]  是神所恨惡的
[00:08:54.400 --> 00:08:57.200]  不論你在教會裡面
[00:08:57.200 --> 00:08:58.200]  在家庭裡面
[00:08:58.200 --> 00:08:59.400]  在社會裡面
[00:08:59.400 --> 00:09:01.000]  一樣是這樣
[00:09:01.000 --> 00:09:05.200]  但是今天
[00:09:05.200 --> 00:09:06.400]  我們在恩典裡面
[00:09:06.400 --> 00:09:08.000]  人好像沒什麼所謂
[00:09:08.000 --> 00:09:09.600]  所以當
[00:09:09.600 --> 00:09:12.000]  一個人他要得
[00:09:12.200 --> 00:09:14.200]  要將馮耀歸給神的時候
[00:09:14.200 --> 00:09:16.200]  聖經裡面這樣記載
[00:09:16.200 --> 00:09:18.400]  耶穌看見就對他們說
[00:09:18.400 --> 00:09:21.000]  你們去把身體給祭司察看
[00:09:21.000 --> 00:09:23.600]  他們去的時候就潔淨了
[00:09:23.600 --> 00:09:25.000]  奇怪
[00:09:25.000 --> 00:09:28.600]  聽了神的話要去行的時候
[00:09:28.600 --> 00:09:29.800]  這是什麼
[00:09:29.800 --> 00:09:31.000]  這是信心來的
[00:09:31.000 --> 00:09:35.400]  我相信我們大家都聽過很多聖經故事
[00:09:35.400 --> 00:09:37.800]  但我們用理性分析
[00:09:37.800 --> 00:09:39.400]  甚至乎我們
[00:09:39.400 --> 00:09:42.200]  以為我們的經驗、我們的過去
[00:09:42.200 --> 00:09:44.600]  我們的體驗、我們的好心
[00:09:44.600 --> 00:09:49.400]  比上帝的吩咐更加有效
[00:09:49.400 --> 00:09:51.000]  錯了
[00:09:51.000 --> 00:09:53.800]  這十個大麻瘋患病患者
[00:09:53.800 --> 00:09:54.800]  他們有需要
[00:09:54.800 --> 00:09:56.200]  是值得可憐
[00:09:56.200 --> 00:09:59.200]  但問題是他們肯不肯
[00:09:59.200 --> 00:10:01.600]  按照聖經的吩咐
[00:10:01.600 --> 00:10:03.800]  耶穌給了一個說話去
[00:10:03.800 --> 00:10:07.400]  舉個例子
[00:10:07.400 --> 00:10:10.600]  如果換了是你和我,當時是這十個人其中一個
