
[00:00:00.000 --> 00:00:04.120]  大概在一九七八年
[00:00:04.120 --> 00:00:07.600]  即是距離現在是三十九年
[00:00:07.600 --> 00:00:10.200]  都接近四十年
[00:00:10.200 --> 00:00:15.600]  三十九年前的一九七八年是我信主的年份
[00:00:15.600 --> 00:00:18.200]  神亦都很奇妙
[00:00:18.200 --> 00:00:22.200]  帶我來到尖浸這個地方
[00:00:22.200 --> 00:00:25.200]  神就讓我在尖浸來成長
[00:00:25.200 --> 00:00:30.200]  亦都從此展開了我的基督徒的生活
[00:00:30.200 --> 00:00:32.200]  以前未信主
[00:00:32.200 --> 00:00:35.200]  當然沒有信仰生活
[00:00:35.200 --> 00:00:38.200]  但信了主之後來到教會
[00:00:38.200 --> 00:00:40.200]  和很多弟兄姊妹一起成長
[00:00:40.200 --> 00:00:47.200]  亦都從此認識多了很多基督教的術語
[00:00:47.200 --> 00:00:49.200]  以前都未聽過
[00:00:49.200 --> 00:00:53.200]  譬如在某一次報道大會
[00:00:53.200 --> 00:00:57.200]  突然間聽到那位報道大會的講員說
[00:00:57.200 --> 00:01:00.200]  有些陪談員
[00:01:00.200 --> 00:01:03.200]  我坐在那裏聽到一頭霧水
[00:01:03.200 --> 00:01:05.200]  因為不知道是甚麼
[00:01:05.200 --> 00:01:09.200]  對於一個沒有接觸信仰的人來說
[00:01:09.200 --> 00:01:13.200]  這些字眼是很基督教的
[00:01:13.200 --> 00:01:15.200]  但來到教會之後
[00:01:15.200 --> 00:01:18.200]  我又慢慢認識多了
[00:01:18.200 --> 00:01:21.200]  亦都透過不同弟兄姊妹的交往
[00:01:21.200 --> 00:01:26.200]  我又認識多了一些基督教信仰的表達
[00:01:26.200 --> 00:01:28.200]  而其中我亦都很記得
[00:01:28.200 --> 00:01:29.200]  來了不久的時候
[00:01:29.200 --> 00:01:31.200]  都有很多弟兄姊妹
[00:01:31.200 --> 00:01:33.200]  去問我一些問題
[00:01:33.200 --> 00:01:37.200]  因為認識我都不是很久的日子
[00:01:37.200 --> 00:01:39.200]  譬如會問到我
[00:01:39.200 --> 00:01:42.200]  你得救了沒有?
[00:01:42.200 --> 00:01:43.200]  譬如問到我
[00:01:43.200 --> 00:01:46.200]  你何時得救的?
[00:01:46.200 --> 00:01:48.200]  譬如問到我
[00:01:48.200 --> 00:01:53.200]  你得救的經歷是怎樣?
[00:01:53.200 --> 00:01:54.200]  當我聽著聽著
[00:01:54.200 --> 00:02:00.200]  就知道這些是基督教的術語
[00:02:00.200 --> 00:02:02.200]  因為在外面的一般人來說
[00:02:02.200 --> 00:02:05.200]  是不會用得救這個字的
[00:02:05.200 --> 00:02:09.200]  或者說是極少用得救這個字
[00:02:09.200 --> 00:02:12.200]  獲救或者會用的
[00:02:12.200 --> 00:02:14.200]  拯救都會用
[00:02:14.200 --> 00:02:18.200]  不過通常都不會帶宗教的涵義
[00:02:18.200 --> 00:02:20.200]  是一般的獲救
[00:02:20.200 --> 00:02:23.200]  一般的拯救
[00:02:23.200 --> 00:02:25.200]  但是在教會的圈子裏面
[00:02:25.200 --> 00:02:26.200]  我們就會聽到
[00:02:26.200 --> 00:02:29.200]  有得救、得救
[00:02:29.200 --> 00:02:33.200]  或者救恩這些字眼
[00:02:33.200 --> 00:02:35.200]  有沒有用呢?
[00:02:35.200 --> 00:02:36.200]  基督教的術語
[00:02:36.200 --> 00:02:41.200]  教會用的獨特的名詞有沒有用呢?
[00:02:41.200 --> 00:02:43.200]  我都覺得是有用的
[00:02:43.200 --> 00:02:46.200]  因為也是透過這些獨特的名詞
[00:02:46.200 --> 00:02:48.200]  幫助我們去認識
[00:02:48.200 --> 00:02:51.200]  基督教的信仰是甚麼
[00:02:51.200 --> 00:02:52.200]  如果不是
[00:02:52.200 --> 00:02:54.200]  我們又不知道
[00:02:54.200 --> 00:02:58.200]  所以也有它的用處
[00:02:58.200 --> 00:03:00.200]  譬如我們知道讀化學的人
[00:03:00.200 --> 00:03:02.200]  有很多化學的名詞
[00:03:02.200 --> 00:03:03.200]  讀生物學的人
[00:03:03.200 --> 00:03:06.200]  就更加多生物學的名詞
[00:03:06.200 --> 00:03:07.200]  做醫生
[00:03:07.200 --> 00:03:10.200]  很多醫學的名詞
[00:03:10.200 --> 00:03:14.200]  就算是開的士
[00:03:14.200 --> 00:03:16.200]  都有的士行業的名詞
[00:03:16.200 --> 00:03:19.200]  酒樓業都有酒樓業
[00:03:19.200 --> 00:03:22.200]  IT科技就更加不用說
[00:03:22.200 --> 00:03:24.200]  所以都有的
[00:03:24.200 --> 00:03:25.200]  既然來到教會
[00:03:25.200 --> 00:03:26.200]  一個信仰群體
[00:03:26.200 --> 00:03:27.200]  基督教裏面
[00:03:27.200 --> 00:03:29.200]  有我們這些術語
[00:03:29.200 --> 00:03:31.200]  也不是一個大問題
[00:03:31.200 --> 00:03:32.200]  都應該的
[00:03:32.200 --> 00:03:33.200]  因為這些術語
[00:03:33.200 --> 00:03:36.200]  是描述一些獨特的經歷
[00:03:36.200 --> 00:03:38.200]  獨特的情景
[00:03:38.200 --> 00:03:40.200]  幫助我們認識
[00:03:40.200 --> 00:03:43.200]  這個人世間的一些事情
[00:03:43.200 --> 00:03:44.200]  所以我覺得
[00:03:44.200 --> 00:03:47.200]  繼續用得救這個用詞
[00:03:47.200 --> 00:03:48.200]  是沒有問題的
[00:03:48.200 --> 00:03:49.200]  大家都留意到
[00:03:49.200 --> 00:03:50.200]  我今天的講題
[00:03:50.200 --> 00:03:52.200]  就是得救這兩個字
[00:03:52.200 --> 00:03:54.200]  得救 本 符 因
[00:03:54.200 --> 00:03:58.200]  所以都是用這些字
[00:03:58.200 --> 00:03:59.200]  是可以用的
[00:03:59.200 --> 00:04:01.200]  不過我覺得最重要的就是
[00:04:01.200 --> 00:04:03.200]  當我們用的時候
[00:04:03.200 --> 00:04:05.200]  要解釋得清楚
[00:04:05.200 --> 00:04:08.200]  這個字是甚麼意思
[00:04:08.200 --> 00:04:09.200]  當我們用的時候
[00:04:09.200 --> 00:04:10.200]  要讓人知道
[00:04:10.200 --> 00:04:12.200]  當在基督教的圈子裏面
[00:04:12.200 --> 00:04:14.200]  在教會的處境裏面
[00:04:14.200 --> 00:04:16.200]  當我們說得救的時候
[00:04:16.200 --> 00:04:18.200]  從基督教的信仰的角度
[00:04:18.200 --> 00:04:19.200]  聖經的角度裏面
[00:04:19.200 --> 00:04:21.200]  究竟是講甚麼呢
[00:04:21.200 --> 00:04:24.200]  我們能夠去講得清楚
[00:04:24.200 --> 00:04:25.200]  人家又聽得明白
[00:04:25.200 --> 00:04:26.200]  這樣就最好了
[00:04:26.200 --> 00:04:28.200]  所以用就要用
[00:04:28.200 --> 00:04:30.200]  不過最重要的是
[00:04:30.200 --> 00:04:31.200]  讓人明白
[00:04:31.200 --> 00:04:33.200]  我們在講甚麼
[00:04:33.200 --> 00:04:35.200]  各位朋友
[00:04:35.200 --> 00:04:36.200]  我今早就希望
[00:04:36.200 --> 00:04:38.200]  盡我的能力
[00:04:38.200 --> 00:04:40.200]  去講出
[00:04:40.200 --> 00:04:42.200]  甚麼叫做得救
[00:04:42.200 --> 00:04:46.200]  甚麼叫做得救 本 符 因
[00:04:46.200 --> 00:04:48.200]  在信仰的角度
[00:04:48.200 --> 00:04:49.200]  聖經的角度裏面
[00:04:49.200 --> 00:04:51.200]  用這些用詞
[00:04:51.200 --> 00:04:53.200]  這麼宗教術語的用詞
[00:04:53.200 --> 00:04:54.200]  究竟是指甚麼呢
[00:04:54.200 --> 00:04:56.200]  希望我們都聽得明白
[00:04:56.200 --> 00:04:58.200]  亦都希望透過這些講解
[00:04:58.200 --> 00:05:00.200]  我們能夠更深的去認識
[00:05:00.200 --> 00:05:04.200]  我們的上帝 我們的神
[00:05:04.200 --> 00:05:05.200]  好了
[00:05:05.200 --> 00:05:07.200]  講到得救的時候
[00:05:07.200 --> 00:05:10.200]  我希望大家不要忘記
[00:05:10.200 --> 00:05:12.200]  有另一種的情景
[00:05:12.200 --> 00:05:15.200]  當我們講得救
[00:05:15.200 --> 00:05:18.200]  似乎是一種很開心的日子
[00:05:18.200 --> 00:05:20.200]  脫離了某些的情景
[00:05:20.200 --> 00:05:21.200]  所以叫做得救
[00:05:21.200 --> 00:05:23.200]  基本上真的有這樣的含義
[00:05:23.200 --> 00:05:25.200]  但是當我們去想
[00:05:25.200 --> 00:05:27.200]  得救 人的得救的時候
[00:05:27.200 --> 00:05:29.200]  我們先去想另外一樣東西
[00:05:29.200 --> 00:05:31.200]  否則你沒有想這個東西
[00:05:31.200 --> 00:05:34.200]  你就不明白得救那種重要性
[00:05:34.200 --> 00:05:37.200]  和那種深廣的意義
[00:05:37.200 --> 00:05:39.200]  是甚麼呢
[00:05:39.200 --> 00:05:41.200]  原來當我們思考得救的時候
[00:05:41.200 --> 00:05:43.200]  我們先要思考的就是
[00:05:43.200 --> 00:05:47.200]  人的本相
[00:05:47.200 --> 00:05:51.200]  人的本來的處境是怎樣呢
[00:05:51.200 --> 00:05:52.200]  這個就重要
[00:05:52.200 --> 00:05:55.200]  如果按照聖經給我們的看法
[00:05:55.200 --> 00:05:56.200]  聖經的教導的時候
[00:05:56.200 --> 00:05:57.200]  我們知道
[00:05:57.200 --> 00:06:00.200]  原來人的本來的處境
[00:06:00.200 --> 00:06:05.200]  是悲慘的光景
[00:06:05.200 --> 00:06:07.200]  不知道大家聽到這些說話
[00:06:07.200 --> 00:06:09.200]  是不是都覺得不容易聽
[00:06:09.200 --> 00:06:12.200]  不過聖經裡面真的這樣描述
[00:06:12.200 --> 00:06:16.200]  人的本相是悲慘的光景
[00:06:16.200 --> 00:06:19.200]  如果真的要用聖經的話語來表達
[00:06:19.200 --> 00:06:20.200]  就是怎樣呢
[00:06:20.200 --> 00:06:25.200]  就是死在過犯罪惡中
[00:06:25.200 --> 00:06:27.200]  死在過犯罪惡中
[00:06:27.200 --> 00:06:29.200]  你覺得是不是都幾悲慘
[00:06:29.200 --> 00:06:31.200]  不過當你這樣聽完之後
[00:06:31.200 --> 00:06:32.200]  你可能第一個反應就說
[00:06:32.200 --> 00:06:34.200]  有沒有搞錯
[00:06:34.200 --> 00:06:38.200]  為甚麼人的本相是死在罪惡過犯中
[00:06:38.200 --> 00:06:39.200]  我哪有死啊
[00:06:39.200 --> 00:06:41.200]  我們現在就活生生在這裡
[00:06:41.200 --> 00:06:44.200]  每一個人走到外面都見到很多人
[00:06:44.200 --> 00:06:45.200]  都是有氣息
[00:06:45.200 --> 00:06:46.200]  都是走來走去
[00:06:46.200 --> 00:06:47.200]  都是飲食
[00:06:47.200 --> 00:06:49.200]  都是有工作
[00:06:49.200 --> 00:06:50.200]  有交往
[00:06:50.200 --> 00:06:53.200]  我們為甚麼會死呢
[00:06:53.200 --> 00:06:56.200]  沒錯就著我們一個活的人來說
[00:06:56.200 --> 00:06:59.200]  我們真的是活著的
[00:06:59.200 --> 00:07:00.200]  我們是活的人
[00:07:00.200 --> 00:07:02.200]  所以我們可以有呼吸
[00:07:02.200 --> 00:07:03.200]  我們可以去工作
[00:07:03.200 --> 00:07:05.200]  可以去生活等等
[00:07:05.200 --> 00:07:06.200]  在這方面來說
[00:07:06.200 --> 00:07:07.200]  我們不會說我們是死
[00:07:07.200 --> 00:07:11.200]  不過當聖經說死在過犯罪惡中的時候
[00:07:11.200 --> 00:07:13.200]  這個死字是有一個特別的意思
[00:07:13.200 --> 00:07:17.200]  不是說我們今天是活著在人世間的意思
[00:07:17.200 --> 00:07:19.200]  這個死的意思是甚麼呢
[00:07:19.200 --> 00:07:21.200]  很重要聖經裡面告訴我們
[00:07:21.200 --> 00:07:24.200]  是我們和這位獨一的上帝
[00:07:24.200 --> 00:07:25.200]  真神
[00:07:25.200 --> 00:07:28.200]  我們脫離了關係
[00:07:28.200 --> 00:07:31.200]  我們和祂沒有一種生命的關係
[00:07:31.200 --> 00:07:34.200]  這個就是一個死的意思
[00:07:34.200 --> 00:07:36.200]  隔絕了
[00:07:36.200 --> 00:07:37.200]  隔絕了
[00:07:37.200 --> 00:07:38.200]  甚至有時候不單止隔絕
[00:07:38.200 --> 00:07:40.200]  我們甚至是頂撞祂
[00:07:40.200 --> 00:07:42.200]  甚至是當祂無道
[00:07:42.200 --> 00:07:45.200]  覺得我自己搞得定
[00:07:45.200 --> 00:07:48.200]  當我們處於這樣的一個境況裡面
[00:07:48.200 --> 00:07:52.200]  聖經就說這個是死的意思
[00:07:52.200 --> 00:07:54.200]  所以不是說我們今天不是活著
[00:07:54.200 --> 00:07:55.200]  沒有生命氣息
[00:07:55.200 --> 00:07:56.200]  走在街道上
[00:07:56.200 --> 00:07:57.200]  坐車等等
[00:07:57.200 --> 00:07:58.200]  不是這個意思
[00:07:58.200 --> 00:08:01.200]  而是說在這個靈裡面的光景
[00:08:01.200 --> 00:08:05.200]  我們與神的關係是沒有了
[00:08:05.200 --> 00:08:07.200]  所以難怪世上有很多人
[00:08:07.200 --> 00:08:10.200]  常常都覺得自己心靈空虛
[00:08:10.200 --> 00:08:12.200]  當我未信耶穌之前
[00:08:12.200 --> 00:08:14.200]  我都常常都覺得心靈空虛
[00:08:14.200 --> 00:08:16.200]  以為追求理想可以填補
[00:08:16.200 --> 00:08:19.200]  不過都永遠填補不到
[00:08:19.200 --> 00:08:21.200]  因為與神隔絕了
[00:08:21.200 --> 00:08:23.200]  所以心靈裡面有一種空虛感
[00:08:23.200 --> 00:08:25.200]  做了人世間活了很多東西
[00:08:25.200 --> 00:08:26.200]  很精彩
[00:08:26.200 --> 00:08:27.200]  享受很多東西
[00:08:27.200 --> 00:08:29.200]  都仍然靜下來空虛
[00:08:29.200 --> 00:08:31.200]  是因為沒有了與神的關係
[00:08:31.200 --> 00:08:34.200]  這個就是聖經裡面所說的死
[00:08:34.200 --> 00:08:35.200]  不單止這樣
[00:08:35.200 --> 00:08:38.200]  它的描述是死在過犯罪惡中
[00:08:38.200 --> 00:08:39.200]  為什麼會這樣
[00:08:39.200 --> 00:08:41.200]  我們與神的關係脫離了
[00:08:41.200 --> 00:08:42.200]  是因為有過犯
[00:08:42.200 --> 00:08:44.200]  是因為有罪惡
[00:08:44.200 --> 00:08:47.200]  過犯就是我們故意做一些事情
[00:08:47.200 --> 00:08:49.200]  是超越了神的規定
[00:08:49.200 --> 00:08:50.200]  這就叫做過犯
[00:08:50.200 --> 00:08:54.200]  罪惡就是我們不達到達標
[00:08:54.200 --> 00:08:57.200]  射箭就要射到紅心就最好了
[00:08:57.200 --> 00:08:59.200]  但是射來射去都不知道射到哪裡
[00:08:59.200 --> 00:09:01.200]  不達標不中的
[00:09:01.200 --> 00:09:03.200]  我們一個人應該活出
[00:09:03.200 --> 00:09:04.200]  應該有的樣式
[00:09:04.200 --> 00:09:05.200]  但是活不到
[00:09:05.200 --> 00:09:07.200]  應該是每個人都拿一百分
[00:09:07.200 --> 00:09:08.200]  但是為什麼呢
[00:09:08.200 --> 00:09:09.200]  我們拿二十分三十分
[00:09:09.200 --> 00:09:11.200]  都完全達不到目標
[00:09:11.200 --> 00:09:13.200]  於是這些罪惡
[00:09:13.200 --> 00:09:15.200]  在聖經的觀點裡面
[00:09:15.200 --> 00:09:16.200]  原來我們為什麼會死
[00:09:16.200 --> 00:09:17.200]  與神隔絕
[00:09:17.200 --> 00:09:19.200]  是因為很多的過犯
[00:09:19.200 --> 00:09:20.200]  很多的罪惡
[00:09:20.200 --> 00:09:22.200]  影響了我們的生命
[00:09:22.200 --> 00:09:25.200]  使得我們和這位真神
[00:09:25.200 --> 00:09:26.200]  獨一的真神
[00:09:26.200 --> 00:09:28.200]  我們隔絕了
[00:09:28.200 --> 00:09:31.200]  這個就是聖經裡面所描述
[00:09:31.200 --> 00:09:34.200]  因此當我們去想的時候
[00:09:34.200 --> 00:09:35.200]  活在這個人世間的時候
[00:09:35.200 --> 00:09:38.200]  會不會覺得人都是比較悲慘呢
[00:09:38.200 --> 00:09:40.200]  我覺得都會是
[00:09:40.200 --> 00:09:43.200]  大家靜下來想想
[00:09:43.200 --> 00:09:45.200]  閒來靜思幾個
[00:09:45.200 --> 00:09:49.200]  會不會覺得某程度都有這樣的經歷呢
[00:09:49.200 --> 00:09:50.200]  是不是
[00:09:50.200 --> 00:09:51.200]  有時候我們真的有些事
[00:09:51.200 --> 00:09:53.200]  做得不是很理想的
[00:09:53.200 --> 00:09:55.200]  有時候我們真的有時候
[00:09:55.200 --> 00:09:58.200]  做了一些事都傷害了人
[00:09:58.200 --> 00:10:00.200]  自己都覺得不是那麼好
[00:10:00.200 --> 00:10:01.200]  不過又不知道怎樣去處理
[00:10:01.200 --> 00:10:03.200]  又不知道能不能處理
