
[00:00:00.000 --> 00:00:04.500]  有人描寫人生就好像在沙灘上漫步一樣
[00:00:04.500 --> 00:00:11.700]  有一位大師人他這麼說
[00:00:11.700 --> 00:00:16.700]  我們在時間的沙灘上留下我們的足跡
[00:00:16.700 --> 00:00:22.900]  我們每天都在我們的背後留下我們的腳印
[00:00:22.900 --> 00:00:28.300]  今天是2023年的第一個主日
[00:00:30.900 --> 00:00:33.200]  2022年已經過去了
[00:00:33.200 --> 00:00:39.700]  我就在過去這段時間的沙灘上留下我們的足跡
[00:00:39.700 --> 00:00:49.700]  記得有一次我和家人一起去玩去到沙灘
[00:00:49.700 --> 00:00:57.000]  我們在沙灘裏面撿了一枝樹枝
[00:01:00.500 --> 00:01:06.200]  我們就在沙灘上畫一些小玩意 畫個心等等
[00:01:06.200 --> 00:01:12.700]  很開心
[00:01:12.700 --> 00:01:16.400]  當海浪上來的時候
[00:01:16.400 --> 00:01:21.700]  就把我們的腳印 把我們所畫的東西
[00:01:21.700 --> 00:01:26.900]  都沖走了
[00:01:28.700 --> 00:01:35.200]  我想我們在沙灘上的足跡可以被水衝到完全消失
[00:01:35.200 --> 00:01:46.600]  但是我們人生在時間沙灘上所留下的痕跡卻無法消除
[00:01:46.600 --> 00:01:52.400]  我們一切所走過的道路
[00:01:52.400 --> 00:01:56.200]  都成既定的事實
[00:01:57.800 --> 00:01:59.200]  無法被更改
[00:01:59.200 --> 00:02:04.900]  所以試圖保留在《哥倫多前書》第三章
[00:02:04.900 --> 00:02:09.600]  提醒我們
[00:02:09.600 --> 00:02:13.700]  在根基上建造的工程要謹慎
[00:02:13.700 --> 00:02:19.800]  要知道用什麼材料
[00:02:19.800 --> 00:02:24.600]  因爲時間和生命都不是政治
[00:02:26.800 --> 00:02:28.200]  是不斷地向前
[00:02:28.200 --> 00:02:33.900]  因此無論我們用什麼材料來建造我們的生命
[00:02:33.900 --> 00:02:41.000]  或者我們選擇走什麼樣的人生道路
[00:02:41.000 --> 00:02:46.900]  我們的生命都是不斷在建造中
[00:02:46.900 --> 00:02:52.100]  我們都是不斷地留下我們的足跡
[00:02:52.100 --> 00:02:56.300]  因此我們要很小心我們的腳步
[00:02:57.200 --> 00:03:00.100]  要謹慎地選擇我們應該走什麼道路
[00:03:00.100 --> 00:03:08.000]  今天我們一同去接着《約書亞記》第三章的經文
[00:03:08.000 --> 00:03:14.800]  要思考我們應該當行的路
[00:03:14.800 --> 00:03:21.600]  首先我們要知道我們要走什麼路
[00:03:25.800 --> 00:03:27.100]  走什麼樣的路
[00:03:27.100 --> 00:03:36.600]  在約書亞記第三章第四節
[00:03:36.600 --> 00:03:39.000]  使你們知道所當走的路
[00:03:39.000 --> 00:03:46.200]  詩篇一百四十三篇第八節
[00:03:46.200 --> 00:03:51.200]  先向神祈求
[00:03:51.200 --> 00:03:55.000]  求禰使我知道當行的路
[00:03:56.800 --> 00:03:58.600]  因我的心仰望禰
[00:03:58.600 --> 00:04:04.800]  我們基督徒今天是何等需要仰望我們主
[00:04:04.800 --> 00:04:11.800]  祂幫助我們從心裏知道我們應該走什麼路
[00:04:11.800 --> 00:04:19.600]  如果我們去看約書亞記的時候
[00:04:21.800 --> 00:04:26.800]  我們知道神要以色列人走一條蒙福的道路
[00:04:26.800 --> 00:04:36.800]  神是很願意看見以色列民能夠離開埃及進入加拿大
[00:04:36.800 --> 00:04:45.800]  神是何等希望祂的百姓走這條道路
[00:04:49.800 --> 00:04:52.800]  所以我們在約書亞記第一章
[00:04:52.800 --> 00:04:55.800]  在約書亞記的第一章
[00:04:55.800 --> 00:05:04.800]  第一到第二節的路
[00:05:04.800 --> 00:05:08.800]  耶和華的僕人摩西死了之後
[00:05:08.800 --> 00:05:15.800]  耶和華就討予摩西的幫手
[00:05:19.800 --> 00:05:20.800]  我的兒子約書亞
[00:05:20.800 --> 00:05:24.800]  我的僕人摩西死了
[00:05:24.800 --> 00:05:27.800]  你現在要起來
[00:05:27.800 --> 00:05:31.800]  和衆百姓過這個約大河
[00:05:31.800 --> 00:05:36.800]  和我所要賜給以色列人的地去
[00:05:36.800 --> 00:05:42.800]  約書亞記是一卷很寶貴的書卷
[00:05:46.800 --> 00:05:49.800]  有很多很豐富熟練的教導
[00:05:49.800 --> 00:05:55.800]  神不但希望祂的百姓能夠出埃及
[00:05:55.800 --> 00:06:00.800]  更加希望祂能夠進入加拿大
[00:06:00.800 --> 00:06:05.800]  享受神爲他們預備一切的豐富
[00:06:05.800 --> 00:06:12.800]  所以看見以色列人他們要走的道路
[00:06:17.800 --> 00:06:18.800]  就是出埃及
[00:06:18.800 --> 00:06:21.800]  首先要出埃及
[00:06:21.800 --> 00:06:24.800]  出埃及代表得救
[00:06:24.800 --> 00:06:32.800]  從罪惡的權勢裏面可以出來
[00:06:32.800 --> 00:06:37.800]  也代表得着生命
[00:06:37.800 --> 00:06:43.800]  當然我們說得救得着生命是好的
[00:06:47.800 --> 00:06:50.800]  但這不是我們最終的目標
[00:06:50.800 --> 00:06:56.800]  神最終目標是要以色列人不但出埃及
[00:06:56.800 --> 00:07:04.800]  並且希望祂能夠進入加拿大
[00:07:04.800 --> 00:07:08.800]  加拿大是代表着神的興許
[00:07:08.800 --> 00:07:12.800]  加拿大就是牛奶與蜜的地方
[00:07:15.800 --> 00:07:16.800]  是何等豐盛的地方
[00:07:16.800 --> 00:07:22.800]  加拿大也代表着更加豐盛的生命
[00:07:22.800 --> 00:07:27.800]  所以他們的道路就是過越大河
[00:07:27.800 --> 00:07:35.800]  他們的靈程是要向前走
[00:07:35.800 --> 00:07:40.800]  走向更加蒙福的康桑大道
[00:07:44.800 --> 00:07:49.800]  也代表着基督徒的靈性生活從一個標準
[00:07:49.800 --> 00:07:57.800]  提升到一個更加高的標準
[00:07:57.800 --> 00:08:04.800]  在屬靈方面來說就是自我生命的結束
[00:08:04.800 --> 00:08:10.800]  基督生命的開始
[00:08:12.800 --> 00:08:17.800]  也是代表着靠我們自己努力生活的一個結束
[00:08:17.800 --> 00:08:25.800]  是靠信心、信服生活的開始
[00:08:25.800 --> 00:08:32.800]  所以從出埃及過越大河就進入加拿大
[00:08:32.800 --> 00:08:40.800]  是代表着生命進入豐盛的生命
[00:08:43.800 --> 00:08:45.800]  進入一個更加豐盛的生命
[00:08:45.800 --> 00:08:49.800]  從一個老我去到一個新我
[00:08:49.800 --> 00:08:55.800]  從一箇舊的態度去到一個新的態度
[00:08:55.800 --> 00:08:59.800]  就好像《弗所書》第四章所說的
[00:08:59.800 --> 00:09:06.800]  一切舊的惡習都離開
[00:09:09.800 --> 00:09:12.800]  有新的行事爲人的樣式
[00:09:12.800 --> 00:09:17.800]  所以今天我們基督徒要走什麼路呢
[00:09:17.800 --> 00:09:26.800]  就是離開罪惡的道路
[00:09:26.800 --> 00:09:34.800]  也是走向豐盛生命的道路
[00:09:38.800 --> 00:09:40.800]  一個土著氣的道路
[00:09:40.800 --> 00:09:45.800]  代表着我們要不斷的進步
[00:09:45.800 --> 00:09:48.800]  要不斷的得勝
[00:09:48.800 --> 00:09:51.800]  離開埃及
[00:09:51.800 --> 00:09:53.800]  過越大河
[00:09:53.800 --> 00:09:55.800]  進入加拿大
[00:09:55.800 --> 00:09:59.800]  這就是神今天要我們走的路
[00:09:59.800 --> 00:10:06.800]  所以我們要離開埃及,要進入加拿大
[00:10:09.800 --> 00:10:10.800]  我們知道我們要走的路是什麼路了
[00:10:10.800 --> 00:10:15.800]  我們怎麼走我們應該走的路呢
[00:10:15.800 --> 00:10:28.800]  首先我們要離開舊的地方
[00:10:28.800 --> 00:10:34.800]  第三章第一節
[00:10:36.800 --> 00:10:38.800]  約書亞清早起來
[00:10:38.800 --> 00:10:41.800]  與以色列衆人都離開集庭
[00:10:41.800 --> 00:10:45.800]  來到越大河
[00:10:45.800 --> 00:10:47.800]  就住在那裏
[00:10:47.800 --> 00:10:49.800]  等候過河
[00:10:49.800 --> 00:11:00.800]  這裏我們看到有離開這個字
[00:11:00.800 --> 00:11:05.800]  離開是代表一種行動
[00:11:07.800 --> 00:11:08.800]  不只是停留在那裏
[00:11:08.800 --> 00:11:15.800]  是要有行動的離開原本的地方
[00:11:15.800 --> 00:11:19.800]  朝着一個新的地方前進
[00:11:19.800 --> 00:11:24.800]  所以離開舊的意思就是
[00:11:24.800 --> 00:11:26.800]  我們不要再留戀一些舊的
[00:11:26.800 --> 00:11:33.800]  一些可能令我們失敗的地方
[00:11:36.800 --> 00:11:38.800]  當然我們說要離開
[00:11:38.800 --> 00:11:41.800]  不是指一切舊的都是不好
[00:11:41.800 --> 00:11:47.800]  但是我們是指那些會影響我們
[00:11:47.800 --> 00:11:54.800]  會帶我們自己走向壞一方面的一些環境
[00:11:54.800 --> 00:11:58.800]  好像一個吸毒的人
[00:11:58.800 --> 00:12:01.800]  如果他已經戒毒
[00:12:04.800 --> 00:12:08.800]  但現在他仍然停留在吸毒的環境裏面
[00:12:08.800 --> 00:12:13.800]  他不願意離開這個地方
[00:12:13.800 --> 00:12:18.800]  很容易再一次接觸這些罪惡的東西
[00:12:18.800 --> 00:12:24.800]  很容易再走上去罪惡痛苦的道路
[00:12:24.800 --> 00:12:29.800]  這裏聖經說到
[00:12:29.800 --> 00:12:31.800]  以色列人要離開集庭
[00:12:35.800 --> 00:12:38.800]  其實以色列人在曠野走路的時候
[00:12:38.800 --> 00:12:44.800]  曾經在集庭的地方發生過一些事情
[00:12:44.800 --> 00:12:54.800]  在《文素記》第二章第1節到此
[00:12:54.800 --> 00:12:59.800]  說到以色列人住在集庭的地方
[00:13:02.800 --> 00:13:05.800]  百姓和摸鴨的女子行起淫亂
[00:13:05.800 --> 00:13:11.800]  《文素記》第5章這段記載
[00:13:11.800 --> 00:13:17.800]  說到以色列人的失敗
[00:13:17.800 --> 00:13:23.800]  和摸鴨的女子行起淫亂
[00:13:23.800 --> 00:13:27.800]  不是他們出埃及之後
[00:13:27.800 --> 00:13:30.800]  頭一兩年內發生的事情
[00:13:33.800 --> 00:13:36.800]  而是經過40年的漂流
[00:13:36.800 --> 00:13:43.800]  重新回到加斯比亞以後
[00:13:43.800 --> 00:13:50.800]  原先就是這個事情
[00:13:50.800 --> 00:13:52.800]  發生在不久之前
[00:13:52.800 --> 00:13:57.800]  現在他們準備要過越蛋河
[00:13:57.800 --> 00:14:01.800]  他們要離開這個失敗的景地
[00:14:03.800 --> 00:14:05.800]  他們在越蛋河等候3天
[00:14:05.800 --> 00:14:11.800]  在《真言書》第4章第27節
[00:14:11.800 --> 00:14:17.800]  很清楚地提醒我們
[00:14:17.800 --> 00:14:21.800]  我要使你的腳離開邪惡
[00:14:21.800 --> 00:14:29.800]  一些會令我們失敗跌倒的東西
[00:14:29.800 --> 00:14:31.800]  我們要離開
[00:14:33.800 --> 00:14:36.800]  當然這個離開也可以是另一個意思
[00:14:36.800 --> 00:14:41.800]  就像希伯來書第6章第1節
[00:14:41.800 --> 00:14:49.800]  他說應該離開基督道理的開端
[00:14:49.800 --> 00:14:56.800]  竭力進入完全的地步
[00:14:59.800 --> 00:15:02.800]  從一個不成熟的階段
[00:15:02.800 --> 00:15:05.800]  進入一個完全成熟的地步
[00:15:05.800 --> 00:15:11.800]  如果今天是基督徒
[00:15:11.800 --> 00:15:13.800]  我們渴望得着豐盛的生命
[00:15:13.800 --> 00:15:19.800]  我們期盼得着
[00:15:19.800 --> 00:15:21.800]  享受迦南一切的福分
[00:15:26.800 --> 00:15:29.800]  享受神賜給我們的流言蜜語
[00:15:29.800 --> 00:15:37.800]  我們就不能停留在起初的階段
[00:15:37.800 --> 00:15:42.800]  不能一年兩年五年十年
[00:15:42.800 --> 00:15:48.800]  都停留在一個初階的地方
[00:15:48.800 --> 00:15:52.800]  而是要像一個嬰孩一樣
[00:15:54.800 --> 00:15:56.800]  我們要學習成長
[00:15:56.800 --> 00:16:00.800]  要能夠喫乾糧
[00:16:00.800 --> 00:16:03.800]  讓我們的生命去長大
[00:16:03.800 --> 00:16:08.800]  所以我們說
[00:16:08.800 --> 00:16:11.800]  要怎麼走我們的道路呢
[00:16:11.800 --> 00:16:16.800]  首先我們要離開舊的地方
[00:16:16.800 --> 00:16:22.800]  一些可能令我們不能夠去
[00:16:23.800 --> 00:16:25.800]  成長的東西
