
[00:00:00.000 --> 00:00:02.000]  各位弟弟姊妹平安
[00:00:02.000 --> 00:00:04.000]  我們一起去祈禱
[00:00:04.000 --> 00:00:06.000]  天父我們感謝你
[00:00:06.000 --> 00:00:10.000]  不單止給我們有生命氣息
[00:00:10.000 --> 00:00:13.000]  也因著你奇妙的救贖恩典
[00:00:13.000 --> 00:00:17.000]  使我們欣順耶穌得著永生
[00:00:17.000 --> 00:00:19.000]  祈求你在這個時刻
[00:00:19.000 --> 00:00:22.000]  讓眾人到你面前來敬拜你
[00:00:22.000 --> 00:00:25.000]  尋求你 等候你
[00:00:25.000 --> 00:00:27.000]  不單止重新得力
[00:00:27.000 --> 00:00:30.000]  也在你的話語之性的真度上得著造就
[00:00:30.000 --> 00:00:32.000]  願我們口裡的言語
[00:00:32.000 --> 00:00:34.000]  心裡的意念
[00:00:34.000 --> 00:00:36.000]  都能夠蒙你的月亮
[00:00:36.000 --> 00:00:38.000]  我們這樣去祈禱
[00:00:38.000 --> 00:00:40.000]  奉求耶穌名字祈求
[00:00:40.000 --> 00:00:43.000]  剛才那段經文
[00:00:43.000 --> 00:00:47.000]  就是講到在昔日耶穌在地上的時候
[00:00:47.000 --> 00:00:49.000]  行一個神蹟
[00:00:49.000 --> 00:00:52.000]  其實那段經文裡面有兩個神蹟
[00:00:52.000 --> 00:00:57.000]  在今時今日 仍然在世界上
[00:00:57.000 --> 00:00:59.000]  很多人都以為
[00:00:59.000 --> 00:01:03.000]  信耶穌就要受逼迫 考驗
[00:01:03.000 --> 00:01:06.000]  當然在耶穌生平裡面
[00:01:06.000 --> 00:01:09.000]  我們都覺得耶穌很多時候被人針對
[00:01:09.000 --> 00:01:12.000]  法利塞人針對他
[00:01:12.000 --> 00:01:14.000]  大祭司針對他
[00:01:14.000 --> 00:01:17.000]  民事針對他等等
[00:01:17.000 --> 00:01:19.000]  包括撒都哥人針對他
[00:01:19.000 --> 00:01:22.000]  但是這些針對
[00:01:22.000 --> 00:01:24.000]  我們覺得它好像不受歡迎
[00:01:24.000 --> 00:01:26.000]  但是剛才大家讀的經文
[00:01:26.000 --> 00:01:29.000]  不是 它很受歡迎
[00:01:29.000 --> 00:01:30.000]  為什麼受歡迎呢
[00:01:30.000 --> 00:01:33.000]  因為耶穌已經出來傳道
[00:01:33.000 --> 00:01:37.000]  醫病 趕鬼 行神蹟
[00:01:37.000 --> 00:01:40.000]  一個傳一個 一個傳一個
[00:01:40.000 --> 00:01:42.000]  很多人都聽到了
[00:01:42.000 --> 00:01:43.000]  所以聖經記載說
[00:01:43.000 --> 00:01:45.000]  當祂回來的時候
[00:01:45.000 --> 00:01:48.000]  人人都很歡迎祂 還等候祂
[00:01:48.000 --> 00:01:51.000]  如果大家有些聯想的話
[00:01:51.000 --> 00:01:53.000]  好像今時今日
[00:01:53.000 --> 00:01:56.000]  如果我們的運動員出去比賽
[00:01:56.000 --> 00:01:58.000]  拿到光明的成績回來
[00:01:58.000 --> 00:02:02.000]  自然在機場會有人歡迎祂 等候祂
[00:02:02.000 --> 00:02:05.000]  或者有些人心儀中間
[00:02:05.000 --> 00:02:09.000]  有些明星 歌星那些
[00:02:09.000 --> 00:02:11.000]  無論是本地外面
[00:02:11.000 --> 00:02:14.000]  有些少男少女都會去到機場
[00:02:14.000 --> 00:02:16.000]  等候祂 歡迎祂
[00:02:16.000 --> 00:02:18.000]  昔日那段經文記載就是這樣
[00:02:18.000 --> 00:02:21.000]  耶穌回來 人人都在等祂
[00:02:21.000 --> 00:02:25.000]  還有就是歡迎祂
[00:02:25.000 --> 00:02:27.000]  還有一件事
[00:02:27.000 --> 00:02:29.000]  祂一到達現場
[00:02:29.000 --> 00:02:32.000]  就有一個管會堂的人叫艾魯
[00:02:32.000 --> 00:02:34.000]  就苦苦在地拜著祂
[00:02:34.000 --> 00:02:36.000]  就請祂回去家裡
[00:02:36.000 --> 00:02:39.000]  醫祂一個女兒的病
[00:02:39.000 --> 00:02:41.000]  那個女兒12歲了
[00:02:41.000 --> 00:02:44.000]  不知道為什麼突然間有些病
[00:02:44.000 --> 00:02:46.000]  就快死了
[00:02:46.000 --> 00:02:50.000]  這個管會堂不是無厘頭的人
[00:02:50.000 --> 00:02:54.000]  是當時猶太人宗教活動的集中地
[00:02:54.000 --> 00:02:56.000]  會堂中間的主管
[00:02:56.000 --> 00:02:59.000]  這個主管不是打雜那些
[00:02:59.000 --> 00:03:01.000]  是打理一切的
[00:03:01.000 --> 00:03:03.000]  如果用現在的職位相稱
[00:03:03.000 --> 00:03:06.000]  等於一個禮拜堂的主任牧師
[00:03:06.000 --> 00:03:09.000]  或者執事會主席
[00:03:09.000 --> 00:03:10.000]  當祂來的時候
[00:03:10.000 --> 00:03:14.000]  耶穌說好啊 我去看看祂 我去醫祂
[00:03:14.000 --> 00:03:17.000]  當祂這個行動要行的時候
[00:03:17.000 --> 00:03:18.000]  聖經記載
[00:03:18.000 --> 00:03:20.000]  很多人就
[00:03:20.000 --> 00:03:23.000]  如果你現在是一個知名人
[00:03:23.000 --> 00:03:25.000]  或者叫神醫的人士
[00:03:25.000 --> 00:03:26.000]  來到大管堂說
[00:03:26.000 --> 00:03:29.000]  我去哪個國去醫病
[00:03:29.000 --> 00:03:31.000]  你去不去看
[00:03:31.000 --> 00:03:33.000]  去不去
[00:03:33.000 --> 00:03:35.000]  當然去
[00:03:35.000 --> 00:03:37.000]  一傳十 十傳百
[00:03:37.000 --> 00:03:39.000]  再加上過去的記錄
[00:03:39.000 --> 00:03:42.000]  很多人所以叫「濟勇勇濟」
[00:03:42.000 --> 00:03:44.000]  有些聖經翻譯就是
[00:03:44.000 --> 00:03:45.000]  「俗勇他」
[00:03:45.000 --> 00:03:46.000]  就是說
[00:03:46.000 --> 00:03:49.000]  「勇癡到埋身」
[00:03:49.000 --> 00:03:50.000]  癡到埋身的時候
[00:03:50.000 --> 00:03:52.000]  就有一個女人
[00:03:52.000 --> 00:03:54.000]  這個女人在當時來講
[00:03:54.000 --> 00:03:57.000]  真的可算是慘而又不幸
[00:03:57.000 --> 00:03:59.000]  第一 又是十二年患了病
[00:03:59.000 --> 00:04:01.000]  病又醫不好
[00:04:01.000 --> 00:04:04.000]  而且病還在
[00:04:04.000 --> 00:04:07.000]  血流不止
[00:04:07.000 --> 00:04:09.000]  所有財產都沒有了
[00:04:09.000 --> 00:04:11.000]  可能都被人遺棄了
[00:04:11.000 --> 00:04:12.000]  那怎麼辦
[00:04:12.000 --> 00:04:14.000]  已經絕望了
[00:04:14.000 --> 00:04:16.000]  在這個時候
[00:04:16.000 --> 00:04:18.000]  她也想去
[00:04:18.000 --> 00:04:20.000]  但她去就不是去
[00:04:20.000 --> 00:04:22.000]  趁她不去看熱鬧
[00:04:22.000 --> 00:04:24.000]  不去看神蹟
[00:04:24.000 --> 00:04:26.000]  她是希望從耶穌那裡
[00:04:26.000 --> 00:04:30.000]  可以得到祂的醫治
[00:04:30.000 --> 00:04:32.000]  不同的人
[00:04:32.000 --> 00:04:34.000]  來親近耶穌
[00:04:34.000 --> 00:04:36.000]  今天第一支會
[00:04:36.000 --> 00:04:38.000]  你和我
[00:04:38.000 --> 00:04:42.000]  今天一齊來到神的面前
[00:04:42.000 --> 00:04:45.000]  是什麼心不懈
[00:04:45.000 --> 00:04:47.000]  結果聖經沒有記載
[00:04:47.000 --> 00:04:48.000]  這麼多人得到什麼
[00:04:48.000 --> 00:04:50.000]  唯獨是兩個人得益
[00:04:50.000 --> 00:04:51.000]  一個是牙佬
[00:04:51.000 --> 00:04:53.000]  後來耶穌也說
[00:04:53.000 --> 00:04:55.000]  不要怕 只要信
[00:04:55.000 --> 00:04:56.000]  她的女兒後來
[00:04:56.000 --> 00:04:58.000]  還沒到家裡
[00:04:58.000 --> 00:05:00.000]  她的女兒已經死了
[00:05:00.000 --> 00:05:02.000]  但是耶穌行神蹟
[00:05:02.000 --> 00:05:03.000]  叫他女兒從死裡復活
[00:05:03.000 --> 00:05:05.000]  而這個女人
[00:05:05.000 --> 00:05:06.000]  觸摸到
[00:05:06.000 --> 00:05:08.000]  不是耶穌的身體
[00:05:08.000 --> 00:05:10.000]  是耶穌身上的外袍
[00:05:10.000 --> 00:05:13.000]  那些掉下來的水
[00:05:13.000 --> 00:05:15.000]  如果頭髮叫邊
[00:05:15.000 --> 00:05:16.000]  那些不是叫邊
[00:05:16.000 --> 00:05:17.000]  那些叫水
[00:05:17.000 --> 00:05:19.000]  那為什麼會這樣呢
[00:05:19.000 --> 00:05:21.000]  因為得到醫治
[00:05:21.000 --> 00:05:22.000]  所以第一支會
[00:05:22.000 --> 00:05:24.000]  很多人來到神的面前
[00:05:24.000 --> 00:05:26.000]  無論是聚會也好
[00:05:26.000 --> 00:05:27.000]  敬拜也好
[00:05:27.000 --> 00:05:28.000]  參與工作也好
[00:05:28.000 --> 00:05:30.000]  是不是真正的蒙因
[00:05:30.000 --> 00:05:32.000]  得到真正的平安
[00:05:32.000 --> 00:05:35.000]  得到真正你所期望
[00:05:35.000 --> 00:05:36.000]  耶穌在你身上
[00:05:36.000 --> 00:05:38.000]  能夠做到的東西呢
[00:05:38.000 --> 00:05:39.000]  我們看一段聖經
[00:05:39.000 --> 00:05:41.000]  《菲律賓書》第四章
[00:05:41.000 --> 00:05:43.000]  第六到第七節
[00:05:43.000 --> 00:05:44.000]  不知道這支聖經
[00:05:44.000 --> 00:05:46.000]  大家熟不熟
[00:05:46.000 --> 00:05:47.000]  我說熟不熟的意思是
[00:05:47.000 --> 00:05:49.000]  你可不可以記著背著
[00:05:49.000 --> 00:05:51.000]  背著記著呢
[00:05:51.000 --> 00:05:54.000]  如果你可以把這支聖經
[00:05:54.000 --> 00:05:56.000]  作為你心中一個的
[00:05:56.000 --> 00:05:57.000]  座右銘也好
[00:05:57.000 --> 00:06:01.000]  一個的口頭禪也好
[00:06:01.000 --> 00:06:02.000]  甚至作為你心中
[00:06:02.000 --> 00:06:05.000]  一個的期盼也好
[00:06:05.000 --> 00:06:06.000]  可能
[00:06:06.000 --> 00:06:07.000]  我用可能這個詞就是
[00:06:07.000 --> 00:06:09.000]  如果你有信心
[00:06:09.000 --> 00:06:11.000]  這句話對你好有幫助
[00:06:11.000 --> 00:06:13.000]  應當一無掛慮
[00:06:13.000 --> 00:06:17.000]  只要凡事
[00:06:17.000 --> 00:06:18.000]  這裡說藉著禱告
[00:06:18.000 --> 00:06:20.000]  祈求和感謝
[00:06:20.000 --> 00:06:21.000]  有些譯本就分析說
[00:06:21.000 --> 00:06:23.000]  只要你凡事
[00:06:23.000 --> 00:06:24.000]  每一件事幹
[00:06:24.000 --> 00:06:28.000]  用一個感恩的心去祈禱
[00:06:28.000 --> 00:06:30.000]  祈禱有兩種的
[00:06:30.000 --> 00:06:31.000]  一種叫救命
[00:06:31.000 --> 00:06:33.000]  哇 救命啊
[00:06:33.000 --> 00:06:35.000]  這個叫祈禱
[00:06:35.000 --> 00:06:36.000]  呼天搶地都有
[00:06:36.000 --> 00:06:40.000]  另一種是用感恩的心去祈禱
[00:06:40.000 --> 00:06:41.000]  猶太人天祭
[00:06:41.000 --> 00:06:42.000]  他們都有不同的
[00:06:42.000 --> 00:06:44.000]  用感恩的心去祈禱
[00:06:44.000 --> 00:06:47.000]  和用禱告和祈求
[00:06:47.000 --> 00:06:48.000]  然後就說
[00:06:48.000 --> 00:06:50.000]  在那個過程中間
[00:06:50.000 --> 00:06:55.000]  將你們所要的
[00:06:55.000 --> 00:06:58.000]  你所想得的
[00:06:58.000 --> 00:06:59.000]  留心
[00:06:59.000 --> 00:07:01.000]  每個人所想得的
[00:07:01.000 --> 00:07:02.000]  都有不同的
[00:07:02.000 --> 00:07:03.000]  但當你經過了
[00:07:03.000 --> 00:07:06.000]  用感恩的心去禱告祈求的時候
[00:07:06.000 --> 00:07:08.000]  一定會過濾了
[00:07:08.000 --> 00:07:11.000]  將那些東西告訴神
[00:07:11.000 --> 00:07:15.000]  神就賜出人意外的平安
[00:07:15.000 --> 00:07:17.000]  這個女人
[00:07:17.000 --> 00:07:19.000]  她摸到耶穌的依稅的時候
[00:07:19.000 --> 00:07:21.000]  結果
[00:07:21.000 --> 00:07:23.000]  耶穌說
[00:07:23.000 --> 00:07:25.000]  你的信救了你
[00:07:25.000 --> 00:07:28.000]  平平安安的走了
[00:07:28.000 --> 00:07:30.000]  你今天來到教會聚會
[00:07:30.000 --> 00:07:32.000]  會不會一間酒店的時候
[00:07:32.000 --> 00:07:33.000]  來的時候
[00:07:33.000 --> 00:07:34.000]  很多嘍嘍亂亂
[00:07:34.000 --> 00:07:35.000]  有很多感覺
[00:07:35.000 --> 00:07:37.000]  有很多不開心的東西
[00:07:37.000 --> 00:07:39.000]  一會兒離開的時候
[00:07:39.000 --> 00:07:41.000]  會不會都是帶著那些東西走
[00:07:41.000 --> 00:07:42.000]  還是你會覺得
[00:07:42.000 --> 00:07:43.000]  好像那個女士那樣
[00:07:43.000 --> 00:07:45.000]  或者女子那樣
[00:07:45.000 --> 00:07:47.000]  平平安安的離開
[00:07:47.000 --> 00:07:50.000]  如果你來到神的面前聚集
[00:07:50.000 --> 00:07:53.000]  就算你很熱心想擁擠耶穌
[00:07:53.000 --> 00:07:56.000]  但是得不到那種能力在你身上
[00:07:56.000 --> 00:07:58.000]  得不到這個女子在你面前
[00:07:58.000 --> 00:08:00.000]  得到依稅
[00:08:00.000 --> 00:08:01.000]  無論生靈也好
[00:08:01.000 --> 00:08:02.000]  心態也好
[00:08:02.000 --> 00:08:03.000]  你沒有平安
[00:08:03.000 --> 00:08:05.000]  你來做什麼
[00:08:05.000 --> 00:08:07.000]  很多人濟擁耶穌的
[00:08:07.000 --> 00:08:08.000]  今時今日信耶穌
