
[00:00:00.000 --> 00:00:02.300]  前一陣子我有機會跟一些牧者
[00:00:02.300 --> 00:00:04.100]  我們在探討到底
[00:00:04.100 --> 00:00:09.200]  什麼是在北美影響現今世代的文化呢
[00:00:09.200 --> 00:00:11.900]  我們就想到五件事情
[00:00:11.900 --> 00:00:15.000]  第一件事情當然就是智慧型手機了
[00:00:15.000 --> 00:00:17.600]  第二件事情就是Starbucks
[00:00:17.600 --> 00:00:20.100]  第三件事情網路
[00:00:20.100 --> 00:00:23.400]  第四件事情是忙碌
[00:00:23.400 --> 00:00:24.700]  可能沒想過
[00:00:24.700 --> 00:00:26.800]  第五件事情可能你更沒想過
[00:00:26.800 --> 00:00:29.100]  那就是破碎的家庭
[00:00:29.100 --> 00:00:31.100]  的確當我們生活在這樣一個
[00:00:31.100 --> 00:00:34.100]  快速變化的社會當中
[00:00:34.100 --> 00:00:38.100]  人人追求自我滿足的人生
[00:00:38.100 --> 00:00:42.800]  家庭常常就成為這個時代的犧牲品
[00:00:42.800 --> 00:00:44.800]  魔鬼撒旦也就常常用我們
[00:00:44.800 --> 00:00:49.400]  在家庭生活中的破口來攻擊我們
[00:00:49.400 --> 00:00:52.600]  讓我們的生活當中就失去了見證
[00:00:52.600 --> 00:00:55.000]  我們的侍奉也沒有能力
[00:00:55.000 --> 00:00:56.900]  心中沒有平安
[00:00:56.900 --> 00:01:00.000]  我們的臉上也沒有喜樂
[00:01:00.000 --> 00:01:04.300]  但事實上這是與神原先在人類當中
[00:01:04.300 --> 00:01:09.100]  設立婚姻家庭的心意是不同的
[00:01:09.100 --> 00:01:12.100]  如果你讀創世紀你就會發現
[00:01:12.100 --> 00:01:16.800]  婚姻其實是神創造之約的一部分
[00:01:16.800 --> 00:01:18.900]  創世紀第二章第十八節
[00:01:18.900 --> 00:01:21.300]  這裡說神創造亞當夏娃照
[00:01:21.300 --> 00:01:23.100]  神說那人獨居不好
[00:01:23.100 --> 00:01:27.100]  我要為他造一個配偶來幫助他
[00:01:27.100 --> 00:01:30.000]  所以我們看見婚姻並不是人類
[00:01:30.000 --> 00:01:33.300]  只是為自己的需要想出來一個辦法而已
[00:01:33.300 --> 00:01:34.500]  不是的
[00:01:34.500 --> 00:01:37.700]  而是神在創造世界的時候
[00:01:37.700 --> 00:01:42.100]  就已經為人類所設定一個盟約
[00:01:42.100 --> 00:01:44.000]  既然是一個盟約
[00:01:44.000 --> 00:01:46.900]  可見了神對我們的婚姻
[00:01:46.900 --> 00:01:49.500]  是有一個藍圖在那裡
[00:01:49.500 --> 00:01:52.800]  今天只有當我們能夠明白神的藍圖
[00:01:52.800 --> 00:01:55.300]  按照神的心意去做
[00:01:55.300 --> 00:02:01.000]  我們才可能享受到婚姻當中的美滿跟喜樂
[00:02:01.000 --> 00:02:02.700]  所以今天我們要從好幾處聖經
[00:02:02.700 --> 00:02:05.800]  我們來看神在創造的時候
[00:02:05.800 --> 00:02:09.900]  怎麼樣來為婚姻設立一個藍圖呢
[00:02:09.900 --> 00:02:11.900]  第一件事情我們要來看的就是
[00:02:11.900 --> 00:02:15.500]  婚姻是要彰顯神的形象
[00:02:15.500 --> 00:02:20.200]  跟你旁邊說婚姻是要彰顯神的形象
[00:02:20.200 --> 00:02:22.300]  剛才我們讀了創世紀第一章二十七節
[00:02:22.300 --> 00:02:26.100]  講到神就是按照自己的形象造人
[00:02:26.100 --> 00:02:30.000]  照祂的形象造男也造女
[00:02:30.000 --> 00:02:33.500]  今天我們既然是按照神的形象所造
[00:02:33.500 --> 00:02:36.300]  不但男人如此女人也一樣
[00:02:36.300 --> 00:02:38.700]  那麼婚姻首要的目的
[00:02:38.700 --> 00:02:41.700]  不就應當彰顯這個神的形象
[00:02:41.700 --> 00:02:44.600]  彰顯到神的榮美嗎
[00:02:44.600 --> 00:02:47.400]  那什麼是神的形象呢
[00:02:47.400 --> 00:02:49.700]  以佛所說四章二十四節
[00:02:49.700 --> 00:02:53.300]  非常清楚的告訴我們神的形象是什麼
[00:02:53.300 --> 00:02:55.100]  並且穿上新人
[00:02:55.100 --> 00:02:58.100]  這新人是照著神的形象造的
[00:02:58.100 --> 00:03:02.400]  有真理的人意跟聖潔在其中
[00:03:02.400 --> 00:03:05.300]  換句話說當神在創造我們人類的時候
[00:03:05.300 --> 00:03:06.900]  神就在我們生命裡面
[00:03:06.900 --> 00:03:09.600]  放下了一個追求真理
[00:03:09.600 --> 00:03:13.400]  追求完美的一個本能在我們裡面
[00:03:13.400 --> 00:03:14.900]  好讓在我們生命當中
[00:03:14.900 --> 00:03:19.100]  能夠反映出神的聖潔跟公義來
[00:03:19.100 --> 00:03:20.500]  事實上我們看見
[00:03:20.500 --> 00:03:24.900]  其實這是人類與動物最大的不同
[00:03:24.900 --> 00:03:26.800]  就在這個地方
[00:03:26.800 --> 00:03:30.700]  今天別的動物都能夠有思想意志情感
[00:03:30.700 --> 00:03:32.900]  跟人類一模一樣
[00:03:32.900 --> 00:03:37.400]  但只有人類是按照神的形象所造
[00:03:37.400 --> 00:03:39.100]  不一樣
[00:03:39.100 --> 00:03:40.800]  是在人的心靈裡面
[00:03:40.800 --> 00:03:43.100]  就有一個追求真理
[00:03:43.100 --> 00:03:46.700]  追求完美的本能在我們裡面
[00:03:46.700 --> 00:03:50.000]  所以我想你從來不會看到一個貓啊狗啊
[00:03:50.000 --> 00:03:53.600]  在那裡想到說我生命的意義在哪裡呢
[00:03:53.600 --> 00:03:54.900]  不會
[00:03:54.900 --> 00:03:58.300]  他也不會思想我為什麼活在地上呢
[00:03:58.300 --> 00:03:59.500]  不會
[00:03:59.500 --> 00:04:01.800]  你也從來不會看到一個貓啊狗啊
[00:04:01.800 --> 00:04:04.300]  會拿一個東西來拜拜對不對
[00:04:04.300 --> 00:04:05.600]  沒有
[00:04:05.600 --> 00:04:07.500]  還要尋找生命的意義
[00:04:07.500 --> 00:04:08.600]  真實的信仰
[00:04:08.600 --> 00:04:10.000]  不會
[00:04:10.000 --> 00:04:11.900]  可是很奇怪
[00:04:11.900 --> 00:04:13.400]  你就發現
[00:04:13.400 --> 00:04:16.200]  就是在原始的人類族群
[00:04:16.200 --> 00:04:19.700]  所有的考古學家都可以證實這件事情
[00:04:19.700 --> 00:04:22.300]  就是在最原始的人類當中
[00:04:22.300 --> 00:04:25.600]  你都可以在他們的生活區域當中
[00:04:25.600 --> 00:04:28.500]  找到祭壇的存在
[00:04:28.500 --> 00:04:29.900]  無論他是拜什麼
