
[00:00:00.000 --> 00:00:03.500]  姐妹們,今天的經文好像特別長一點
[00:00:03.500 --> 00:00:06.460]  不知道大家有沒有看過這個經文
[00:00:06.460 --> 00:00:11.400]  其實我覺得是一個很有趣的記載
[00:00:11.400 --> 00:00:15.200]  在我們進入正道而先,我們一起有個祈禱
[00:00:15.200 --> 00:00:19.920]  姐姐們感謝你,讓我們今天都能夠平安的
[00:00:19.920 --> 00:00:22.360]  來到你的殿中,來到你的家中
[00:00:22.360 --> 00:00:26.660]  求你幫助我們每一個人能夠去仰望你
[00:00:26.660 --> 00:00:29.160]  讓我們能夠去聆聽你的話
[00:00:29.160 --> 00:00:32.200]  讓我們將你的話實踐在我們人生裡面
[00:00:32.200 --> 00:00:34.200]  使我們越來越像基督
[00:00:34.200 --> 00:00:36.800]  為祈禱交託,福祉明靠,阿門
[00:00:36.800 --> 00:00:46.500]  有一個年輕人到了復兵役的年紀
[00:00:46.500 --> 00:00:50.400]  但是他不捨得他正在打拼的事業
[00:00:50.400 --> 00:00:53.700]  也不捨得他剛剛開始拍拖的女朋友
[00:00:53.700 --> 00:00:55.200]  他就很苦惱
[00:00:55.200 --> 00:00:57.700]  有一天他想到一條計策
[00:00:57.700 --> 00:01:01.700]  當他要接受入伍前的身體檢查的時候
[00:01:01.700 --> 00:01:05.200]  他在表格上就填自己是一個聾啞人士
[00:01:05.200 --> 00:01:08.700]  如果他能夠瞞得過醫生,就不用復兵役了
[00:01:08.700 --> 00:01:12.700]  於是當醫生為他進行一些測試的時候
[00:01:12.700 --> 00:01:15.700]  他很努力地假裝聽不到話
[00:01:15.700 --> 00:01:18.200]  他一檢查尾聲,醫生就跟他說
[00:01:18.200 --> 00:01:21.700]  看來你真的聽不到話,你真的聾了
[00:01:21.700 --> 00:01:24.700]  你不用復兵役了,你現在可以走了
[00:01:24.700 --> 00:01:29.200]  於是這個年輕人很開心立刻站起來,去門外走了
[00:01:29.200 --> 00:01:32.200]  大家都明白結局了
[00:01:32.200 --> 00:01:35.200]  醫生看到這個年輕人的背影
[00:01:35.200 --> 00:01:37.200]  他就輕描淡寫地說了一句
[00:01:37.200 --> 00:01:41.200]  既然現在又聽到了,明天早上就回來報導吧
[00:01:41.200 --> 00:01:43.700]  其實這個故事告訴你
[00:01:43.700 --> 00:01:46.200]  一個人可以假裝聽不到話
[00:01:46.200 --> 00:01:49.700]  但其實他不能夠真的令自己聽不到
[00:01:49.700 --> 00:01:54.200]  在剛才讀的經文,就是歷代之下十八章一至三十四節裡面
[00:01:54.200 --> 00:01:58.200]  其實也是在說裡面的人
[00:01:58.200 --> 00:02:02.200]  他怎樣從聽到,去假裝聽不到
[00:02:02.200 --> 00:02:05.200]  或者是希望自己聽不到
[00:02:05.200 --> 00:02:07.200]  我想先說一些背景
[00:02:07.200 --> 00:02:13.700]  以色列國其實是在當時所羅門王的兒子羅邦安統治之下
[00:02:13.700 --> 00:02:16.200]  分裂成為南北兩國的
[00:02:16.200 --> 00:02:18.200]  南國是猶大,北國是以色列
[00:02:18.200 --> 00:02:22.200]  這是以色列當時的一個歷史
[00:02:22.200 --> 00:02:25.200]  舊約聖經的《列王記》和《歷代誌》的技術
[00:02:25.200 --> 00:02:27.200]  都是南北兩國王的事跡
[00:02:27.200 --> 00:02:31.200]  當中內容有些相同,但也有不同的角度
[00:02:31.200 --> 00:02:33.200]  《歷代誌》和《列王記》其中一個最大分別
[00:02:33.200 --> 00:02:38.200]  就是《歷代誌》的技術集中在南國猶大王的事跡
[00:02:38.200 --> 00:02:41.200]  其實在《歷代誌》下的十七章開始
[00:02:41.200 --> 00:02:46.200]  就是記載阿薩的兒子約莎法作王的事跡
[00:02:46.200 --> 00:03:02.200]  約莎法聖經說他是一個「尋求神」的王
[00:03:02.200 --> 00:03:06.200]  《歷代誌》下的十七章三章六章形容他
[00:03:06.200 --> 00:03:08.200]  耶和華和約莎法同在
[00:03:08.200 --> 00:03:12.200]  因為他遵行了他祖先大位最初所行的道路
[00:03:12.200 --> 00:03:13.200]  沒有尋求巴力
[00:03:13.200 --> 00:03:16.200]  只尋求他父親的神遵行神的誡命
[00:03:16.200 --> 00:03:18.200]  沒有隨從意識裂人的行為
[00:03:18.200 --> 00:03:21.200]  因此耶和華視他統治的國穩固
[00:03:21.200 --> 00:03:23.200]  猶大各地都給他進貢
[00:03:23.200 --> 00:03:27.200]  所以約莎法的財富很多,極有尊榮
[00:03:27.200 --> 00:03:29.200]  他勇敢地遵行耶和華的道路
[00:03:29.200 --> 00:03:33.200]  並且從猶大地中除掉丘壇和阿舍拉
[00:03:33.200 --> 00:03:35.200]  約莎法是一個跟從神的王
[00:03:35.200 --> 00:03:37.200]  所以神祝福他
[00:03:37.200 --> 00:03:41.200]  並且約莎法也是一個勵精圖治的王
[00:03:41.200 --> 00:03:43.200]  而南國猶大在他的管治之下
[00:03:43.200 --> 00:03:45.200]  可以說是一個太平盛世
[00:03:45.200 --> 00:03:50.200]  甚至有人形容這是以色列分為南北兩國以來
[00:03:50.200 --> 00:03:53.200]  南國猶大最強盛的時候
[00:03:53.200 --> 00:03:56.200]  而南國猶大和北國以色列
[00:03:56.200 --> 00:03:59.200]  自從分裂以來都是對敵的兩個國家
[00:03:59.200 --> 00:04:03.200]  不過約莎法管治之下的猶大國很強大
[00:04:03.200 --> 00:04:06.200]  就不再害怕北國以色列的威脅
[00:04:06.200 --> 00:04:08.200]  也不怕其他外敵的威脅
[00:04:08.200 --> 00:04:11.200]  大家可以想想當一個分裂了的國家
[00:04:11.200 --> 00:04:13.200]  不再害怕外來威脅的時候
[00:04:13.200 --> 00:04:15.200]  通常下一步會做什麼呢?
[00:04:15.200 --> 00:04:18.200]  參考中國歷史就會知道
[00:04:18.200 --> 00:04:20.200]  就是想一統天下
[00:04:20.200 --> 00:04:22.200]  所以來到十八章一開始
[00:04:22.200 --> 00:04:28.200]  北國的以色列王阿哈就出場了
[00:04:28.200 --> 00:04:31.200]  不知道大家對阿哈有什麼認識呢?
[00:04:31.200 --> 00:04:36.200]  列王記上十六章的二十九至二十二章的四十節
[00:04:36.200 --> 00:04:39.200]  用頗長的篇幅記載了阿哈作王的事
[00:04:39.200 --> 00:04:44.200]  列王記上的十六章二十九至三十三節
[00:04:44.200 --> 00:04:45.200]  是這樣形容阿哈的
[00:04:45.200 --> 00:04:47.200]  猶大王阿薩第三十八年
[00:04:47.200 --> 00:04:51.200]  暗里的兒子阿哈登基作以色列王
[00:04:51.200 --> 00:04:55.200]  暗里的兒子阿哈在撒馬尼亞作以色列王共二十二年
[00:04:55.200 --> 00:04:59.200]  暗里的兒子阿哈行刑或話漢為惡的事
[00:04:59.200 --> 00:05:01.200]  比他以前所有的王更厲害
[00:05:01.200 --> 00:05:04.200]  阿哈犯了尼伯的兒子耶羅邦安所犯的罪
[00:05:04.200 --> 00:05:06.200]  還以為是小事
[00:05:06.200 --> 00:05:10.200]  他又娶了西頓王揭巴力的女兒耶洗別作妻子
[00:05:10.200 --> 00:05:12.200]  去服侍巴力 敬拜巴力
[00:05:12.200 --> 00:05:14.200]  他在撒馬尼亞建築巴力廟
[00:05:14.200 --> 00:05:17.200]  又在廟裡為巴力立了一座祭壇
[00:05:17.200 --> 00:05:19.200]  阿哈又做了阿舍拉
[00:05:19.200 --> 00:05:22.200]  阿哈所行的惹耶和華以色列的神法路
[00:05:22.200 --> 00:05:25.200]  比他以前所有的以色列王更厲害
[00:05:25.200 --> 00:05:28.200]  所以我看到聖經對阿哈的描述
[00:05:28.200 --> 00:05:32.200]  和對約瑟法的描述有很大對比
[00:05:32.200 --> 00:05:35.200]  一個是拜偶像野神法路的王
[00:05:35.200 --> 00:05:38.200]  一個是跟從耶和華有神同座的王
[00:05:38.200 --> 00:05:42.200]  在屬靈的層面上 好像大纜都扯不上
[00:05:42.200 --> 00:05:44.200]  那為什麼他們會在一起呢?
[00:05:44.200 --> 00:05:46.200]  其實如果我們用人的角度來看
[00:05:46.200 --> 00:05:48.200]  這兩個王其實有相似的地方
[00:05:48.200 --> 00:05:50.200]  因為在歷史上
[00:05:50.200 --> 00:05:53.200]  阿哈在建築和軍事方面都有不少成就
[00:05:53.200 --> 00:05:55.200]  或者可能是因為這樣
[00:05:55.200 --> 00:05:58.200]  所以約瑟法選擇用一個結親的方式
[00:05:58.200 --> 00:06:01.200]  和以色列王阿哈建立關係
[00:06:01.200 --> 00:06:04.200]  希望用一個和平外交的方式
[00:06:04.200 --> 00:06:07.200]  把以色列國再一次統一起來
[00:06:07.200 --> 00:06:11.200]  今天我的經文分了三大段
[00:06:11.200 --> 00:06:16.200]  就是這三個重點
[00:06:16.200 --> 00:06:19.200]  第一部分就是1節11節
[00:06:19.200 --> 00:06:21.200]  對沖昔的謊言保持警覺
[00:06:21.200 --> 00:06:23.200]  第二部分就是12節27節
[00:06:23.200 --> 00:06:25.200]  以忠心誠實持守神的話
[00:06:25.200 --> 00:06:29.200]  28節34節就是慎防恩施辱凌駕神的心意
[00:06:29.200 --> 00:06:39.200]  現在我們就進入第一段
[00:06:39.200 --> 00:06:41.200]  所以其實第二節
[00:06:41.200 --> 00:06:43.200]  剛才大家有讀的話
[00:06:43.200 --> 00:06:45.200]  或者你自己有聖經可以看到
[00:06:45.200 --> 00:06:47.200]  剛才在我們的經文裡面
[00:06:47.200 --> 00:06:49.200]  第二節一開始就說
[00:06:49.200 --> 00:06:52.200]  約瑟法去見阿哈
[00:06:52.200 --> 00:06:56.200]  而阿哈為他和跟從他的人
[00:06:56.200 --> 00:06:58.200]  殺了很多牛羊
[00:06:58.200 --> 00:07:01.200]  為約瑟法大牌現職
[00:07:01.200 --> 00:07:06.200]  和慫恿他一起上去攻打激烈的拉末
[00:07:06.200 --> 00:07:10.200]  阿哈其實為什麼會擺設豪華聖宴
[00:07:10.200 --> 00:07:14.200]  除了因為款待外交禮節
[00:07:14.200 --> 00:07:15.200]  他有一個目的
[00:07:15.200 --> 00:07:17.200]  就是想約瑟法和他一起打仗
[00:07:17.200 --> 00:07:19.200]  在這裡新譯本譯為慫恿
[00:07:19.200 --> 00:07:22.200]  原文有引誘鼓動的意思
[00:07:22.200 --> 00:07:25.200]  是比較負面的一個動詞
[00:07:25.200 --> 00:07:28.200]  暗示了阿哈可能有一個不好的動機
[00:07:28.200 --> 00:07:30.200]  激烈的拉末當時是屬於雅蘭人
[00:07:30.200 --> 00:07:33.200]  地理上是一個很重要的軍事策略地點
[00:07:33.200 --> 00:07:36.200]  所以阿哈很想奪取這個地方
[00:07:36.200 --> 00:07:38.200]  但是雅蘭人不是容易對付
[00:07:38.200 --> 00:07:41.200]  所以阿哈當然想多個人幫忙
[00:07:41.200 --> 00:07:43.200]  他想約瑟法去幫忙
[00:07:43.200 --> 00:07:45.200]  而約瑟法他肯不肯
[00:07:45.200 --> 00:07:47.200]  就是他肯
[00:07:47.200 --> 00:07:49.200]  第三節他說你我不分給錢
[00:07:49.200 --> 00:07:50.200]  我的人民就是你的人民
[00:07:50.200 --> 00:07:52.200]  我就會和你一起作戰
[00:07:52.200 --> 00:07:54.200]  很爽快的答應阿哈
[00:07:54.200 --> 00:07:56.200]  不過答應之前還有一些事情要做
[00:07:56.200 --> 00:07:59.200]  因為當時在古代近東
[00:07:59.200 --> 00:08:01.200]  一個國家的王要打仗之前
[00:08:01.200 --> 00:08:04.200]  他會透過先知去問他們所信奉的神
[00:08:04.200 --> 00:08:07.200]  約瑟法他是一個跟從耶和華的王
[00:08:07.200 --> 00:08:09.200]  所以他會求問耶和華的先知
[00:08:09.200 --> 00:08:11.200]  但是阿哈呢
[00:08:11.200 --> 00:08:13.200]  阿哈他是扮偶像的
[00:08:13.200 --> 00:08:16.200]  但是他也召了四百個先知
[00:08:16.200 --> 00:08:18.200]  不知道為什麼在九月裡面
[00:08:18.200 --> 00:08:20.200]  偶像的先知特別多
[00:08:20.200 --> 00:08:22.200]  出來的時候都是二百的
[00:08:22.200 --> 00:08:24.200]  四百個先知就不是這樣
[00:08:24.200 --> 00:08:26.200]  那些四百個先知呢
[00:08:26.200 --> 00:08:28.200]  都說行行行上去沒問題
[00:08:28.200 --> 00:08:30.200]  那些話是很好聽的
[00:08:30.200 --> 00:08:33.200]  就說神必將成交在王的手裡
[00:08:33.200 --> 00:08:36.200]  所以你想想是將要出去打仗的王
[00:08:36.200 --> 00:08:38.200]  聽到那些話對不對聽
[00:08:38.200 --> 00:08:41.200]  去吧 打贏啊 一定贏
[00:08:41.200 --> 00:08:44.200]  所以阿哈很滿意這些先知的話
[00:08:44.200 --> 00:08:47.200]  但是約瑟法就不滿意
[00:08:47.200 --> 00:08:50.200]  為什麼呢 因為他是跟從耶和華的王
[00:08:50.200 --> 00:08:52.200]  所以第六節的時候
[00:08:52.200 --> 00:08:55.200]  約瑟法問這裡是不是還有一個耶和華先知
[00:08:55.200 --> 00:08:58.200]  因為大家知道北國其實是扮偶像的地方
[00:08:58.200 --> 00:09:00.200]  所以可能耶和華先知不是很多
[00:09:00.200 --> 00:09:02.200]  但是約瑟法他知道
[00:09:02.200 --> 00:09:04.200]  有一位耶和華先知
[00:09:04.200 --> 00:09:06.200]  我們不如跟他求問 叫他來
[00:09:06.200 --> 00:09:08.200]  可能約瑟法都覺得
[00:09:08.200 --> 00:09:10.200]  說四百個講好話的先知
[00:09:10.200 --> 00:09:12.200]  都不是屬於耶和華的了
[00:09:12.200 --> 00:09:14.200]  但是有趣的是
[00:09:14.200 --> 00:09:16.200]  約瑟法他要求一位
[00:09:16.200 --> 00:09:18.200]  就是說那裡有四百個
[00:09:18.200 --> 00:09:22.200]  確實其實如果是真正跟從耶和華的先知
[00:09:22.200 --> 00:09:24.200]  一個就夠了
[00:09:24.200 --> 00:09:26.200]  只要有他一個的說話
[00:09:26.200 --> 00:09:28.200]  就比四百個假先知都要強
