
[00:00:00.000 --> 00:00:04.000]  如果有一位天使向你顯現
[00:00:04.000 --> 00:00:08.000]  告訴你 你無論有什麼願望
[00:00:08.000 --> 00:00:10.000]  都可以達成
[00:00:10.000 --> 00:00:16.000]  我不知道大家會選擇哪一樣
[00:00:16.000 --> 00:00:20.000]  大家都知道有一位古代人物
[00:00:20.000 --> 00:00:22.000]  曾經是神向他顯現
[00:00:22.000 --> 00:00:26.000]  告訴他 你求的
[00:00:26.000 --> 00:00:28.000]  我會答應你
[00:00:28.000 --> 00:00:31.000]  可以求富貴榮華
[00:00:31.000 --> 00:00:33.000]  可以求長壽
[00:00:33.000 --> 00:00:35.000]  但是這個人
[00:00:35.000 --> 00:00:37.000]  他最後求了什麼
[00:00:37.000 --> 00:00:39.000]  大家都知道
[00:00:39.000 --> 00:00:40.000]  可能你都是想
[00:00:40.000 --> 00:00:44.000]  如果我有這樣的幸運的機會
[00:00:44.000 --> 00:00:47.000]  能夠按我心所想的
[00:00:47.000 --> 00:00:50.000]  就得著成就
[00:00:50.000 --> 00:00:52.000]  在這個這麼多變幻
[00:00:52.000 --> 00:00:55.000]  這麼多艱難的人世間
[00:00:55.000 --> 00:00:57.000]  如果我的願望
[00:00:57.000 --> 00:01:00.000]  能夠成就
[00:01:00.000 --> 00:01:03.000]  那就萬事無憂
[00:01:03.000 --> 00:01:05.000]  其實你想想
[00:01:05.000 --> 00:01:07.000]  所羅門
[00:01:07.000 --> 00:01:11.000]  他是得到他所想的
[00:01:11.000 --> 00:01:13.000]  不過我懷疑
[00:01:13.000 --> 00:01:15.000]  他到最後
[00:01:15.000 --> 00:01:17.000]  他可能會想
[00:01:17.000 --> 00:01:19.000]  他都未看得夠盡
[00:01:19.000 --> 00:01:21.000]  夠透
[00:01:21.000 --> 00:01:23.000]  因為他的生命
[00:01:23.000 --> 00:01:27.000]  最後都出了很大的亂子
[00:01:27.000 --> 00:01:29.000]  或者我們今天在基督裡的人
[00:01:29.000 --> 00:01:31.000]  我們應該知道
[00:01:31.000 --> 00:01:34.000]  自己其實不需要有什麼
[00:01:34.000 --> 00:01:37.000]  再特別的期望
[00:01:37.000 --> 00:01:40.000]  以至叫神為我們
[00:01:40.000 --> 00:01:42.000]  來成就這些東西
[00:01:42.000 --> 00:01:44.000]  為什麼呢
[00:01:44.000 --> 00:01:46.000]  因為其實在基督裡的人
[00:01:46.000 --> 00:01:49.000]  照聖經告訴我們
[00:01:49.000 --> 00:01:52.000]  我們有了寶貴的信心
[00:01:52.000 --> 00:01:55.000]  我們是因信蒙神能力保守的人
[00:01:55.000 --> 00:01:58.000]  我們所得到的是永不衰殘
[00:01:58.000 --> 00:02:00.000]  永不會扭壞的
[00:02:00.000 --> 00:02:04.000]  在基督裡一切屬靈的好處
[00:02:04.000 --> 00:02:07.000]  都已經賜給我們
[00:02:07.000 --> 00:02:11.000]  其實今天信仰最重要的一個問題
[00:02:11.000 --> 00:02:14.000]  就是到底你信的那一位是誰
[00:02:14.000 --> 00:02:16.000]  你對他有什麼認識
[00:02:16.000 --> 00:02:18.000]  你對他有什麼期望
[00:02:18.000 --> 00:02:22.000]  如果你的期望是成為你信仰最重要的東西
[00:02:22.000 --> 00:02:25.000]  當你這個期望達不到的時候
[00:02:25.000 --> 00:02:29.000]  你的信仰都可能兵敗如山倒
[00:02:29.000 --> 00:02:31.000]  蕩然無存
[00:02:31.000 --> 00:02:33.000]  我們是不是真信
[00:02:33.000 --> 00:02:35.000]  我們是不是真認識
[00:02:35.000 --> 00:02:39.000]  其實彼得書信前後書都是很清楚的
[00:02:39.000 --> 00:02:44.000]  是要鞏固弟兄姊妹在患難當中的信仰
[00:02:44.000 --> 00:02:46.000]  或者是政治的迫害
[00:02:46.000 --> 00:02:48.000]  或者是經濟的困難
[00:02:48.000 --> 00:02:49.000]  或者是人際的困難
[00:02:49.000 --> 00:02:51.000]  或者是其他你想像不到的困難
[00:02:51.000 --> 00:02:52.000]  總之就是困難
[00:02:52.000 --> 00:02:57.000]  在一切的困難險阻當中
[00:02:57.000 --> 00:03:02.000]  怎樣仍然可以堅持
[00:03:02.000 --> 00:03:09.000]  堅持下去並且堅持得有力量的
[00:03:09.000 --> 00:03:12.000]  不是捱打的
[00:03:12.000 --> 00:03:16.000]  能夠有那種傲骨
[00:03:16.000 --> 00:03:20.000]  能夠有那種無論怎樣
[00:03:20.000 --> 00:03:24.000]  我都不會灰心絕望
[00:03:24.000 --> 00:03:26.000]  放棄信仰
[00:03:26.000 --> 00:03:29.000]  其實彼得在他所寫的信裡
[00:03:29.000 --> 00:03:33.000]  是讓在驚恐中的人得到鎮靜
[00:03:33.000 --> 00:03:36.000]  在疲乏的時候能夠得到力量
[00:03:36.000 --> 00:03:39.000]  在幽暗的時候能夠得到光明
[00:03:39.000 --> 00:03:43.000]  在迷失的時候能夠得到指引
[00:03:43.000 --> 00:03:48.000]  在冤屈的時候能夠得到撫順
[00:03:48.000 --> 00:03:51.000]  我希望在今天的信息裡
[00:03:51.000 --> 00:03:56.000]  主向信心危危乎
[00:03:56.000 --> 00:03:58.000]  困難重重
[00:03:58.000 --> 00:04:03.000]  甚至是罪惡纏身的人說話
[00:04:03.000 --> 00:04:05.000]  人是軟弱
[00:04:05.000 --> 00:04:07.000]  神是剛強
[00:04:07.000 --> 00:04:09.000]  神是善變
[00:04:09.000 --> 00:04:12.000]  神是可靠
[00:04:12.000 --> 00:04:16.000]  我們是一群蒙了神應許的人
[00:04:16.000 --> 00:04:20.000]  我們是一群有神能力的人
[00:04:20.000 --> 00:04:21.000]  親愛的弟兄姊妹
[00:04:21.000 --> 00:04:22.000]  在我們剛才的歌唱
[00:04:22.000 --> 00:04:24.000]  在我們剛才的守聖餐裡
[00:04:24.000 --> 00:04:26.000]  其實我們都已經是
[00:04:26.000 --> 00:04:29.000]  重重複複的思想到
[00:04:29.000 --> 00:04:32.000]  能力應許和我們的關係
[00:04:32.000 --> 00:04:37.000]  不過一個知道有神應許
[00:04:37.000 --> 00:04:40.000]  他是不去知取這個應許的
[00:04:40.000 --> 00:04:43.000]  就好像一個失事的夾萬一樣
[00:04:43.000 --> 00:04:47.000]  一個連神的應許都不知道的
[00:04:47.000 --> 00:04:52.000]  就是更加的貧窮可憐
[00:04:52.000 --> 00:04:53.000]  不過我懷疑
[00:04:53.000 --> 00:04:56.000]  這個都是我們大部分人的經驗
[00:04:56.000 --> 00:04:58.000]  我們說得很大
[00:04:58.000 --> 00:05:01.000]  我們想得很高
[00:05:01.000 --> 00:05:04.000]  但是我們經驗得很少
[00:05:04.000 --> 00:05:06.000]  很淺
[00:05:06.000 --> 00:05:07.000]  親愛的弟兄姊妹
[00:05:07.000 --> 00:05:09.000]  問題在哪裡
[00:05:09.000 --> 00:05:12.000]  到底我們應該不要說得這麼高這麼大
[00:05:12.000 --> 00:05:16.000]  還是我們應該清清楚楚的認識
[00:05:16.000 --> 00:05:19.000]  我們在基督裡面有的是什麼
[00:05:19.000 --> 00:05:24.000]  然後我們又可以改變自己
[00:05:24.000 --> 00:05:28.000]  以致到所信所講
[00:05:28.000 --> 00:05:31.000]  和所享受所經驗的
[00:05:31.000 --> 00:05:34.000]  是越來越近
[00:05:34.000 --> 00:05:37.000]  有時候我們講聖經的應許
[00:05:37.000 --> 00:05:40.000]  不過當你捉錯了應許的時候
[00:05:40.000 --> 00:05:42.000]  那個應許根本不是給你的
[00:05:42.000 --> 00:05:44.000]  你又以為是給你的
[00:05:44.000 --> 00:05:48.000]  結果又是滿腔的怒火
[00:05:48.000 --> 00:05:51.000]  很多的失意
[00:05:51.000 --> 00:05:54.000]  我都看過不少這樣的情況
[00:05:54.000 --> 00:05:58.000]  我覺得有時候基督徒真的很糊塗
[00:05:58.000 --> 00:06:02.000]  其實或者糊塗和基督徒掛上一個等號都差不多
[00:06:02.000 --> 00:06:04.000]  所以我們需要智慧
[00:06:04.000 --> 00:06:05.000]  需要恩典
[00:06:05.000 --> 00:06:07.000]  需要憐憫
[00:06:07.000 --> 00:06:12.000]  我好幾次令到我不安不樂的經驗
[00:06:12.000 --> 00:06:14.000]  有些人去到垂危的弟兄姊妹
[00:06:14.000 --> 00:06:16.000]  或者教會領袖的面前
[00:06:16.000 --> 00:06:20.000]  來宣告神的應許
[00:06:20.000 --> 00:06:23.000]  說你一定會起來來服事
[00:06:23.000 --> 00:06:26.000]  結果不出幾個禮拜
[00:06:26.000 --> 00:06:32.000]  那位的肢體是主懷安息
[00:06:32.000 --> 00:06:34.000]  到底是怎麼一回事呢?
[00:06:34.000 --> 00:06:36.000]  他拿著一節聖經說
[00:06:36.000 --> 00:06:39.000]  這個就是神的應許
[00:06:39.000 --> 00:06:42.000]  這病不至於死
[00:06:42.000 --> 00:06:44.000]  如果是這樣的話
[00:06:44.000 --> 00:06:48.000]  其實所有的教會
[00:06:48.000 --> 00:06:51.000]  都不應該有安息禮拜舉行
[00:06:51.000 --> 00:06:53.000]  但是其實所有的教會
[00:06:53.000 --> 00:06:55.000]  所有的家庭
[00:06:55.000 --> 00:06:57.000]  都是有安息禮拜舉行
[00:06:57.000 --> 00:06:59.000]  抓錯應許然後就說
[00:06:59.000 --> 00:07:01.000]  神都不聽祈禱
[00:07:01.000 --> 00:07:03.000]  這個神都不靈
[00:07:03.000 --> 00:07:07.000]  這些事其實在我們任何人的身上
[00:07:07.000 --> 00:07:09.000]  都有機會發生
[00:07:09.000 --> 00:07:12.000]  將不屬於自己的具為己有
[00:07:12.000 --> 00:07:15.000]  結果是一定會失望
[00:07:15.000 --> 00:07:18.000]  那你說還有什麼應許可以說
[00:07:18.000 --> 00:07:21.000]  還有什麼能力
[00:07:21.000 --> 00:07:24.000]  或者就在彼得後書的
[00:07:24.000 --> 00:07:27.000]  一章第三第四節
[00:07:27.000 --> 00:07:29.000]  這兩節經文
[00:07:29.000 --> 00:07:32.000]  是說給那些已經
[00:07:32.000 --> 00:07:36.000]  因基督的義成為神的兒女
[00:07:36.000 --> 00:07:39.000]  是同享寶貴信心的人
[00:07:39.000 --> 00:07:41.000]  是這班蒙了祝福
[00:07:41.000 --> 00:07:42.000]  說有恩惠平安
[00:07:42.000 --> 00:07:44.000]  因你認識上帝
[00:07:44.000 --> 00:07:48.000]  和我們的主耶穌基督多多加給你們
[00:07:48.000 --> 00:07:51.000]  然後彼得在這兩節的經文裡面
[00:07:51.000 --> 00:07:53.000]  我覺得給了我們
[00:07:53.000 --> 00:07:57.000]  是非常之重要的兩個字
[00:07:57.000 --> 00:08:01.000]  能力和應許
[00:08:01.000 --> 00:08:04.000]  Power and promise
[00:08:04.000 --> 00:08:07.000]  是PP
[00:08:07.000 --> 00:08:09.000]  讓我們今天掌握住
[00:08:09.000 --> 00:08:11.000]  這個神給我們的
[00:08:11.000 --> 00:08:14.000]  這個第三第四節
[00:08:14.000 --> 00:08:16.000]  兩個P字
[00:08:16.000 --> 00:08:19.000]  來面對住這個世界
[00:08:19.000 --> 00:08:21.000]  面對住我們自己
[00:08:21.000 --> 00:08:27.000]  然後在當中享受神給我們生命的一個保障
[00:08:27.000 --> 00:08:29.000]  神是向我們保障
[00:08:29.000 --> 00:08:31.000]  祂給我們有能力
[00:08:31.000 --> 00:08:34.000]  祂的能力會奉庇我們
[00:08:34.000 --> 00:08:36.000]  神向我們保證
[00:08:36.000 --> 00:08:38.000]  祂已經向我們發出了應許
[00:08:38.000 --> 00:08:42.000]  而祂的應許是一定不會落空的
[00:08:42.000 --> 00:08:44.000]  如果真的這樣
[00:08:44.000 --> 00:08:46.000]  這樣不就多好
[00:08:46.000 --> 00:08:48.000]  是不是
[00:08:48.000 --> 00:08:51.000]  今天很多基督徒
[00:08:51.000 --> 00:08:54.000]  是半生不死的
[00:08:54.000 --> 00:08:57.000]  今天我經常聽到的訊息就是說
[00:08:57.000 --> 00:08:59.000]  做人很艱難
[00:08:59.000 --> 00:09:00.000]  世界很艱難
[00:09:00.000 --> 00:09:03.000]  做基督徒更加艱難
[00:09:03.000 --> 00:09:05.000]  我聽不見
[00:09:05.000 --> 00:09:07.000]  雖然艱難
[00:09:07.000 --> 00:09:09.000]  但是Hallelujah
[00:09:09.000 --> 00:09:13.000]  我靠著那位慈愛的天父
[00:09:13.000 --> 00:09:19.000]  我時時刻刻都在心靈的平安
[00:09:19.000 --> 00:09:21.000]  因為
[00:09:21.000 --> 00:09:23.000]  因我知
[00:09:23.000 --> 00:09:25.000]  無論如何時
[00:09:25.000 --> 00:09:30.000]  救主凡事引導我
[00:09:30.000 --> 00:09:31.000]  懂不懂唱這首歌
[00:09:31.000 --> 00:09:33.000]  懂唱就舉手聽聽
[00:09:33.000 --> 00:09:36.000]  哼個音來聽聽
[00:09:36.000 --> 00:09:38.000]  其實我沒想過你哼這麼多
[00:09:38.000 --> 00:09:40.000]  我想你哼
[00:09:40.000 --> 00:09:49.000]  因我知
[00:09:49.000 --> 00:09:52.000]  無論如何時
[00:09:52.000 --> 00:09:57.000]  救主凡事引導我
[00:09:57.000 --> 00:09:59.000]  什麼人能夠
