
[00:00:00.000 --> 00:00:04.000]  這個星期我相信大家都來見證過
[00:00:04.000 --> 00:00:07.000]  世事難料
[00:00:07.000 --> 00:00:10.000]  星期三美國的總統大選
[00:00:10.000 --> 00:00:13.000]  其實就是
[00:00:13.000 --> 00:00:16.000]  我們比美國那邊
[00:00:16.000 --> 00:00:18.000]  紐約剛剛快了十三個小時
[00:00:18.000 --> 00:00:21.000]  我剛剛那天早上六點
[00:00:21.000 --> 00:00:23.000]  回到香港
[00:00:23.000 --> 00:00:26.000]  所以那天早上我有機會看到整個過程
[00:00:26.000 --> 00:00:28.000]  其實整個過程很特別
[00:00:28.000 --> 00:00:32.000]  有人亦都作出之後的一個報道
[00:00:32.000 --> 00:00:35.000]  那個報道其實就是一個見證
[00:00:35.000 --> 00:00:38.000]  他說這個選舉很明顯背後
[00:00:38.000 --> 00:00:42.000]  是上帝親自介入
[00:00:42.000 --> 00:00:44.000]  上帝怎樣親自介入呢
[00:00:44.000 --> 00:00:47.000]  由起初你看到七點鐘
[00:00:47.000 --> 00:00:50.000]  去到甚至八點鐘的時候
[00:00:50.000 --> 00:00:52.000]  這個螢幕都麻煩給我
[00:00:52.000 --> 00:00:54.000]  可以看到
[00:00:54.000 --> 00:00:58.000]  大家會看到那個圖表裏面
[00:00:58.000 --> 00:01:06.000]  這個特朗普只有20%的勝算
[00:01:06.000 --> 00:01:10.000]  但希拉蕊一直在頭兩個小時
[00:01:10.000 --> 00:01:13.000]  她都似乎很平穩
[00:01:13.000 --> 00:01:15.000]  大家都以為她贏定了
[00:01:15.000 --> 00:01:19.000]  因為那幾個搖擺不定的州
[00:01:19.000 --> 00:01:21.000]  包括佛羅里達州
[00:01:21.000 --> 00:01:24.000]  北卡羅萊納州 賓夕凡尼亞州
[00:01:24.000 --> 00:01:25.000]  還有俄亥俄州
[00:01:25.000 --> 00:01:27.000]  其實一直都領先
[00:01:27.000 --> 00:01:30.000]  但是很奇妙的一件事
[00:01:30.000 --> 00:01:35.000]  就是去到紐約時間晚上八點鐘的時候
[00:01:35.000 --> 00:01:40.000]  同時間就在耶路撒冷
[00:01:40.000 --> 00:01:44.000]  以色列這個聖城裏面
[00:01:44.000 --> 00:01:48.000]  有一班基督徒是來自世界不同地方的
[00:01:48.000 --> 00:01:52.000]  他們雲集在以色列那個地方
[00:01:52.000 --> 00:01:53.000]  耶路撒冷
[00:01:53.000 --> 00:01:56.000]  為美國的前途
[00:01:56.000 --> 00:01:58.000]  國家的命運
[00:01:58.000 --> 00:01:59.000]  跪在神面前
[00:01:59.000 --> 00:02:01.000]  懇切呼求
[00:02:01.000 --> 00:02:05.000]  求神拯救這個美國
[00:02:05.000 --> 00:02:09.000]  宣稱為一個基督教的國家
[00:02:09.000 --> 00:02:12.000]  能夠可以重新返回神
[00:02:12.000 --> 00:02:14.000]  他自己的心意裏面
[00:02:14.000 --> 00:02:18.000]  這班基督徒他們一路祈禱的時候
[00:02:18.000 --> 00:02:19.000]  就透過WhatsApp
[00:02:19.000 --> 00:02:23.000]  一路將這個禱告文傳到世界各地
[00:02:23.000 --> 00:02:26.000]  在華盛頓這個首都
[00:02:26.000 --> 00:02:28.000]  他們有一位牧師
[00:02:28.000 --> 00:02:30.000]  也都在德薩斯州
[00:02:30.000 --> 00:02:32.000]  來招聚很多的人
[00:02:32.000 --> 00:02:34.000]  跪在神面前
[00:02:34.000 --> 00:02:36.000]  求神拯救美國
[00:02:36.000 --> 00:02:39.000]  重新返回聖經的原則裏面
[00:02:39.000 --> 00:02:41.000]  當他們一路這樣呼求的時候
[00:02:41.000 --> 00:02:47.000]  他們相信這個電視和電台的節目
[00:02:47.000 --> 00:02:53.000]  是會接觸到四百個million的這些所謂觀眾
[00:02:53.000 --> 00:02:55.000]  四百個million
[00:02:55.000 --> 00:02:57.000]  中文應該是多少
[00:02:57.000 --> 00:03:01.000]  八萬至四億
[00:03:01.000 --> 00:03:04.000]  不過當然這四億不是說全部都是美國公民
[00:03:04.000 --> 00:03:08.000]  但裏頭有很多會是美國公民
[00:03:08.000 --> 00:03:12.000]  美國在這個歷史的時刻
[00:03:12.000 --> 00:03:15.000]  他們要選一個總統出來
[00:03:15.000 --> 00:03:17.000]  雖然事前有很多人都說
[00:03:17.000 --> 00:03:20.000]  我也都親自問過一些美國的牧師
[00:03:20.000 --> 00:03:23.000]  他說兩個都選不下
[00:03:23.000 --> 00:03:28.000]  但事後我看回這個特朗普的副手
[00:03:28.000 --> 00:03:30.000]  Mr. Pence
[00:03:30.000 --> 00:03:34.000]  他那些的講論
[00:03:34.000 --> 00:03:38.000]  很明顯看到這個Mr. Pence是一個很敬畏上帝的人
[00:03:38.000 --> 00:03:44.000]  所以如果早一點看到原來這個Pence是這樣的時候
[00:03:44.000 --> 00:03:46.000]  你要選其實很容易選
[00:03:46.000 --> 00:03:49.000]  因為克林頓那邊的政綱
[00:03:49.000 --> 00:03:52.000]  他要爭取的那些東西
[00:03:52.000 --> 00:03:57.000]  很多都是違反我們基督徒在聖經裏的那種價值觀
[00:03:57.000 --> 00:04:01.000]  無論是墮胎或者是娼妓合法化
[00:04:01.000 --> 00:04:07.000]  甚至同志的同性戀合法化等等
[00:04:07.000 --> 00:04:09.000]  同性婚姻等等
[00:04:09.000 --> 00:04:12.000]  我看見整件事真的有神的手
[00:04:12.000 --> 00:04:18.000]  很觸動到美國在當時8點後的選舉選情
[00:04:18.000 --> 00:04:20.000]  就是完全的改變
[00:04:20.000 --> 00:04:22.000]  這個chart現在很出名
[00:04:22.000 --> 00:04:24.000]  變成一個交叉的chart
[00:04:24.000 --> 00:04:27.000]  由最初大家以為Hillary一定贏
[00:04:27.000 --> 00:04:32.000]  結果到最後95%的勝算是給了Trump
[00:04:32.000 --> 00:04:36.000]  而Kenton只是少於5%
[00:04:36.000 --> 00:04:38.000]  為什麼有這麼大的改變
[00:04:38.000 --> 00:04:41.000]  背後是神奇妙的手
[00:04:41.000 --> 00:04:43.000]  他垂聽他子民的祈禱
