
[00:00:00.000 --> 00:00:01.440]  各位兄弟姐妹早晨
[00:00:01.440 --> 00:00:04.440]  今天很高興可以跟大家一起分享神的話語
[00:00:04.440 --> 00:00:09.040]  在教會裡面要求我跟大家去研讀《馬拉基書》
[00:00:09.040 --> 00:00:12.920]  所以我會有四次崇拜的講道
[00:00:12.920 --> 00:00:15.280]  都是來帶大家去探討《馬拉基書》的
[00:00:15.280 --> 00:00:19.800]  因為上一次我們會探討到神和人之間的爭辯
[00:00:19.800 --> 00:00:22.200]  《馬拉基書》較為特別的就是
[00:00:22.200 --> 00:00:25.360]  子民正在質疑神對他們怎樣
[00:00:25.360 --> 00:00:28.400]  於是神就會來帶大家去解釋
[00:00:28.400 --> 00:00:31.800]  因為那個背景就是以色列國亡了
[00:00:31.800 --> 00:00:34.480]  後來他們終於能夠回歸
[00:00:34.480 --> 00:00:35.760]  當他們回歸之後
[00:00:35.760 --> 00:00:38.120]  但是那個地方頹緩敗瓦
[00:00:38.120 --> 00:00:40.400]  經濟絕對沒有起飛
[00:00:40.400 --> 00:00:42.400]  他們活得較為困苦
[00:00:42.400 --> 00:00:43.840]  他們正在質疑神
[00:00:43.840 --> 00:00:45.640]  為什麼祢不愛我
[00:00:45.640 --> 00:00:47.200]  甚至很愛祢們
[00:00:47.200 --> 00:00:48.320]  祢說話嗎?
[00:00:48.320 --> 00:00:49.400]  祢哪有愛我們?
[00:00:49.400 --> 00:00:51.680]  如果祢愛我們,我們就不會這樣了,對不對?
[00:00:51.680 --> 00:00:54.920]  然後神就用歷史作為一個名證
[00:00:54.920 --> 00:01:00.040]  祂說祢們的兄弟耳掃的後裔耳東人
[00:01:00.040 --> 00:01:02.520]  他們亡了國,他們比祢更加強
[00:01:02.520 --> 00:01:04.480]  但是祢們很想復國
[00:01:04.480 --> 00:01:07.920]  但是終於都在歷史裡面淹沒了
[00:01:07.920 --> 00:01:10.520]  但是不要忘記祢們被巴比倫亡了
[00:01:10.520 --> 00:01:13.360]  但是竟然七十年之後可以回歸
[00:01:13.360 --> 00:01:16.760]  這個喜不是我對祢們愛的名證嗎?
[00:01:16.760 --> 00:01:17.800]  我經常這樣說
[00:01:17.800 --> 00:01:21.160]  當祢質疑祢的父母、祢的配偶對祢的愛
[00:01:21.160 --> 00:01:22.760]  如果祢真的愛祢的時候
[00:01:22.760 --> 00:01:25.360]  可能祢心裡面有些人盲目了
[00:01:25.360 --> 00:01:27.640]  好了,祢們怎樣來帶去表現呢?
[00:01:27.640 --> 00:01:31.320]  祢們仍然有宗教上面的情操
[00:01:31.320 --> 00:01:33.080]  祢們一樣會憲制
[00:01:33.080 --> 00:01:35.440]  不過祢們會想
[00:01:35.440 --> 00:01:39.240]  那些滯生的牛或者羊都是燒掉的
[00:01:39.240 --> 00:01:40.840]  反正都是燒掉了
