
[00:00:00.000 --> 00:00:02.000]  頂尖明早晨
[00:00:02.000 --> 00:00:07.000]  開始的時候我想給大家看一張照片
[00:00:07.000 --> 00:00:11.000]  我剪裁了一部份出來
[00:00:11.000 --> 00:00:13.000]  你猜是甚麼來的
[00:00:13.000 --> 00:00:18.000]  像不像一個建築物
[00:00:18.000 --> 00:00:23.000]  如果我問你這個建築物在哪裏
[00:00:23.000 --> 00:00:26.000]  還難猜是吧
[00:00:26.000 --> 00:00:29.000]  其實都挺難猜得到
[00:00:29.000 --> 00:00:31.000]  不過如果我告訴你
[00:00:31.000 --> 00:00:35.000]  在美國紐約的皇后區
[00:00:35.000 --> 00:00:38.000]  不過不在市內
[00:00:38.000 --> 00:00:42.000]  在一個沙灘的地方
[00:00:42.000 --> 00:00:46.000]  叫做諾克威海灘
[00:00:46.000 --> 00:00:48.000]  Rockaway Beach
[00:00:48.000 --> 00:00:51.000]  你會說,嘩,這麼棒?
[00:00:51.000 --> 00:00:53.000]  是不是?有海景
[00:00:53.000 --> 00:00:55.000]  真是沒得頂
[00:00:57.000 --> 00:01:00.000]  不過如果我給你看整張照片
[00:01:00.000 --> 00:01:02.000]  你會說,吓?
[00:01:02.000 --> 00:01:04.000]  不是一座建築物
[00:01:04.000 --> 00:01:10.000]  原來是一個美國的視覺藝術家
[00:01:10.000 --> 00:01:15.000]  他用沙去砌出來的一件藝術創作
[00:01:15.000 --> 00:01:17.000]  厲不厲害?
[00:01:17.000 --> 00:01:19.000]  我不知道在座當中
[00:01:19.000 --> 00:01:22.000]  有沒有人喜歡玩這些東西
[00:01:22.000 --> 00:01:24.000]  或者可能你小朋友小時候
[00:01:24.000 --> 00:01:27.000]  你都會帶他去沙灘砌
[00:01:27.000 --> 00:01:29.000]  不過我想你就挺難砌成這樣
[00:01:29.000 --> 00:01:34.000]  其實這個視覺藝術家
[00:01:34.000 --> 00:01:36.000]  他說他小時候開始
[00:01:36.000 --> 00:01:39.000]  就很喜歡玩堆沙
[00:01:39.000 --> 00:01:43.000]  他就說,這是一個很大的挑戰
[00:01:43.000 --> 00:01:44.000]  為甚麼呢?
[00:01:44.000 --> 00:01:48.000]  好像整天大自然都是與他為敵
[00:01:48.000 --> 00:01:50.000]  怎樣與他為敵?
[00:01:50.000 --> 00:01:52.000]  因為時間不夠
[00:01:52.000 --> 00:01:53.000]  當他要砌的時候
[00:01:53.000 --> 00:01:57.000]  他要很快去想一下要砌甚麼
[00:01:57.000 --> 00:01:59.000]  腦袋要轉得夠快
[00:01:59.000 --> 00:02:04.000]  然後砌的時候又要砌得夠快
[00:02:04.000 --> 00:02:08.000]  因為只要一個浪蓋過來
[00:02:08.000 --> 00:02:11.000]  那就搞不定了
[00:02:11.000 --> 00:02:17.000]  又或者到了潮漲潮退的時候又沒有了
[00:02:17.000 --> 00:02:22.000]  藝術作品的確是可以天馬行空
[00:02:22.000 --> 00:02:26.000]  但是如果我們的信仰是這樣
[00:02:26.000 --> 00:02:28.000]  只要一個浪蓋過來
[00:02:28.000 --> 00:02:30.000]  就甚麼都沒有了
[00:02:30.000 --> 00:02:33.000]  我相信都是很大件事
[00:02:33.000 --> 00:02:36.000]  今天我要跟大家繼續講的
[00:02:36.000 --> 00:02:39.000]  就到希伯來書的第九章了
[00:02:39.000 --> 00:02:42.000]  今天只會跟大家分享頭十節
[00:02:42.000 --> 00:02:45.000]  在開始的時候我想請大家
[00:02:45.000 --> 00:02:47.000]  先給我讀出頭五節
[00:02:47.000 --> 00:02:48.000]  好嗎?
[00:02:48.000 --> 00:02:49.000]  好,預備起
[00:02:49.000 --> 00:02:52.000]  原來前約有禮拜的條例
[00:02:52.000 --> 00:02:54.000]  和屬世界的聖幕
[00:02:54.000 --> 00:02:56.000]  因為有預備的帳幕
[00:02:56.000 --> 00:02:59.000]  頭一層叫做聖所
[00:02:59.000 --> 00:03:03.000]  裏面有燈台、桌子和陳設餅
[00:03:03.000 --> 00:03:04.000]  第二萬紙後
[00:03:04.000 --> 00:03:06.000]  又有一層帳幕
[00:03:06.000 --> 00:03:08.000]  叫做至聖所
[00:03:08.000 --> 00:03:09.000]  有金香爐
[00:03:09.000 --> 00:03:11.000]  有包金的藥櫃
[00:03:11.000 --> 00:03:14.000]  櫃裏有聖瑪那的金罐
[00:03:14.000 --> 00:03:16.000]  和阿倫發過牙的像
[00:03:16.000 --> 00:03:18.000]  並兩塊藥板
[00:03:18.000 --> 00:03:21.000]  櫃上有榮耀基路柏的影
[00:03:21.000 --> 00:03:23.000]  罩著私恩座
[00:03:23.000 --> 00:03:27.000]  這幾件我現在不能一一細說
[00:03:27.000 --> 00:03:29.000]  對於這些人來說
[00:03:29.000 --> 00:03:31.000]  其實摩西的律法
[00:03:31.000 --> 00:03:33.000]  在幾千年以來
[00:03:33.000 --> 00:03:37.000]  都是一個至高無上的位置
[00:03:37.000 --> 00:03:41.000]  甚至是因著他們擁有摩西律法
[00:03:41.000 --> 00:03:43.000]  覺得自己高人一等
[00:03:43.000 --> 00:03:44.000]  覺得很自豪
[00:03:44.000 --> 00:03:46.000]  不過實情是怎樣呢?
[00:03:46.000 --> 00:03:48.000]  我們看看第一節
[00:03:48.000 --> 00:03:50.000]  它是這樣說的
[00:03:50.000 --> 00:03:53.000]  原來前約有禮拜的條例
[00:03:53.000 --> 00:03:56.000]  和屬世界的聖幕
[00:03:56.000 --> 00:03:58.000]  這裏一開始告訴我們
[00:03:58.000 --> 00:03:59.000]  有一個前約
[00:03:59.000 --> 00:04:03.000]  然後這個前約有禮拜的條例
[00:04:03.000 --> 00:04:07.000]  如果我們多看幾個聖經的譯本
[00:04:07.000 --> 00:04:10.000]  這個「有」字其實是「固然有」
[00:04:10.000 --> 00:04:14.000]  意味著作者想做一個比較
[00:04:14.000 --> 00:04:16.000]  「固然有…」
[00:04:16.000 --> 00:04:20.000]  然後「但是…」
[00:04:20.000 --> 00:04:24.000]  我們稍後會看看這個比較
[00:04:24.000 --> 00:04:25.000]  作者說「固然有」
[00:04:25.000 --> 00:04:27.000]  那固然有些甚麼?
[00:04:27.000 --> 00:04:28.000]  這裏說了
[00:04:28.000 --> 00:04:29.000]  有兩樣,對不對?
[00:04:29.000 --> 00:04:31.000]  有禮拜的條例
[00:04:31.000 --> 00:04:33.000]  即祭司獻祭的時候
[00:04:33.000 --> 00:04:36.000]  這些條例他們是必須來遵守的
[00:04:36.000 --> 00:04:37.000]  還有第二樣
[00:04:37.000 --> 00:04:40.000]  屬世界的聖幕
[00:04:40.000 --> 00:04:44.000]  這個就是說在當中
[00:04:44.000 --> 00:04:48.000]  一些屬於物質的聖幕
[00:04:48.000 --> 00:04:52.000]  由《春開及記》二十五章開始
[00:04:52.000 --> 00:04:54.000]  以及跟著下去
[00:04:54.000 --> 00:04:56.000]  不同的舊約經文
[00:04:56.000 --> 00:05:01.000]  都有記述過關於會幕的事情
[00:05:01.000 --> 00:05:03.000]  由以色列人的歷史發展
[00:05:03.000 --> 00:05:05.000]  我們很清楚知道
[00:05:05.000 --> 00:05:09.000]  這個會幕不是永遠長存的
[00:05:09.000 --> 00:05:11.000]  它一直陪著這些以色列人
[00:05:11.000 --> 00:05:14.000]  經過了士司的時期
[00:05:14.000 --> 00:05:17.000]  然後跟約書亞一起去征服加南地
[00:05:17.000 --> 00:05:20.000]  但是去到所羅門的年代
[00:05:20.000 --> 00:05:23.000]  以色列人終於按照耶和華的指示
[00:05:23.000 --> 00:05:25.000]  建成了聖殿
[00:05:25.000 --> 00:05:29.000]  所以歷代之下的第五章
[00:05:29.000 --> 00:05:32.000]  第五節就這樣說
[00:05:32.000 --> 00:05:35.000]  祭司利未人將約跪運上來
[00:05:35.000 --> 00:05:40.000]  又將會幕及會幕的一切聖具帶上來
[00:05:40.000 --> 00:05:42.000]  結果由那時候開始
[00:05:42.000 --> 00:05:47.000]  這個聖殿就代替了會幕的角色
[00:05:47.000 --> 00:05:51.000]  回頭我們去看第一節
[00:05:51.000 --> 00:05:54.000]  這裡所說的屬世界的聖幕
[00:05:54.000 --> 00:05:56.000]  這個會幕是怎樣呢
[00:05:56.000 --> 00:05:57.000]  是怎樣的樣子的
[00:05:57.000 --> 00:05:59.000]  跟著的經文第二節
[00:05:59.000 --> 00:06:01.000]  第五節那裡有說
[00:06:01.000 --> 00:06:03.000]  但是如果我們有一幅圖幫我們
[00:06:03.000 --> 00:06:07.000]  其實就會清楚一點
[00:06:07.000 --> 00:06:09.000]  第二節一開始的時候
[00:06:09.000 --> 00:06:12.000]  就說因為有預備的帳幕
[00:06:12.000 --> 00:06:14.000]  頭一層叫做聖所
[00:06:14.000 --> 00:06:17.000]  頭一層叫做聖所
[00:06:17.000 --> 00:06:20.000]  其實那一層的意思
[00:06:20.000 --> 00:06:22.000]  那是露天的地方
[00:06:22.000 --> 00:06:24.000]  那個叫做外園
[00:06:24.000 --> 00:06:27.000]  其中的擺設一會兒再說
[00:06:27.000 --> 00:06:31.000]  跟著就去到有瓦遮頭的地方
[00:06:31.000 --> 00:06:33.000]  那裡是聖所
[00:06:33.000 --> 00:06:36.000]  其實原本的意思
[00:06:36.000 --> 00:06:38.000]  這裡只有一個「聖」字
[00:06:38.000 --> 00:06:42.000]  就是說是一個神聖的地方
[00:06:42.000 --> 00:06:44.000]  然後再走進一點
[00:06:44.000 --> 00:06:50.000]  基本上你就會看到有一個致聖所
[00:06:50.000 --> 00:06:52.000]  第三節那裡也有說
[00:06:52.000 --> 00:06:55.000]  往後建成的聖殿
[00:06:55.000 --> 00:07:00.000]  基本上都是按照這樣的規劃
[00:07:00.000 --> 00:07:02.000]  大致上是差不多了
[00:07:02.000 --> 00:07:05.000]  如果我們從東面一路走進來
[00:07:05.000 --> 00:07:08.000]  你會看到進了外園之後
[00:07:08.000 --> 00:07:11.000]  如果我們看回其他的舊約聖經
[00:07:11.000 --> 00:07:14.000]  我們就會看到有一個祭壇
[00:07:14.000 --> 00:07:17.000]  另外有一個洗作盤在當中
[00:07:17.000 --> 00:07:21.000]  幫祭司來結證自己
[00:07:21.000 --> 00:07:23.000]  準備進入聖所
[00:07:23.000 --> 00:07:26.000]  只不過由於希伯來書的作者
[00:07:26.000 --> 00:07:27.000]  去到這裡
[00:07:27.000 --> 00:07:29.000]  他主要是想對比聖所
[00:07:29.000 --> 00:07:30.000]  和致聖所
[00:07:30.000 --> 00:07:32.000]  所以你會發覺
[00:07:32.000 --> 00:07:34.000]  往後的經文這一段
[00:07:34.000 --> 00:07:37.000]  就沒有對於外園這些擺設
[00:07:37.000 --> 00:07:40.000]  再作任何的解釋了
[00:07:40.000 --> 00:07:42.000]  我們之後讀到
