
[00:00:00.000 --> 00:00:01.000]  第一千倍平安
[00:00:01.000 --> 00:00:05.000]  今天講到的題目就是不敢相信的拯救
[00:00:05.000 --> 00:00:08.000]  不知道大家有沒有什麼被拯救的經驗呢
[00:00:08.000 --> 00:00:11.000]  我以前聽朋友說過
[00:00:11.000 --> 00:00:13.000]  有一次他們上獅子山上
[00:00:13.000 --> 00:00:15.000]  可能玩到很累
[00:00:15.000 --> 00:00:16.000]  身體癌動
[00:00:16.000 --> 00:00:18.000]  最後又找什麼呢
[00:00:18.000 --> 00:00:19.000]  燒房拯救
[00:00:19.000 --> 00:00:20.000]  燒房拯救然後出什麼呢
[00:00:20.000 --> 00:00:21.000]  直升機來救他們
[00:00:21.000 --> 00:00:22.000]  很誇張
[00:00:22.000 --> 00:00:23.000]  我都聽到
[00:00:23.000 --> 00:00:24.000]  厲害
[00:00:24.000 --> 00:00:26.000]  在香港坐直升機不是很少
[00:00:26.000 --> 00:00:28.000]  我又沒有這些經驗
[00:00:28.000 --> 00:00:29.000]  特別的經驗
[00:00:29.000 --> 00:00:31.000]  我想在預備這段經文的時候
[00:00:31.000 --> 00:00:33.000]  我拯救想起什麼呢
[00:00:33.000 --> 00:00:37.000]  我想起在家裡一件密室逃脫的事
[00:00:37.000 --> 00:00:39.000]  在家裡密室逃脫
[00:00:39.000 --> 00:00:40.000]  大家試過沒有
[00:00:40.000 --> 00:00:42.000]  有一次是這樣的
[00:00:42.000 --> 00:00:44.000]  因為我們住關屋
[00:00:44.000 --> 00:00:46.000]  鋼琴本來是放在客廳的
[00:00:46.000 --> 00:00:47.000]  後來發覺
[00:00:47.000 --> 00:00:49.000]  太太又不彈鋼琴
[00:00:49.000 --> 00:00:50.000]  女兒又未學
[00:00:50.000 --> 00:00:52.000]  放在那裡還很啞定
[00:00:52.000 --> 00:00:53.000]  想一個方法
[00:00:53.000 --> 00:00:54.000]  不如搬去哪裡
[00:00:54.000 --> 00:00:56.000]  搬進房間吧
[00:00:56.000 --> 00:00:57.000]  沒那麼啞定
[00:00:57.000 --> 00:00:59.000]  鋼琴不是沙漠琴
[00:00:59.000 --> 00:01:00.000]  是這些琴
[00:01:00.000 --> 00:01:02.000]  你知道香港的房間小
[00:01:02.000 --> 00:01:03.000]  走廊又窄
[00:01:03.000 --> 00:01:06.000]  我搬進房間的時候
[00:01:06.000 --> 00:01:07.000]  位置很尷尬
[00:01:07.000 --> 00:01:09.000]  差一點點
[00:01:09.000 --> 00:01:10.000]  我做了什麼事呢
[00:01:10.000 --> 00:01:12.000]  讓大家看看圖片
[00:01:12.000 --> 00:01:13.000]  是這個
[00:01:13.000 --> 00:01:14.000]  看到多一點嗎
[00:01:14.000 --> 00:01:16.000]  我把手柄拆下來
[00:01:16.000 --> 00:01:18.000]  我是不是很聰明
[00:01:18.000 --> 00:01:19.000]  差一點點
[00:01:19.000 --> 00:01:20.000]  拆下來
[00:01:20.000 --> 00:01:21.000]  鋼琴可以進去
[00:01:21.000 --> 00:01:22.000]  剛剛轉彎
[00:01:22.000 --> 00:01:23.000]  多開心
[00:01:23.000 --> 00:01:25.000]  進去後就拍好鋼琴
[00:01:26.000 --> 00:01:28.000]  是誰說的
[00:01:28.000 --> 00:01:31.000]  然後門關上
[00:01:31.000 --> 00:01:33.000]  病人消失了
[00:01:33.000 --> 00:01:35.000]  我的工具都在外面
[00:01:35.000 --> 00:01:36.000]  最嚴重的是
[00:01:36.000 --> 00:01:38.000]  我的手機在外面
[00:01:38.000 --> 00:01:39.000]  我和太太在裡面
[00:01:39.000 --> 00:01:40.000]  糟了
[00:01:40.000 --> 00:01:41.000]  在房間裡
[00:01:41.000 --> 00:01:42.000]  關上不能出去
[00:01:42.000 --> 00:01:44.000]  我用手指挖不到
[00:01:44.000 --> 00:01:45.000]  怎麼辦呢
[00:01:45.000 --> 00:01:47.000]  太太提醒我
[00:01:47.000 --> 00:01:49.000]  再過15分鐘就要接女兒
[00:01:49.000 --> 00:01:50.000]  在校巴
[00:01:50.000 --> 00:01:51.000]  沒有人接到
[00:01:51.000 --> 00:01:52.000]  很嚴重的事
[00:01:52.000 --> 00:01:54.000]  我心想
[00:01:54.000 --> 00:01:56.000]  會不會我大聲叫隔壁聽到呢
[00:01:56.000 --> 00:01:57.000]  誰知道
[00:01:57.000 --> 00:01:58.000]  我剛剛住的房間
[00:01:58.000 --> 00:01:59.000]  是角落的
[00:01:59.000 --> 00:02:00.000]  隔壁沒有鄰居
[00:02:00.000 --> 00:02:01.000]  聽不到
[00:02:01.000 --> 00:02:02.000]  24樓叫下去
[00:02:02.000 --> 00:02:03.000]  聽不到
[00:02:03.000 --> 00:02:04.000]  那時候
[00:02:04.000 --> 00:02:05.000]  不知為什麼
[00:02:05.000 --> 00:02:07.000]  血壓不斷飆升
[00:02:07.000 --> 00:02:08.000]  200都有
[00:02:08.000 --> 00:02:09.000]  我一直在想
[00:02:09.000 --> 00:02:10.000]  怎麼辦呢
[00:02:10.000 --> 00:02:12.000]  真的很緊張
[00:02:12.000 --> 00:02:14.000]  通常都是太太
[00:02:14.000 --> 00:02:15.000]  很冷靜
[00:02:15.000 --> 00:02:16.000]  太太說
[00:02:16.000 --> 00:02:17.000]  冷靜一點
[00:02:17.000 --> 00:02:18.000]  不用那麼緊張
[00:02:18.000 --> 00:02:19.000]  你祈禱的神
[00:02:19.000 --> 00:02:21.000]  怎樣幫你
[00:02:21.000 --> 00:02:23.000]  祈禱
[00:02:23.000 --> 00:02:25.000]  當然內心都很緊張
[00:02:25.000 --> 00:02:26.000]  但祈禱的時候
[00:02:26.000 --> 00:02:28.000]  其實都沒有聲音
[00:02:28.000 --> 00:02:29.000]  在內心叫神救我
[00:02:29.000 --> 00:02:31.000]  接著有一句經文出來
[00:02:31.000 --> 00:02:33.000]  哪一句經文
[00:02:33.000 --> 00:02:35.000]  詩篇121篇
[00:02:35.000 --> 00:02:36.000]  是什麼
[00:02:36.000 --> 00:02:39.000]  我要向高山舉目
[00:02:39.000 --> 00:02:40.000]  我要幫助從何而來
[00:02:40.000 --> 00:02:42.000]  我要幫助從做天地的
[00:02:42.000 --> 00:02:43.000]  夜和懷而來
[00:02:43.000 --> 00:02:44.000]  接著
[00:02:44.000 --> 00:02:45.000]  我真的望了天
[00:02:45.000 --> 00:02:47.000]  給我看看那個位置
