
[00:00:00.000 --> 00:00:01.640]  頂姊妹主也平安
[00:00:01.640 --> 00:00:04.520]  在家中的頂姊妹也平安
[00:00:04.520 --> 00:00:07.680]  今天我們再一次思想上帝的話
[00:00:07.680 --> 00:00:10.000]  藉著上帝的話
[00:00:10.000 --> 00:00:11.280]  建立我們的生命
[00:00:11.280 --> 00:00:13.880]  讓我們更加土神喜悅
[00:00:13.880 --> 00:00:17.240]  讓我們一起有個祈禱
[00:00:17.240 --> 00:00:19.040]  主啊求您帶領我們
[00:00:19.040 --> 00:00:21.040]  一起思想您的說話
[00:00:21.040 --> 00:00:22.880]  因為您的說話是寶貴的
[00:00:22.880 --> 00:00:25.520]  您的說話能夠造就我們的生命
[00:00:25.520 --> 00:00:27.920]  求主您讓我們思考的時候
[00:00:27.920 --> 00:00:31.760]  我們更加明白如何活出天國的生命
[00:00:31.760 --> 00:00:34.080]  多謝您聽我們祈禱
[00:00:34.080 --> 00:00:36.240]  奉耶穌名字以求
[00:00:36.240 --> 00:00:37.520]  阿們
[00:00:37.520 --> 00:00:40.240]  今天跟大家思考的題目叫做
[00:00:40.240 --> 00:00:42.960]  「拆尼巴愛尼巴」
[00:00:42.960 --> 00:00:45.920]  知不知道在說什麼
[00:00:45.920 --> 00:00:48.800]  「拆尼巴」大家知道什麼是尼巴吧
[00:00:48.800 --> 00:00:51.280]  即是Friends 尼巴
[00:00:51.280 --> 00:00:53.520]  愛尼巴 猜到了吧
[00:00:53.520 --> 00:00:54.560]  這麼聰明
[00:00:54.560 --> 00:00:59.440]  Labor 哇 這些很有智慧的
[00:00:59.440 --> 00:01:01.360]  我真的很欣賞你
[00:01:01.360 --> 00:01:05.440]  待會講到荔枝和你一關才行
[00:01:05.440 --> 00:01:08.320]  感激處是「愛尼巴愛尼巴」
[00:01:08.320 --> 00:01:11.520]  值得我們思考如何去拆我們的尼巴
[00:01:11.520 --> 00:01:13.840]  愛我們的Labor
[00:01:13.840 --> 00:01:16.560]  好 既然說到Labor
[00:01:16.560 --> 00:01:19.040]  首先回想一下
[00:01:19.040 --> 00:01:20.480]  不知道大家有沒有回想一下
[00:01:20.480 --> 00:01:22.880]  你兒時的生活是怎樣的
[00:01:22.880 --> 00:01:26.480]  你小時候 我想這裡比較多人都在香港
[00:01:26.480 --> 00:01:28.640]  我也是在香港出生的
[00:01:28.640 --> 00:01:30.560]  我兒時的生活是怎樣的
[00:01:30.560 --> 00:01:34.160]  這裡就是我小時候住的地方了
[00:01:34.160 --> 00:01:35.920]  不知道你去過這個地方沒有
[00:01:35.920 --> 00:01:41.360]  這個地方在香港叫油塘高超道
[00:01:41.360 --> 00:01:44.400]  你如果住在觀塘可能也有些印象
[00:01:44.400 --> 00:01:46.720]  我住的那一座就是這一座
[00:01:46.720 --> 00:01:48.960]  圖裡面指著三個不同的角度
[00:01:48.960 --> 00:01:54.080]  就是當時我們叫十三層樓高的舊式樓宇
[00:01:54.080 --> 00:01:57.280]  一層裡面有四十個單位
[00:01:57.280 --> 00:01:59.680]  一行個 四十個單位
[00:01:59.680 --> 00:02:01.760]  十個單位之後中間有個升降機
[00:02:01.760 --> 00:02:03.360]  然後再十個單位
[00:02:03.360 --> 00:02:06.880]  這些就是以前的居住環境
[00:02:06.880 --> 00:02:10.480]  所以想起小時候的生活其實都挺開心的
[00:02:10.480 --> 00:02:13.760]  就是很簡單
[00:02:13.760 --> 00:02:19.920]  特別右上角這幅圖就是我住的那一座叫第九座
[00:02:19.920 --> 00:02:21.520]  我上學很近的
[00:02:21.520 --> 00:02:24.320]  一到樓下這裡就是學校了
[00:02:24.320 --> 00:02:27.280]  所以基本上一到那座樓下
[00:02:27.280 --> 00:02:29.200]  一分鐘不用回到學校
[00:02:29.200 --> 00:02:31.360]  多麼幸福的事情
[00:02:31.360 --> 00:02:32.720]  一分鐘不用回到學校
[00:02:32.720 --> 00:02:35.840]  就是你用五分鐘時間洗臉 刷牙 下樓
[00:02:35.840 --> 00:02:37.600]  就回到學校 不會遲到的了
[00:02:37.600 --> 00:02:38.400]  很開心的
[00:02:38.400 --> 00:02:42.000]  今天樓下有一些鞦韆 滑梯
[00:02:42.000 --> 00:02:44.640]  很開心的以前的生活
[00:02:44.640 --> 00:02:49.680]  另外這幅圖就是我們住的那些樓梯口
[00:02:49.680 --> 00:02:51.760]  應該是最「嘟嘟」的時候的樓梯口
[00:02:51.760 --> 00:02:54.000]  就是這麼簡單的
[00:02:54.000 --> 00:02:55.920]  我們那時候的生活就是
[00:02:55.920 --> 00:02:56.720]  不知道你是不是這樣的
[00:02:56.720 --> 00:02:59.120]  我們就是很多家家戶戶
[00:02:59.120 --> 00:03:01.600]  很多時候都打開門的
[00:03:01.600 --> 00:03:03.120]  打開門的
[00:03:03.120 --> 00:03:05.200]  連鐵閘都打開的
[00:03:05.200 --> 00:03:06.160]  白天的時間
[00:03:06.160 --> 00:03:07.040]  不知道是不是這樣
[00:03:07.040 --> 00:03:08.720]  我們那時候就是這樣
[00:03:08.720 --> 00:03:10.560]  一起去生活
[00:03:10.560 --> 00:03:14.400]  雖然當時不是很富貴
[00:03:14.400 --> 00:03:19.040]  你知道在幾十年前的時候
[00:03:19.040 --> 00:03:19.600]  很簡單
[00:03:19.600 --> 00:03:22.560]  不過是大家一起很好的關係
[00:03:22.560 --> 00:03:26.800]  我們經濟又不是那麼好的時候
[00:03:26.800 --> 00:03:28.480]  不過很有趣的
[00:03:28.480 --> 00:03:33.840]  我們的街坊也有一股味道的
[00:03:33.840 --> 00:03:34.480]  是吧
[00:03:34.480 --> 00:03:36.160]  街坊有一股味道的
[00:03:36.160 --> 00:03:37.680]  那是什麼味道
[00:03:37.680 --> 00:03:38.960]  人情味
[00:03:38.960 --> 00:03:40.000]  街坊人情味
[00:03:40.000 --> 00:03:43.200]  就是你借豉油是很方便的
[00:03:43.200 --> 00:03:44.800]  借米也是很方便的
[00:03:44.800 --> 00:03:46.400]  就是有什麼事
[00:03:46.400 --> 00:03:48.320]  放下小朋友的隔壁屋
[00:03:48.320 --> 00:03:50.400]  也是很方便的
[00:03:50.400 --> 00:03:53.760]  所以我想這個很重要
[00:03:53.760 --> 00:03:55.760]  這種味道有時候不知不覺
[00:03:55.760 --> 00:03:57.280]  隨著我們年日
[00:03:57.280 --> 00:03:58.160]  經濟好了
[00:03:58.160 --> 00:03:59.120]  生活好了
[00:03:59.120 --> 00:04:00.720]  居住環境改變了
[00:04:00.720 --> 00:04:02.960]  你會不會發現有時候都變了
[00:04:02.960 --> 00:04:05.920]  我們現在住的就是獨立屋
[00:04:05.920 --> 00:04:07.760]  自己有自己的範圍
[00:04:07.760 --> 00:04:10.560]  又有圍牆
[00:04:10.560 --> 00:04:13.360]  基本上別人來你的家
[00:04:13.360 --> 00:04:16.080]  都可能要過五關斬六將
[00:04:16.080 --> 00:04:18.160]  特別我去李徒的家
[00:04:18.160 --> 00:04:20.560]  我就覺得很千山萬水的
[00:04:20.560 --> 00:04:22.480]  因為進去他的家
[00:04:22.480 --> 00:04:27.040]  他有個車站要搞很久登記
[00:04:27.040 --> 00:04:30.640]  要打回去問他們是否在這裡
[00:04:30.640 --> 00:04:31.360]  開不開門
[00:04:31.360 --> 00:04:33.680]  搞了很久我才過了那個閘
[00:04:33.680 --> 00:04:35.280]  才再慢慢進去
[00:04:35.280 --> 00:04:36.000]  所以有時候
[00:04:36.000 --> 00:04:38.960]  如果現在我們的社會越來越富庶
[00:04:38.960 --> 00:04:40.400]  好像建立關係
[00:04:40.400 --> 00:04:43.600]  越來越有些距離有點遠
[00:04:43.600 --> 00:04:45.760]  所以今天直接我們這段聖經
[00:04:45.760 --> 00:04:46.800]  又想一想
[00:04:46.800 --> 00:04:48.800]  我們跟我們的工作
[00:04:48.800 --> 00:04:51.360]  我們的關係是怎樣的
[00:04:51.360 --> 00:04:53.200]  今天看的經文
[00:04:53.200 --> 00:04:54.880]  就是來自《路加福音》的
[00:04:54.880 --> 00:04:56.800]  就是關於耶穌的比喻
[00:04:56.800 --> 00:04:58.000]  這個耶穌的比喻
[00:04:58.000 --> 00:05:01.840]  就是講到好撒瑪利亞人的比喻
[00:05:01.840 --> 00:05:05.040]  通常人們會用這樣的比喻
[00:05:05.040 --> 00:05:07.120]  就關於一個好的撒瑪利亞人
[00:05:07.120 --> 00:05:09.200]  特別當我們講到這個撒瑪利亞人
[00:05:09.200 --> 00:05:12.960]  很多時候都想起他有多好
[00:05:12.960 --> 00:05:14.080]  我們香港
[00:05:14.080 --> 00:05:16.240]  我不知道是不是世界各地
[00:05:16.240 --> 00:05:19.120]  有個叫做撒瑪利亞防止自殺會
[00:05:19.120 --> 00:05:21.280]  是不是這裡也有的
[00:05:21.280 --> 00:05:23.280]  就是香港的
[00:05:23.280 --> 00:05:26.240]  就是有個這樣的會都講
[00:05:26.240 --> 00:05:28.480]  教人保護別人不要自殺
[00:05:28.480 --> 00:05:29.440]  救那些人
[00:05:29.440 --> 00:05:31.280]  都用到撒瑪利亞
[00:05:31.280 --> 00:05:34.240]  所以這是一個很重要的耶穌的比喻
[00:05:34.240 --> 00:05:37.440]  大家都可能聽過很多
[00:05:37.440 --> 00:05:39.040]  不過我們當我們看這段聖經的時候
[00:05:39.040 --> 00:05:40.240]  耶穌這個比喻的時候
[00:05:40.240 --> 00:05:43.040]  其實你看到第十章
[00:05:43.040 --> 00:05:44.640]  第三十節一開始的時候
[00:05:44.640 --> 00:05:47.040]  祂說耶穌回答說
[00:05:47.040 --> 00:05:47.520]  祂說什麼呢
[00:05:47.520 --> 00:05:52.000]  有一個人從耶路撒冷下到耶利哥去
[00:05:52.000 --> 00:05:53.600]  落在強盜手中
[00:05:53.600 --> 00:05:55.440]  他們剝去祂的衣裳
[00:05:55.440 --> 00:05:58.240]  把祂打個半死就丟下祂走了
[00:05:58.240 --> 00:06:00.160]  講到一個被打的人
[00:06:00.160 --> 00:06:02.080]  不過這個比喻一開始的時候
[00:06:02.080 --> 00:06:03.440]  講到這個人的時候
[00:06:03.440 --> 00:06:08.320]  其實耶穌是在回答一些問題
[00:06:08.320 --> 00:06:10.560]  十章三十節說耶穌回答說
[00:06:10.560 --> 00:06:11.760]  回答一些問題
[00:06:11.760 --> 00:06:14.320]  究竟耶穌在回答什麼問題呢
[00:06:14.320 --> 00:06:16.160]  原來當你看到前面
[00:06:16.160 --> 00:06:19.280]  在十章二十五至二十九節
[00:06:19.280 --> 00:06:22.320]  就是引發問題的關鍵
[00:06:22.320 --> 00:06:23.600]  為什麼耶穌說這個比喻呢
[00:06:23.600 --> 00:06:26.320]  就是因為前面二十五至二十九節
[00:06:26.320 --> 00:06:28.080]  所帶來的事情
[00:06:28.080 --> 00:06:30.320]  而那個事情當時就是因為
[00:06:30.320 --> 00:06:35.120]  有一個律法師要去問耶穌問題
[00:06:35.120 --> 00:06:36.160]  第二十節說
[00:06:36.160 --> 00:06:39.440]  有一個律法師起來試探耶穌
[00:06:39.440 --> 00:06:42.080]  說夫子我該做什麼
[00:06:42.080 --> 00:06:44.160]  才可以承受永生
[00:06:44.160 --> 00:06:45.680]  耶穌就對祂說
[00:06:45.680 --> 00:06:47.680]  律法上寫的是什麼
[00:06:47.680 --> 00:06:49.840]  理念的是怎樣呢
[00:06:49.840 --> 00:06:50.800]  祂回答說
[00:06:50.800 --> 00:06:53.360]  你要盡心盡性盡力
[00:06:53.360 --> 00:06:55.280]  盡意愛主你的神
[00:06:55.280 --> 00:06:58.480]  又要愛論社如同自己
[00:06:58.480 --> 00:07:00.320]  耶穌說你回答的事
[00:07:00.320 --> 00:07:03.040]  你這樣行就必得永生
[00:07:03.040 --> 00:07:05.280]  哪人要顯明自己有理
[00:07:05.280 --> 00:07:06.240]  就對耶穌說
[00:07:06.240 --> 00:07:09.120]  誰是我的論社呢
[00:07:09.120 --> 00:07:10.080]  就是這樣
[00:07:10.080 --> 00:07:13.760]  這個比喻就是來自一個律法師
[00:07:13.760 --> 00:07:16.480]  來到耶穌面前去試探
[00:07:16.480 --> 00:07:19.680]  去向耶穌發出一些問題
[00:07:19.680 --> 00:07:21.680]  不知道當你看到這段聖經的時候
[00:07:21.680 --> 00:07:28.160]  你腦裡想像律法師是一個怎樣的人呢
[00:07:28.160 --> 00:07:30.800]  律法師是一個怎樣的人呢
[00:07:30.800 --> 00:07:33.680]  你可以知道這個人
[00:07:33.680 --> 00:07:35.600]  說明律法師
[00:07:35.600 --> 00:07:38.480]  當然對猶太人來說
[00:07:38.480 --> 00:07:39.920]  他們的法律
[00:07:39.920 --> 00:07:44.960]  就是一個很熟悉猶太的律法
[00:07:44.960 --> 00:07:46.720]  律法師自然熟悉猶太的律法
[00:07:46.720 --> 00:07:48.720]  所以他很熟悉聖經裡面
[00:07:48.720 --> 00:07:50.560]  舊約裡面很多的經文
[00:07:50.560 --> 00:07:52.960]  很多經文的出處
[00:07:52.960 --> 00:07:54.960]  甚至當耶穌問他問題的時候
[00:07:54.960 --> 00:08:01.120]  他很能夠回答你要盡心盡性盡力愛主你的神
[00:08:01.120 --> 00:08:04.240]  還有要愛論社與愛自己
[00:08:04.240 --> 00:08:06.160]  同時這個律法師也是一個
[00:08:06.160 --> 00:08:10.320]  很想了解上帝的國度更多的人
[00:08:10.320 --> 00:08:12.560]  所以他會去問耶穌
[00:08:12.560 --> 00:08:16.320]  我應該做什麼才能夠承受永生
[00:08:16.320 --> 00:08:17.200]  永生這個問題
[00:08:17.200 --> 00:08:20.320]  今天我們都很想知道答案的問題
[00:08:20.320 --> 00:08:22.240]  當然耶穌給了我們答案
[00:08:22.240 --> 00:08:24.960]  同時他也好像很關心人地說
[00:08:24.960 --> 00:08:27.680]  誰是我的論社
[00:08:27.680 --> 00:08:28.960]  在這個表面裡面
[00:08:28.960 --> 00:08:31.200]  我們看到這個似乎是一個
[00:08:31.200 --> 00:08:33.920]  挺好的、挺完美
[00:08:33.920 --> 00:08:38.720]  挺有好的形象的一個律法師
[00:08:38.720 --> 00:08:41.280]  不過聖經裡面很清楚說
[00:08:41.280 --> 00:08:44.160]  他是要試探耶穌
[00:08:44.160 --> 00:08:45.280]  他要試探耶穌
[00:08:45.280 --> 00:08:47.120]  他帶著一個不好的動機
[00:08:47.120 --> 00:08:51.600]  要去測試一下耶穌你是怎樣的
[00:08:51.600 --> 00:08:54.240]  你有什麼了得
[00:08:54.240 --> 00:08:55.760]  你是一個怎樣的老師
[00:08:55.760 --> 00:08:57.600]  你能不能夠熟悉
[00:08:57.600 --> 00:09:00.880]  聖經裡面、舊約裡面所說的律法
[00:09:00.880 --> 00:09:04.160]  而同時在試探耶穌的時候
[00:09:04.160 --> 00:09:05.600]  更加顯明了什麼
[00:09:05.600 --> 00:09:07.360]  自己有多厲害
