
[00:00:00.000 --> 00:00:04.560]  今日是復活主日之後的一個主日
[00:00:04.560 --> 00:00:07.520]  但是我們的經課 我們的經文
[00:00:07.520 --> 00:00:13.000]  是帶我們回到復活主日的晚
[00:00:13.000 --> 00:00:15.840]  同時 今天的經文
[00:00:15.840 --> 00:00:23.120]  也會帶我們回到復活主日之後的一個主日
[00:00:23.120 --> 00:00:29.640]  在這一段的經文《約翰福音》二十章十九至三十一節裏
[00:00:29.640 --> 00:00:34.200]  其實是整本福音書的高潮
[00:00:34.200 --> 00:00:40.720]  而最後的結論 是一個極度重要的結論
[00:00:40.720 --> 00:00:43.480]  而你如何面對這個結論
[00:00:43.480 --> 00:00:49.160]  其實對你的今生今世 對你的永恆的命運
[00:00:49.160 --> 00:00:52.360]  是一個絕對的影響
[00:00:52.360 --> 00:00:54.600]  我分三段跟大家思想
[00:00:54.600 --> 00:00:57.680]  第一段就是耶穌基督向門徒顯現
[00:00:57.680 --> 00:01:02.200]  第二段就是耶穌基督向多瑪來顯現
[00:01:02.200 --> 00:01:06.840]  第三段就是《約翰福音》的結論
[00:01:06.840 --> 00:01:10.440]  大家還記得 復活的清晨
[00:01:10.440 --> 00:01:17.680]  黎明 就是這個世界歷史新的一個盼望
[00:01:17.680 --> 00:01:24.400]  就是從來沒有人能夠死了之後走出來
[00:01:24.400 --> 00:01:26.760]  你說有 有人死了之後走出來
[00:01:26.760 --> 00:01:28.560]  我問你就是你想清楚一點
[00:01:28.560 --> 00:01:31.880]  他死了之後走出來的那些 後來也會走進去的
[00:01:31.880 --> 00:01:33.840]  沒有人會再走出來的
[00:01:33.840 --> 00:01:40.600]  是唯有耶穌基督才是真真正正的勝過死亡復活
[00:01:40.600 --> 00:01:43.320]  復活是帶來一切的改變
[00:01:43.320 --> 00:01:45.280]  帶來門徒生命的改變
[00:01:45.280 --> 00:01:46.920]  帶來整個世界的改變
[00:01:46.920 --> 00:01:48.560]  不過我問你一個問題
[00:01:48.560 --> 00:01:50.880]  是不是復活的黎明一開始
[00:01:50.880 --> 00:01:53.640]  接著就一天都光了
[00:01:53.640 --> 00:01:56.040]  有時候我們都會以為
[00:01:56.040 --> 00:01:57.960]  或者自己信了耶穌
[00:01:57.960 --> 00:02:00.680]  接著就一天都光了
[00:02:00.680 --> 00:02:03.040]  可能今天這個經文
[00:02:03.040 --> 00:02:05.200]  帶給我們很多的刺激
[00:02:05.200 --> 00:02:06.920]  很多的思考
[00:02:06.920 --> 00:02:10.040]  更加我希望是帶領我們
[00:02:10.040 --> 00:02:13.680]  正如禮容禱告帶領我們敬拜的時候說
[00:02:13.680 --> 00:02:15.560]  我們認識復活的主
[00:02:15.560 --> 00:02:17.560]  讓我們的生活
[00:02:17.560 --> 00:02:22.640]  也都是活得像復活的人
[00:02:22.640 --> 00:02:26.600]  像真正有復活的盼望的人
[00:02:26.600 --> 00:02:29.000]  門徒當時他們知道耶穌復活了
[00:02:29.000 --> 00:02:30.520]  至少有一部分人
[00:02:30.520 --> 00:02:32.760]  特別是女士們
[00:02:32.760 --> 00:02:35.480]  但是當他們知道這個消息之後
[00:02:35.480 --> 00:02:38.440]  他們並沒有即時的生命的改變
[00:02:38.440 --> 00:02:40.120]  沒有生活上的改變
[00:02:40.120 --> 00:02:44.960]  因為他們的恐懼實在是太深
[00:02:44.960 --> 00:02:48.720]  你和我不是很明白他們怎麼恐懼的
[00:02:48.720 --> 00:02:50.720]  不過當你知道你自己的領袖
[00:02:50.720 --> 00:02:52.360]  你自己的老師
[00:02:52.360 --> 00:02:56.400]  這個最尊貴、最慈愛、最有能力的一位
[00:02:56.400 --> 00:03:00.360]  竟然可以死得這麼悽慘
[00:03:00.360 --> 00:03:02.120]  而你跟著他的時候
[00:03:02.120 --> 00:03:04.400]  那些人跟著來抓你
[00:03:04.400 --> 00:03:05.920]  你怕不怕?
[00:03:05.920 --> 00:03:08.520]  我想我會怕
[00:03:08.520 --> 00:03:11.640]  可能我們還沒真正受過苦
[00:03:11.640 --> 00:03:14.080]  當你受過苦的時候你就知道
[00:03:14.080 --> 00:03:18.480]  那種滋味實在是不足為我人道
[00:03:18.480 --> 00:03:20.320]  釘穿手
[00:03:20.320 --> 00:03:22.280]  刺穿肋旁
[00:03:22.280 --> 00:03:24.000]  不要說這些了
[00:03:24.000 --> 00:03:26.400]  只是說被人用皮鞭
[00:03:26.400 --> 00:03:29.040]  鞭後面是有這些牙齒
[00:03:29.040 --> 00:03:30.600]  有這些圓塊
[00:03:30.600 --> 00:03:35.240]  打下去之後一扯開皮
[00:03:35.240 --> 00:03:36.960]  你願意嗎?
[00:03:36.960 --> 00:03:38.560]  我就不願意了
[00:03:38.560 --> 00:03:41.520]  有時候不小心切到手指
[00:03:41.520 --> 00:03:43.280]  你也覺得很可怕
[00:03:43.280 --> 00:03:45.880]  當這些危險、這些痛苦
[00:03:45.880 --> 00:03:49.800]  圍繞著你的環境裡面的時候
[00:03:49.800 --> 00:03:52.720]  你是不可能不怕的
[00:03:52.720 --> 00:03:56.160]  所以復活的黎明雖然是光照了
[00:03:56.160 --> 00:03:58.520]  但是復活節的晚上
[00:03:58.520 --> 00:04:00.640]  那天就是七天的第一天
[00:04:00.640 --> 00:04:03.720]  晚上發生什麼事呢?
[00:04:03.720 --> 00:04:06.280]  門徒聚在一起
[00:04:06.280 --> 00:04:11.920]  因怕猶太人門都關了
[00:04:11.920 --> 00:04:13.120]  所以那一天
[00:04:13.120 --> 00:04:15.880]  原來在他們的生命當中
[00:04:15.880 --> 00:04:18.880]  仍然是未曾有突破的
[00:04:18.880 --> 00:04:22.320]  仍然被恐懼捆綁著
[00:04:22.320 --> 00:04:24.280]  如果你認識恐懼的話
[00:04:24.280 --> 00:04:27.440]  你就知道那個恐懼感
[00:04:27.440 --> 00:04:30.440]  是令到一個人癱瘓的
[00:04:30.440 --> 00:04:31.760]  害怕
[00:04:31.760 --> 00:04:33.440]  害怕沒辦法走
[00:04:33.440 --> 00:04:35.480]  不知道怎麼辦
[00:04:35.480 --> 00:04:39.800]  我不知道在你今天的生命裡面
[00:04:39.800 --> 00:04:42.680]  請問有沒有令到
[00:04:42.680 --> 00:04:46.400]  我們癱瘓的一些恐懼
[00:04:46.400 --> 00:04:49.680]  這些恐懼可能很有理由
[00:04:49.680 --> 00:04:54.040]  但是這些恐懼到底可以怎樣
[00:04:54.040 --> 00:04:57.160]  耶穌進到他們當中
[00:04:57.160 --> 00:04:59.080]  耶穌站在他們當中
[00:04:59.080 --> 00:05:00.200]  向他們說
[00:05:00.200 --> 00:05:03.200]  願你們平安
[00:05:03.200 --> 00:05:05.280]  我希望在我們的處境
[00:05:05.280 --> 00:05:06.600]  在我們的恐懼
[00:05:06.600 --> 00:05:09.280]  在我們的監牢裡面
[00:05:09.280 --> 00:05:10.680]  我們在今天聽
[00:05:10.680 --> 00:05:12.360]  願你們平安
[00:05:12.360 --> 00:05:13.920]  想到主在當日
[00:05:13.920 --> 00:05:17.440]  怎樣不受這個空間的限制
[00:05:17.440 --> 00:05:18.720]  他們都關上了
[00:05:18.720 --> 00:05:20.240]  沒有人開過門
[00:05:20.240 --> 00:05:22.360]  沒有人期望主耶穌會出現
[00:05:22.360 --> 00:05:24.400]  但是主耶穌就在那時候
[00:05:24.400 --> 00:05:26.640]  進到他們當中
[00:05:26.640 --> 00:05:28.560]  耶穌是事實上
[00:05:28.560 --> 00:05:33.240]  進到人生命當中的一位復活主
[00:05:33.240 --> 00:05:36.000]  耶穌不是等到人準備好
[00:05:36.000 --> 00:05:37.240]  開門的時候
[00:05:37.240 --> 00:05:38.920]  祂才進來的
[00:05:38.920 --> 00:05:41.000]  耶穌是在他們的恐懼當中
