
[00:00:00.000 --> 00:00:02.880]  剛纔我們讀的是馬可福音的經文
[00:00:02.880 --> 00:00:05.760]  大家如果對馬可福音比較瞭解的話
[00:00:05.760 --> 00:00:08.840]  應該都知道馬可福音有一個的特色
[00:00:08.840 --> 00:00:12.800]  這個特色就是他在描述耶穌基督的時候
[00:00:12.800 --> 00:00:17.720]  是給我們描繪出來一個非常忙碌服飾的形象
[00:00:17.720 --> 00:00:21.160]  就是耶穌常常要到不同的地方去服飾
[00:00:21.160 --> 00:00:24.760]  而且他的服飾是一個接着一個
[00:00:24.760 --> 00:00:27.000]  真的是非常的忙碌
[00:00:27.000 --> 00:00:33.000]  在這裏我們看到他去了一個叫做
[00:00:33.000 --> 00:00:36.280]  迪加波利地區的一個地方
[00:00:36.280 --> 00:00:38.960]  我們來看這個地方在哪裏
[00:00:38.960 --> 00:00:42.600]  可能這個地圖有點小 大家未必看得清楚
[00:00:42.600 --> 00:00:45.920]  我用圈圈圈了出來幾個地方
[00:00:45.920 --> 00:00:49.040]  大家看最上面有兩個紅圈
[00:00:49.040 --> 00:00:51.400]  最上面的一個是西頓
[00:00:51.400 --> 00:00:54.240]  然後下一點的那個是推羅
[00:00:54.240 --> 00:00:58.800]  那經文說到耶穌離開了推羅然後往西頓去
[00:00:58.800 --> 00:01:01.320]  然後再去到那個中間部分
[00:01:01.320 --> 00:01:05.880]  就是中下面有個迪加波利地區的有一個湖
[00:01:05.880 --> 00:01:10.280]  我是用綠色的一個框框框起來的
[00:01:10.280 --> 00:01:12.800]  中間那個湖 那個是加利利湖
[00:01:12.800 --> 00:01:16.040]  他就去到那個加利利湖附近那裏去服飾
[00:01:16.040 --> 00:01:19.760]  所以你看他的路線先從推羅然後到西頓
[00:01:19.760 --> 00:01:24.080]  然後又折回來其實是挺迂迴曲折的
[00:01:24.080 --> 00:01:29.240]  有人說如果耶穌要走過這麼多的路程去服飾的話
[00:01:29.240 --> 00:01:32.840]  大概算一下起碼要七八個月的時間
[00:01:32.840 --> 00:01:36.440]  所以他一直很忙碌在服飾
[00:01:36.440 --> 00:01:42.440]  這個是他忙碌的服飾裏面我們看到的
[00:01:42.440 --> 00:01:44.680]  耶穌好像馬不停蹄
[00:01:44.680 --> 00:01:50.680]  但是其實在福音書裏面特別是馬克福音書裏面也是講到
[00:01:50.680 --> 00:01:52.120]  除了他很忙碌的服飾以外
[00:01:52.120 --> 00:01:55.480]  他常常也會退下來去禱告
[00:01:55.480 --> 00:01:58.240]  所以耶穌不只是在忙碌的去服飾
[00:01:58.240 --> 00:02:00.080]  他也很注重禱告
[00:02:00.080 --> 00:02:02.160]  那我們來看今天的經文
[00:02:02.160 --> 00:02:04.600]  今天他的服飾是怎樣的一個服飾呢?
[00:02:04.600 --> 00:02:08.880]  他做了些什麼呢?
[00:02:08.880 --> 00:02:15.800]  在31節到34節我給他定了一個小題目叫做奇特的醫治方式
[00:02:15.800 --> 00:02:19.160]  這個是講到耶穌用非常奇特的方法
[00:02:19.160 --> 00:02:25.560]  來醫治一個耳聾舌結的人
[00:02:25.560 --> 00:02:29.600]  耳聾舌結其實簡單來講就是一個聾啞人
[00:02:29.600 --> 00:02:33.080]  就是他聽不到也不會說話
[00:02:33.080 --> 00:02:39.320]  那這個人他是被他的朋友帶到耶穌面前的
[00:02:39.320 --> 00:02:41.200]  因爲在32節這樣講
[00:02:41.200 --> 00:02:46.160]  是說有人帶着一個耳聾舌結的人來見耶穌
[00:02:46.160 --> 00:02:50.560]  也就是說這個人他本身他是因爲耳聾
[00:02:50.560 --> 00:02:56.360]  所以我估計他應該沒有聽過耶穌的事蹟
[00:02:56.360 --> 00:02:58.480]  因爲他聾 他應該聽不到
[00:02:58.480 --> 00:03:00.320]  就算有人跟他講
[00:03:00.320 --> 00:03:05.640]  他也沒有辦法能夠明白或者聽清楚
[00:03:05.640 --> 00:03:10.720]  或者有人也許用打手勢的方式來跟他講過耶穌
[00:03:10.720 --> 00:03:19.040]  但是可能他因爲舌結不能自己來開口來求耶穌
[00:03:19.040 --> 00:03:21.640]  因爲就算他知道耶穌了
[00:03:21.640 --> 00:03:25.400]  有人用打手勢或者用其他的方式來告訴他
[00:03:25.400 --> 00:03:28.320]  但是他因爲不能說話 也不會說話
[00:03:28.320 --> 00:03:31.400]  所以他自己不可能來到耶穌面前去求
[00:03:31.400 --> 00:03:32.480]  他沒有辦法
[00:03:32.480 --> 00:03:36.320]  所以有朋友帶他來
[00:03:36.320 --> 00:03:38.960]  所以你看到朋友其實是蠻重要的
[00:03:38.960 --> 00:03:43.240]  這個朋友來幫助他 帶他到耶穌面前來求醫治
[00:03:43.240 --> 00:03:44.520]  其實看到這裏的時候
[00:03:44.520 --> 00:03:46.880]  我們突然就會想起另外一個的場景
[00:03:46.880 --> 00:03:49.840]  就是那個貪子 大家還記得嗎?
[00:03:49.840 --> 00:03:54.120]  就是也是有幾位的朋友抬着他來到耶穌的面前
[00:03:54.120 --> 00:03:57.720]  他自己不能走 也是要人來幫助他
[00:03:57.720 --> 00:04:00.160]  這些的朋友其實是蠻重要的
[00:04:00.160 --> 00:04:03.160]  就是把人帶到耶穌的面前
[00:04:03.160 --> 00:04:04.960]  我們也盼望
[00:04:04.960 --> 00:04:07.640]  我們自己也可以成爲這樣的朋友
[00:04:07.640 --> 00:04:12.480]  把人可以帶到耶穌的面前來求醫治
[00:04:12.480 --> 00:04:16.640]  那我們接下來再看這個醫治的過程
[00:04:16.640 --> 00:04:20.680]  那這些的人他們把這個聾子
[00:04:20.680 --> 00:04:24.400]  還有這個啞巴帶到耶穌的面前的時候
[00:04:24.400 --> 00:04:28.160]  他們是建議他用某一種的方法來醫治他
[00:04:28.160 --> 00:04:29.440]  這個方法是什麼呢?
[00:04:29.440 --> 00:04:33.200]  就是求他要按手在他的身上
[00:04:33.200 --> 00:04:35.360]  這個是他們想要的方法
[00:04:35.360 --> 00:04:38.680]  或者是他們所建議的方法
[00:04:38.680 --> 00:04:41.320]  那耶穌有沒有按照他們的方法去做呢?
[00:04:41.320 --> 00:04:46.400]  有沒有按手在他身上然後就醫治他呢?
[00:04:46.400 --> 00:04:49.840]  似乎沒有完全按照他們的方法
[00:04:49.840 --> 00:04:51.440]  他先是怎麼做呢?
[00:04:51.440 --> 00:04:54.760]  先是領他離開衆人
[00:04:54.760 --> 00:04:57.440]  爲什麼不當衆醫治他呢?
[00:04:57.440 --> 00:05:00.160]  就是我們想如果當衆醫治他不是更好嗎?
[00:05:00.160 --> 00:05:02.760]  讓更多的人都來知道
[00:05:02.760 --> 00:05:05.680]  耶穌好像沒有這麼做
[00:05:05.680 --> 00:05:07.240]  他是把他拉到一邊
[00:05:07.240 --> 00:05:10.320]  然後要離開其他人的視線
[00:05:10.320 --> 00:05:12.000]  其實我們看下文
[00:05:12.000 --> 00:05:15.560]  在三十六節大概可以知道爲什麼他要這麼做
[00:05:15.560 --> 00:05:17.240]  因爲三十六節說
[00:05:17.240 --> 00:05:20.720]  耶穌囑咐他們不要告訴人
[00:05:20.720 --> 00:05:22.480]  這個是最主要的原因
[00:05:22.480 --> 00:05:25.760]  他不想讓這件事情傳出去
[00:05:25.760 --> 00:05:28.560]  以免他的事工受到攔阻
[00:05:28.560 --> 00:05:32.200]  爲什麼說傳出去他的事工會受到攔阻呢?
[00:05:32.200 --> 00:05:34.000]  如果你在讀福音書你會知道
[00:05:34.000 --> 00:05:36.440]  因爲他的名聲越來越大的時候
[00:05:36.440 --> 00:05:39.440]  就會很多人起來反對他
[00:05:39.440 --> 00:05:40.320]  來攻擊他
[00:05:40.320 --> 00:05:42.600]  特別是那些宗教的領袖
[00:05:42.600 --> 00:05:46.960]  所以他在這時候還是要比較低調
[00:05:46.960 --> 00:05:50.920]  此外我想大概他也不太想在醫治的過程當中
[00:05:50.920 --> 00:05:53.520]  有其他的人去打擾他
[00:05:53.520 --> 00:05:56.160]  所以要把他先拉到一邊
[00:05:56.160 --> 00:05:58.680]  然後才進行醫治
[00:05:58.680 --> 00:06:00.800]  而這個醫治的過程
[00:06:00.800 --> 00:06:03.120]  其實是很快的
[00:06:03.120 --> 00:06:04.720]  很短暫的
[00:06:04.720 --> 00:06:08.520]  而且這個動作非常連貫的
[00:06:08.520 --> 00:06:09.800]  我們來看一下
[00:06:09.800 --> 00:06:12.880]  這個醫治的過程有哪些的動作
[00:06:12.880 --> 00:06:17.040]  首先他是用指頭探他的耳朵
[00:06:17.040 --> 00:06:18.560]  探是一個動詞
[00:06:18.560 --> 00:06:21.560]  然後是吐唾沫
[00:06:21.560 --> 00:06:22.880]  吐也是一個動詞
[00:06:22.880 --> 00:06:25.680]  然後就摸他的舌頭
[00:06:25.680 --> 00:06:27.360]  摸也是一個動詞
[00:06:27.360 --> 00:06:29.640]  然後就是望天
[00:06:29.640 --> 00:06:31.080]  望也是一個動詞
[00:06:31.080 --> 00:06:33.880]  然後是嘆息
[00:06:33.880 --> 00:06:36.360]  最後一個動詞就是說
[00:06:36.360 --> 00:06:36.920]  說什麼呢
[00:06:36.920 --> 00:06:38.400]  他說以法大
[00:06:38.400 --> 00:06:40.360]  以法大意思就是開了吧
[00:06:40.360 --> 00:06:44.680]  所以你看一連串的動作
[00:06:44.680 --> 00:06:47.720]  短短的經文裏面有很多的動詞
[00:06:47.720 --> 00:06:50.480]  而這些的動作非常的連貫
[00:06:50.480 --> 00:06:53.080]  而且非常的流暢
[00:06:53.080 --> 00:06:56.480]  那你可以想象一下當時的畫面
[00:06:56.480 --> 00:06:58.240]  可以想象得到嗎
[00:06:58.240 --> 00:07:00.360]  好像你在看一部什麼劇呢
[00:07:00.360 --> 00:07:02.960]  就是那種默劇
[00:07:02.960 --> 00:07:04.280]  沒有聲音的
[00:07:04.280 --> 00:07:05.760]  但是有個畫面
[00:07:05.760 --> 00:07:10.240]  這個畫面非常具有動感
[00:07:10.240 --> 00:07:12.640]  所以這個畫面感是很強的
[00:07:12.640 --> 00:07:15.400]  這個醫治的過程
[00:07:15.400 --> 00:07:20.560]  那耶穌爲什麼有這麼多的動作
[00:07:20.560 --> 00:07:24.160]  然後再說一句話來醫治他呢
[00:07:24.160 --> 00:07:28.640]  你想想這個龍舌節的人他被治好
[00:07:28.640 --> 00:07:30.800]  是在什麼時候
[00:07:30.800 --> 00:07:33.360]  是在耶穌做那些動作的時候呢
[00:07:33.360 --> 00:07:37.160]  還是什麼時候
[00:07:37.160 --> 00:07:39.680]  是在他說話的時候對不對
[00:07:39.680 --> 00:07:46.200]  所以應該前面的那個動作重不重要呢
[00:07:46.200 --> 00:07:47.320]  有人點頭
[00:07:47.320 --> 00:07:49.200]  有人覺得前面的動作也很重要
[00:07:49.200 --> 00:07:52.320]  好像我們要做一個架勢
[00:07:52.320 --> 00:07:54.760]  好像那些人起一個壇
[00:07:54.760 --> 00:07:55.720]  要做法了
[00:07:55.720 --> 00:07:58.560]  很多的動作跳一下
[00:07:58.560 --> 00:08:00.280]  其實不是這樣
[00:08:00.280 --> 00:08:01.040]  我們想一想
[00:08:01.040 --> 00:08:04.240]  耶穌不做前面的動作完全是可以的
[00:08:04.240 --> 00:08:07.480]  他只是說後面的那三個字
[00:08:07.480 --> 00:08:10.000]  他只是說以法大
[00:08:10.000 --> 00:08:11.200]  只是說這三個字
[00:08:11.200 --> 00:08:15.200]  我想這個龍舌節的人就被治好了
[00:08:15.200 --> 00:08:16.240]  肯定是這樣
[00:08:16.240 --> 00:08:18.080]  他一句話就可以治好
[00:08:18.080 --> 00:08:21.200]  那爲什麼要做這麼多的動作呢
[00:08:21.200 --> 00:08:26.720]  這些動作是不是多餘的呢
[00:08:26.720 --> 00:08:28.440]  其實不做也行
[00:08:28.440 --> 00:08:31.640]  耶穌做這些好像故弄玄虛
[00:08:31.640 --> 00:08:34.320]  做了然後再說一句話就好了
[00:08:34.320 --> 00:08:35.760]  我們都知道不做也行
[00:08:35.760 --> 00:08:39.760]  因爲我們看耶穌醫治其他病人的時候
[00:08:39.760 --> 00:08:41.200]  也有過這種情況
[00:08:41.200 --> 00:08:42.840]  比如說他醫治那個癱子
[00:08:42.840 --> 00:08:47.280]  他是怎麼醫治的還記得嗎
[00:08:47.280 --> 00:08:50.560]  他也沒有做很多的動作什麼的
[00:08:50.560 --> 00:08:53.320]  沒有隻是吩咐他
[00:08:53.320 --> 00:08:58.160]  起來拿起你的柚子回家叫他起來
[00:08:58.160 --> 00:08:59.000]  然後他就好了
[00:08:59.000 --> 00:09:02.200]  就說一句話也沒有很多的動作
[00:09:02.200 --> 00:09:05.840]  甚至他不用說話也能夠治好
[00:09:05.840 --> 00:09:09.080]  就是那個還記得那個血肉婦人嗎
[00:09:09.080 --> 00:09:12.080]  那個血肉的婦人只是偷偷的摸一下
[00:09:12.080 --> 00:09:14.720]  耶穌的那個衣裳睡紙
[00:09:14.720 --> 00:09:16.240]  然後他就被治好了
[00:09:16.240 --> 00:09:18.640]  耶穌都還沒有說話
[00:09:18.640 --> 00:09:23.040]  所以耶穌的那個醫治是非常的特別的
[00:09:23.040 --> 00:09:25.200]  在這裏也是
[00:09:25.200 --> 00:09:28.720]  醫治這個人他用了很多的動作
[00:09:28.720 --> 00:09:31.800]  但其實那些動作沒有多大的用處
[00:09:31.800 --> 00:09:33.760]  照我們的看法來看沒有多大的用處
[00:09:33.760 --> 00:09:37.480]  因爲真正醫治他的是後面那句話
[00:09:37.480 --> 00:09:39.280]  那爲什麼他還要做呢
[00:09:39.280 --> 00:09:43.440]  其實對一個榮雅的人來講
[00:09:43.440 --> 00:09:47.480]  那些動作有什麼意義
[00:09:47.480 --> 00:09:49.880]  剛纔說了是很有什麼
[00:09:49.880 --> 00:09:51.640]  畫面感嘛
[00:09:51.640 --> 00:09:54.440]  因爲他聽不到耶穌講的話嘛
[00:09:54.440 --> 00:09:58.120]  所以就顯得那些動作就重要了
[00:09:58.120 --> 00:10:01.920]  對他來講他在明白耶穌做什麼
[00:10:01.920 --> 00:10:06.360]  這些動作讓他明白耶穌現在要醫治他
[00:10:06.360 --> 00:10:09.880]  這個對一個榮的人來講是很重要的
[00:10:09.880 --> 00:10:12.720]  這個畫面感對他來講是很重要的
[00:10:12.720 --> 00:10:15.320]  而且當耶穌這麼做的時候
[00:10:15.320 --> 00:10:20.280]  實行其實是需要這個人的順服
[00:10:20.280 --> 00:10:24.520]  也需要這個人的回應的
[00:10:24.520 --> 00:10:27.320]  你想想有人塗唾沫
[00:10:27.320 --> 00:10:29.320]  然後來摸你的舌頭
[00:10:29.320 --> 00:10:31.560]  如果你不相信你不順服的話
[00:10:31.560 --> 00:10:34.160]  你可能會推開他是不是
[00:10:34.160 --> 00:10:37.320]  那這個人他沒有了
[00:10:37.320 --> 00:10:40.840]  其實是表現出來他的那個順服
[00:10:40.840 --> 00:10:43.600]  他的那種信心的回應
[00:10:43.600 --> 00:10:44.560]  這個也很重要
[00:10:44.560 --> 00:10:46.240]  耶穌在醫治人的時候
[00:10:46.240 --> 00:10:49.560]  他需要人有這種的回應
[00:10:49.560 --> 00:10:53.200]  我們也看到耶穌醫治人是有不同的方法
[00:10:53.200 --> 00:10:56.200]  剛纔有舉例不同的人有不同的方法
[00:10:56.200 --> 00:10:57.120]  那我們也可以想想
[00:10:57.120 --> 00:11:00.320]  今天我們向不同的人傳福音
[00:11:00.320 --> 00:11:03.240]  我們是不是也有不同的方法呢
[00:11:03.240 --> 00:11:06.120]  還是說我們是千篇一律的
[00:11:06.120 --> 00:11:10.040]  我們對什麼人都是這麼樣去傳
[00:11:10.040 --> 00:11:13.000]  其實耶穌是值得我們去學習的
[00:11:13.000 --> 00:11:15.960]  他跟不同的人去打交道的時候
[00:11:15.960 --> 00:11:17.760]  他有很獨特的方法
[00:11:17.760 --> 00:11:20.720]  他醫治這個人也是有特別的方法
[00:11:20.720 --> 00:11:23.080]  特別我們留意剛纔所說的動詞
[00:11:23.080 --> 00:11:27.800]  其中有兩個就是望天和嘆息
[00:11:27.800 --> 00:11:29.560]  其實這兩個動詞
[00:11:29.560 --> 00:11:34.240]  表示耶穌的那種深深的同情和憐憫
[00:11:34.240 --> 00:11:37.400]  當他望天然後嘆息的時候
[00:11:37.400 --> 00:11:43.480]  其實也表示他的能力是從父神而來
[00:11:43.480 --> 00:11:44.880]  他向神禱告
[00:11:44.880 --> 00:11:48.720]  這個禱告就像在克西瑪尼言裏面的禱告
[00:11:48.720 --> 00:11:52.080]  也像羅馬書裏面所說的
[00:11:52.080 --> 00:11:57.560]  聖靈親自用說不出來的嘆息替我們禱告一樣
[00:11:57.560 --> 00:12:01.560]  原文裏面這個嘆息它用的是同一個字
[00:12:01.560 --> 00:12:04.880]  就是這裏的嘆息跟羅馬書裏面的
[00:12:04.880 --> 00:12:10.200]  聖靈親自用說不出來的嘆息替我們禱告是一樣的
[00:12:10.200 --> 00:12:13.840]  這個字是一個很強的表達動詞
[00:12:13.840 --> 00:12:21.360]  表達出來耶穌心底裏面的那種對人的同情和憐憫
[00:12:21.360 --> 00:12:26.240]  然後他說以法大這三個字就是開了吧的意思
[00:12:26.240 --> 00:12:28.480]  經文描述他說了這句話以後
[00:12:28.480 --> 00:12:30.160]  這個人的耳朵就開了
[00:12:30.160 --> 00:12:32.760]  舌結也解了
[00:12:32.760 --> 00:12:36.480]  就是開和解都有釋放的意思
[00:12:36.480 --> 00:12:39.840]  也就是說這個人是真正被釋放了
[00:12:39.840 --> 00:12:41.400]  他以前是被捆綁了
[00:12:41.400 --> 00:12:44.600]  現在被釋放了
[00:12:44.600 --> 00:12:49.600]  然後經文在描述這個人
[00:12:49.600 --> 00:12:52.000]  舌結解了
[00:12:52.000 --> 00:12:55.120]  說話也清楚了
[00:12:55.120 --> 00:12:58.480]  我一讀到這個經文的時候我就有很多的想象
[00:12:58.480 --> 00:13:01.280]  我不知道大家讀經文會不會經常去想象
[00:13:01.280 --> 00:13:04.000]  因爲經文有些時候沒有描述太多的細節
[00:13:04.000 --> 00:13:06.520]  就留給我們很多想象的空間
[00:13:06.520 --> 00:13:09.040]  這裏說他說話也清楚了
[00:13:09.040 --> 00:13:13.440]  我就想他一解開了這個舌頭
[00:13:13.440 --> 00:13:16.000]  舌結解開了以後就開始會說話了
[00:13:16.000 --> 00:13:19.160]  那他究竟說的第一句話是什麼呢?
[00:13:19.160 --> 00:13:21.680]  有沒有想過這個問題?
[00:13:21.680 --> 00:13:23.480]  謝謝,有人說謝謝
[00:13:23.480 --> 00:13:25.960]  我不知道他是不是說謝謝
[00:13:25.960 --> 00:13:27.680]  經文沒有描述
[00:13:27.680 --> 00:13:30.960]  但如果是你呢?
[00:13:30.960 --> 00:13:32.440]  你會說什麼呢?
[00:13:32.440 --> 00:13:34.720]  你會對耶穌說什麼呢?
[00:13:34.720 --> 00:13:40.040]  我也想知道大家想對耶穌說的第一句話是什麼
[00:13:40.040 --> 00:13:43.240]  我不曉得這個人是不是天生就是聾啞的
[00:13:43.240 --> 00:13:45.440]  如果看經文的話
[00:13:45.440 --> 00:13:48.240]  大概是天生聾啞的
[00:13:48.240 --> 00:13:54.040]  因爲這個人他不會說話
[00:13:54.040 --> 00:13:56.360]  通常如果是天生是聾的話
[00:13:56.360 --> 00:13:58.400]  那他應該是就不會說話的
[00:13:58.400 --> 00:14:01.080]  因爲他從來沒有聽過語言
[00:14:01.080 --> 00:14:03.600]  假如說他不是天生的聾的話
[00:14:03.600 --> 00:14:06.120]  他可能小的時候會聽過
[00:14:06.120 --> 00:14:08.240]  聽過的話他有一定的語言的能力
[00:14:08.240 --> 00:14:09.920]  只是他後來聽不到了
[00:14:09.920 --> 00:14:12.280]  可能說出來就說不準了
[00:14:12.280 --> 00:14:17.840]  但這個人應該是沒有聽過也沒有說過
[00:14:17.840 --> 00:14:20.800]  這一次應該是他第一次說話
