
[00:00:00.000 --> 00:00:01.420]  感恩回饋
[00:00:01.420 --> 00:00:03.320]  毁身侍奉
[00:00:03.320 --> 00:00:06.180]  聰明的一看就知道我說什麼了
[00:00:06.180 --> 00:00:10.860]  用的經文我主要用羅馬書
[00:00:10.860 --> 00:00:13.500]  十二章的一至二節
[00:00:13.500 --> 00:00:15.800]  我們也看看這節經文
[00:00:15.800 --> 00:00:19.200]  我對這節的經文很深印象
[00:00:19.200 --> 00:00:20.840]  很深印象的原因
[00:00:20.840 --> 00:00:23.120]  不是因為我自己看的時候很深印象
[00:00:23.120 --> 00:00:26.640]  我一直讀經看的時候也看過很多次了
[00:00:26.640 --> 00:00:30.240]  大家如果一直有讀經的話
[00:00:30.240 --> 00:00:31.720]  可能也看過很多次了
[00:00:31.720 --> 00:00:33.880]  我最深刻的印象是為什麼呢?
[00:00:33.880 --> 00:00:35.580]  是因為很多年前
[00:00:35.580 --> 00:00:39.520]  我去聽一個傳道人的講道
[00:00:39.520 --> 00:00:42.440]  是一些主題式的講道
[00:00:42.440 --> 00:00:44.900]  連續講了三晚
[00:00:44.900 --> 00:00:46.660]  他都是講這兩節經文
[00:00:46.660 --> 00:00:49.520]  前面的所以
[00:00:49.520 --> 00:00:50.840]  也已經講了一堂了
[00:00:50.840 --> 00:00:55.680]  所以其實這節經文是很豐富的
[00:00:55.680 --> 00:00:57.480]  是在羅馬書上
[00:00:57.480 --> 00:01:00.020]  承先啟後
[00:01:00.020 --> 00:01:05.900]  前面十一章裡面一直講我們信的救恩是什麼呢?
[00:01:05.900 --> 00:01:08.000]  到了十二章的時候
[00:01:08.000 --> 00:01:09.260]  這個所以
[00:01:09.260 --> 00:01:14.760]  帶出了後面很多保羅向教會的勸勉
[00:01:14.760 --> 00:01:17.140]  所以這個所以很有意思
[00:01:17.140 --> 00:01:21.780]  我們今天主要不是講這個所以
[00:01:21.780 --> 00:01:24.640]  這節經文裡面的內容
[00:01:24.640 --> 00:01:27.900]  我們想帶出今天的題目
[00:01:27.900 --> 00:01:29.540]  今年的主題
[00:01:29.540 --> 00:01:32.160]  我們說要感恩回饋
[00:01:32.160 --> 00:01:33.360]  為身侍奉
[00:01:33.360 --> 00:01:36.520]  你看到這八個字
[00:01:36.520 --> 00:01:38.280]  就講這八個字
[00:01:38.280 --> 00:01:39.000]  感恩
[00:01:39.000 --> 00:01:40.440]  我們先講感恩
[00:01:40.440 --> 00:01:42.840]  我們也懂得感恩
[00:01:42.840 --> 00:01:45.320]  信了主的人我們也知道懂得感恩
[00:01:45.320 --> 00:01:48.160]  因為我們感恩是什麼呢?
[00:01:48.160 --> 00:01:50.860]  固之然在我們生活上很多時候
[00:01:50.860 --> 00:01:52.380]  有很多神的祝福
[00:01:52.380 --> 00:01:53.500]  很多神的恩典
[00:01:53.500 --> 00:01:54.700]  很多神的幫助
[00:01:54.700 --> 00:01:59.220]  周圍有神派來的天使去幫助你解決很多問題
[00:01:59.220 --> 00:02:01.200]  這些是全部都是恩典
[00:02:01.200 --> 00:02:03.840]  但是聖經裡面也有提及過
[00:02:03.840 --> 00:02:05.840]  有時候有些人
[00:02:05.840 --> 00:02:08.140]  他的生命、他的遭遇
[00:02:08.140 --> 00:02:14.520]  沒有這些幫助、順利、恩典
[00:02:14.520 --> 00:02:18.220]  他也能夠很有信心地過
[00:02:18.220 --> 00:02:20.340]  那是不是在他身上沒有恩典呢?
[00:02:21.460 --> 00:02:23.780]  他就說我頂硬上
[00:02:23.780 --> 00:02:25.460]  我憑著信心
[00:02:25.460 --> 00:02:27.900]  我就過這些日子
[00:02:27.900 --> 00:02:29.600]  在他身上有沒有恩典呢?
[00:02:29.600 --> 00:02:31.180]  有
[00:02:31.180 --> 00:02:33.420]  在他身上一樣有恩典
[00:02:33.420 --> 00:02:35.520]  因為神給我們最大的恩典是什麼呢?
[00:02:35.520 --> 00:02:39.540]  最大的恩典不是因為分到一間公屋
[00:02:39.540 --> 00:02:42.520]  最大的恩典不是因為女兒生孩子順利
[00:02:42.520 --> 00:02:43.740]  固之然那些是恩典
[00:02:43.740 --> 00:02:46.500]  並不是最重要最大的恩典
[00:02:46.500 --> 00:02:48.180]  最重要最大的恩典
[00:02:48.180 --> 00:02:49.280]  你信了主的
[00:02:49.280 --> 00:02:50.420]  你已經拿了
[00:02:51.140 --> 00:02:52.600]  就是神救了你
[00:02:52.600 --> 00:02:57.980]  從你以前舊有的罪惡的生命
[00:02:57.980 --> 00:03:00.540]  在那裡救了你出來
[00:03:00.540 --> 00:03:02.880]  今天你成為神的兒女
[00:03:02.880 --> 00:03:06.780]  你在裡面有神的生命
[00:03:06.780 --> 00:03:08.460]  這是最大的恩典
[00:03:08.460 --> 00:03:12.040]  已經在你裡面有了
[00:03:12.040 --> 00:03:14.040]  接著我們要思考
[00:03:14.040 --> 00:03:14.980]  有些人會思考
[00:03:14.980 --> 00:03:16.180]  或者我會問
[00:03:16.180 --> 00:03:19.000]  你覺得神救你
[00:03:19.000 --> 00:03:21.340]  是不是英奮要救你呢?
[00:03:21.340 --> 00:03:26.300]  是不是英奮要救你呢?
[00:03:26.300 --> 00:03:27.180]  你不救我不行的
[00:03:27.180 --> 00:03:28.240]  你一定要救我
[00:03:28.240 --> 00:03:30.300]  是不是神救了你
[00:03:30.300 --> 00:03:31.680]  便宜了他
[00:03:31.680 --> 00:03:33.920]  救了你這麼高質素的人
[00:03:33.920 --> 00:03:35.720]  這麼有素質的人
[00:03:35.720 --> 00:03:37.320]  神你有賺
[00:03:37.320 --> 00:03:38.120]  是不是這樣呢?
[00:03:38.120 --> 00:03:41.400]  如果你誠實面對我們自己的時候
[00:03:41.400 --> 00:03:42.040]  你會發覺
