
[00:00:00.000 --> 00:00:08.000]  宣祷之前我們也要一起禱告
[00:00:08.000 --> 00:00:10.000]  我們的恩主
[00:00:10.000 --> 00:00:14.000]  我們感謝祢將聖經賜給我們
[00:00:14.000 --> 00:00:17.000]  讓我們打開的時候
[00:00:17.000 --> 00:00:19.000]  更加認識明白
[00:00:19.000 --> 00:00:22.000]  祢在我們身上的旨意
[00:00:22.000 --> 00:00:24.000]  祢的引導
[00:00:24.000 --> 00:00:25.000]  我們求祢今天
[00:00:25.000 --> 00:00:27.000]  讓講的和聽的
[00:00:27.000 --> 00:00:31.000]  同樣在祢的說話當中得到幫助
[00:00:31.000 --> 00:00:33.000]  祈禱奉耶穌基督的名
[00:00:33.000 --> 00:00:35.000]  誠心所願
[00:00:35.000 --> 00:00:39.000]  剛才剛才說讀了一段
[00:00:39.000 --> 00:00:42.000]  是舊約《創世紀》的聖經
[00:00:42.000 --> 00:00:45.000]  這段聖經裡面所說的事情
[00:00:45.000 --> 00:00:50.000]  相信返教會內的約莫也聽過
[00:00:50.000 --> 00:00:54.000]  《創世紀》的主旨或者目的
[00:00:54.000 --> 00:00:57.000]  不單止宣告宇宙的起源
[00:00:57.000 --> 00:00:59.000]  人類的開始
[00:00:59.000 --> 00:01:01.000]  更加重要的是
[00:01:01.000 --> 00:01:03.000]  它是講上帝的救贖
[00:01:03.000 --> 00:01:06.000]  《創世紀》創造的記載
[00:01:06.000 --> 00:01:09.000]  只有一章和二章的一至七節
[00:01:09.000 --> 00:01:12.000]  之後就是伊甸園的故事
[00:01:12.000 --> 00:01:15.000]  就是二章的八至二十五節
[00:01:15.000 --> 00:01:19.000]  而三章就說到人類的犯罪
[00:01:19.000 --> 00:01:21.000]  被逐出伊甸園
[00:01:21.000 --> 00:01:23.000]  第四章開始
[00:01:23.000 --> 00:01:28.000]  就正如我們讀的那個事情
[00:01:28.000 --> 00:01:36.000]  就是人類在衝突和犯罪那裡
[00:01:36.000 --> 00:01:44.000]  而上帝介入去施行勸戒和拯救
[00:01:44.000 --> 00:01:48.000]  這個這樣的情況
[00:01:48.000 --> 00:01:50.000]  在整本的聖經裡面
[00:01:50.000 --> 00:01:54.000]  是重複又重複重複又重複
[00:01:54.000 --> 00:01:56.000]  人類犯罪跌倒
[00:01:56.000 --> 00:02:01.000]  上帝介入施行拯救和引渡
[00:02:01.000 --> 00:02:03.000]  《創世紀》一直讀下去
[00:02:03.000 --> 00:02:06.000]  其實都是重複這個主題
[00:02:06.000 --> 00:02:09.000]  這一段的聖經可以說是
[00:02:09.000 --> 00:02:15.000]  這些園以外的故事的第一個序曲
[00:02:15.000 --> 00:02:21.000]  就是該隱和阿伯的衝突
[00:02:21.000 --> 00:02:25.000]  這段的聖經是說到有兩個人去獻祭
[00:02:25.000 --> 00:02:28.000]  一個是該隱一個是阿伯
[00:02:28.000 --> 00:02:32.000]  該隱獻上他所有的最好的
[00:02:32.000 --> 00:02:36.000]  阿伯又獻上他所有的最好的
[00:02:36.000 --> 00:02:38.000]  而結果呢
[00:02:38.000 --> 00:02:41.000]  阿伯的是蒙越納
[00:02:41.000 --> 00:02:45.000]  該隱獻的是不蒙越納
[00:02:45.000 --> 00:02:48.000]  該隱就很不忿氣
[00:02:48.000 --> 00:02:50.000]  很生氣
[00:02:50.000 --> 00:02:52.000]  氣得要殺人的樣子
[00:02:52.000 --> 00:02:56.000]  事實上後來他真的殺了人
[00:02:56.000 --> 00:03:00.000]  在這個時候上帝就開聲
[00:03:00.000 --> 00:03:03.000]  整個聖經裡面沒有記載上帝說話
[00:03:03.000 --> 00:03:07.000]  是這一段說話
[00:03:07.000 --> 00:03:10.000]  就是說你為什麼生氣呢?
[00:03:10.000 --> 00:03:12.000]  為什麼沉下念來呢?
[00:03:12.000 --> 00:03:16.000]  你若做得對,豈不仰起頭來嗎?
[00:03:16.000 --> 00:03:19.000]  你若做得不對,罪就伏在門前
[00:03:19.000 --> 00:03:25.000]  他想要控制你,你卻要制伏他
[00:03:25.000 --> 00:03:30.000]  這個是人離開了這些園之後
[00:03:30.000 --> 00:03:32.000]  聖經的文本裡面
[00:03:32.000 --> 00:03:38.000]  第一句用上帝第一身所說的話
[00:03:38.000 --> 00:03:43.000]  留意一下
[00:03:43.000 --> 00:03:47.000]  都很重要的
[00:03:47.000 --> 00:03:53.000]  上帝為什麼會不越納該隱的獻祭呢?
[00:03:53.000 --> 00:03:56.000]  肯定是有些原因的
[00:03:56.000 --> 00:03:58.000]  通常有幾個原因
[00:03:58.000 --> 00:04:00.000]  第一個原因
[00:04:00.000 --> 00:04:03.000]  他做得不好
[00:04:03.000 --> 00:04:05.000]  他一定是做得不好
[00:04:05.000 --> 00:04:09.000]  或者不夠好
[00:04:09.000 --> 00:04:13.000]  這是很正常的推理
[00:04:13.000 --> 00:04:16.000]  不是沒有理由不要他的
[00:04:16.000 --> 00:04:19.000]  我們小時候說
[00:04:19.000 --> 00:04:22.000]  因為他獻的祭沒有血
[00:04:22.000 --> 00:04:26.000]  因為阿伯是牧羊的
[00:04:26.000 --> 00:04:28.000]  他的祭身是有血的
[00:04:28.000 --> 00:04:32.000]  血在獻祭的禮儀上都很重視
[00:04:32.000 --> 00:04:35.000]  特別在出一級祭之後
[00:04:35.000 --> 00:04:37.000]  講獻祭的祭禮裡面
[00:04:37.000 --> 00:04:40.000]  血是經常被強調的
[00:04:40.000 --> 00:04:41.000]  但是要知道
[00:04:41.000 --> 00:04:43.000]  出一級祭是很久之後的事
[00:04:43.000 --> 00:04:45.000]  我們研究聖經的人
[00:04:45.000 --> 00:04:48.000]  不要將以後的事拉回前面
[00:04:48.000 --> 00:04:52.000]  這是其中一種的解說
[00:04:52.000 --> 00:04:53.000]  甚至有人說
[00:04:53.000 --> 00:04:56.000]  一定是該隱這個人有問題
[00:04:56.000 --> 00:04:57.000]  上帝不喜歡他
[00:04:57.000 --> 00:04:59.000]  所以他做什麼都沒有用
[00:04:59.000 --> 00:05:02.000]  所以上帝就不接納他
[00:05:02.000 --> 00:05:05.000]  可能有些人都聽過這幾個解釋
[00:05:05.000 --> 00:05:06.000]  我不是很想比較
[00:05:06.000 --> 00:05:10.000]  這些解釋全部都是錯的
[00:05:10.000 --> 00:05:13.000]  我不想用這樣的說話來講
[00:05:13.000 --> 00:05:15.000]  但是是不是這些解釋
[00:05:15.000 --> 00:05:20.000]  就是涵蓋了聖經的解釋呢?
[00:05:20.000 --> 00:05:22.000]  首先
[00:05:22.000 --> 00:05:23.000]  其實聖經沒有解釋到
[00:05:23.000 --> 00:05:26.000]  為什麼上帝不接納
[00:05:26.000 --> 00:05:30.000]  該隱的獻祭
[00:05:30.000 --> 00:05:31.000]  也沒有講到
[00:05:31.000 --> 00:05:34.000]  為什麼他接納阿伯的獻祭
[00:05:34.000 --> 00:05:36.000]  沒有的
[00:05:36.000 --> 00:05:41.000]  只不過我們從後面推斷上去
[00:05:41.000 --> 00:05:44.000]  因為後面上帝對該隱說
[00:05:44.000 --> 00:05:46.000]  你為什麼這麼生氣呢?
[00:05:46.000 --> 00:05:48.000]  為什麼沉下念來呢?
[00:05:48.000 --> 00:05:50.000]  如果你做得好
[00:05:50.000 --> 00:05:53.000]  豈不仰起念來嗎?
[00:05:53.000 --> 00:05:55.000]  就是說他做得不好
[00:05:55.000 --> 00:06:00.000]  我們用這樣的邏輯推論
[00:06:00.000 --> 00:06:06.000]  可能將問題簡化了也說不定
[00:06:06.000 --> 00:06:08.000]  我小時候
[00:06:08.000 --> 00:06:10.000]  七兄弟姐妹
[00:06:10.000 --> 00:06:14.000]  我們五十後
[00:06:14.000 --> 00:06:17.000]  五零年代出生的那些
[00:06:17.000 --> 00:06:20.000]  我是五三的
[00:06:20.000 --> 00:06:22.000]  全村都是小孩子
[00:06:22.000 --> 00:06:24.000]  我們在新界大
[00:06:24.000 --> 00:06:26.000]  全村都是小孩子
[00:06:26.000 --> 00:06:28.000]  有大個我們有小個我們
[00:06:28.000 --> 00:06:30.000]  幾歲的時候就出來玩
[00:06:30.000 --> 00:06:32.000]  打波子什麼都玩
[00:06:32.000 --> 00:06:35.000]  時常都有衝突
[00:06:35.000 --> 00:06:36.000]  時常都吵架
[00:06:36.000 --> 00:06:38.000]  父母就出去做小買賣
[00:06:38.000 --> 00:06:40.000]  沒得看的
[00:06:40.000 --> 00:06:43.000]  有衝突回來的時候
[00:06:43.000 --> 00:06:46.000]  我媽咪就不用審的
[00:06:46.000 --> 00:06:49.000]  你被人打一定是你壞
[00:06:49.000 --> 00:06:51.000]  很簡單的邏輯
[00:06:51.000 --> 00:06:53.000]  有時真是我壞
[00:06:53.000 --> 00:06:55.000]  有時不是我壞
[00:06:55.000 --> 00:06:58.000]  有一次很深刻的印象
[00:06:58.000 --> 00:07:00.000]  有個人是名剋我的
[00:07:00.000 --> 00:07:03.000]  兩兄弟
[00:07:03.000 --> 00:07:06.000]  他叫大佬出來
[00:07:06.000 --> 00:07:08.000]  兩個打我一個
[00:07:08.000 --> 00:07:11.000]  還拿棍子出來
[00:07:11.000 --> 00:07:13.000]  兜頭打下來
[00:07:13.000 --> 00:07:14.000]  打穿了
[00:07:14.000 --> 00:07:15.000]  我一摸就摸到有血
[00:07:15.000 --> 00:07:17.000]  他見到有血就害怕
[00:07:17.000 --> 00:07:20.000]  那時候我是十歲左右
[00:07:20.000 --> 00:07:22.000]  他們十幾歲
[00:07:22.000 --> 00:07:24.000]  就把棍子扔了
[00:07:24.000 --> 00:07:26.000]  馬上跑到我家
[00:07:26.000 --> 00:07:29.000]  告訴我媽媽
[00:07:29.000 --> 00:07:32.000]  阿傑財被人打穿頭
[00:07:32.000 --> 00:07:33.000]  我媽媽看見他被打穿頭
[00:07:33.000 --> 00:07:35.000]  就叫他走回來
[00:07:35.000 --> 00:07:37.000]  走回來第一件事不是安慰我
[00:07:37.000 --> 00:07:40.000]  你這個臭小子跟人打架
[00:07:40.000 --> 00:07:42.000]  一定是你壞
[00:07:42.000 --> 00:07:44.000]  我真的很冤枉
[00:07:44.000 --> 00:07:45.000]  我明明是被人打
[00:07:45.000 --> 00:07:47.000]  我沒有壞
[00:07:47.000 --> 00:07:49.000]  我現在被人打穿頭
[00:07:49.000 --> 00:07:50.000]  還要被媽媽打
[00:07:50.000 --> 00:07:51.000]  又被媽媽罵
[00:07:51.000 --> 00:07:53.000]  你說慘不慘?
[00:07:53.000 --> 00:07:56.000]  有沒有試過?
[00:07:56.000 --> 00:08:00.000]  有沒有試過你沒有做錯?
[00:08:00.000 --> 00:08:02.000]  你是沒有做錯的
[00:08:02.000 --> 00:08:05.000]  但是呢
[00:08:05.000 --> 00:08:08.000]  得到這樣的結果
[00:08:08.000 --> 00:08:10.000]  我們時常都覺得
[00:08:10.000 --> 00:08:11.000]  如果你勤力
[00:08:11.000 --> 00:08:13.000]  你一定會有收穫的
[00:08:13.000 --> 00:08:14.000]  你是好人
[00:08:14.000 --> 00:08:15.000]  沒有人欺負你的
[00:08:15.000 --> 00:08:17.000]  如果你是老實
[00:08:17.000 --> 00:08:22.000]  一定是會事事都互通的
[00:08:22.000 --> 00:08:25.000]  我們會有這樣的邏輯
[00:08:25.000 --> 00:08:27.000]  似乎也對的
[00:08:27.000 --> 00:08:29.000]  一定要老實
[00:08:29.000 --> 00:08:33.000]  但又不是全部對
[00:08:33.000 --> 00:08:36.000]  好心不一定有好報
[00:08:36.000 --> 00:08:40.000]  勤力不一定會成功
[00:08:40.000 --> 00:08:42.000]  同意嗎?
[00:08:42.000 --> 00:08:45.000]  那個楚倫爾的物理學家霍金
[00:08:45.000 --> 00:08:47.000]  有一句說話我很喜歡
[00:08:47.000 --> 00:08:50.000]  他說人需要有足夠的成熟
[00:08:50.000 --> 00:08:56.000]  才能夠明白世界並不是公平的
[00:08:56.000 --> 00:08:58.000]  記住這句說話
[00:08:58.000 --> 00:09:01.000]  人要有足夠的成熟
[00:09:01.000 --> 00:09:05.000]  才能夠明白世界並不是公平的
[00:09:05.000 --> 00:09:08.000]  不是有因就一定有果
[00:09:08.000 --> 00:09:11.000]  不是勤力就一定會有收穫
[00:09:11.000 --> 00:09:14.000]  不是好人就一定會有好報
[00:09:14.000 --> 00:09:17.000]  這是我們的世界
[00:09:17.000 --> 00:09:21.000]  你喜不喜歡都是這樣
[00:09:21.000 --> 00:09:23.000]  我將它稍稍修改為
[00:09:23.000 --> 00:09:27.000]  人必須有足夠的智慧和道德感
[00:09:27.000 --> 00:09:35.000]  才能夠堅持勤力盡責忠誠仁愛
[00:09:35.000 --> 00:09:40.000]  因為善未必有善報
[00:09:40.000 --> 00:09:44.000]  但我們仍然要堅持行善
[00:09:44.000 --> 00:09:46.000]  這就是我們的勇氣
[00:09:46.000 --> 00:09:48.000]  我們的道德
[00:09:48.000 --> 00:09:50.000]  如果善一定有善報
[00:09:50.000 --> 00:09:51.000]  每個人都行善
[00:09:51.000 --> 00:09:54.000]  有誰那麼愚蠢不會行善?
[00:09:54.000 --> 00:09:55.000]  如果惡一定有惡報
[00:09:55.000 --> 00:09:57.000]  每個人都不行惡
[00:09:57.000 --> 00:09:58.000]  你明知道那道懸崖
[00:09:58.000 --> 00:10:00.000]  你每個人都跳下去
[00:10:00.000 --> 00:10:01.000]  不會的
[00:10:01.000 --> 00:10:03.000]  就因為善不一定有善報
[00:10:03.000 --> 00:10:06.000]  惡不一定有惡報
[00:10:06.000 --> 00:10:08.000]  這才煩惱
[00:10:08.000 --> 00:10:11.000]  究竟行善還是行惡呢?
[00:10:11.000 --> 00:10:13.000]  我們需要有一種堅持
[00:10:13.000 --> 00:10:14.000]  有一種智慧
[00:10:14.000 --> 00:10:15.000]  有一種勇氣
[00:10:15.000 --> 00:10:17.000]  有一種道德感
[00:10:17.000 --> 00:10:20.000]  這是很重要的
[00:10:20.000 --> 00:10:25.000]  如何去解讀《創世紀》這一段的事情呢?
[00:10:25.000 --> 00:10:27.000]  兩個人去獻祭
[00:10:27.000 --> 00:10:30.000]  用獻祭這個場景來說
[00:10:30.000 --> 00:10:32.000]  兩個人去獻祭
[00:10:32.000 --> 00:10:34.000]  一個蒙越納
[00:10:34.000 --> 00:10:36.000]  一個不蒙越納
[00:10:36.000 --> 00:10:39.000]  或者我們用另外一種語言來說
[00:10:39.000 --> 00:10:41.000]  兩個人去努力
[00:10:41.000 --> 00:10:42.000]  一個成功
[00:10:42.000 --> 00:10:48.000]  一個不成功
[00:10:48.000 --> 00:10:49.000]  在古代來說
[00:10:49.000 --> 00:10:53.000]  獻祭這種宗教活動
[00:10:53.000 --> 00:10:58.000]  往往是一種比賽
[00:10:58.000 --> 00:11:00.000]  大家將最好的東西
[00:11:00.000 --> 00:11:06.000]  在一個祭祀的時候將它呈現出來
[00:11:06.000 --> 00:11:09.000]  而哪一個所呈現的
[00:11:09.000 --> 00:11:11.000]  得到月亮
[00:11:11.000 --> 00:11:14.000]  我們如何去解讀耶和華
[00:11:14.000 --> 00:11:17.000]  看中祂的供物
[00:11:17.000 --> 00:11:20.000]  如果獻祭通常會有祭司
[00:11:20.000 --> 00:11:24.000]  祂就是代表了上帝的那位人物
[00:11:24.000 --> 00:11:27.000]  當然這也是我們去解釋聖經的其中一個推斷
[00:11:27.000 --> 00:11:30.000]  會不會在當時的場景有另外的方式
[00:11:30.000 --> 00:11:32.000]  我們都不得而知
[00:11:32.000 --> 00:11:36.000]  誰知道這個獻祭成功了
[00:11:36.000 --> 00:11:38.000]  被肯定了
[00:11:38.000 --> 00:11:42.000]  我在長洲開過會
[00:11:42.000 --> 00:11:45.000]  大家都知道長洲有一個小島
[00:11:45.000 --> 00:11:47.000]  每年有漂色
[00:11:47.000 --> 00:11:49.000]  有這樣的巡行
[00:11:49.000 --> 00:11:51.000]  其實他們都是一個酬神活動
[00:11:51.000 --> 00:11:53.000]  他們都有比較的
[00:11:53.000 --> 00:11:54.000]  都有比賽的
[00:11:54.000 --> 00:11:57.000]  他們都會有勝負有先後的
[00:11:57.000 --> 00:11:59.000]  有選出來的
[00:11:59.000 --> 00:12:01.000]  很多時候都是這樣
[00:12:01.000 --> 00:12:03.000]  最後的結果
[00:12:03.000 --> 00:12:07.000]  就是一個得到被月立
[00:12:07.000 --> 00:12:08.000]  或者得到成功
[00:12:08.000 --> 00:12:11.000]  一個不被月立不成功
[00:12:11.000 --> 00:12:14.000]  簡單來說就是一個得一個不得
[00:12:14.000 --> 00:12:18.000]  一個贏了一個輸了
[00:12:18.000 --> 00:12:21.000]  這裡的重點不是說前面
[00:12:21.000 --> 00:12:26.000]  為什麼上帝不月立那個人的公物
[00:12:26.000 --> 00:12:32.000]  而月立阿伯的公物
[00:12:32.000 --> 00:12:38.000]  而是那個人是不接受自己的失敗
[00:12:38.000 --> 00:12:43.000]  他不能夠接受這個結果
[00:12:43.000 --> 00:12:47.000]  或者他不能夠接受上帝這個決定這個安排
[00:12:47.000 --> 00:12:49.000]  他接受不了
[00:12:49.000 --> 00:12:55.000]  他生氣得很厲害
[00:12:55.000 --> 00:12:57.000]  我相信這次事件對他來說
[00:12:57.000 --> 00:13:02.000]  是一件很重要的事件
[00:13:02.000 --> 00:13:04.000]  如果折磨一點來說
[00:13:04.000 --> 00:13:11.000]  就是他沒辦法接受這個生命的局限
[00:13:11.000 --> 00:13:14.000]  事實上有時無論我們多努力
[00:13:14.000 --> 00:13:16.000]  多好
[00:13:16.000 --> 00:13:21.000]  成功的位置只因為只有一個
[00:13:21.000 --> 00:13:24.000]  你是沒機會坐上去的
[00:13:24.000 --> 00:13:27.000]  這個是現實
[00:13:27.000 --> 00:13:30.000]  冠軍只有一位
[00:13:30.000 --> 00:13:32.000]  成功只有一個
[00:13:32.000 --> 00:13:36.000]  爭取的人就是這樣
[00:13:36.000 --> 00:13:40.000]  我們這麼出名的珍江幼稚園
[00:13:40.000 --> 00:13:43.000]  每年修身的名額就是這麼多
