
[00:00:00.000 --> 00:00:01.320]  弟兄姊妹你們好
[00:00:01.320 --> 00:00:05.120]  很多人都說聖誕節是一個普天同慶的日子
[00:00:05.120 --> 00:00:06.560]  那時候很可惜
[00:00:06.560 --> 00:00:08.760]  很多人只是享受假期
[00:00:08.760 --> 00:00:10.460]  寫文章就很開心的
[00:00:10.460 --> 00:00:12.700]  當然看看有沒有聖誕禮物
[00:00:12.700 --> 00:00:15.580]  我記得我小時候爸爸明明不信耶穌的
[00:00:15.580 --> 00:00:17.720]  那時候大家都會有聖誕禮物送給我們的
[00:00:17.720 --> 00:00:19.500]  所以我很喜歡聖誕節的
[00:00:19.500 --> 00:00:20.860]  但是因為這樣的緣故
[00:00:20.860 --> 00:00:24.100]  我們就輕忽了聖誕節的真正意義
[00:00:24.100 --> 00:00:25.240]  但是我們作為基督徒
[00:00:25.240 --> 00:00:27.480]  我們當然明白聖誕節的意義
[00:00:27.480 --> 00:00:30.200]  但是我們又很少從一個角度去看
[00:00:30.200 --> 00:00:33.680]  就是我們怎樣去回應這個聖誕節
[00:00:33.680 --> 00:00:36.220]  所以我今天會跟大家一起來分享
[00:00:36.220 --> 00:00:39.460]  這個題目就叫做「聖誕節」
[00:00:39.460 --> 00:00:40.620]  那你記不記得
[00:00:40.620 --> 00:00:42.020]  你們應該和我不一樣
[00:00:42.020 --> 00:00:44.740]  我小時候我住上環的
[00:00:44.740 --> 00:00:45.820]  就會去新田地
[00:00:45.820 --> 00:00:47.440]  就是現在港澳碼頭那裡
[00:00:47.440 --> 00:00:49.500]  叫做平民夜總會
[00:00:49.500 --> 00:00:51.400]  我就會看看那些人
[00:00:51.400 --> 00:00:55.320]  怎樣來帶去看相、拆字
[00:00:55.320 --> 00:00:58.440]  挺有趣的,挺有中國文學的色彩的
[00:00:58.440 --> 00:00:59.740]  他抽到一個字
[00:00:59.740 --> 00:01:03.260]  他逐筆逐筆地拆開來解釋
[00:01:03.260 --> 00:01:05.420]  我今天有一點點的特別
[00:01:05.420 --> 00:01:08.380]  就是分開「聖」、「誕」、「節」
[00:01:08.380 --> 00:01:10.400]  這三個字和大家來分享
[00:01:10.400 --> 00:01:12.120]  第一「聖」是什麼呢?
[00:01:12.120 --> 00:01:14.200]  就是與眾不同
[00:01:14.200 --> 00:01:16.420]  其實「聖」是指聖潔
[00:01:16.420 --> 00:01:20.700]  為什麼耶穌降生那一天就被稱為「聖誕節」呢?
[00:01:20.700 --> 00:01:24.160]  而我們出生就不是叫做「聖誕節」
[00:01:24.160 --> 00:01:26.740]  最多叫做「生日」呢?
[00:01:26.740 --> 00:01:30.680]  因為主耶穌的降生和我們是與別不同的
[00:01:30.680 --> 00:01:34.140]  那時候耶穌基督是神成為人
[00:01:34.140 --> 00:01:35.780]  道成肉身
[00:01:35.780 --> 00:01:37.860]  在人類的歷史裡面出現
[00:01:37.860 --> 00:01:40.740]  這個就較為容易我們接受
[00:01:40.740 --> 00:01:43.500]  因為中國有很多神話故事的
[00:01:43.500 --> 00:01:45.360]  哎呀,七夕的
[00:01:45.360 --> 00:01:49.820]  就是仙女動繁心落到人間
[00:01:49.820 --> 00:01:54.980]  那時候我們知道原來我們的神都能夠成為肉身
[00:01:54.980 --> 00:01:56.300]  在人的裡面
[00:01:56.300 --> 00:02:00.000]  但是祂出生是完全與我們不同的
