
[00:00:00.000 --> 00:00:01.500]  各位代言人姐妹們,平安!
[00:00:01.500 --> 00:00:07.000]  你有沒有試過,當你要向前走的時候,有人阻礙你的路?
[00:00:07.000 --> 00:00:11.000]  或者是阻礙你想做,你要做的事?
[00:00:11.000 --> 00:00:16.000]  有一天,有人送貨去尖沙咀一座大廈那裡
[00:00:16.000 --> 00:00:20.500]  送貨的人就把貨搬了下來,然後就放在大廈入口那裡
[00:00:20.500 --> 00:00:25.000]  保安就跟他說:喂!你這樣阻礙別人,你的路是不行的!
[00:00:25.000 --> 00:00:29.000]  接著那個送貨的人就說:這麼多箱貨,難道我一次過搬嗎?
[00:00:29.500 --> 00:00:31.000]  你不要阻礙我做事吧!
[00:00:31.000 --> 00:00:34.000]  總之我不可以讓你放東西在這裡,阻礙別人的路
[00:00:34.000 --> 00:00:38.000]  我要做事的嘛!你阻礙我做事怎麼行?
[00:00:38.000 --> 00:00:43.000]  然後就變成了沒有打片
[00:00:43.000 --> 00:00:48.000]  最後就要動員到警察來處理這個情況
[00:00:48.000 --> 00:00:53.000]  今天福音經課好像有一件阻礙人前進的事情
[00:00:53.000 --> 00:00:55.000]  不知道大家有沒有留意到?
[00:00:55.000 --> 00:00:57.000]  《盧家福音》十三章三十一節
[00:00:58.000 --> 00:01:00.000]  我們打開福音經課看看
[00:01:00.000 --> 00:01:06.000]  三十一節這裡說:正當那時,有幾個法利菜人來對耶穌說:
[00:01:06.000 --> 00:01:10.000]  離開這裏去吧!因為希律想要殺你!
[00:01:10.000 --> 00:01:14.000]  正當那時是什麼時候呢?
[00:01:14.000 --> 00:01:17.000]  離開這裏即是在哪裏呢?
[00:01:17.000 --> 00:01:19.000]  上文是有資料提供的
[00:01:19.000 --> 00:01:26.000]  在十三章二十二節那裡說:耶穌往耶路撒冷去
[00:01:27.000 --> 00:01:31.000]  《盧家福音》一直都在說耶穌的進程是往耶路撒冷去
[00:01:31.000 --> 00:01:34.000]  原來當耶穌要去耶路撒冷的時候
[00:01:34.000 --> 00:01:40.000]  在某一段路上就有消息人士來勸退他
[00:01:40.000 --> 00:01:46.000]  告訴他:我們收到消息,希律想要殺你
[00:01:46.000 --> 00:01:51.000]  你還是回鄉吧!耶路撒冷很危險!
[00:01:54.000 --> 00:01:57.000]  對於被勸退的人來說,其實可能是善意吧?
[00:01:57.000 --> 00:02:00.000]  都是幫你而已
[00:02:00.000 --> 00:02:03.000]  但是對於被勸退的人來說
[00:02:03.000 --> 00:02:09.000]  可能會感覺到有人威嚇他,要逼他去放棄自己想做的事情
[00:02:09.000 --> 00:02:16.000]  遇到這些阻礙的時候,那些人通常有什麼反應呢?
[00:02:16.000 --> 00:02:22.000]  其實每個人都很想按自己的方式去做到自己想做的事情
[00:02:23.000 --> 00:02:27.000]  如果可以凡事順利的話,那就最爽了
[00:02:27.000 --> 00:02:32.000]  如果感覺到被人阻礙
[00:02:32.000 --> 00:02:39.000]  就很容易會覺得很挫敗、很憤怒
[00:02:39.000 --> 00:02:43.000]  做不到自己想做的事情,這種挫敗和憤怒
[00:02:43.000 --> 00:02:46.000]  其實是小朋友都有的
[00:02:46.000 --> 00:02:49.000]  你有沒有留意小朋友都會發脾氣?
[00:02:51.000 --> 00:02:53.000]  有一個兩三歲的小朋友
[00:02:53.000 --> 00:02:55.000]  就在那裡大吵大鬧
[00:02:55.000 --> 00:02:57.000]  然後一拿起一件玩具
[00:02:57.000 --> 00:02:59.000]  就扔向他的祖母
[00:02:59.000 --> 00:03:02.000]  然後他的祖母就馬上走過來
[00:03:02.000 --> 00:03:06.000]  寶寶!你怎麼了?
[00:03:06.000 --> 00:03:09.000]  寶寶就說:
[00:03:09.000 --> 00:03:11.000]  祖母不讓我吃糖!
[00:03:11.000 --> 00:03:15.000]  祖母不讓你吃糖?
[00:03:15.000 --> 00:03:17.000]  那你就這麼生氣?
[00:03:17.000 --> 00:03:19.000]  對呀!祖母不讓我吃糖!
[00:03:22.000 --> 00:03:24.000]  然後發生了什麼事呢?
[00:03:24.000 --> 00:03:26.000]  劇情會怎樣發展下去呢?
[00:03:26.000 --> 00:03:28.000]  那就看看不同的家庭
[00:03:28.000 --> 00:03:30.000]  不同的家庭又有不同的情況
[00:03:30.000 --> 00:03:33.000]  究竟會變成一場武打片
[00:03:33.000 --> 00:03:35.000]  變成一場喜劇
[00:03:35.000 --> 00:03:37.000]  還是變成恐怖片
[00:03:37.000 --> 00:03:39.000]  還是變成教育電視
[00:03:39.000 --> 00:03:41.000]  那就看看不同的家庭
[00:03:41.000 --> 00:03:43.000]  他們的狀況是怎樣
[00:03:43.000 --> 00:03:45.000]  但是無論如何
[00:03:45.000 --> 00:03:47.000]  這位小朋友的脾氣
[00:03:47.000 --> 00:03:49.000]  其實是反映著我們自小
[00:03:50.000 --> 00:03:51.000]  很討厭別人在那裡礙手礙腳
[00:03:51.000 --> 00:03:53.000]  我們自小就很討厭別人
[00:03:53.000 --> 00:03:55.000]  在那裡妨礙我們
[00:03:55.000 --> 00:03:57.000]  做到我們自己想做的事情
[00:03:57.000 --> 00:04:00.000]  隨著我們的年紀越來越大
[00:04:00.000 --> 00:04:04.000]  其實我們做不到自己想做的事情
[00:04:04.000 --> 00:04:08.000]  這種的挫敗和憤怒
[00:04:08.000 --> 00:04:11.000]  可能是越來越多
[00:04:11.000 --> 00:04:15.000]  因為我們會發覺自己的能力有限
[00:04:15.000 --> 00:04:17.000]  還有我們會發覺
[00:04:17.000 --> 00:04:19.000]  其他人和社會
[00:04:20.000 --> 00:04:21.000]  都阻礙著我們
[00:04:21.000 --> 00:04:25.000]  想做就去做是很爽的
[00:04:25.000 --> 00:04:28.000]  但是想做的事情做不到
[00:04:28.000 --> 00:04:30.000]  是很煩躁的
[00:04:30.000 --> 00:04:33.000]  今天我們有中大合唱團在這裡
[00:04:33.000 --> 00:04:35.000]  所以我特地選一首歌
[00:04:35.000 --> 00:04:37.000]  來表達這種心情
[00:04:37.000 --> 00:04:39.000]  我是不會唱的
[00:04:39.000 --> 00:04:41.000]  因為我一唱就會糟蹋了這首歌
[00:04:41.000 --> 00:04:44.000]  只是讀幾句歌詞給大家聽
[00:04:44.000 --> 00:04:48.000]  從前有一位歌星叫做譚詠麟
[00:04:49.000 --> 00:04:51.000]  那時候你們應該還沒出生
[00:04:51.000 --> 00:04:54.000]  他有一首歌叫做《傲骨》
[00:04:54.000 --> 00:04:56.000]  裡面有幾句歌詞
[00:04:56.000 --> 00:04:59.000]  似乎是唱出這種鬱結和憤怒
[00:04:59.000 --> 00:05:02.000]  他說:誰知我內心多苦悶
[00:05:02.000 --> 00:05:04.000]  一切沒法如願
[00:05:04.000 --> 00:05:07.000]  誰知我內心多苦悶
[00:05:07.000 --> 00:05:09.000]  因我甚覺疲倦
[00:05:09.000 --> 00:05:11.000]  但到底這鬥爭沒有緣
[00:05:11.000 --> 00:05:13.000]  想逼我改變
[00:05:13.000 --> 00:05:17.000]  有誰會知我心內有極強信念
[00:05:18.000 --> 00:05:20.000]  從開始至今多考驗
[00:05:20.000 --> 00:05:22.000]  使我步法常亂
[00:05:22.000 --> 00:05:24.000]  從開始至今多考驗
[00:05:24.000 --> 00:05:26.000]  手裡利劍常斷
[00:05:26.000 --> 00:05:29.000]  話到底我了解好清楚
[00:05:29.000 --> 00:05:31.000]  不肯趁風轉
[00:05:31.000 --> 00:05:33.000]  有時我想去屈服
[00:05:33.000 --> 00:05:35.000]  想起也心酸
[00:05:35.000 --> 00:05:38.000]  遇到阻礙
[00:05:38.000 --> 00:05:40.000]  究竟是迎難而上
[00:05:40.000 --> 00:05:43.000]  還是回頭是岸呢
[00:05:43.000 --> 00:05:45.000]  這是千古的難題
[00:05:45.000 --> 00:05:47.000]  就算我們用信仰的角度
[00:05:48.000 --> 00:05:51.000]  可能得到的回應都很不同
[00:05:51.000 --> 00:05:54.000]  牧師
[00:05:54.000 --> 00:05:56.000]  我喜歡的那個女生
[00:05:56.000 --> 00:05:58.000]  對我已讀不回
[00:05:58.000 --> 00:06:00.000]  我究竟
[00:06:00.000 --> 00:06:03.000]  如何理解上帝的心意呢
[00:06:03.000 --> 00:06:05.000]  牧師A可能會說
[00:06:05.000 --> 00:06:07.000]  事情既然這麼不順利
[00:06:07.000 --> 00:06:09.000]  可能是上帝提示你
[00:06:09.000 --> 00:06:11.000]  不要再糾纏下去了
[00:06:11.000 --> 00:06:13.000]  牧師B可能會告訴你
[00:06:13.000 --> 00:06:15.000]  事情不順利
[00:06:16.000 --> 00:06:18.000]  那就是上帝在考驗你
[00:06:18.000 --> 00:06:22.000]  你不是這樣就放棄吧
[00:06:22.000 --> 00:06:26.000]  回到福音經課
[00:06:26.000 --> 00:06:28.000]  法利塞人警告耶穌
[00:06:28.000 --> 00:06:30.000]  離開這裡吧
[00:06:30.000 --> 00:06:32.000]  因為希律想要殺你
[00:06:32.000 --> 00:06:34.000]  耶穌怎樣回應呢
[00:06:34.000 --> 00:06:36.000]  我們繼續看回福音經課
[00:06:36.000 --> 00:06:38.000]  第十三章三十二節
[00:06:38.000 --> 00:06:41.000]  耶穌說
[00:06:41.000 --> 00:06:44.000]  你們去告訴哪個狐狸說
[00:06:45.000 --> 00:06:46.000]  明天我趕鬼治病
[00:06:46.000 --> 00:06:49.000]  第三天我的事就成全了
[00:06:49.000 --> 00:06:53.000]  耶穌的回答是否很爽
[00:06:53.000 --> 00:06:58.000]  爽快直接不向強權屈服
[00:06:58.000 --> 00:07:00.000]  堅持走自己的路
