
[00:00:00.000 --> 00:00:03.000]  各位弟兄姐妹 各位朋友 你們好
[00:00:03.000 --> 00:00:06.000]  感謝主我們在這裡可以一同的去
[00:00:06.000 --> 00:00:12.000]  敬拜我們的善意真神 我們一起來禱告
[00:00:12.000 --> 00:00:18.000]  感謝主讓我們真的可以再次來到祢的教會當中
[00:00:18.000 --> 00:00:21.000]  因為我們知道 祢就是愛
[00:00:21.000 --> 00:00:26.000]  因為耶穌基督的實價求恩 拯救了我們
[00:00:26.000 --> 00:00:29.000]  同樣 祢的話語大有能力
[00:00:29.000 --> 00:00:32.000]  求祢的聖靈指教我們
[00:00:32.000 --> 00:00:34.000]  明白祢的話語
[00:00:34.000 --> 00:00:38.000]  而且能在生命當中醒出來
[00:00:38.000 --> 00:00:41.000]  顯出祢的愛和榮耀
[00:00:41.000 --> 00:00:44.000]  禱告是奉絕書基督的名所求
[00:00:44.000 --> 00:00:46.000]  Amen
[00:00:46.000 --> 00:00:52.000]  我服侍的教會就是在打籃球比賽
[00:00:52.000 --> 00:00:56.000]  那我們團體也參加這樣一個比賽
[00:00:56.000 --> 00:01:00.000]  我是他們的領隊兼其中一個球員
[00:01:00.000 --> 00:01:02.000]  在當中呢
[00:01:02.000 --> 00:01:05.000]  我給他們至少帶來兩方面的影響
[00:01:05.000 --> 00:01:09.000]  一方面就是 拉低了他們平均的身高
[00:01:09.000 --> 00:01:11.000]  另外一方面呢
[00:01:11.000 --> 00:01:15.000]  也把他們的平均年齡提高了不少
[00:01:15.000 --> 00:01:17.000]  但是呢 通過這個比賽呢
[00:01:17.000 --> 00:01:22.000]  我對這些弟兄們 隊員們有更深的認識
[00:01:22.000 --> 00:01:28.000]  我觀察到他們平時訓練非常的投入
[00:01:28.000 --> 00:01:31.000]  比賽就更不用說了
[00:01:31.000 --> 00:01:37.000]  每個人都爭取權利的 爭取勝利
[00:01:37.000 --> 00:01:39.000]  但是細心觀察呢
[00:01:39.000 --> 00:01:43.000]  當中他們其實還有些差別的
[00:01:43.000 --> 00:01:46.000]  有些隊員呢 身高畢長
[00:01:46.000 --> 00:01:49.000]  他的籃球技術非常好
[00:01:49.000 --> 00:01:51.000]  得分也非常有把握
[00:01:51.000 --> 00:01:54.000]  只要球放在他手上
[00:01:54.000 --> 00:01:56.000]  他就只做一個動作
[00:01:56.000 --> 00:01:58.000]  就轉身射球
[00:01:58.000 --> 00:02:00.000]  從來不會傳球
[00:02:00.000 --> 00:02:02.000]  相反另外一些隊員呢
[00:02:02.000 --> 00:02:05.000]  他非常注重團隊的配合
[00:02:05.000 --> 00:02:08.000]  甘願做球隊的苦力
[00:02:08.000 --> 00:02:10.000]  搶籃板
[00:02:10.000 --> 00:02:12.000]  做單擋配合
[00:02:12.000 --> 00:02:14.000]  願意傳球給隊員
[00:02:14.000 --> 00:02:17.000]  合適的時候自己也會射球
[00:02:17.000 --> 00:02:18.000]  我問大家一個問題
[00:02:18.000 --> 00:02:20.000]  如果你是領隊的時候
[00:02:20.000 --> 00:02:25.000]  你會怎麼用這些球員呢
[00:02:25.000 --> 00:02:29.000]  同樣在籃球場上打球
[00:02:29.000 --> 00:02:34.000]  內在的動機可能卻不一樣
[00:02:34.000 --> 00:02:38.000]  有人更願意表現自己的能力
[00:02:38.000 --> 00:02:44.000]  有人更願意為團隊的整體的好處出發
[00:02:44.000 --> 00:02:45.000]  我們在教會侍奉
[00:02:45.000 --> 00:02:49.000]  會不會也有同樣類似的情況發生呢
[00:02:49.000 --> 00:02:51.000]  一起去侍奉
[00:02:51.000 --> 00:02:57.000]  但是可能內在的動機卻不是一樣
[00:02:57.000 --> 00:03:01.000]  是什麼在推動我們在侍奉
[00:03:01.000 --> 00:03:04.000]  聖經又是怎麼教導我們呢
[00:03:04.000 --> 00:03:10.000]  我們讀哥林多前書13章這段的經文
[00:03:10.000 --> 00:03:14.000]  就從當中找出答案
[00:03:14.000 --> 00:03:17.000]  哥林多教會是一個問題多多的教會
[00:03:17.000 --> 00:03:21.000]  特別是教會裡面出現了非常多的紛爭的問題
[00:03:21.000 --> 00:03:24.000]  保羅非常的痛心
[00:03:24.000 --> 00:03:28.000]  透過書信保羅逐一的教導他們
[00:03:28.000 --> 00:03:34.000]  其中12章到14章是一個整體
[00:03:34.000 --> 00:03:41.000]  重點就是教導他們怎樣使用恩賜服侍教會
[00:03:41.000 --> 00:03:49.000]  而13章主要是談到侍奉的動機或者侍奉的動力
[00:03:49.000 --> 00:03:51.000]  進入13章之前
[00:03:51.000 --> 00:03:55.000]  我們先看一下12章末所提到的一句經文
[00:03:55.000 --> 00:03:57.000]  可以按一下嗎
[00:03:57.000 --> 00:03:59.000]  不好意思這裡小了一點
[00:03:59.000 --> 00:04:04.000]  可能你們看得不太清楚
[00:04:04.000 --> 00:04:05.000]  荷爾本這裡有說
[00:04:05.000 --> 00:04:08.000]  你們要切切的求納更大的恩賜
[00:04:08.000 --> 00:04:13.000]  我現今把最妙的道指示你們
[00:04:13.000 --> 00:04:15.000]  那我們會問
[00:04:15.000 --> 00:04:18.000]  什麼是更大的恩賜
[00:04:18.000 --> 00:04:22.000]  這最妙的道又是什麼呢
[00:04:22.000 --> 00:04:24.000]  如果我們看其他的譯本
[00:04:24.000 --> 00:04:26.000]  比如說新譯本裡面就說到
[00:04:26.000 --> 00:04:29.000]  原來那些恩賜是複數的
[00:04:29.000 --> 00:04:33.000]  是那些更大的恩賜
[00:04:33.000 --> 00:04:40.000]  那我們在想這個恩賜跟愛的關係到底是怎麼樣呢
[00:04:40.000 --> 00:04:49.000]  是不是愛就是更大的恩賜呢
[00:04:49.000 --> 00:04:52.000]  剛才說到12章到14章是一個整體
[00:04:52.000 --> 00:04:55.000]  那13章是講到愛的真諦
[00:04:55.000 --> 00:05:00.000]  那我們再看一下14章其中有兩節的經文
[00:05:00.000 --> 00:05:03.000]  12章31節這樣我們剛才也讀過
[00:05:03.000 --> 00:05:05.000]  那13章是講到愛的真諦
[00:05:05.000 --> 00:05:09.000]  那14章裡面就講到一個
[00:05:09.000 --> 00:05:12.000]  先知講道跟講方言的一個比較
[00:05:12.000 --> 00:05:15.000]  其中第一節14章第一節那邊說到
[00:05:15.000 --> 00:05:17.000]  你們要追求愛
[00:05:17.000 --> 00:05:22.000]  也要熱切的渴慕屬靈恩賜
[00:05:22.000 --> 00:05:27.000]  特別是先知講道的恩賜
[00:05:27.000 --> 00:05:29.000]  14章12節裡面說到
[00:05:29.000 --> 00:05:30.000]  你們也是這樣
[00:05:30.000 --> 00:05:34.000]  你們既然熱切的渴慕屬靈的恩賜
[00:05:34.000 --> 00:05:43.000]  就應當追求多多得著照舊教誨的恩賜
[00:05:43.000 --> 00:05:46.000]  這樣我們非常清楚的知道
[00:05:46.000 --> 00:05:50.000]  原來愛跟恩賜是分不開的
[00:05:50.000 --> 00:05:52.000]  但是也是有差別的
[00:05:52.000 --> 00:05:54.000]  愛並不是恩賜
[00:05:54.000 --> 00:05:57.000]  因為我們看到14節1章那邊是說到
[00:05:57.000 --> 00:05:59.000]  追求愛也要追求恩賜
[00:05:59.000 --> 00:06:00.000]  所以它不屬於一個整體
[00:06:00.000 --> 00:06:03.000]  是分開兩個不同的部分
[00:06:03.000 --> 00:06:08.000]  但是到底愛跟恩賜有些什麼的關係呢
[00:06:08.000 --> 00:06:11.000]  那這就是保羅所說到
[00:06:11.000 --> 00:06:14.000]  最更好的道路
[00:06:14.000 --> 00:06:15.000]  或者最妙的道
[00:06:15.000 --> 00:06:19.000]  有另外一個翻譯的版本
[00:06:19.000 --> 00:06:21.000]  那更大的恩賜呢
[00:06:21.000 --> 00:06:22.000]  保羅在這裡說到就是
[00:06:22.000 --> 00:06:25.000]  那些能夠多多照舊教誨的恩賜
[00:06:25.000 --> 00:06:29.000]  其中一個很重要的是先知講道
[00:06:29.000 --> 00:06:33.000]  我們進入13章的經文裡邊
[00:06:33.000 --> 00:06:35.000]  1到3節的經文
[00:06:35.000 --> 00:06:39.000]  我們可以看到一個很漂亮的平衡的結構
[00:06:39.000 --> 00:06:43.000]  我們可以看一個下面的PVD
[00:06:43.000 --> 00:06:44.000]  每節的經文呢
[00:06:44.000 --> 00:06:47.000]  都可以分成三個不同的部分
[00:06:47.000 --> 00:06:50.000]  第一部分是一個假設的句
[00:06:50.000 --> 00:06:52.000]  我若什麼什麼樣
[00:06:52.000 --> 00:06:56.000]  第二個部分呢就是說到沒有愛
[00:06:56.000 --> 00:07:00.000]  第三部分就講到相應的一個結果
[00:07:00.000 --> 00:07:03.000]  那我們會發現第一部分裡邊
[00:07:03.000 --> 00:07:06.000]  再看一下一個slide
[00:07:06.000 --> 00:07:07.000]  可以分到
[00:07:07.000 --> 00:07:10.000]  第一部分裡邊可以講到兩個不同的範疇
[00:07:10.000 --> 00:07:11.000]  一個是恩賜
[00:07:11.000 --> 00:07:14.000]  另外一個是代價
[00:07:14.000 --> 00:07:17.000]  也許有人會把第三部分
[00:07:17.000 --> 00:07:20.000]  說捨棄財物完全捨棄
[00:07:20.000 --> 00:07:23.000]  看作一種恩賜
[00:07:23.000 --> 00:07:25.000]  但是我更願意把它看成
[00:07:25.000 --> 00:07:29.000]  願意付代價的態度
[00:07:29.000 --> 00:07:33.000]  第一節講到講方言的恩賜
[00:07:33.000 --> 00:07:35.000]  保羅針對當時格林多教會
[00:07:35.000 --> 00:07:37.000]  有人追求這種恩賜
[00:07:37.000 --> 00:07:40.000]  甚至以此為傲
[00:07:40.000 --> 00:07:43.000]  看不起其他的信徒
[00:07:43.000 --> 00:07:45.000]  保羅說就算有這樣的恩賜
[00:07:45.000 --> 00:07:50.000]  卻沒有愛
[00:07:50.000 --> 00:07:53.000]  就好像鳴了的螺響了的鈸一樣
[00:07:53.000 --> 00:07:56.000]  有聲音但是沒有內容
[00:07:56.000 --> 00:07:59.000]  因為別人根本聽不明白
[00:07:59.000 --> 00:08:01.000]  只是一些雜音
[00:08:01.000 --> 00:08:03.000]  而其他的恩賜又怎麼樣呢
[00:08:03.000 --> 00:08:06.000]  先知講到是更大的恩賜
[00:08:06.000 --> 00:08:08.000]  但是如果沒有愛
[00:08:08.000 --> 00:08:12.000]  也是沒有價值
[00:08:12.000 --> 00:08:14.000]  明白各樣的奧秘
[00:08:14.000 --> 00:08:17.000]  像智慧的言語這種恩賜
[00:08:17.000 --> 00:08:21.000]  知識的言語當然也是一種恩賜
[00:08:21.000 --> 00:08:24.000]  最後講到信心的恩賜
[00:08:24.000 --> 00:08:26.000]  這裡談到一個極致的地方
[00:08:26.000 --> 00:08:29.000]  就是說可以把三都移開
[00:08:29.000 --> 00:08:31.000]  同樣如果沒有愛的話
[00:08:31.000 --> 00:08:35.000]  也是沒有價值
[00:08:35.000 --> 00:08:36.000]  有人願意為了侍奉
[00:08:36.000 --> 00:08:39.000]  付上極大的代價
[00:08:39.000 --> 00:08:41.000]  捨棄所有的財物
[00:08:41.000 --> 00:08:43.000]  完全的捨棄
[00:08:43.000 --> 00:08:44.000]  但如果沒有愛
[00:08:44.000 --> 00:08:46.000]  也是沒有益處
[00:08:46.000 --> 00:08:48.000]  總結的來說
[00:08:48.000 --> 00:08:51.000]  有恩賜的人如果沒有愛
[00:08:51.000 --> 00:08:54.000]  就算付上最大捨棄的代價
[00:08:54.000 --> 00:08:57.000]  他對於某一個東西來說
[00:08:57.000 --> 00:08:59.000]  是完全沒有價值的
[00:08:59.000 --> 00:09:02.000]  他對於什麼來說是沒有價值呢
[00:09:02.000 --> 00:09:06.000]  這就需要看恩賜侍奉的目的
[00:09:06.000 --> 00:09:08.000]  到底我們怎麼用恩賜
[00:09:08.000 --> 00:09:09.000]  是用來幹嘛的
[00:09:09.000 --> 00:09:13.000]  我們看下面兩句的經文
[00:09:13.000 --> 00:09:16.000]  格林多前書十二章士道七節這樣說
[00:09:16.000 --> 00:09:18.000]  恩賜有很多種
[00:09:18.000 --> 00:09:23.000]  但是同一位聖靈所賜的
[00:09:23.000 --> 00:09:26.000]  服侍的職份也是很多種
[00:09:26.000 --> 00:09:29.000]  但是同一事宜為主
[00:09:29.000 --> 00:09:32.000]  工作的方式也許也有很多種
[00:09:32.000 --> 00:09:35.000]  但是仍是一位聖
[00:09:35.000 --> 00:09:39.000]  是他在眾人裡面做成一切
[00:09:39.000 --> 00:09:42.000]  每個人都領受了聖靈的彰顯
[00:09:42.000 --> 00:09:45.000]  為的是要使全體得著益處
[00:09:45.000 --> 00:09:47.000]  十二節那裡說到
[00:09:47.000 --> 00:09:48.000]  你們也要這樣
[00:09:48.000 --> 00:09:51.000]  你們既然熱切的可慕屬靈的恩賜
[00:09:51.000 --> 00:09:56.000]  就應當多多的得著造就教會的恩賜
[00:09:56.000 --> 00:10:00.000]  所以這裡非常的明顯就告訴我們
[00:10:00.000 --> 00:10:02.000]  使用恩賜的目的
[00:10:02.000 --> 00:10:04.000]  就是要為了造就教會
[00:10:04.000 --> 00:10:08.000]  奠定別人的生命
[00:10:08.000 --> 00:10:11.000]  所以我們可以總括的來說
[00:10:11.000 --> 00:10:13.000]  我們看下一個
[00:10:13.000 --> 00:10:16.000]  有恩賜的人如果沒有愛
[00:10:16.000 --> 00:10:19.000]  就算付上捨己的代價
[00:10:19.000 --> 00:10:23.000]  他對於造就教會跟造就別人的生命
[00:10:23.000 --> 00:10:29.000]  是沒有益處的
[00:10:29.000 --> 00:10:34.000]  恩賜的侍奉需要愛作為動力
[00:10:34.000 --> 00:10:39.000]  才能夠造就生命 造就教會
[00:10:39.000 --> 00:10:41.000]  這樣給我們的反省就是
[00:10:41.000 --> 00:10:46.000]  自己恩賜 侍奉的動機到底是什麼呢?
[00:10:46.000 --> 00:10:48.000]  什麼才是我們內心當中
[00:10:48.000 --> 00:10:50.000]  真正推動我們自己
[00:10:50.000 --> 00:10:53.000]  是出於愛神 愛人呢?
[00:10:53.000 --> 00:10:57.000]  還是出於其他的原因?
[00:10:57.000 --> 00:11:00.000]  侍奉是可以為了學習的
[00:11:00.000 --> 00:11:03.000]  在教會裡面的確可以學到很多
[00:11:03.000 --> 00:11:08.000]  團隊合作 人際關係 行政管理
[00:11:08.000 --> 00:11:10.000]  甚至有機會可以學到一些
[00:11:10.000 --> 00:11:13.000]  實際的專長的東西
[00:11:13.000 --> 00:11:15.000]  以前我在另外一個教會的時候
[00:11:15.000 --> 00:11:18.000]  因為教會要建立一個網站
[00:11:18.000 --> 00:11:21.000]  我就向一位計算機專業的弟兄
[00:11:21.000 --> 00:11:26.000]  學過怎麼樣設計網站跟管理網站
[00:11:26.000 --> 00:11:30.000]  同樣侍奉也可以為了增長自己的見識
[00:11:30.000 --> 00:11:35.000]  侍奉也可以為了做出一些貢獻
[00:11:35.000 --> 00:11:39.000]  人有可能以施予者的角度去參與侍奉
[00:11:39.000 --> 00:11:43.000]  因為我很有能力 很有恩賜
[00:11:43.000 --> 00:11:46.000]  所以我可以貢獻給教會
[00:11:46.000 --> 00:11:51.000]  但是這是神的心意嗎?
[00:11:51.000 --> 00:11:57.000]  恩賜侍奉需要動力 需要愛作為動力
[00:11:57.000 --> 00:12:01.000]  才可以造就教會 建立生命
[00:12:01.000 --> 00:12:06.000]  除愛以外沒有任何的價值
[00:12:06.000 --> 00:12:11.000]  我們看下面一個
[00:12:11.000 --> 00:12:15.000]  第二部分 經文當中四到七節
[00:12:15.000 --> 00:12:18.000]  是著名的一段關於愛的經典描述
[00:12:18.000 --> 00:12:20.000]  我會放到最後再講
[00:12:20.000 --> 00:12:24.000]  現在我們會看第八到十三節
[00:12:24.000 --> 00:12:27.000]  就是十三章的第三部分
[00:12:27.000 --> 00:12:32.000]  這裡保羅同樣講到恩賜跟愛的一個關係
[00:12:32.000 --> 00:12:37.000]  特別是在永恆性方面的一個比較
[00:12:37.000 --> 00:12:39.000]  愛是永存不息的
[00:12:39.000 --> 00:12:45.000]  永存不息原文是指永遠不會貶值或者跌倒
[00:12:45.000 --> 00:12:50.000]  存去是指愛比一切存留得更長久
[00:12:50.000 --> 00:12:54.000]  並且永遠保留它的地位
[00:12:54.000 --> 00:12:57.000]  但屬靈恩賜是不是這樣呢?
[00:12:57.000 --> 00:13:05.000]  先知講到方言知識終必會廢棄或者停止
[00:13:05.000 --> 00:13:08.000]  什麼時候歸於無有呢?
[00:13:08.000 --> 00:13:12.000]  就是當耶穌基督再回來的時候
[00:13:12.000 --> 00:13:14.000]  問一下大家 如果耶穌再回來的時候
[00:13:14.000 --> 00:13:17.000]  還需要有人講到嗎?
[00:13:17.000 --> 00:13:19.000]  應該不需要了
[00:13:19.000 --> 00:13:24.000]  現在我們有的知識也是只是部分的 片面的
[00:13:24.000 --> 00:13:29.000]  耶穌回來的時候 知識就不再有意思了
[00:13:29.000 --> 00:13:33.000]  方言同樣也在耶穌回來之前就停止了
[00:13:33.000 --> 00:13:36.000]  第九到第十節 兩節經文裡面
[00:13:36.000 --> 00:13:39.000]  我們看到有三個部分
[00:13:39.000 --> 00:13:43.000]  其實目的是要強調恩賜的有限 不完全
[00:13:43.000 --> 00:13:50.000]  將來一切有限的東西 包含恩賜也會被廢棄
[00:13:50.000 --> 00:13:55.000]  接著保羅用兩個比喻來說明這個問題
[00:13:55.000 --> 00:13:59.000]  第一個是小孩還有長大之後的一個變化
[00:13:59.000 --> 00:14:03.000]  我常有機會單獨的陪我的女兒在一起
[00:14:03.000 --> 00:14:07.000]  有時候我會特意觀察她的習慣
[00:14:07.000 --> 00:14:12.000]  發現兩歲半的她心思意念裡面
[00:14:12.000 --> 00:14:14.000]  大概只有兩個的主題
[00:14:14.000 --> 00:14:17.000]  不是玩 就是吃
