
[00:00:00.000 --> 00:00:02.000]  頂枝妹 午安
[00:00:02.000 --> 00:00:08.000]  今日在這裏按照教會的三代年曆經題
[00:00:08.000 --> 00:00:12.000]  和大家分享已不所知這段訊息
[00:00:12.000 --> 00:00:18.000]  話說有一個飲茶的食客去到一個酒樓
[00:00:18.000 --> 00:00:22.000]  提起一些名字
[00:00:22.000 --> 00:00:26.000]  這些看上去都是很普通到不知不覺
[00:00:26.000 --> 00:00:32.000]  因為一般女士的名字都可能會有這些名字出來
[00:00:32.000 --> 00:00:42.000]  例如 仲好 玲玉 碧芬等等這些字眼
[00:00:42.000 --> 00:00:47.000]  你看到的時候你覺得沒有什麼特別
[00:00:47.000 --> 00:00:51.000]  問題是當一個女子要嫁一個丈夫的時候
[00:00:51.000 --> 00:00:55.000]  她就有一個夫姓 看她嫁了哪個人
[00:00:55.000 --> 00:00:59.000]  如果多了一個丈夫的姓 就可能截然不同
[00:00:59.000 --> 00:01:05.000]  例如你從左邊看過去 麥太就變成麥書玲芬
[00:01:05.000 --> 00:01:13.000]  父母就變成碧芬 無你仲好 任你玲玉
[00:01:13.000 --> 00:01:19.000]  有時我們說這些是一場誤會還是大家欠缺了默契
[00:01:19.000 --> 00:01:23.000]  這些你發覺有時不是你自己可以選擇的
[00:01:23.000 --> 00:01:26.000]  如果你丈夫真的性感
[00:01:26.000 --> 00:01:29.000]  你不可以說你性感我不嫁你 不會的
[00:01:29.000 --> 00:01:34.000]  但問題是我們很多時候你當這是一個笑話
[00:01:34.000 --> 00:01:37.000]  但你看一個人認識他的時候
[00:01:37.000 --> 00:01:40.000]  不只是看他姓甚名誰
[00:01:40.000 --> 00:01:44.000]  我們很多時候了解一個人的時候
[00:01:44.000 --> 00:01:46.000]  只看到一個人的外貌
[00:01:46.000 --> 00:01:50.000]  他給你的印象是什麼呢
[00:01:50.000 --> 00:01:52.000]  但其實這個是不十足的
[00:01:52.000 --> 00:01:55.000]  我們真正去看一個人
[00:01:55.000 --> 00:01:59.000]  就好像聖經所說 人是看別人的外表
[00:01:59.000 --> 00:02:01.000]  但神是看我們的內心
[00:02:01.000 --> 00:02:04.000]  神是看我們生命裏面的質地
[00:02:04.000 --> 00:02:08.000]  你裏面的真實的你 是一個怎樣的人
[00:02:08.000 --> 00:02:13.000]  所以當我們來看保羅在《已不所書》第五章這段經文的時候
[00:02:13.000 --> 00:02:18.000]  讓我們來領受上帝自己的說話和聖靈的提醒
[00:02:18.000 --> 00:02:21.000]  叫我們做一個真是有智慧的人
[00:02:21.000 --> 00:02:24.000]  以致我們不會虛度我們在地上的日子
[00:02:24.000 --> 00:02:27.000]  我們一起讀 或者不需要讀了
[00:02:27.000 --> 00:02:31.000]  剛才牧師已經帶我們讀過這段經文
[00:02:31.000 --> 00:02:34.000]  由第十五節到二十一節
[00:02:34.000 --> 00:02:38.000]  這本書《已不所書》正是保羅用了六章聖經
[00:02:38.000 --> 00:02:41.000]  和《已不所》這個教會去交代
[00:02:41.000 --> 00:02:44.000]  其實這本書是一個很工整的結構
[00:02:44.000 --> 00:02:47.000]  頭三章是講教會的真理
[00:02:47.000 --> 00:02:53.000]  而後三章是講教會信徒那種應該有的生活
[00:02:53.000 --> 00:02:57.000]  頭三章是講到上帝賦予教會在永恆計劃裏面
[00:02:57.000 --> 00:03:03.000]  原來上帝在創世以前已經在基督耶穌裏面揀選了我們
[00:03:03.000 --> 00:03:08.000]  我們有這個很特別尊貴榮耀的身份以及地位
[00:03:08.000 --> 00:03:11.000]  是因為他的愛子耶穌的補血
[00:03:11.000 --> 00:03:15.000]  為我們來流出 以致我們的罪得已來結證
[00:03:15.000 --> 00:03:19.000]  而我們不單止蒙恩得救而已
[00:03:19.000 --> 00:03:21.000]  我們看到第二章的時候
[00:03:21.000 --> 00:03:24.000]  他講到不是靠行為叫我們得救的
[00:03:24.000 --> 00:03:28.000]  而是用信心我們來被稱為義
[00:03:28.000 --> 00:03:32.000]  而且不單止是猶太人可以因信基督而得救
[00:03:32.000 --> 00:03:35.000]  而是愛邦人一樣可以因信基督
[00:03:35.000 --> 00:03:40.000]  以致原本猶太人和愛邦人是不相往來的
[00:03:40.000 --> 00:03:44.000]  他們都可以同為一體 合而為一
[00:03:44.000 --> 00:03:49.000]  第三章我們看到保羅講到那種禱告的時候
[00:03:49.000 --> 00:03:53.000]  正是要表明在一個教會裏面
[00:03:53.000 --> 00:03:56.000]  原來不同的背景的群體
[00:03:56.000 --> 00:03:59.000]  他們都可以彰顯上帝這個救贖的奇妙
[00:03:59.000 --> 00:04:03.000]  神的愛就是這麼長闊高深
[00:04:03.000 --> 00:04:07.000]  我們看到今天教會的見證在地上
[00:04:07.000 --> 00:04:10.000]  正是要在世人面前 在不信的人面前
[00:04:10.000 --> 00:04:15.000]  都同樣要彰顯神這個莫大的豐富的救贖的心意
[00:04:15.000 --> 00:04:18.000]  和由第四章開始到第六章
[00:04:18.000 --> 00:04:21.000]  這個蒙救贖的新的群體
[00:04:21.000 --> 00:04:27.000]  他們應該是彰顯那種不一樣的價值觀和人生觀
[00:04:27.000 --> 00:04:31.000]  我們先來看看我們剛才讀那段經文的前文
[00:04:31.000 --> 00:04:33.000]  由第四章一開始
[00:04:33.000 --> 00:04:39.000]  保羅講到他以一個被囚的人來勸勉我們
[00:04:39.000 --> 00:04:44.000]  他說既然蒙召我們行事為人
[00:04:44.000 --> 00:04:48.000]  就當與蒙召的恩來相稱
[00:04:48.000 --> 00:04:50.000]  你發覺保羅很著重
[00:04:50.000 --> 00:04:54.000]  就是在第四章開始已經講這個行事
[00:04:54.000 --> 00:04:55.000]  出現了很多次
[00:04:55.000 --> 00:04:58.000]  這個行事是講我們的生活
[00:04:58.000 --> 00:05:00.000]  英文的直譯就是walk
[00:05:00.000 --> 00:05:05.000]  希伯來人他們那種所謂看人生
[00:05:05.000 --> 00:05:09.000]  就和希臘人很不同
[00:05:09.000 --> 00:05:11.000]  希臘人講我們的人生
[00:05:11.000 --> 00:05:12.000]  他們會講哲學
[00:05:12.000 --> 00:05:14.000]  很多的哲理
[00:05:14.000 --> 00:05:17.000]  但是猶太人他看的很著重
[00:05:17.000 --> 00:05:20.000]  就是上帝給過他的說話
[00:05:20.000 --> 00:05:22.000]  要怎樣去實踐開來
[00:05:22.000 --> 00:05:25.000]  是一種實踐的智慧
[00:05:25.000 --> 00:05:31.000]  我們今天我們怎樣能夠去活出這種生命呢
[00:05:31.000 --> 00:05:35.000]  保羅一開始就是用謙虛來開始
[00:05:35.000 --> 00:05:38.000]  凡事謙虛、溫柔、忍耐
[00:05:38.000 --> 00:05:39.000]  用愛心互相寬容
[00:05:39.000 --> 00:05:41.000]  用和平彼此聯絡
[00:05:41.000 --> 00:05:43.000]  竭力保守聖靈所賜
[00:05:43.000 --> 00:05:45.000]  合而為一的心
[00:05:45.000 --> 00:05:47.000]  但他講這個本質的時候
[00:05:47.000 --> 00:05:49.000]  一開始是講謙卑
[00:05:49.000 --> 00:05:52.000]  正如耶穌基督他講八福的時候
[00:05:52.000 --> 00:05:56.000]  頭一個福氣就是講虛心的人有福
[00:05:56.000 --> 00:05:58.000]  因為天國是他們
[00:05:58.000 --> 00:06:01.000]  一個要進天國的人必須自己
[00:06:01.000 --> 00:06:04.000]  在神的面前有一個真正的謙卑
[00:06:04.000 --> 00:06:06.000]  一個Pure in Spirit
[00:06:06.000 --> 00:06:10.000]  他能夠自覺看見原來我自己真是一無所有
[00:06:10.000 --> 00:06:13.000]  我一切所有的原來都是源自上帝的恩典
[00:06:13.000 --> 00:06:16.000]  所以他不會做一個驕傲的人
[00:06:16.000 --> 00:06:18.000]  他要做一個謙卑者
[00:06:18.000 --> 00:06:20.000]  他才能夠進到上帝的國
[00:06:20.000 --> 00:06:23.000]  在神的恩典當中去生活
[00:06:23.000 --> 00:06:25.000]  而第二個小段落我們也都看見
[00:06:25.000 --> 00:06:29.000]  教會的合一那種生活和見證
[00:06:29.000 --> 00:06:32.000]  是源於有七個一
[00:06:32.000 --> 00:06:36.000]  我們身體就是教會的基督的身體是一個
[00:06:36.000 --> 00:06:38.000]  聖靈只有一個
[00:06:38.000 --> 00:06:40.000]  我們夢照有同一個子王
[00:06:40.000 --> 00:06:43.000]  一主一信一洗一神
[00:06:43.000 --> 00:06:45.000]  這七樣東西都是標示著
[00:06:45.000 --> 00:06:50.000]  所謂基督教一個很正確的教義
[00:06:50.000 --> 00:06:52.000]  但這個教義衍生下來
[00:06:52.000 --> 00:06:55.000]  就是我們怎樣實踐在教會的生活裏面
[00:06:55.000 --> 00:06:56.000]  我們能夠合而為一呢
[00:06:56.000 --> 00:07:00.000]  他接著說原來神給教會有不同的恩賜
[00:07:00.000 --> 00:07:04.000]  有仕途有先知有傳福音有牧師和教師
[00:07:04.000 --> 00:07:08.000]  都是為了要承傳聖徒各盡其職
[00:07:08.000 --> 00:07:11.000]  一起去建立基督的身體
[00:07:11.000 --> 00:07:14.000]  讓教會基督的身體
[00:07:14.000 --> 00:07:16.000]  這個合一的見證生活
[00:07:16.000 --> 00:07:20.000]  是在主的愛裏面一起來成長
[00:07:20.000 --> 00:07:23.000]  大家是聯繫於基督耶穌
[00:07:23.000 --> 00:07:25.000]  第三個小段落講到
[00:07:25.000 --> 00:07:27.000]  一個新的群體
[00:07:27.000 --> 00:07:30.000]  一個新人的生活
[00:07:30.000 --> 00:07:32.000]  他在第十七節一開始就說
[00:07:32.000 --> 00:07:35.000]  我們行事不要再像外邦人
[00:07:35.000 --> 00:07:37.000]  存虛妄地行事
[00:07:37.000 --> 00:07:40.000]  我們作為一個新人的群體
[00:07:40.000 --> 00:07:42.000]  我們既然學了基督
[00:07:42.000 --> 00:07:44.000]  我們就不再像以前那樣生活
[00:07:44.000 --> 00:07:47.000]  這個新人是照神的形象做的
[00:07:47.000 --> 00:07:50.000]  是有真理的人意和聖潔
[00:07:50.000 --> 00:07:51.000]  我想我講到這裏
[00:07:51.000 --> 00:07:53.000]  你開始已經捕捉到
[00:07:53.000 --> 00:07:55.000]  每一個段落裏面
[00:07:55.000 --> 00:07:58.000]  他講這些氣質的時候
[00:07:58.000 --> 00:08:02.000]  都其實是連結於基督
[00:08:02.000 --> 00:08:03.000]  在基督裏面
[00:08:03.000 --> 00:08:05.000]  我們這個生命才能夠有這種力量
[00:08:05.000 --> 00:08:07.000]  能夠去活出這種生活
[00:08:07.000 --> 00:08:10.000]  第四個段落五章一至五節
[00:08:10.000 --> 00:08:13.000]  講到愛心的行事都一樣
[00:08:13.000 --> 00:08:15.000]  他在第五章第二節就說
[00:08:15.000 --> 00:08:19.000]  憑愛心行事正如基督愛我們
[00:08:19.000 --> 00:08:21.000]  為我們寫記
[00:08:21.000 --> 00:08:22.000]  離開了基督
[00:08:22.000 --> 00:08:25.000]  我們不懂得用神的愛去彼此彰愛
[00:08:25.000 --> 00:08:30.000]  我們都不懂得彼此信服和謙卑
[00:08:30.000 --> 00:08:34.000]  在第五章六至十四節
[00:08:34.000 --> 00:08:36.000]  在五章的八節裏面
[00:08:36.000 --> 00:08:39.000]  他說從前你們是暗昧的
[00:08:39.000 --> 00:08:42.000]  如今在主裏面是光明的
[00:08:42.000 --> 00:08:46.000]  行事為人就當像光明的子女
[00:08:46.000 --> 00:08:51.000]  這種光明之子和黑暗之子的爭鬥
[00:08:51.000 --> 00:08:57.000]  正如在死海古卷裏面都有描述
[00:08:57.000 --> 00:09:00.000]  與神立約的子民是屬光明之子
[00:09:00.000 --> 00:09:03.000]  跟隨魔鬼的人就是屬於黑暗之子
[00:09:03.000 --> 00:09:06.000]  正如耶穌在約翰伯恩八章十二節說
[00:09:06.000 --> 00:09:08.000]  我是世界的光凡
[00:09:08.000 --> 00:09:10.000]  跟從我的就不在黑暗裏頭走
[00:09:10.000 --> 00:09:13.000]  必要得著生命的光
[00:09:13.000 --> 00:09:19.000]  今天上帝給我們這個召命
[00:09:19.000 --> 00:09:22.000]  祂不是呼召我們去得救而已
[00:09:22.000 --> 00:09:25.000]  上帝的心意就是要我們在地上
[00:09:25.000 --> 00:09:29.000]  我們作一個跟隨基督真正的門徒的時候
[00:09:29.000 --> 00:09:31.000]  要活出這一切的氣質
[00:09:31.000 --> 00:09:34.000]  這些氣質都是源自基督的生命
[00:09:34.000 --> 00:09:36.000]  我們要連結在基督的身上
[00:09:36.000 --> 00:09:40.000]  在我們剛才讀的經文的後文就說到
[00:09:40.000 --> 00:09:43.000]  既然大家彼此信服基督之下
[00:09:43.000 --> 00:09:48.000]  衍生出來就是家庭的三重關係
[00:09:48.000 --> 00:09:54.000]  他說做妻子的要來信服丈夫
[00:09:54.000 --> 00:09:56.000]  正如教會信服基督一樣
[00:09:56.000 --> 00:09:59.000]  而做丈夫的要愛妻子
[00:09:59.000 --> 00:10:03.000]  正如基督怎樣愛教會為教會社稷
[00:10:03.000 --> 00:10:06.000]  都是以基督做我們的標準
[00:10:06.000 --> 00:10:09.000]  說到親子關係也是一樣
[00:10:09.000 --> 00:10:14.000]  做兒女的我們在主裏聽從父母
[00:10:14.000 --> 00:10:17.000]  但是做父親的不要惹兒女的氣
[00:10:17.000 --> 00:10:22.000]  你要照主的教訓和警戒養育他們
[00:10:22.000 --> 00:10:27.000]  做僕人要誠實地聽從你們肉身的主人
[00:10:27.000 --> 00:10:33.000]  好像聽從基督一樣也是在基督的標準裏面
[00:10:33.000 --> 00:10:37.000]  你們做主人的待僕人也是一樣
[00:10:37.000 --> 00:10:39.000]  不要威嚇他們
[00:10:39.000 --> 00:10:43.000]  因為知道你們同有一位主在天上
[00:10:43.000 --> 00:10:45.000]  祂並不偏待人
[00:10:45.000 --> 00:10:51.000]  我們很清楚看到整個生活的根據
[00:10:51.000 --> 00:10:54.000]  都是結連在基督的生命
[00:10:54.000 --> 00:10:58.000]  今日我們離開基督我們沒有辦法活出這種見證
[00:10:58.000 --> 00:11:01.000]  因為我們的舊人我們這個老我
[00:11:01.000 --> 00:11:03.000]  我們離開基督的話
[00:11:03.000 --> 00:11:07.000]  我們就不能夠真正做到彼此相愛
[00:11:07.000 --> 00:11:10.000]  所以我們看回我們今天這段經文的時候
[00:11:10.000 --> 00:11:13.000]  我們看由15節到18節這裡
[00:11:13.000 --> 00:11:16.000]  有很明顯的三組的對比
[00:11:16.000 --> 00:11:19.000]  特別當我們去查考《原文聖經》
[00:11:19.000 --> 00:11:21.000]  它是更加清楚到不知不覺
[00:11:21.000 --> 00:11:25.000]  因為保羅正正是用這三個的對比
[00:11:25.000 --> 00:11:27.000]  他是用一個連接詞在當中
[00:11:27.000 --> 00:11:30.000]  不要像愚昧人當像智慧人
[00:11:30.000 --> 00:11:35.000]  不要做糊塗人要明白主的旨意如何
[00:11:35.000 --> 00:11:38.000]  不要醉酒乃要被聖靈充滿
[00:11:38.000 --> 00:11:41.000]  每一個的對比他都用一個連接詞
[00:11:41.000 --> 00:11:44.000]  是要讓我們看見就好像前文所說的
[00:11:44.000 --> 00:11:49.000]  光明之子和黑暗之子是截然不同的生活
[00:11:49.000 --> 00:11:52.000]  我們要有這種的分別
[00:11:52.000 --> 00:11:57.000]  所以我們今天嘗試來到這一段落
[00:11:57.000 --> 00:12:00.000]  看到保羅要講的主題
[00:12:00.000 --> 00:12:02.000]  保羅講的主題就是說
[00:12:02.000 --> 00:12:07.000]  你們要謹慎不要做愚昧人當像智慧人
[00:12:07.000 --> 00:12:11.000]  這個愚昧人在整本新的聖經只此一次
[00:12:11.000 --> 00:12:13.000]  只在這裡出現過
[00:12:13.000 --> 00:12:15.000]  其實這個字很簡單
[00:12:15.000 --> 00:12:19.000]  他在原文裡面在這個智慧人前面加一個字母
[00:12:19.000 --> 00:12:21.000]  就變成不智慧人
[00:12:21.000 --> 00:12:25.000]  他的意思是你不要生活到不智慧
[00:12:25.000 --> 00:12:27.000]  你應該就是智慧
[00:12:27.000 --> 00:12:31.000]  原來這個意義就是保羅要告訴我們
[00:12:31.000 --> 00:12:34.000]  一個蒙基督耶穌救贖的人
[00:12:34.000 --> 00:12:38.000]  他的本質是有這種的智慧
[00:12:38.000 --> 00:12:41.000]  就正如耶穌在《馬達方》第五章說
[00:12:41.000 --> 00:12:45.000]  你們是世上的炎是世上的光一樣
[00:12:45.000 --> 00:12:47.000]  這個是我們的本質
[00:12:47.000 --> 00:12:49.000]  上帝拯救了我們之後
[00:12:49.000 --> 00:12:51.000]  我們生命就被轉化
[00:12:51.000 --> 00:12:54.000]  能夠有這種的質地
[00:12:54.000 --> 00:12:57.000]  問題是為什麼基督徒會失去這種質地呢?
[00:12:57.000 --> 00:12:59.000]  就是因為我們軟弱
[00:12:59.000 --> 00:13:01.000]  我們不肯信服聖靈
[00:13:01.000 --> 00:13:03.000]  我們離開了基督
[00:13:03.000 --> 00:13:07.000]  我們就會落在試探會犯罪
[00:13:07.000 --> 00:13:09.000]  所以保羅一開始
[00:13:09.000 --> 00:13:13.000]  他就在第十五節提醒我們
[00:13:13.000 --> 00:13:16.000]  我們現在逐一來看這段經文
[00:13:16.000 --> 00:13:18.000]  智者的生活一開始
[00:13:18.000 --> 00:13:22.000]  保羅其實一開始是說
[00:13:22.000 --> 00:13:27.000]  所以你們要謹慎行事
[00:13:27.000 --> 00:13:29.000]  不要作愚昧人
[00:13:29.000 --> 00:13:31.000]  當像智慧人
[00:13:31.000 --> 00:13:33.000]  為什麼十五節一開始
[00:13:33.000 --> 00:13:39.000]  《和合本》中文聖經是漏了那個「所以」
[00:13:39.000 --> 00:13:41.000]  《原文聖經》有這個字
[00:13:41.000 --> 00:13:42.000]  這個字正是解釋了
[00:13:42.000 --> 00:13:44.000]  他現在跟著說的話
[00:13:44.000 --> 00:13:45.000]  就是基於前文
[00:13:45.000 --> 00:13:47.000]  光明之子和黑暗之子
[00:13:47.000 --> 00:13:49.000]  那種的分別
[00:13:49.000 --> 00:13:51.000]  耶穌已經復活了
[00:13:51.000 --> 00:13:52.000]  你們要醒過來
[00:13:52.000 --> 00:13:54.000]  你們不要再沉睡
[00:13:54.000 --> 00:13:56.000]  你們需要活像光明之子
[00:13:56.000 --> 00:13:59.000]  所以你們就要謹慎行事
[00:13:59.000 --> 00:14:00.000]  我們看看
[00:14:00.000 --> 00:14:02.000]  在這個謹慎行事
[00:14:02.000 --> 00:14:06.000]  其實在《原文聖經》有兩個字出現
[00:14:06.000 --> 00:14:08.000]  這兩個字是什麼呢
[00:14:08.000 --> 00:14:11.000]  就是這個Bepite Acripos
[00:14:11.000 --> 00:14:12.000]  意思就是說
[00:14:12.000 --> 00:14:14.000]  see carefully
[00:14:14.000 --> 00:14:19.000]  你們要詳細去察看你們的行事
[00:14:19.000 --> 00:14:21.000]  這個行事就是你的生活
[00:14:21.000 --> 00:14:24.000]  你們要仔細來看一看
[00:14:24.000 --> 00:14:26.000]  你今天的生活裡面
[00:14:26.000 --> 00:14:28.000]  所有一些的東西
[00:14:28.000 --> 00:14:30.000]  有沒有得罪神得罪人的地方
[00:14:30.000 --> 00:14:33.000]  有沒有一些在黑暗裡面的東西
[00:14:33.000 --> 00:14:35.000]  你要看得清楚
[00:14:35.000 --> 00:14:38.000]  如果你沒有照做物主的原則去生活的時候
[00:14:38.000 --> 00:14:40.000]  你根本就不知道怎樣生活
[00:14:40.000 --> 00:14:43.000]  你就是很愚昧地去生活
[00:14:43.000 --> 00:14:46.000]  蘇格拉底有一個很出名的說話
[00:14:46.000 --> 00:14:49.000]  他說一個未經檢視的人生
[00:14:49.000 --> 00:14:51.000]  是枉然活著的
[00:14:51.000 --> 00:14:53.000]  我們今天每一天都需要審查
[00:14:53.000 --> 00:14:55.000]  我們自己的生活
[00:14:55.000 --> 00:14:58.000]  當你有這個仔細的審查
[00:14:58.000 --> 00:15:02.000]  你才能夠懂得去愛惜光陰
[00:15:02.000 --> 00:15:04.000]  我們香港人不是很懂得
[00:15:04.000 --> 00:15:06.000]  怎樣去謹慎行事
[00:15:06.000 --> 00:15:08.000]  我們不懂得靜下來
[00:15:08.000 --> 00:15:09.000]  你有沒有發現
[00:15:09.000 --> 00:15:12.000]  我們每天的生活節奏很急促
[00:15:12.000 --> 00:15:15.000]  我最近經常在地鐵或者巴士裡面
[00:15:15.000 --> 00:15:18.000]  都發現一進到車廂裡面
[00:15:18.000 --> 00:15:20.000]  每個人都是低著頭
[00:15:20.000 --> 00:15:22.000]  所以我們香港人現在多了一個名詞
[00:15:22.000 --> 00:15:25.000]  就是我們有叩頭一族
[00:15:25.000 --> 00:15:27.000]  大家去到一些公共場所
[00:15:27.000 --> 00:15:28.000]  甚至飲茶也是
[00:15:28.000 --> 00:15:29.000]  那些人低著頭
[00:15:29.000 --> 00:15:30.000]  不是看報紙
[00:15:30.000 --> 00:15:31.000]  是大家拿手機出來
[00:15:31.000 --> 00:15:33.000]  拿iPad出來
[00:15:33.000 --> 00:15:35.000]  開會都可以是這樣的
[00:15:35.000 --> 00:15:36.000]  明明在對面說一句
[00:15:36.000 --> 00:15:39.000]  他都是這樣按來按去
[00:15:39.000 --> 00:15:42.000]  我們覺得要很忙的
[00:15:42.000 --> 00:15:44.000]  去到地鐵每個人都在按東西
[00:15:44.000 --> 00:15:46.000]  你明明沒有SMS
[00:15:46.000 --> 00:15:48.000]  沒有email查單
[00:15:48.000 --> 00:15:49.000]  都在按
[00:15:49.000 --> 00:15:50.000]  那就打機了
[00:15:50.000 --> 00:15:54.000]  香港人就是這種生活很急促
[00:15:54.000 --> 00:15:57.000]  但我們卻失去安靜
[00:15:57.000 --> 00:15:58.000]  弟兄姊妹
[00:15:58.000 --> 00:16:00.000]  你要做智者的話
