
[00:00:00.000 --> 00:00:04.480]  我們一連幾星期都在看《市堂行傳》
[00:00:04.480 --> 00:00:06.880]  今天來到《市堂行傳》第十三章
[00:00:06.880 --> 00:00:08.520]  差不多來到一半了
[00:00:08.520 --> 00:00:10.080]  不知道大家來到這裡
[00:00:10.080 --> 00:00:12.920]  一邊看《市堂行傳》的故事的時候
[00:00:12.920 --> 00:00:17.080]  對早期教會的發展來到現在
[00:00:17.080 --> 00:00:18.760]  你有什麼觀察
[00:00:18.760 --> 00:00:20.280]  有什麼感覺呢?
[00:00:20.280 --> 00:00:23.240]  我自己的感覺就是
[00:00:23.240 --> 00:00:25.320]  來到這裡似乎給我感覺
[00:00:25.320 --> 00:00:30.760]  當時的教會是正在回應究竟他們在遭遇什麼事情
[00:00:30.760 --> 00:00:34.120]  正在回應當時的情況
[00:00:34.120 --> 00:00:34.640]  好了
[00:00:34.640 --> 00:00:35.880]  例如呢
[00:00:35.880 --> 00:00:38.600]  當教會有窮困人的時候
[00:00:38.600 --> 00:00:41.720]  有心有錢的信徒
[00:00:41.720 --> 00:00:43.400]  賣光他們的田產
[00:00:43.400 --> 00:00:44.960]  販物公用
[00:00:44.960 --> 00:00:48.000]  當他們受到逼迫的時候
[00:00:48.000 --> 00:00:50.400]  環境所逼
[00:00:50.400 --> 00:00:52.400]  離開耶路撒冷
[00:00:52.400 --> 00:00:53.800]  走到其他地方那裡
[00:00:53.800 --> 00:00:54.840]  同一個時間
[00:00:54.840 --> 00:00:57.600]  將福音帶到其他的地方
[00:00:57.600 --> 00:00:58.080]  好了
[00:00:58.080 --> 00:01:00.040]  當有人想聽福音的時候
[00:01:00.040 --> 00:01:01.560]  例如哥尼劉記得嗎?
[00:01:01.560 --> 00:01:03.160]  那麼
[00:01:03.160 --> 00:01:05.320]  彼得就根據他的要求
[00:01:05.320 --> 00:01:07.960]  走到跟他們講福音
[00:01:07.960 --> 00:01:11.200]  剛才我所講的全部都是好東西
[00:01:11.200 --> 00:01:13.720]  不過始終教會那時候
[00:01:13.720 --> 00:01:16.520]  都是因應遭遇的事情
[00:01:16.520 --> 00:01:17.720]  而作出回應
[00:01:17.720 --> 00:01:19.240]  作出反應的
[00:01:19.240 --> 00:01:22.760]  今天的經文告訴我們
[00:01:22.760 --> 00:01:24.880]  在這裡這一刻
[00:01:24.880 --> 00:01:28.880]  教會有一個很重大的不同
[00:01:28.880 --> 00:01:34.160]  教會從一個回應環境狀況的教會
[00:01:34.160 --> 00:01:37.720]  而變為一個很主動的教會
[00:01:37.720 --> 00:01:39.200]  開始第一次
[00:01:39.200 --> 00:01:41.480]  第一次由聖靈引導
[00:01:41.480 --> 00:01:43.120]  有意識的
[00:01:43.120 --> 00:01:46.560]  來宣講福音
[00:01:46.560 --> 00:01:48.440]  這個故事
[00:01:48.440 --> 00:01:49.880]  告訴我們基督徒
[00:01:49.880 --> 00:01:51.800]  很多我們需要知道
[00:01:51.800 --> 00:01:55.120]  或者當我們面對屬靈的征戰的時候
[00:01:55.120 --> 00:01:57.320]  我們應該怎樣來參與
[00:01:57.320 --> 00:01:58.360]  大家沒有聽錯
[00:01:58.360 --> 00:01:59.400]  是征戰
[00:01:59.400 --> 00:02:03.720]  我們今天對戰爭一點都不陌生
[00:02:03.720 --> 00:02:05.600]  四處都是戰爭
[00:02:05.600 --> 00:02:06.880]  今天我們所看到的
[00:02:06.880 --> 00:02:09.480]  是一個我們看得見的世界裡面
[00:02:09.480 --> 00:02:11.520]  看得見的戰爭
[00:02:11.520 --> 00:02:12.800]  但聖經告訴我們
[00:02:12.800 --> 00:02:15.200]  在看得到的屬靈世界
[00:02:15.200 --> 00:02:18.640]  我們是有很多我們看得見的戰爭
[00:02:18.640 --> 00:02:21.120]  現在是正在發生的
[00:02:21.120 --> 00:02:23.040]  其實
[00:02:23.040 --> 00:02:24.440]  如果你看回聖經
[00:02:24.440 --> 00:02:27.880]  當罪第一天進入世界的時候
[00:02:27.880 --> 00:02:28.960]  你可以說
[00:02:28.960 --> 00:02:31.120]  良善與罪惡之間
[00:02:31.120 --> 00:02:32.920]  神與撒旦之間
[00:02:32.920 --> 00:02:35.480]  一直都是存在這個的征戰
[00:02:35.480 --> 00:02:38.000]  從喪世的第一天開始
[00:02:38.000 --> 00:02:40.400]  邪惡的能力
[00:02:40.400 --> 00:02:42.120]  邪惡的勢力
[00:02:42.120 --> 00:02:43.800]  一直都用盡它的方法
[00:02:43.800 --> 00:02:48.000]  來阻撓天國的發展
[00:02:48.000 --> 00:02:48.680]  好了
[00:02:48.680 --> 00:02:51.960]  讓我們通過今天的經文看一看
[00:02:51.960 --> 00:02:53.400]  撒旦的工作
[00:02:53.400 --> 00:02:55.560]  或者我們當面對撒旦的工作的時候
[00:02:55.560 --> 00:02:58.640]  我們應該怎樣作為基督徒去面對
[00:02:58.640 --> 00:03:00.400]  我們一開始看的時候
[00:03:00.400 --> 00:03:03.880]  今天所講的故事發生在一個地方叫做
[00:03:03.880 --> 00:03:05.160]  安提阿
[00:03:05.160 --> 00:03:10.160]  安提阿是當時一個羅馬第三個最大的城市
[00:03:10.160 --> 00:03:14.000]  那個城市你可以說是一個很現代化
[00:03:14.000 --> 00:03:15.200]  一個大都會
[00:03:15.200 --> 00:03:16.240]  大融爐
[00:03:16.240 --> 00:03:20.200]  融匯了當時有希臘的文化
[00:03:20.200 --> 00:03:22.480]  羅馬、猶太、敘利亞
[00:03:22.480 --> 00:03:23.720]  很多不同的民族
[00:03:23.720 --> 00:03:25.480]  不同的文化在當中的
[00:03:25.480 --> 00:03:30.200]  而在安提阿這個地方
[00:03:30.200 --> 00:03:32.400]  耶穌的信徒
[00:03:32.400 --> 00:03:34.800]  是第一次被稱為基督徒
[00:03:34.800 --> 00:03:36.160]  也都是這個地方
[00:03:36.160 --> 00:03:36.920]  大家留意
[00:03:36.920 --> 00:03:37.840]  在安提阿
[00:03:37.840 --> 00:03:39.560]  而不是耶路撒冷
[00:03:39.560 --> 00:03:40.960]  是第一次
[00:03:41.640 --> 00:03:49.200]  這個教會是有跨地區的宣教的活動
[00:03:49.200 --> 00:03:50.240]  所以
[00:03:50.240 --> 00:03:53.800]  安提阿你可以說是在教會的發展歷史上
[00:03:53.800 --> 00:03:56.960]  是一個極其重要的一個城市
[00:03:56.960 --> 00:03:59.080]  而今天我們所看的故事
[00:03:59.080 --> 00:04:00.960]  我們看到一群人的聚集
[00:04:00.960 --> 00:04:06.680]  這個聚集不是普通的一個教會的會議
[00:04:06.680 --> 00:04:12.680]  而是一個很重要的時代的分水嶺
[00:04:12.680 --> 00:04:13.920]  什麼是分水嶺呢?
[00:04:13.920 --> 00:04:15.280]  剛才說過了
[00:04:15.280 --> 00:04:19.680]  以前福音或者教會
[00:04:19.680 --> 00:04:23.760]  都是在猶太人的搖籃裡面成長
[00:04:23.760 --> 00:04:26.080]  但是由那一次開始
[00:04:26.080 --> 00:04:29.320]  福音就走出猶太人的搖籃
[00:04:29.320 --> 00:04:32.080]  而開始擴散
[00:04:32.080 --> 00:04:35.520]  將福音帶到地極
[00:04:35.520 --> 00:04:37.120]  你可以說安提阿
[00:04:37.120 --> 00:04:39.720]  就在那個行動當中
[00:04:39.720 --> 00:04:44.960]  就是基督的宣教歷史的開始
[00:04:44.960 --> 00:04:48.120]  在這裡值得一提
[00:04:48.120 --> 00:04:49.800]  當時這幾個人
[00:04:49.800 --> 00:04:53.080]  你可以說是代表著教會的領導層
[00:04:53.080 --> 00:04:55.880]  我想看看他們的組合
[00:04:55.880 --> 00:04:59.360]  如果我們看這幾個名字的話
[00:04:59.360 --> 00:05:02.400]  發覺這群人真的是來自五湖四海的
[00:05:02.400 --> 00:05:04.920]  來自不同的社會階層
