
[00:00:00.000 --> 00:00:03.320]  我們是讀一段經文
[00:00:03.320 --> 00:00:12.320]  就是《若狂福音》十四章十二至十五節
[00:00:12.320 --> 00:00:15.920]  請大家用心聽
[00:00:15.920 --> 00:00:18.960]  嘗試一下如果你有打開聖經的話
[00:00:18.960 --> 00:00:19.960]  用心去聽
[00:00:19.960 --> 00:00:21.080]  如果你有聖經的話
[00:00:21.080 --> 00:00:24.560]  你打開聖經一起去詛咒
[00:00:24.560 --> 00:00:26.160]  在第十二節
[00:00:26.160 --> 00:00:28.840]  十四章十二節
[00:00:28.840 --> 00:00:33.120]  他把我實實在在地告訴你們
[00:00:33.120 --> 00:00:35.320]  我所作的事
[00:00:35.320 --> 00:00:38.440]  信我的人都會作
[00:00:38.440 --> 00:00:43.280]  並且要作給者更大的事
[00:00:43.280 --> 00:00:45.280]  因為
[00:00:45.280 --> 00:00:49.280]  因為我往復能去
[00:00:49.280 --> 00:00:51.160]  你們奉我的名
[00:00:51.160 --> 00:00:53.160]  無論求什麼
[00:00:53.160 --> 00:00:54.840]  我都成就
[00:00:54.840 --> 00:00:58.440]  見父恩子德榮耀
[00:00:58.440 --> 00:01:00.080]  你們若奉我的名
[00:01:00.080 --> 00:01:01.720]  求什麼
[00:01:01.720 --> 00:01:04.040]  我都成就
[00:01:04.040 --> 00:01:06.440]  你們若愛我
[00:01:06.440 --> 00:01:10.360]  就必遵守我的命令
[00:01:10.360 --> 00:01:13.000]  你們若愛我
[00:01:13.000 --> 00:01:16.640]  就必遵守我的命令
[00:01:16.640 --> 00:01:20.640]  剛才所讀的經文十四章十二至十五節
[00:01:20.640 --> 00:01:23.680]  是關乎信心
[00:01:23.680 --> 00:01:25.800]  尤其是在第十二節
[00:01:25.800 --> 00:01:29.160]  我實實在在地告訴你們我所作的事
[00:01:29.160 --> 00:01:31.160]  信我的人
[00:01:31.160 --> 00:01:33.160]  信我的人
[00:01:33.160 --> 00:01:34.720]  亦會作
[00:01:34.720 --> 00:01:38.560]  並且要作給者更大的事
[00:01:38.560 --> 00:01:40.560]  給者更大的事
[00:01:40.560 --> 00:01:42.080]  因為
[00:01:42.080 --> 00:01:45.760]  因為我往復能去
[00:01:45.760 --> 00:01:47.440]  在第十二節的經文
[00:01:47.440 --> 00:01:52.960]  其實是延續在十四章一至十一節的經文
[00:01:52.960 --> 00:01:53.960]  為什麼這樣說呢?
[00:01:53.960 --> 00:01:55.480]  我們看看十四章一節
[00:01:55.480 --> 00:01:56.640]  這樣說的
[00:01:56.640 --> 00:01:58.680]  你們心裡不顧憂愁
[00:01:58.680 --> 00:02:03.880]  你們信神也都信我
[00:02:03.880 --> 00:02:07.440]  我去父的家裡有許多的住處
[00:02:07.440 --> 00:02:11.360]  若是沒有我就早已告訴你們了
[00:02:11.360 --> 00:02:15.840]  我去完事為你們預備地方去
[00:02:15.840 --> 00:02:17.440]  第十一節
[00:02:17.440 --> 00:02:19.840]  你們都信我
[00:02:19.840 --> 00:02:22.000]  我在父裡面
[00:02:22.000 --> 00:02:24.320]  父在我裡面
[00:02:24.320 --> 00:02:27.280]  即或不信
[00:02:27.280 --> 00:02:30.720]  也都因我所作的事
[00:02:30.720 --> 00:02:33.000]  信我
[00:02:33.000 --> 00:02:35.440]  這經文就是
[00:02:35.440 --> 00:02:39.280]  耶穌基督是鼓勵人要有信心
[00:02:39.280 --> 00:02:41.680]  具有信心的人會怎樣呢?
[00:02:41.680 --> 00:02:47.240]  具有信心的人會做比耶穌基督做的事更大
[00:02:47.240 --> 00:02:48.440]  聽到嗎?
[00:02:48.440 --> 00:02:51.160]  具有信心的人做的事情
[00:02:51.160 --> 00:02:56.160]  比耶穌基督所做的事更加大
[00:02:56.160 --> 00:02:57.600]  想一想
[00:02:57.600 --> 00:03:00.680]  具有信心的人真的可以做的事情
[00:03:00.680 --> 00:03:03.120]  比耶穌基督更加大?
[00:03:03.120 --> 00:03:04.120]  更加厲害?
[00:03:04.120 --> 00:03:05.560]  更多?
[00:03:05.560 --> 00:03:07.560]  有沒有可能呢?
[00:03:07.560 --> 00:03:09.240]  我們都知道
[00:03:09.240 --> 00:03:12.880]  耶穌基督的神蹟是偉大的
[00:03:12.880 --> 00:03:14.960]  為為其官
[00:03:14.960 --> 00:03:18.880]  祂在這個婚宴當中將水面圍繞自己
[00:03:18.880 --> 00:03:20.640]  是能夠餵飽
[00:03:20.640 --> 00:03:23.600]  用五頂鯨魚餵飽五千個人
[00:03:23.600 --> 00:03:25.280]  能夠在水上行走
[00:03:25.280 --> 00:03:28.720]  依次合辦的叫渠渠人走
[00:03:28.720 --> 00:03:32.040]  就治住人從死裡復活
[00:03:32.040 --> 00:03:33.680]  第一次復活
[00:03:33.680 --> 00:03:39.640]  你們可以做比耶穌基督做的事情更大呢?
[00:03:39.640 --> 00:03:42.200]  可以嗎?
[00:03:42.200 --> 00:03:44.160]  不可以
[00:03:44.160 --> 00:03:47.160]  但是有些人跟你說
[00:03:47.160 --> 00:03:50.880]  可以的
[00:03:50.880 --> 00:03:53.680]  只要你有足夠的信心
[00:03:53.680 --> 00:03:56.960]  你就能夠做到耶穌基督的事情
[00:03:56.960 --> 00:03:58.960]  可以的
