
[00:00:00.000 --> 00:00:03.200]  今天我們會分兩個部分去看這段聖經
[00:00:03.200 --> 00:00:08.160]  去嘗試去理解榮耀神這件事
[00:00:08.160 --> 00:00:10.840]  和我們作為神的子民
[00:00:10.840 --> 00:00:15.440]  甚至作為一個人的關係是怎樣
[00:00:15.440 --> 00:00:19.680]  先看看提及前文講些甚麼
[00:00:19.680 --> 00:00:21.600]  在前文我們已經講過
[00:00:21.600 --> 00:00:25.840]  作為一間不似其他眾多的教會
[00:00:25.840 --> 00:00:30.480]  只是依賴著去獲得這個世界的認同
[00:00:30.480 --> 00:00:33.000]  作為一種好像傳遞的藉口
[00:00:33.000 --> 00:00:37.160]  或者踏腳石的哥羅西教會
[00:00:37.160 --> 00:00:39.520]  它不是尋求這些東西的
[00:00:39.520 --> 00:00:41.360]  雖然在一個大城市裏面
[00:00:41.360 --> 00:00:43.800]  它不是去尋求人的肯定
[00:00:43.800 --> 00:00:45.400]  或者社會的肯定
[00:00:45.400 --> 00:00:48.120]  而去嘗試藉此成為教會
[00:00:48.120 --> 00:00:52.000]  影響這個世界的原因
[00:00:52.000 --> 00:00:53.800]  它不會妥協
[00:00:53.800 --> 00:00:57.600]  它不會去因為這個世界潮流流行甚麼
[00:00:57.600 --> 00:00:59.640]  而跟著去做的時候
[00:00:59.640 --> 00:01:03.840]  我相信這個更加合乎上帝對於教會的要求
[00:01:03.840 --> 00:01:07.880]  因此今天即或我們處在這個
[00:01:07.880 --> 00:01:10.920]  所謂二十一世紀的年代
[00:01:10.920 --> 00:01:14.120]  我們作為教會也都應該學會
[00:01:14.120 --> 00:01:19.520]  不要以一種只是去巴結這個世界
[00:01:19.520 --> 00:01:25.360]  意圖使這個世界人喜歡教會而吸引人教會這種做法
[00:01:25.360 --> 00:01:29.440]  因為這種做法很容易將教會拖入一個現象
[00:01:29.440 --> 00:01:34.320]  就是教會會變成向上帝的說話
[00:01:34.320 --> 00:01:37.240]  作出各方面的
[00:01:37.240 --> 00:01:39.160]  我們可以這樣說
[00:01:39.160 --> 00:01:41.480]  去刪除
[00:01:41.480 --> 00:01:42.680]  很多東西不提的
[00:01:42.680 --> 00:01:43.800]  所以在教會裏面
[00:01:43.800 --> 00:01:45.520]  今天你會留意到
[00:01:45.520 --> 00:01:48.160]  你上網看一下
[00:01:48.160 --> 00:01:49.960]  很多港獨
[00:01:49.960 --> 00:01:52.760]  牧者很多都不講的
[00:01:52.760 --> 00:01:57.240]  很多書卷從來不會有人碰的
[00:01:57.240 --> 00:01:58.120]  為甚麼?
[00:01:58.120 --> 00:02:01.120]  因為那些講了出來會得罪人
[00:02:01.120 --> 00:02:02.760]  講完哥羅西書之後
[00:02:02.760 --> 00:02:04.760]  我會回去講舊約
[00:02:04.760 --> 00:02:08.040]  我會去講俄巴底亞書
[00:02:08.040 --> 00:02:12.080]  一卷很少人會去講的經文
[00:02:12.080 --> 00:02:12.960]  為甚麼?
[00:02:12.960 --> 00:02:15.840]  因為這些書很多信徒覺得
[00:02:15.840 --> 00:02:19.320]  或者教會覺得只是給神學院來研究
[00:02:19.320 --> 00:02:20.920]  不是用來給信徒讀
[00:02:20.920 --> 00:02:22.560]  甚至給信徒看
[00:02:22.560 --> 00:02:28.480]  因為那些東西講了出來之後會得罪很多的人
[00:02:28.480 --> 00:02:33.880]  教會應有的存在的基礎
[00:02:33.880 --> 00:02:40.160]  是不應該為了擔心因為傳主的道而得罪人
[00:02:40.160 --> 00:02:42.080]  反而我們要明白到
[00:02:42.080 --> 00:02:44.360]  我們的角色就在這個世界裏面
[00:02:44.360 --> 00:02:46.600]  當傳講主的道的時候
[00:02:46.600 --> 00:02:49.320]  會興起了一場屬靈的爭戰
[00:02:49.320 --> 00:02:53.280]  而這場的爭戰會非常之激烈
[00:02:53.280 --> 00:02:55.320]  我們會被這個世界的人
[00:02:55.320 --> 00:02:59.840]  甚至去討厭或者憎惡
[00:02:59.840 --> 00:03:06.280]  但是教會仍然把守著這個對真理的堅持
[00:03:06.280 --> 00:03:08.800]  你說牧師這樣會受傷的
[00:03:08.800 --> 00:03:10.680]  是呀教會會受傷的
[00:03:10.680 --> 00:03:14.480]  打仗怎麼會不受傷呢?
[00:03:14.480 --> 00:03:17.560]  但是在上文我們看到的就是
[00:03:17.560 --> 00:03:23.680]  原來我們的上帝會把我們放在一個隱蔽之下
[00:03:23.680 --> 00:03:26.840]  我們已經講過那個隱蔽的字眼
[00:03:26.840 --> 00:03:29.480]  可以把它翻譯為掩護
[00:03:29.480 --> 00:03:31.680]  好像打一場戰爭一樣
[00:03:31.680 --> 00:03:34.160]  你的同伴為了你去履行
[00:03:34.160 --> 00:03:37.280]  可以進攻的目的或者拯救的目的
[00:03:37.280 --> 00:03:41.120]  於是乎他會為了因此而作掩護
[00:03:41.120 --> 00:03:45.720]  保守著我們去完成這個工作
[00:03:45.720 --> 00:03:49.560]  這些就真正是基督徒的侍奉
[00:03:49.560 --> 00:03:52.360]  也是我們在聖經裏面看到的
[00:03:52.360 --> 00:03:54.360]  上帝給我們作為信徒
[00:03:54.360 --> 00:03:56.000]  當我們在這個世界裏面
[00:03:56.000 --> 00:03:59.360]  願意去按真理而活的時候
[00:03:59.360 --> 00:04:01.640]  基督耶穌成為我們的掩護
[00:04:01.640 --> 00:04:03.640]  使到在這個世界上面
[00:04:03.640 --> 00:04:05.280]  縱使有多少惡勢力
[00:04:05.280 --> 00:04:06.960]  怎麼討厭我們都好
[00:04:06.960 --> 00:04:10.160]  我們卻在這個過程當中得蒙保守
[00:04:10.160 --> 00:04:12.160]  但更重要的是
[00:04:12.160 --> 00:04:17.520]  可以因此而吸引或者拯救一些
[00:04:17.520 --> 00:04:19.520]  真正上帝要拯救的人
[00:04:19.520 --> 00:04:21.360]  而我們今天作為信徒的
[00:04:21.360 --> 00:04:25.520]  宣講神的說話其實不是我們去拯救那個人
[00:04:25.520 --> 00:04:27.520]  而是我們將上帝的說話
[00:04:27.520 --> 00:04:30.480]  讓那些要上帝被拯救的人
[00:04:30.480 --> 00:04:32.840]  他被吸引回到上帝的面前
[00:04:32.840 --> 00:04:38.600]  有回一份同樣對上帝堅持不會妥協的生命
[00:04:38.600 --> 00:04:41.000]  這個是上文我們所看的
[00:04:41.000 --> 00:04:43.800]  來到接著這段的聖經
[00:04:43.800 --> 00:04:48.640]  進入了一個題目是更加令人費解
[00:04:48.640 --> 00:04:52.000]  因為他談論到有關於神的榮耀的問題
[00:04:52.000 --> 00:04:56.320]  而這個榮耀的問題是包括了
[00:04:56.320 --> 00:05:01.760]  很多有關於創世的種種的關係
[00:05:01.760 --> 00:05:04.520]  我們今天會從這個角度
[00:05:04.520 --> 00:05:10.720]  重新揣摩哥羅西書想講的主題是什麼
[00:05:10.720 --> 00:05:13.800]  讓我們逐步去嘗試
[00:05:13.800 --> 00:05:17.600]  看看怎樣好像在聖經裏面
[00:05:17.600 --> 00:05:20.480]  我們可以去介紹去參與在
[00:05:20.480 --> 00:05:24.760]  這份彰顯神榮耀的工作當中
[00:05:24.760 --> 00:05:28.040]  什麼叫做榮耀神?
[00:05:28.880 --> 00:05:32.880]  今天很多時候我們回教會很多牧者可能就說給你聽
[00:05:32.880 --> 00:05:34.280]  侍奉主
[00:05:34.280 --> 00:05:36.400]  什麼叫侍奉主?
[00:05:36.400 --> 00:05:40.280]  侍奉主就是在教會擔當一官半職
[00:05:40.280 --> 00:05:43.160]  不要只是做平信徒
[00:05:43.160 --> 00:05:44.440]  不要只是坐在教會
[00:05:44.440 --> 00:05:47.240]  只是坐在那裏去崇拜齋聽
[00:05:47.240 --> 00:05:49.880]  要做一些事情的
[00:05:49.880 --> 00:05:53.040]  所以有些信徒就認為
[00:05:53.040 --> 00:05:58.880]  那個榮耀神的情況就是先由平信徒發展
[00:05:58.880 --> 00:06:02.440]  接著就去做一下教會的一些侍奉參與
[00:06:02.440 --> 00:06:04.240]  做一下做義工
[00:06:04.240 --> 00:06:06.120]  我強調教會的工作
[00:06:06.120 --> 00:06:09.000]  不應該用義工這個觀念去看的
[00:06:09.000 --> 00:06:12.880]  因為義工是只不過好像一份興趣
[00:06:12.880 --> 00:06:14.720]  你推動你去做的
[00:06:14.720 --> 00:06:19.480]  教會的侍奉是一種上帝的委託
[00:06:19.480 --> 00:06:21.760]  你是有職責去委任
[00:06:21.760 --> 00:06:24.280]  並且去到履行的
[00:06:24.280 --> 00:06:26.480]  不是義工
[00:06:26.480 --> 00:06:28.320]  做又可以不做又可以
[00:06:28.320 --> 00:06:29.400]  有空就做一下
[00:06:29.400 --> 00:06:30.520]  沒空就不做
[00:06:30.520 --> 00:06:31.240]  不是
[00:06:31.240 --> 00:06:34.280]  你沒空你都需要做
[00:06:34.280 --> 00:06:39.160]  這個就是侍奉和做義工的不同
[00:06:39.160 --> 00:06:42.760]  但是很多教會將教會的侍奉變成義工
[00:06:42.760 --> 00:06:43.680]  然後怎樣?
[00:06:43.680 --> 00:06:48.600]  你再熟悉一點的做教會的一些團契的職員
