
[00:00:00.000 --> 00:00:03.200]  請主婦平安,我們一起祈禱
[00:00:03.200 --> 00:00:10.720]  我們感謝您的恩典,讓我們可以在祝日的清晨聚集並拜祢
[00:00:10.720 --> 00:00:18.760]  主要我們求您保守帶領我們,讓我們思想與話語的時候能夠明白
[00:00:18.760 --> 00:00:22.760]  並且能夠應用在我們的生命當中
[00:00:22.760 --> 00:00:25.720]  讓我們的生命活出耶穌基督的樣式
[00:00:25.720 --> 00:00:29.560]  榮耀主的名,奉耶穌基督的名祈禱,下門
[00:00:31.000 --> 00:00:35.480]  今天我們來到《哥羅西書》最後一章
[00:00:35.480 --> 00:00:42.480]  思想我們應該怎樣去發揮主給我們的恩典
[00:00:42.480 --> 00:00:48.480]  前一個星期我們已經說過要與耶穌同活
[00:00:48.480 --> 00:00:56.480]  這是說我們受洗,相信主耶穌之後應該有的改變
[00:00:56.480 --> 00:01:02.480]  因為我們信的是一位復活了的主
[00:01:02.480 --> 00:01:09.480]  前一個星期張全道跟我們在第三章就說過我們要穿上新人
[00:01:09.480 --> 00:01:16.480]  那就是與主耶穌同活之後的生活上的表現和改變
[00:01:16.480 --> 00:01:23.480]  今天我們要思想人心裏面時時都會問的一個問題
[00:01:23.480 --> 00:01:27.480]  就是我們活著是為了什麼呢?
[00:01:27.480 --> 00:01:31.480]  為什麼我們仍然活著不去自殺呢?
[00:01:31.480 --> 00:01:38.480]  這是一個在不同年代都有人會問的問題
[00:01:38.480 --> 00:01:44.480]  比如聖經中的約伯記,根據學者的研究
[00:01:44.480 --> 00:01:47.480]  他是活在大概四千多年前的人
[00:01:47.480 --> 00:01:51.480]  應該是與阿巴拉罕同一時代的人
[00:01:51.480 --> 00:01:56.480]  他不是猶太人,因為猶太民族都未曾成型出現
[00:01:56.480 --> 00:02:03.480]  但是他遇到突然而來的苦難並且影響到他的健康的時候
[00:02:03.480 --> 00:02:08.480]  他就會想到出生來做什麼?我不出生就好了
[00:02:08.480 --> 00:02:14.480]  換句話說,他就認為他活著是沒有什麼意義
[00:02:14.480 --> 00:02:22.480]  除了約伯記之外,傳道書也在問人生的意義
[00:02:22.480 --> 00:02:30.480]  傳道者從很多不同的方面或角度去思考
[00:02:30.480 --> 00:02:35.480]  在短暫虛空的人生存活的意義
[00:02:35.480 --> 00:02:40.480]  而摩西也曾經這樣說
[00:02:40.480 --> 00:02:44.480]  我們道盡的年歲好像一身殘骸
[00:02:44.480 --> 00:02:51.480]  我們一生的年日是七十歲,若是強壯可到八十歲
[00:02:51.480 --> 00:02:58.480]  但其中所驚呱的不過是路苦受煩
[00:02:58.480 --> 00:03:03.480]  轉眼即逝,我們便如飛而去
[00:03:03.480 --> 00:03:10.480]  求你指教我們該怎樣數算自己的日子
[00:03:10.480 --> 00:03:14.480]  好叫我們得著智慧的心
[00:03:14.480 --> 00:03:19.480]  摩西感受到人生的短暫
[00:03:19.480 --> 00:03:22.480]  其實他自己是活了一百二十年
[00:03:22.480 --> 00:03:24.480]  他是一百二十歲嗎?
[00:03:24.480 --> 00:03:29.480]  他很可能看到一般人沒有他那麼長命
[00:03:29.480 --> 00:03:32.480]  一般都是七、八十歲,如你所說
[00:03:32.480 --> 00:03:36.480]  生命既勞苦又短暫
[00:03:36.480 --> 00:03:39.480]  即使他活到一百二十歲
[00:03:39.480 --> 00:03:44.480]  一百二十歲也是一個數得到的數字
[00:03:44.480 --> 00:03:52.480]  他的嘆息包含了一個我們為甚麼活著的問題
[00:03:52.480 --> 00:03:54.480]  為甚麼要活著呢?
[00:03:54.480 --> 00:03:56.480]  摩西給了一個答案
[00:03:56.480 --> 00:03:59.480]  就是求主教我們怎樣好好過日子
[00:03:59.480 --> 00:04:02.480]  活出有意義的人生
[00:04:02.480 --> 00:04:05.480]  其實如果你想深一層來講
[00:04:05.480 --> 00:04:08.480]  數算自己的日子
[00:04:08.480 --> 00:04:13.480]  如果數過去了的日子
[00:04:13.480 --> 00:04:15.480]  就不是很大意義
[00:04:15.480 --> 00:04:21.480]  因為過去了的日子是不能夠回頭更正的
[00:04:21.480 --> 00:04:24.480]  已經變成了歷史事實
[00:04:24.480 --> 00:04:28.480]  即使我今日發覺我昨天做了一件錯事
[00:04:28.480 --> 00:04:31.480]  今日和以後不可以再錯了
[00:04:31.480 --> 00:04:35.480]  始終那件錯事已經發生了
[00:04:35.480 --> 00:04:39.480]  今日我憤怒、我發怒、我罵人報復
[00:04:39.480 --> 00:04:43.480]  都不能抹去昨天發生的那件錯事
[00:04:43.480 --> 00:04:45.480]  從頭來過
[00:04:45.480 --> 00:04:49.480]  因此如果我們單單按字面的意義去理解
[00:04:49.480 --> 00:04:52.480]  數算自己過去了的日子
[00:04:52.480 --> 00:04:55.480]  應該帶有一個反省的意思
[00:04:55.480 --> 00:05:00.480]  帶有一個我們要從錯誤中去學習的意思
[00:05:00.480 --> 00:05:03.480]  希望以後不會再犯同樣的錯誤
[00:05:03.480 --> 00:05:05.480]  所以最後一句
[00:05:05.480 --> 00:05:08.480]  「好叫我們得著智慧的心」
[00:05:08.480 --> 00:05:11.480]  這就是數算了過去的日子
[00:05:11.480 --> 00:05:13.480]  回想過
[00:05:13.480 --> 00:05:16.480]  知道自己錯在哪裡
[00:05:16.480 --> 00:05:20.480]  我們以後不要再錯了
[00:05:20.480 --> 00:05:23.480]  從錯誤中學習得到智慧
[00:05:23.480 --> 00:05:27.480]  但這句說話也有另一個理解
[00:05:27.480 --> 00:05:31.480]  最近我看到一本英文聖經的翻譯
[00:05:31.480 --> 00:05:34.480]  當然是代表了譯者的理解
[00:05:34.480 --> 00:05:37.480]  他不是單單從字面的意義去理解
[00:05:37.480 --> 00:05:40.480]  而是從那個含義去理解
[00:05:40.480 --> 00:05:42.480]  他怎樣翻譯呢?
[00:05:42.480 --> 00:05:47.480]  他說:所以請教我們思考我們是必死的
[00:05:47.480 --> 00:05:51.480]  這樣我們就可以明智地生活
[00:05:51.480 --> 00:05:53.480]  由於生命的短暫
[00:05:53.480 --> 00:05:57.480]  記得人是必死的
[00:05:57.480 --> 00:06:01.480]  所以他的數算日子的理解
[00:06:01.480 --> 00:06:04.480]  不是按字面意義去理解
[00:06:04.480 --> 00:06:09.480]  而是說數算是有限的意思
[00:06:09.480 --> 00:06:12.480]  這也符合希伯來人的思想
[00:06:12.480 --> 00:06:15.480]  我們看聖經有幾個例子
[00:06:15.480 --> 00:06:17.480]  比如說上帝見摩西
[00:06:17.480 --> 00:06:19.480]  摩西的時候你數一下星星
[00:06:19.480 --> 00:06:21.480]  你數不數得到
[00:06:21.480 --> 00:06:23.480]  那些是數不到的
[00:06:23.480 --> 00:06:25.480]  人生的日子是數得到的
[00:06:25.480 --> 00:06:27.480]  數得到的日子是少的
[00:06:27.480 --> 00:06:29.480]  短暫的意思
[00:06:29.480 --> 00:06:33.480]  讓我們看看今天的經文
[00:06:33.480 --> 00:06:38.480]  看看保羅對過摩西教會最後的勸勉是甚麼
[00:06:38.480 --> 00:06:43.480]  以致我們活出有定向有目標的人生
[00:06:43.480 --> 00:06:47.480]  而不是糊塗到這樣過完一生
[00:06:47.480 --> 00:06:50.480]  然後兩手空空翻天下
[00:06:50.480 --> 00:06:52.480]  面對天父的時候
[00:06:52.480 --> 00:06:53.480]  天父交賬了
[00:06:53.480 --> 00:06:57.480]  我們說主啊我知道你是個嚴厲的人
[00:06:57.480 --> 00:07:00.480]  沒有種的地方要收割
[00:07:00.480 --> 00:07:02.480]  沒有播的地方也要收穫
[00:07:02.480 --> 00:07:05.480]  我就可以派他把你一千銀子埋在地裡
[00:07:05.480 --> 00:07:07.480]  請按你的銀子在這裡
[00:07:07.480 --> 00:07:13.480]  這是不義的僕人的回答
[00:07:13.480 --> 00:07:16.480]  我們現代人可能不是這樣回答
[00:07:16.480 --> 00:07:18.480]  我們可能聰明一點
[00:07:18.480 --> 00:07:20.480]  學亞當比較好
[00:07:20.480 --> 00:07:22.480]  亞當推卸責任
[00:07:22.480 --> 00:07:24.480]  主啊我去了教會幾十年
[00:07:24.480 --> 00:07:27.480]  都沒有牧師告訴我要發揮恩賜
[00:07:27.480 --> 00:07:32.480]  所以我就繼續為兒為女為子忙
[00:07:32.480 --> 00:07:35.480]  過完一生現在回來見你
[00:07:35.480 --> 00:07:37.480]  我告訴大家
[00:07:37.480 --> 00:07:39.480]  如果你真的想這樣回答
[00:07:39.480 --> 00:07:42.480]  到時上帝可能會放段錄影帶給你看
[00:07:42.480 --> 00:07:45.480]  有聲有影有證據
[00:07:46.480 --> 00:07:48.480]  讓講這種話的人
[00:07:48.480 --> 00:07:52.480]  知道他的藉口與事實不符
[00:07:52.480 --> 00:07:54.480]  大家今天來到這裡
