
[00:00:00.000 --> 00:00:03.060]  扫羅是以色列第一個皇帝
[00:00:03.060 --> 00:00:04.340]  是神所揀選的
[00:00:04.340 --> 00:00:07.600]  揀選的原因是因為以色列的百姓要求
[00:00:07.600 --> 00:00:10.080]  撒姆爾為他們立一個皇
[00:00:10.080 --> 00:00:13.540]  今天我們剛才Lisa和我們讀的經文
[00:00:13.540 --> 00:00:17.740]  就記載了撒這個扫羅打勝仗
[00:00:17.740 --> 00:00:22.320]  成功的一個經驗
[00:00:22.320 --> 00:00:23.420]  不過在這個經驗裡面
[00:00:23.420 --> 00:00:24.680]  在這個成功的經驗裡面
[00:00:24.680 --> 00:00:27.860]  也同時是一個失敗的經驗
[00:00:27.860 --> 00:00:31.660]  因為在這個戰爭的勝利裡面
[00:00:31.660 --> 00:00:35.440]  他的行動表達了他內心
[00:00:35.440 --> 00:00:42.300]  也是這個心態讓他越來越遠離神
[00:00:42.300 --> 00:00:45.580]  今天讓我們通過這個故事一同看一看
[00:00:45.580 --> 00:00:50.220]  扫羅所犯過的是什麼錯誤
[00:00:50.220 --> 00:00:55.320]  讓我們不要重蹈他失敗的例子
[00:00:55.320 --> 00:00:57.260]  在這個故事一開始的時候
[00:00:57.260 --> 00:00:59.260]  神命令扫羅
[00:00:59.260 --> 00:01:01.420]  這個命令是相當清楚的
[00:01:01.420 --> 00:01:02.260]  很簡單的
[00:01:02.260 --> 00:01:09.260]  他就是叫扫羅攻打滅盡阿瑪利人
[00:01:09.260 --> 00:01:10.000]  為什麼呢?
[00:01:10.000 --> 00:01:13.380]  因為阿瑪利人曾經在他們離開埃及
[00:01:13.380 --> 00:01:16.780]  進入加拿美地的時候
[00:01:16.780 --> 00:01:20.120]  來惡待神的百姓
[00:01:20.120 --> 00:01:23.480]  在《新明記》有這樣的記載
[00:01:23.480 --> 00:01:25.620]  神就跟他們說
[00:01:25.620 --> 00:01:29.960]  他說這個阿瑪利人曾經在他們離開的時候
[00:01:29.960 --> 00:01:32.760]  在他們困乏疲倦的時候
[00:01:32.760 --> 00:01:36.200]  擊殺你們在後面軟弱的人
[00:01:36.200 --> 00:01:39.500]  這個行動是並不敬畏神
[00:01:39.500 --> 00:01:42.800]  所以神在當時已經立了一個命令
[00:01:42.800 --> 00:01:47.240]  他說當你們得著地享平安
[00:01:47.240 --> 00:01:49.140]  得這個地為業的時候
[00:01:49.140 --> 00:01:55.620]  你要把阿瑪利人的名號從天下逃沒
[00:01:55.620 --> 00:01:56.820]  不可忘記
[00:01:56.820 --> 00:01:59.760]  這個命令已經頒下了
[00:01:59.760 --> 00:02:02.260]  到了扫羅的時候
[00:02:02.260 --> 00:02:04.960]  神就使用扫羅
[00:02:04.960 --> 00:02:08.760]  來履行他當初所命定的
[00:02:08.760 --> 00:02:13.600]  一個對阿瑪利人的宣判和懲罰
[00:02:13.600 --> 00:02:21.380]  所以神就命令扫羅去攻打阿瑪利人
[00:02:21.380 --> 00:02:23.380]  扫羅所要做的事很簡單
[00:02:23.380 --> 00:02:25.680]  記載第三節那裡說
[00:02:25.680 --> 00:02:29.760]  你要徹底毀滅他們所有的一切
[00:02:29.760 --> 00:02:30.720]  不要吝嗇
[00:02:30.720 --> 00:02:33.720]  無論男女孩童或者吃奶的嬰孩
[00:02:33.720 --> 00:02:36.320]  牛羊、駱駝、驢子
[00:02:36.320 --> 00:02:38.660]  全部殺光
[00:02:38.660 --> 00:02:40.360]  通常我們看到《新明記》的時候
[00:02:40.360 --> 00:02:42.560]  總是會問一個問題
[00:02:42.560 --> 00:02:43.760]  不知道你們會不會問這個問題
[00:02:43.760 --> 00:02:44.800]  看你們的經文
[00:02:44.800 --> 00:02:47.100]  嘩!很殘忍
[00:02:47.100 --> 00:02:52.300]  為什麼連吃奶的嬰孩都要殺?
[00:02:52.300 --> 00:02:53.040]  有兩樣東西
[00:02:53.040 --> 00:02:54.440]  當我們讀到這段經文的時候
[00:02:54.440 --> 00:02:56.440]  我覺得需要大家去明白的
[00:02:56.440 --> 00:02:58.380]  第一
[00:02:58.380 --> 00:03:00.180]  進行殺滅
[00:03:00.180 --> 00:03:01.780]  當然對於我們今天來說
[00:03:01.780 --> 00:03:03.720]  嘩!好像很殘忍
[00:03:03.720 --> 00:03:04.720]  是不是?
[00:03:04.720 --> 00:03:08.820]  但是我們明白在當天的戰爭文化裡
[00:03:08.820 --> 00:03:13.060]  其實並不罕見的一個做法
[00:03:13.060 --> 00:03:16.220]  當攻打敵人的時候
[00:03:16.220 --> 00:03:21.340]  將整個地方的人全部殺光
[00:03:21.340 --> 00:03:24.740]  掠取他們的財物、土地
[00:03:24.740 --> 00:03:26.740]  這個是不常
[00:03:26.740 --> 00:03:30.280]  不是很罕有的一個情況
[00:03:30.280 --> 00:03:31.080]  第二
[00:03:31.080 --> 00:03:32.280]  我們需要留意的
[00:03:32.280 --> 00:03:34.980]  這個並不是一個普通的戰爭
[00:03:34.980 --> 00:03:40.020]  這個並不是一個掠奪的戰爭
[00:03:40.020 --> 00:03:50.600]  而是一個神對當時犯罪的民族的宣判與懲罰
[00:03:50.600 --> 00:03:52.100]  這個亞美尼人所犯的罪
[00:03:52.100 --> 00:03:57.500]  就是他們曾經在以色列人最軟弱的時候
[00:03:57.500 --> 00:03:58.640]  嘗試怎樣?
[00:03:58.640 --> 00:04:04.080]  嘗試將整個以色列民族都滅絕
[00:04:04.080 --> 00:04:06.220]  而他們這個行動背後
[00:04:06.220 --> 00:04:09.980]  就是代表他們對神的不敬
[00:04:09.980 --> 00:04:12.680]  而這個亞美尼人的後果
[00:04:12.680 --> 00:04:14.420]  也在整個人類歷史上
[00:04:14.420 --> 00:04:17.860]  我們看到當人對神不敬的時候
[00:04:17.860 --> 00:04:22.060]  帶來那種的滅絕性
[00:04:22.060 --> 00:04:22.900]  大家要明白
[00:04:22.900 --> 00:04:25.940]  死亡永遠都是罪惡一種的代價
[00:04:25.940 --> 00:04:27.340]  無論你昔日還是今天
[00:04:27.340 --> 00:04:29.740]  同樣當人犯罪的時候
[00:04:29.740 --> 00:04:32.240]  就要面對審判
[00:04:32.240 --> 00:04:35.140]  終極的審判就是死亡
[00:04:35.140 --> 00:04:37.540]  所以如果大家當看這一段的歷史故事
[00:04:37.540 --> 00:04:41.880]  覺得為什麼這麼殘忍
[00:04:41.880 --> 00:04:44.980]  為什麼整個民族要被完全的滅絕
[00:04:44.980 --> 00:04:48.320]  如果大家覺得這個情景是恐怖的時候
[00:04:48.320 --> 00:04:51.920]  對不起,我想告訴大家
[00:04:51.920 --> 00:04:54.520]  當我們不信耶穌的時候
[00:04:54.520 --> 00:04:57.060]  我們終極的結局
[00:04:57.060 --> 00:05:00.100]  可能比這個更為恐怖
[00:05:00.100 --> 00:05:01.340]  為什麼?
[00:05:01.340 --> 00:05:04.340]  因為將來人要面對永恆的審判的時候
[00:05:04.340 --> 00:05:07.140]  人就是要面對一個永遠的死亡
[00:05:07.140 --> 00:05:09.840]  永遠的沉淪
[00:05:09.840 --> 00:05:15.240]  所以如果我們今天仍未相信耶穌基督的時候
[00:05:15.240 --> 00:05:17.920]  請找緊機會接受耶穌基督
[00:05:17.920 --> 00:05:19.520]  得著永遠的救恩
[00:05:19.520 --> 00:05:21.880]  假如我們今天已經得著救恩的時候
[00:05:21.880 --> 00:05:25.560]  我們把握我們今天擁有的機會
[00:05:25.560 --> 00:05:27.860]  竭力侍奉我們的神
[00:05:27.860 --> 00:05:31.200]  讓未信的人同樣得著福音
[00:05:31.200 --> 00:05:33.560]  同樣得著這個永恆的盼望
[00:05:33.560 --> 00:05:34.740]  好了,我們看回經文
[00:05:34.740 --> 00:05:38.800]  接著你說「素羅」有沒有實踐到
[00:05:38.800 --> 00:05:41.680]  一個這麼簡單、這麼直接的命令呢?
[00:05:41.680 --> 00:05:42.440]  很明顯沒有
[00:05:42.440 --> 00:05:45.020]  如果我們看第十一節的時候
[00:05:45.020 --> 00:05:46.520]  神說得很清楚了
[00:05:46.520 --> 00:05:51.080]  祂說「素羅」已經離去,不跟從我
[00:05:51.080 --> 00:05:54.460]  也都不執行我的命令
[00:05:54.460 --> 00:05:55.860]  那就奇怪了
[00:05:55.860 --> 00:05:59.360]  因為當撒姆爾找到這個「素羅」的時候
[00:05:59.360 --> 00:06:00.620]  「素羅」是這樣說的
[00:06:00.620 --> 00:06:01.900]  「素羅」在第十三節說
[00:06:01.900 --> 00:06:06.860]  我已經執行了耶和華的命令
[00:06:06.860 --> 00:06:10.200]  耶和華要我做的、要我走的路
[00:06:10.200 --> 00:06:12.380]  我已經走過了
[00:06:12.380 --> 00:06:16.780]  也都將亞馬力人的「黃阿甲」帶了回來
[00:06:16.780 --> 00:06:20.380]  也都將亞馬力人徹底的毀滅
[00:06:20.380 --> 00:06:23.180]  很奇怪,當祂這樣回覆撒姆爾的時候
[00:06:23.180 --> 00:06:25.120]  若無其事,對不對?
[00:06:25.120 --> 00:06:26.720]  如果我們看第十二節的時候
[00:06:26.720 --> 00:06:32.360]  祂也再次強調祂已經做了神要祂做的工作
[00:06:32.360 --> 00:06:34.260]  你就覺得奇怪了
[00:06:34.260 --> 00:06:39.360]  你說這個「素羅」是否在那段時間裡裝假?
[00:06:39.360 --> 00:06:41.960]  是否在裝模作樣、演戲?
[00:06:41.960 --> 00:06:45.640]  還是祂真的不知道其實祂犯了錯呢?
[00:06:45.640 --> 00:06:47.980]  大家怎麼看呢?
[00:06:47.980 --> 00:06:52.180]  我們再看下去以下的兩節經文
[00:06:52.180 --> 00:06:54.080]  撒姆爾就這樣說
[00:06:54.080 --> 00:07:01.820]  「不是啊,我在文中聽到有羊有牛的叫聲,究竟是怎麼回事?」
[00:07:01.820 --> 00:07:05.820]  「素羅」似乎感覺到有些問題
[00:07:05.820 --> 00:07:08.620]  所以祂在第十五節就回答撒姆爾說
[00:07:08.620 --> 00:07:13.660]  「噢,這些是眾問從亞馬力人所帶回來的」
