
[00:00:00.000 --> 00:00:00.840]  弟兄姊妹,平安!
[00:00:00.840 --> 00:00:04.220]  很高興今天又來到大家的當中
[00:00:04.220 --> 00:00:07.520]  我們在正到此之前,再一起禱告吧
[00:00:07.520 --> 00:00:13.200]  七天父,感謝祢,讓我們今天能夠平安地來到祢的殿中
[00:00:13.200 --> 00:00:17.880]  我們也向祢敬拜,去聆聽祢經上的話
[00:00:17.880 --> 00:00:20.980]  讓祢打開我們的心,開拓我們的耳朵
[00:00:20.980 --> 00:00:23.380]  讓我們能夠明白,進入一世的真理
[00:00:23.380 --> 00:00:29.240]  又讓我們能夠靠著祢的力量,在生活當中走出來
[00:00:29.780 --> 00:00:31.780]  以我們生命,為祢作美好見證
[00:00:31.780 --> 00:00:34.580]  祈禱交託,奉主命靠,阿摩
[00:00:34.580 --> 00:00:38.740]  不知道大家有沒有試過逆風而行?
[00:00:38.740 --> 00:00:40.740]  今天叫逆風而行的信
[00:00:40.740 --> 00:00:43.780]  有沒有?有沒有試過?
[00:00:43.780 --> 00:00:45.780]  應該多多少少都有吧?
[00:00:45.780 --> 00:00:48.440]  不知道感覺是怎樣的呢?
[00:00:48.440 --> 00:00:50.440]  如果是微風的話,應該不錯吧?
[00:00:50.440 --> 00:00:52.440]  就是微風送爽
[00:00:52.440 --> 00:00:55.440]  但是如果是大風的時候呢?
[00:00:55.440 --> 00:00:57.440]  大家有沒有試過在...
[00:00:57.440 --> 00:00:59.440]  比如颱風的時候出去?
[00:00:59.940 --> 00:01:01.940]  環風環雨的時候出去?
[00:01:01.940 --> 00:01:03.940]  從來都沒有嗎?
[00:01:03.940 --> 00:01:05.940]  小時候應該也有吧?
[00:01:05.940 --> 00:01:07.940]  小時候覺得好玩
[00:01:07.940 --> 00:01:09.940]  會故意向著風
[00:01:09.940 --> 00:01:11.940]  或者現在其實也有
[00:01:11.940 --> 00:01:13.940]  每逢...接下來就是夏天了,雨季了
[00:01:13.940 --> 00:01:15.940]  八號風球,甚至九號風球
[00:01:15.940 --> 00:01:17.940]  是不是有些人出去追風呢?
[00:01:17.940 --> 00:01:19.940]  有沒有見過?
[00:01:19.940 --> 00:01:21.940]  或者說向後睡覺的時候
[00:01:21.940 --> 00:01:23.940]  風可以托著它,很大風,是吧?
[00:01:23.940 --> 00:01:25.940]  所以在今天的香港
[00:01:25.940 --> 00:01:28.940]  如果我們用逆風而行去比喻
[00:01:28.940 --> 00:01:30.940]  我們基督的信仰
[00:01:30.940 --> 00:01:32.940]  你覺得那個風是甚麼程度的呢?
[00:01:32.940 --> 00:01:35.940]  是令你覺得很爽的微風嗎?
[00:01:35.940 --> 00:01:37.940]  還是真的會吹到
[00:01:37.940 --> 00:01:39.940]  有些難走的風呢?
[00:01:39.940 --> 00:01:41.940]  不知道
[00:01:41.940 --> 00:01:44.940]  大家知不知道在香港
[00:01:44.940 --> 00:01:46.940]  基督徒的比例是多少?
[00:01:46.940 --> 00:01:48.940]  即是多少百分比?
[00:01:48.940 --> 00:01:50.940]  這麼多年來,不知道為什麼
[00:01:50.940 --> 00:01:52.940]  來來去去聽都是同一個數字,差不多
[00:01:52.940 --> 00:01:55.940]  知不知道是多少?
[00:01:55.940 --> 00:01:57.940]  大約,五個百分比
[00:01:57.940 --> 00:01:59.940]  有時我和我丈夫都在說
[00:01:59.940 --> 00:02:01.940]  為什麼這麼久以來都還是五個百分比呢?
[00:02:01.940 --> 00:02:03.940]  其實沒有增長嗎?
[00:02:03.940 --> 00:02:05.940]  應該不是,應該不止這麼少
[00:02:05.940 --> 00:02:07.940]  特別是我們基督徒
[00:02:07.940 --> 00:02:09.940]  特別做得久了
[00:02:09.940 --> 00:02:11.940]  我們的圈子裡面全部都是基督徒,是吧?
[00:02:11.940 --> 00:02:13.940]  如果你說,原來我們只是
[00:02:13.940 --> 00:02:15.940]  香港裡面其中
[00:02:15.940 --> 00:02:17.940]  少數的五個百分比的人
[00:02:17.940 --> 00:02:19.940]  你覺得好像很難相信
[00:02:19.940 --> 00:02:21.940]  甚至有些基督徒,如果從小在教會長大
[00:02:21.940 --> 00:02:23.940]  他已經好像認識不到
[00:02:23.940 --> 00:02:25.940]  一些不是基督徒的人
[00:02:25.940 --> 00:02:27.940]  但如果我們真的
[00:02:27.940 --> 00:02:29.940]  數字反映一些真實
[00:02:29.940 --> 00:02:31.940]  原來
[00:02:31.940 --> 00:02:33.940]  這個群體很難去增長
[00:02:33.940 --> 00:02:35.940]  應該我們這個環境
[00:02:35.940 --> 00:02:37.940]  大環境裡面,大部分人
[00:02:37.940 --> 00:02:39.940]  不是和我們一樣的信仰
[00:02:39.940 --> 00:02:41.940]  最近在我和丈夫
[00:02:41.940 --> 00:02:43.940]  某樣的即稱團體裡面
[00:02:43.940 --> 00:02:45.940]  我們舉辦了一個職場講座
[00:02:45.940 --> 00:02:47.940]  內容就是現場
[00:02:47.940 --> 00:02:49.940]  即現在職場的生態
[00:02:49.940 --> 00:02:51.940]  和基督徒如何在職場作見證和持守信仰
[00:02:51.940 --> 00:02:53.940]  我們發現
[00:02:53.940 --> 00:02:55.940]  很多人在職場是有很多掙扎
[00:02:55.940 --> 00:02:57.940]  不知道大家有沒有
[00:02:57.940 --> 00:02:59.940]  因為這個世界的方式和價值觀
[00:02:59.940 --> 00:03:01.940]  確實和基督信仰不同
[00:03:01.940 --> 00:03:03.940]  在職場裡面
[00:03:03.940 --> 00:03:05.940]  大家能否想像有很多的
[00:03:05.940 --> 00:03:07.940]  衝突和信仰
[00:03:07.940 --> 00:03:09.940]  例如,多多少少
[00:03:09.940 --> 00:03:11.940]  有時候好像要說謊
[00:03:11.940 --> 00:03:13.940]  是吧?或者有時候
[00:03:13.940 --> 00:03:15.940]  要和一些人去
[00:03:15.940 --> 00:03:17.940]  另一個我們都
[00:03:17.940 --> 00:03:19.940]  覺得多的是,可能你說
[00:03:19.940 --> 00:03:21.940]  不是工作性質要說謊
[00:03:21.940 --> 00:03:23.940]  但是和同事說是非
[00:03:23.940 --> 00:03:25.940]  小圈子,這些多嗎?
