
[00:00:00.000 --> 00:00:05.000]  今天和大家思想《羅馬書》第八章31到39節
[00:00:05.000 --> 00:00:07.000]  如果你有聖經就請你翻開
[00:00:07.000 --> 00:00:10.000]  因為我想和大家看看《論斷經文》的上下文
[00:00:10.000 --> 00:00:14.000]  多些地方可以讓我明白《論斷經文》所講的意思
[00:00:14.000 --> 00:00:17.000]  我叫它做「終極一戰」
[00:00:17.000 --> 00:00:20.000]  不是講到一套電影
[00:00:20.000 --> 00:00:24.000]  是講到上帝最後對他的子民
[00:00:24.000 --> 00:00:27.000]  他會帶給我們一個終極的勝利
[00:00:27.000 --> 00:00:29.000]  所以我叫它做「終極一戰」
[00:00:29.000 --> 00:00:32.000]  不知道大家會不會認為
[00:00:32.000 --> 00:00:35.000]  做基督徒是容易還是困難呢?
[00:00:35.000 --> 00:00:38.000]  不用拒絕
[00:00:38.000 --> 00:00:41.000]  你覺得做基督徒是容易還是困難呢?
[00:00:41.000 --> 00:00:44.000]  問題都很矛盾
[00:00:44.000 --> 00:00:46.000]  有時我們覺得好像很開心
[00:00:46.000 --> 00:00:48.000]  好像基督徒是一種很榮幸
[00:00:48.000 --> 00:00:53.000]  很快樂從心底裡湧出來的一件事
[00:00:53.000 --> 00:00:55.000]  但有時當我們苦心自問的時候
[00:00:55.000 --> 00:00:58.000]  我們發現基督徒也有很大的艱難
[00:00:58.000 --> 00:01:01.000]  可能這個世界其他人也有艱難
[00:01:01.000 --> 00:01:03.000]  但做基督徒有更大的艱難
[00:01:03.000 --> 00:01:07.000]  艱難是我們覺得好像上帝的標準在這裡
[00:01:07.000 --> 00:01:08.000]  我知道
[00:01:08.000 --> 00:01:11.000]  但我實際做的時候就不達到這個標準
[00:01:11.000 --> 00:01:15.000]  這種落差令我們有很大的掙扎
[00:01:15.000 --> 00:01:17.000]  你越認真做基督徒
[00:01:17.000 --> 00:01:20.000]  這個落差和掙扎就越大
[00:01:20.000 --> 00:01:23.000]  你隨隨便便當然不會覺得是一回事
[00:01:23.000 --> 00:01:25.000]  我很想和大家今天解決
[00:01:25.000 --> 00:01:28.000]  或者看看聖經裡面這個問題
[00:01:28.000 --> 00:01:29.000]  聖經怎麼和我們說
[00:01:29.000 --> 00:01:33.000]  我希望你能夠將經文延伸到長一點
[00:01:33.000 --> 00:01:35.000]  去到十八節
[00:01:35.000 --> 00:01:39.000]  其實經文比較完整的段落
[00:01:39.000 --> 00:01:43.000]  由十八節一直到結束三十九節
[00:01:43.000 --> 00:01:47.000]  《羅馬書》是保羅整本聖經裡面
[00:01:47.000 --> 00:01:52.000]  我相信是最有系統的論到我們基督教的信仰
[00:01:52.000 --> 00:01:53.000]  你回去教會一段時間
[00:01:53.000 --> 00:01:56.000]  你都會知道《羅馬書》是一本教義性相當重
[00:01:56.000 --> 00:01:58.000]  和一本很重要的書信
[00:01:58.000 --> 00:02:00.000]  告訴我們整個救恩
[00:02:00.000 --> 00:02:02.000]  由上帝創造世界
[00:02:02.000 --> 00:02:05.000]  一直到他榮耀的將我們接到天上
[00:02:05.000 --> 00:02:07.000]  一本很重要的書
[00:02:07.000 --> 00:02:10.000]  《羅馬書》一到八章是一個完整的段落
[00:02:10.000 --> 00:02:12.000]  所以我們今天看的這個段落
[00:02:12.000 --> 00:02:16.000]  第十八節或者我們今天從三十一節開始到三十九節
[00:02:16.000 --> 00:02:19.000]  是整個段落的一個大總結
[00:02:19.000 --> 00:02:23.000]  保羅怎樣總結整個論道上帝救恩呢?
[00:02:23.000 --> 00:02:26.000]  我們先有一點溫習
[00:02:26.000 --> 00:02:30.000]  《羅馬書》大約由一到第五章是講一個題目
[00:02:30.000 --> 00:02:33.000]  叫做恩訊稱義的福音
[00:02:33.000 --> 00:02:35.000]  我們的得救
[00:02:35.000 --> 00:02:36.000]  我們能夠領受神的恩典
[00:02:36.000 --> 00:02:38.000]  是上帝稱我們為義
[00:02:38.000 --> 00:02:42.000]  是藉著耶穌基督曾經在十字架上
[00:02:42.000 --> 00:02:43.000]  用保羅的話說
[00:02:43.000 --> 00:02:45.000]  是作了挽回制
[00:02:45.000 --> 00:02:47.000]  令到上帝的憤怒得到挽回
[00:02:47.000 --> 00:02:50.000]  然後我們可以與神建立一個好的關係
[00:02:50.000 --> 00:02:52.000]  《羅馬書》一到第五章
[00:02:52.000 --> 00:02:56.000]  接著六到八章就是這段經文的其中一部分
[00:02:56.000 --> 00:02:59.000]  就是講到信了耶穌之後怎樣呢?
[00:02:59.000 --> 00:03:03.000]  就是說我們恩訊稱義之後的誠信生活
[00:03:03.000 --> 00:03:04.000]  就是說信了耶穌之後
[00:03:04.000 --> 00:03:06.000]  我們可以藉著聖靈的內註
[00:03:06.000 --> 00:03:08.000]  我們可以成為一個新造的人
[00:03:08.000 --> 00:03:09.000]  可以有好的見證
[00:03:09.000 --> 00:03:11.000]  並且有不同的人生
[00:03:11.000 --> 00:03:13.000]  這樣說一切都很理想
[00:03:13.000 --> 00:03:15.000]  信了主是神的恩典
[00:03:15.000 --> 00:03:17.000]  我們誠信是聖靈的幫助
[00:03:17.000 --> 00:03:21.000]  不過保羅論到我們誠信生活的時間
[00:03:21.000 --> 00:03:22.000]  他也說到我們有掙扎
[00:03:22.000 --> 00:03:24.000]  裡面有兩個律在掙扎
[00:03:24.000 --> 00:03:27.000]  然後第八章開始就說
[00:03:27.000 --> 00:03:28.000]  感謝神
[00:03:28.000 --> 00:03:31.000]  靠著耶穌基督的恩典我們可以勝利
[00:03:31.000 --> 00:03:32.000]  怎樣靠呢?
[00:03:32.000 --> 00:03:33.000]  就是第八章所說的
[00:03:33.000 --> 00:03:35.000]  我們可以體貼聖靈
[00:03:35.000 --> 00:03:36.000]  體貼聖靈
[00:03:36.000 --> 00:03:39.000]  就是說我們時時靠在聖靈那邊就得勝了
[00:03:39.000 --> 00:03:45.000]  似乎這些教導都好像將我們基督徒整個人生
[00:03:45.000 --> 00:03:47.000]  由信主在罪惡當中得到解決
[00:03:47.000 --> 00:03:49.000]  到準備見主
[00:03:49.000 --> 00:03:52.000]  這段階段的誠信生活都說了出來
[00:03:52.000 --> 00:03:55.000]  不過在羅馬書第八章十八節
[00:03:55.000 --> 00:04:00.000]  好像將由天上的鏡頭轉到地上
[00:04:00.000 --> 00:04:03.000]  好像有一個很積極的一面的講論
[00:04:03.000 --> 00:04:06.000]  去到一個比較現實的環境
[00:04:06.000 --> 00:04:07.000]  十八節突然間
[00:04:07.000 --> 00:04:10.000]  從上文一個好像很高漲的
[00:04:10.000 --> 00:04:12.000]  很有承諾的
[00:04:12.000 --> 00:04:14.000]  很有應許的一個生活
[00:04:14.000 --> 00:04:16.000]  去到一個現實的生活
[00:04:16.000 --> 00:04:17.000]  十八節說
[00:04:17.000 --> 00:04:19.000]  我想現在的苦楚
[00:04:19.000 --> 00:04:22.000]  若比起將來要顯於我的榮耀
[00:04:22.000 --> 00:04:25.000]  就不足解了
[00:04:25.000 --> 00:04:28.000]  突然間好像從天上轉到地上說
[00:04:28.000 --> 00:04:31.000]  其實我們現在面對的
[00:04:31.000 --> 00:04:34.000]  都有實實在在的苦楚
[00:04:34.000 --> 00:04:35.000]  實實在在的艱難
[00:04:35.000 --> 00:04:40.000]  然後在這段經文的第二十二節到二十三節
[00:04:40.000 --> 00:04:43.000]  他說我們知道一切受造之物
[00:04:43.000 --> 00:04:47.000]  一同嘆息勞苦直到如今
[00:04:47.000 --> 00:04:49.000]  他說原來天地萬物
[00:04:49.000 --> 00:04:51.000]  在這個上帝創造美好的世界裏面
[00:04:51.000 --> 00:04:53.000]  不斷不斷下降
[00:04:53.000 --> 00:04:55.000]  不斷不斷的下降
[00:04:55.000 --> 00:04:56.000]  下來的時候
[00:04:56.000 --> 00:04:58.000]  那些天地萬物
[00:04:58.000 --> 00:04:59.000]  他用一個形象化的說法
[00:04:59.000 --> 00:05:03.000]  就是一同嘆息直到如今
[00:05:03.000 --> 00:05:06.000]  我猜現在在香港或者世界各地
[00:05:06.000 --> 00:05:10.000]  我們見到無論是天災人禍
[00:05:10.000 --> 00:05:12.000]  天地萬物的轉變
[00:05:12.000 --> 00:05:15.000]  我們說天地都一同嘆息勞苦
[00:05:15.000 --> 00:05:17.000]  我想我們現在的情況
[00:05:17.000 --> 00:05:20.000]  比保羅時代有更深的體會
[00:05:20.000 --> 00:05:22.000]  我們很難想像
[00:05:22.000 --> 00:05:24.000]  究竟這個世界二十年
[00:05:24.000 --> 00:05:26.000]  三十年之後會變成怎樣
[00:05:26.000 --> 00:05:29.000]  我猜很難有人一個很積極
[00:05:29.000 --> 00:05:32.000]  很樂觀的角度去說這個世界
[00:05:32.000 --> 00:05:35.000]  特別是天地萬物會越來越好
[00:05:35.000 --> 00:05:39.000]  這個差不多在幾十年之前
[00:05:39.000 --> 00:05:41.000]  可能很少人會這麼悲觀
[00:05:41.000 --> 00:05:45.000]  但現在無論是成年人或者是年青人
[00:05:45.000 --> 00:05:47.000]  都會體會到世界萬物
[00:05:47.000 --> 00:05:49.000]  在人為的錯誤
[00:05:49.000 --> 00:05:52.000]  在大自然的被破壞之後
[00:05:52.000 --> 00:05:55.000]  越來越勞苦嘆息
