
[00:00:00.000 --> 00:00:01.360]  各位丁姐妹早晨
[00:00:01.360 --> 00:00:02.080]  早晨
[00:00:02.080 --> 00:00:03.440]  你們好
[00:00:03.440 --> 00:00:05.600]  今晚是平安夜
[00:00:05.600 --> 00:00:10.120]  祝你們每一個人心裏都有從神而來的平安
[00:00:10.120 --> 00:00:13.040]  今天講到的經文是《路加福音》第一章
[00:00:13.040 --> 00:00:16.240]  第26至到第38節
[00:00:16.240 --> 00:00:20.400]  是天使向瑪利亞報喜信的故事
[00:00:20.400 --> 00:00:22.160]  在這段經文裏面
[00:00:22.160 --> 00:00:26.080]  天使加伯列向瑪利亞講了三段的說話
[00:00:26.080 --> 00:00:30.640]  這樣自自然然就將這個經文分成三段
[00:00:30.640 --> 00:00:34.080]  我逐段來講
[00:00:34.080 --> 00:00:35.480]  先看第一段
[00:00:35.480 --> 00:00:39.520]  就是第26節至第29節
[00:00:39.520 --> 00:00:41.040]  經文這樣記載
[00:00:41.040 --> 00:00:42.280]  到了第六個月
[00:00:42.280 --> 00:00:45.240]  天使加伯列奉神的差顯
[00:00:45.240 --> 00:00:47.600]  往加利利的一座城去
[00:00:47.600 --> 00:00:50.200]  這座城名叫做拿撒勒
[00:00:50.200 --> 00:00:52.200]  在那裏有個童女
[00:00:52.200 --> 00:00:55.520]  她已經許配了給大衛加的一個人
[00:00:55.520 --> 00:00:57.120]  那個人叫做約瑟
[00:00:57.120 --> 00:00:59.320]  童女的名字叫瑪利亞
[00:00:59.320 --> 00:01:01.440]  天使進去對她說
[00:01:01.440 --> 00:01:04.160]  蒙大恩的女子你好
[00:01:04.160 --> 00:01:06.200]  主與你同在
[00:01:06.200 --> 00:01:09.040]  瑪利亞因者話就很驚慌
[00:01:09.040 --> 00:01:10.360]  又反覆思考
[00:01:10.360 --> 00:01:14.760]  這樣的問候是什麼意思呢
[00:01:14.760 --> 00:01:17.680]  故事發生的地點是拿撒勒
[00:01:17.680 --> 00:01:20.320]  拿撒勒是一個窮鄉僻壤
[00:01:20.320 --> 00:01:23.440]  有地位的猶太人都會認爲
[00:01:23.440 --> 00:01:27.920]  拿撒勒是不會出什麼好東西的
[00:01:27.920 --> 00:01:30.840]  故事的主角是一個許配了
[00:01:30.840 --> 00:01:34.160]  未婚夫的一個童女
[00:01:34.160 --> 00:01:35.920]  按當時的習俗
[00:01:35.920 --> 00:01:39.720]  那個女子大約是十二三歲
[00:01:39.720 --> 00:01:43.400]  十二三歲就會許配給男人的
[00:01:43.400 --> 00:01:45.680]  按現在的標準來說
[00:01:45.680 --> 00:01:50.400]  瑪利亞當時應該還是在讀初中
[00:01:50.400 --> 00:01:53.640]  在當時的世界
[00:01:53.640 --> 00:01:56.320]  瑪利亞其實是一個什麼都沒有的
[00:01:56.320 --> 00:01:59.640]  一個小女孩
[00:01:59.640 --> 00:02:04.960]  天使對這樣的一個小妹妹說話
[00:02:04.960 --> 00:02:08.920]  天使對她說蒙大恩的女子你好
[00:02:08.920 --> 00:02:11.320]  主與你同在
[00:02:11.320 --> 00:02:15.040]  用聖經新日本的翻譯
[00:02:15.040 --> 00:02:17.000]  這句也很精景的
[00:02:17.000 --> 00:02:19.560]  天使說恭喜啊
[00:02:19.560 --> 00:02:24.320]  蒙大恩的女子主與你同在
[00:02:24.320 --> 00:02:26.320]  恭喜
[00:02:26.320 --> 00:02:30.040]  對於一個升了職或者發了財
[00:02:30.040 --> 00:02:32.680]  或者考到狀元的人來說
[00:02:32.680 --> 00:02:34.680]  跟他說恭喜
[00:02:34.680 --> 00:02:36.680]  那就很自然的
[00:02:36.680 --> 00:02:40.080]  但是對着一個露宿者
[00:02:40.080 --> 00:02:42.680]  一個執子皮的婆婆
[00:02:42.680 --> 00:02:45.280]  或者一個很失意的青少年
[00:02:45.280 --> 00:02:48.000]  如果你跟他說恭喜啊
[00:02:48.000 --> 00:02:50.280]  那就有點怪
[00:02:50.280 --> 00:02:53.080]  其實瑪利亞也是一個這樣的人
[00:02:53.080 --> 00:02:56.760]  她其實是一無所有的
[00:02:56.760 --> 00:03:00.800]  平凡又沒有地位的瑪利亞
[00:03:00.800 --> 00:03:04.880]  當她聽到天使說恭喜的時候
[00:03:04.880 --> 00:03:08.240]  其實她不是覺得高興的
[00:03:08.240 --> 00:03:10.680]  她其實是覺得困惑的
[00:03:10.680 --> 00:03:13.480]  她覺得莫名其妙
[00:03:13.480 --> 00:03:19.240]  她會想我這個窮家的少女
[00:03:19.240 --> 00:03:21.600]  恭喜我什麼呢
[00:03:21.600 --> 00:03:22.800]  你說蒙大恩
[00:03:22.800 --> 00:03:24.720]  蒙什麼大恩呢
[00:03:24.720 --> 00:03:29.840]  她只會覺得這一切不合常理
[00:03:29.840 --> 00:03:31.000]  其實是的
[00:03:31.000 --> 00:03:35.880]  聖誕故事其實在講一個不合常理的故事
[00:03:35.880 --> 00:03:39.120]  大能的上帝成爲一個最卑微的人
[00:03:39.120 --> 00:03:42.040]  其實是不合常理的
[00:03:42.040 --> 00:03:44.480]  聖誕故事也在講
[00:03:44.480 --> 00:03:48.120]  神與卑微的人同在的故事
[00:03:48.120 --> 00:03:49.520]  神成爲人
[00:03:49.520 --> 00:03:53.280]  他不是成爲社會上常留的人物
[00:03:53.280 --> 00:03:56.360]  他成爲一個簡單的凡人
[00:03:56.360 --> 00:03:58.600]  耶穌不是生在皇宮
[00:03:58.600 --> 00:04:03.000]  而是生在馬槽裏面
[00:04:03.000 --> 00:04:07.760]  近來社會時時都討論青少年人的自殺問題
[00:04:07.760 --> 00:04:11.600]  現在的青少年人感到很大的壓力
[00:04:11.600 --> 00:04:14.680]  無論是他們的父母
[00:04:14.680 --> 00:04:16.520]  或者社會
[00:04:16.520 --> 00:04:18.680]  甚或他們自己
[00:04:18.680 --> 00:04:23.080]  很多時候都用一個社會上的成功標準
[00:04:23.080 --> 00:04:28.120]  來衡量自己的價值
[00:04:28.120 --> 00:04:30.520]  青少年人覺得如果失敗了
[00:04:30.520 --> 00:04:31.640]  就是沒用
[00:04:31.640 --> 00:04:34.040]  沒用就是沒價值了
[00:04:34.040 --> 00:04:36.600]  一個人如果覺得自己沒價值
[00:04:36.600 --> 00:04:41.120]  生存的動力當然會減少
[00:04:41.120 --> 00:04:43.680]  但是大家想想
[00:04:43.680 --> 00:04:48.640]  天使對一個什麼都沒有的小妹妹
[00:04:48.640 --> 00:04:51.920]  的一番說話的意義
[00:04:51.920 --> 00:04:54.520]  原來神揀選人
[00:04:54.520 --> 00:04:57.320]  他承載着耶穌的生命
[00:04:57.320 --> 00:05:01.040]  是不需要按世人的標準的
[00:05:01.040 --> 00:05:06.840]  神沒有揀選住在耶路撒冷的大希律
[00:05:06.840 --> 00:05:10.040]  皇家族裏面的公主
[00:05:10.040 --> 00:05:12.640]  神沒有揀選那些公主
[00:05:12.640 --> 00:05:19.120]  神揀選在一個窮鄉僻壤裏面的一個貧窮的少女
[00:05:19.120 --> 00:05:21.800]  我希望大家特別是年輕人
[00:05:21.800 --> 00:05:24.960]  從神的角度來看自己
[00:05:24.960 --> 00:05:28.920]  神並不會看不起一個人的
[00:05:28.920 --> 00:05:33.120]  神看重那些卑微的人
[00:05:33.120 --> 00:05:36.560]  大家好好想一想
[00:05:36.560 --> 00:05:41.720]  你是否願意被神使用呢
[00:05:41.720 --> 00:05:44.400]  你不要覺得自己沒用
[00:05:44.400 --> 00:05:49.120]  你不要想我怎麼符合這個社會的標準
[00:05:49.120 --> 00:05:50.840]  你想一想
[00:05:50.840 --> 00:05:53.240]  就算你覺得自己很平凡
[00:05:53.240 --> 00:05:54.880]  你想一想
[00:05:54.880 --> 00:05:58.280]  你願不願意被神使用呢
[00:05:58.280 --> 00:06:00.400]  當神要用你的時候
[00:06:00.400 --> 00:06:04.760]  你會不會願意被神使用呢
[00:06:04.760 --> 00:06:06.520]  如果你願意的話
[00:06:06.520 --> 00:06:08.280]  請每一個人
[00:06:08.280 --> 00:06:09.600]  特別是年輕人
[00:06:09.600 --> 00:06:11.800]  好好珍惜我們的生命
[00:06:11.800 --> 00:06:14.560]  也都好好摸索一下
[00:06:14.560 --> 00:06:18.000]  你願意爲神做些什麼
[00:06:18.000 --> 00:06:20.400]  德蘭修女曾經說過
[00:06:20.400 --> 00:06:23.680]  不是人人都可以做到大事的
[00:06:23.680 --> 00:06:25.840]  不過每一個人
[00:06:25.840 --> 00:06:31.640]  都能夠懷着大愛去做最微小的事情
[00:06:31.640 --> 00:06:36.720]  身體很小的德蘭修女
[00:06:36.720 --> 00:06:41.960]  她每一天在最貧窮的窮鄉僻壤
[00:06:41.960 --> 00:06:43.760]  她去服侍那些
[00:06:43.760 --> 00:06:47.880]  在貧民區裏面被遺棄的人
[00:06:47.880 --> 00:06:50.560]  一個身體很微小的人
[00:06:50.560 --> 00:06:54.040]  她以大愛做一些最卑微的事情
