
[00:00:00.000 --> 00:00:02.760]  今日我想講亦都介紹一個
[00:00:02.760 --> 00:00:04.180]  唔係好知名
[00:00:04.180 --> 00:00:06.140]  呢三個好知名
[00:00:06.140 --> 00:00:09.420]  巴拿巴、西拉提摩泰
[00:00:09.420 --> 00:00:12.720]  但係呢個唔好知名嘅又值得我哋去學習
[00:00:12.720 --> 00:00:14.960]  呢個人
[00:00:14.960 --> 00:00:16.920]  當佢
[00:00:16.920 --> 00:00:19.800]  喺保羅第三次旅程嘅時候
[00:00:19.800 --> 00:00:23.340]  保羅畀咗佢兩件事
[00:00:23.340 --> 00:00:26.540]  下一張powerpoint會提到我哋,佢做咗兩件事
[00:00:31.000 --> 00:00:33.460]  呢兩件係咩事呢?
[00:00:33.460 --> 00:00:35.460]  我哋心裏面可以睇睇
[00:00:35.460 --> 00:00:37.460]  就係當保羅第三次旅程嘅時候
[00:00:37.460 --> 00:00:39.460]  佢派咗呢個唔好知名嘅
[00:00:39.460 --> 00:00:41.460]  信徒又好門徒都好
[00:00:41.460 --> 00:00:43.460]  做兩件好重要嘅事
[00:00:43.460 --> 00:00:45.460]  第一件就係咩呀?
[00:00:45.460 --> 00:00:47.460]  保羅同哥倫多教會裏面
[00:00:47.460 --> 00:00:49.460]  有啲緊張嘅關係
[00:00:49.460 --> 00:00:51.460]  因為喺哥倫多前書
[00:00:51.460 --> 00:00:55.460]  第七章嘅時候
[00:00:55.460 --> 00:00:57.460]  佢話寫個先前一封信畀佢哋
[00:00:57.460 --> 00:01:01.460]  呢封信令佢哋有懊悔
[00:01:01.460 --> 00:01:03.460]  所以保羅派呢個嘅
[00:01:03.460 --> 00:01:05.460]  唔好出名嘅信徒或者係使徒
[00:01:05.460 --> 00:01:07.460]  應該佢唔係使徒啦
[00:01:07.460 --> 00:01:09.460]  佢應該係個門徒啫
[00:01:09.460 --> 00:01:11.460]  去處理緊張嘅關係
[00:01:11.460 --> 00:01:13.460]  第二就係
[00:01:13.460 --> 00:01:15.460]  當教會
[00:01:15.460 --> 00:01:17.460]  特別係耶路撒冷嘅教會
[00:01:17.460 --> 00:01:19.460]  有大饑荒嘅時候
[00:01:19.460 --> 00:01:21.460]  保羅又派呢個人
[00:01:21.460 --> 00:01:23.460]  去處理
[00:01:23.460 --> 00:01:25.460]  或者向門徒
[00:01:25.460 --> 00:01:27.460]  認捐收取
[00:01:27.460 --> 00:01:29.460]  點樣處理呢啲奉獻嘅問題
[00:01:29.460 --> 00:01:31.460]  你知唔知呢個人係邊個呀?
[00:01:31.460 --> 00:01:33.460]  講咗咁耐
[00:01:33.460 --> 00:01:35.460]  我諗係鍾生就知㗎啦
[00:01:35.460 --> 00:01:37.460]  佢係老師
[00:01:37.460 --> 00:01:39.460]  呢個係提多
[00:01:39.460 --> 00:01:43.460]  提多係一個
[00:01:43.460 --> 00:01:45.460]  唔係好出名
[00:01:45.460 --> 00:01:47.460]  但係好實在嘅一個人
[00:01:47.460 --> 00:01:49.460]  喺提多裏面
[00:01:49.460 --> 00:01:51.460]  佢個名就係豪國
[00:01:51.460 --> 00:01:53.460]  即係佢係發揮緊一啲
[00:01:53.460 --> 00:01:55.460]  招聚呀
[00:01:55.460 --> 00:01:57.460]  起行呀 爭戰呀 讚頌人
[00:01:57.460 --> 00:01:59.460]  即係咁樣個名喎 安得幾好呀
[00:01:59.460 --> 00:02:01.460]  即係佢係咁嘅意思
[00:02:01.460 --> 00:02:03.460]  咁就想同提多裏面呢個
[00:02:03.460 --> 00:02:05.460]  咁簡單嘅人去睇信仰
[00:02:05.460 --> 00:02:07.460]  嘅落實
[00:02:07.460 --> 00:02:09.460]  咁你點解我會講提多呢?
[00:02:09.460 --> 00:02:11.460]  因為呢次輪哥林多後書
[00:02:11.460 --> 00:02:13.460]  輪到第七章第八章
[00:02:13.460 --> 00:02:15.460]  咁我就諗下想講咩呢?
[00:02:15.460 --> 00:02:17.460]  又想講下安慰
[00:02:17.460 --> 00:02:19.460]  你知唔知我講過㗎?
[00:02:19.460 --> 00:02:21.460]  第一章嘛
[00:02:21.460 --> 00:02:23.460]  咁就諗下
[00:02:23.460 --> 00:02:25.460]  但係一朝起身嘅時候就覺得
[00:02:25.460 --> 00:02:27.460]  畀啲人嘅感觸
[00:02:27.460 --> 00:02:29.460]  我想講下一個人
[00:02:29.460 --> 00:02:31.460]  有一個唔係好知名嘅人就係提多
[00:02:31.460 --> 00:02:33.460]  但係提多裏面仲有一樣
[00:02:33.460 --> 00:02:35.460]  我引領我嘅就係
[00:02:35.460 --> 00:02:37.460]  喺第七第八章嘅時候
[00:02:37.460 --> 00:02:39.460]  你會發覺
[00:02:39.460 --> 00:02:41.460]  喺呢兩張聖經裏面
[00:02:41.460 --> 00:02:43.460]  出現提多個名字
[00:02:43.460 --> 00:02:45.460]  喺所有聖經呀 特別係新約
[00:02:45.460 --> 00:02:47.460]  係十三次出現提多呢個名字
[00:02:47.460 --> 00:02:49.460]  但係呢兩章
[00:02:49.460 --> 00:02:51.460]  轉咗一大半
[00:02:51.460 --> 00:02:53.460]  咁我覺得呢個人要睇一睇
[00:02:53.460 --> 00:02:55.460]  咁想同提多裏面學一啲嘅功課
[00:02:55.460 --> 00:02:57.460]  就喺佢裏面學一啲嘅好功課
[00:02:57.460 --> 00:02:59.460]  咁學嘅裏面
[00:02:59.460 --> 00:03:01.460]  除咗聖經所講 我哋要想像喎
[00:03:01.460 --> 00:03:03.460]  因為有啲嘢呢
[00:03:03.460 --> 00:03:05.460]  聖經唔係講得好實在 不過你要想像
[00:03:05.460 --> 00:03:07.460]  佢大概應該係咁樣
[00:03:07.460 --> 00:03:09.460]  特別係第一部分 好
[00:03:09.460 --> 00:03:11.460]  咁我哋就發揮想像力 好唔好呀 馬格尼
[00:03:11.460 --> 00:03:13.460]  我哋發揮想像力囉
[00:03:13.460 --> 00:03:17.460]  要想像下 OK
[00:03:17.460 --> 00:03:19.460]  因為聖經只係記咗一部分
[00:03:19.460 --> 00:03:21.460]  所以今日嘅經文會揀選一啲
[00:03:21.460 --> 00:03:23.460]  好 我哋就嚟睇下第一個題目
[00:03:23.460 --> 00:03:25.460]  透過提多我哋學乜嘢嘅
[00:03:25.460 --> 00:03:27.460]  好 讀一讀呢個題目好嗎
[00:03:27.460 --> 00:03:29.460]  提多嘅身份
[00:03:29.460 --> 00:03:31.460]  自我肯定
[00:03:31.460 --> 00:03:33.460]  活出命定 所以最重要就係
[00:03:33.460 --> 00:03:35.460]  自我肯定 活出命定
[00:03:35.460 --> 00:03:37.460]  好啦 試下兩個兩個人
[00:03:37.460 --> 00:03:39.460]  一個就對隔離嗰個
[00:03:39.460 --> 00:03:41.460]  你要咩呀 自我肯定
[00:03:41.460 --> 00:03:43.460]  第二個會話乜嘢你呀
[00:03:43.460 --> 00:03:45.460]  你要活出命定呀 係咪
[00:03:45.460 --> 00:03:47.460]  你只能夠講一次好呀 試下好唔好呀
[00:03:47.460 --> 00:03:49.460]  你揀選兩個人 試下一個好唔好
[00:03:49.460 --> 00:03:51.460]  只能夠每人揀一項 你揀左定揀右
[00:03:51.460 --> 00:03:53.460]  OK 預備嚟喎 1 2 3
[00:03:53.460 --> 00:03:55.460]  自我肯定
[00:03:55.460 --> 00:03:57.460]  活出命定
[00:03:57.460 --> 00:03:59.460]  點解呢
[00:03:59.460 --> 00:04:01.460]  聖經又冇講咁講喎
[00:04:01.460 --> 00:04:03.460]  但係我哋一提讀完經文
[00:04:03.460 --> 00:04:05.460]  你想像一下 你就知道
[00:04:05.460 --> 00:04:07.460]  神透過提多嘅時候
[00:04:07.460 --> 00:04:09.460]  佢讓佢嘅身份
[00:04:09.460 --> 00:04:11.460]  雖然佢唔係使徒
