
[00:00:00.000 --> 00:00:04.360]  小時候很喜歡新年的其中一樣東西
[00:00:04.360 --> 00:00:05.680]  除了利是之外
[00:00:05.680 --> 00:00:07.880]  通常都有一些新的東西
[00:00:07.880 --> 00:00:09.400]  特別是很小的時候
[00:00:09.400 --> 00:00:11.040]  往往都是新年的時候
[00:00:11.040 --> 00:00:13.560]  有很多機會穿新的衣服
[00:00:13.560 --> 00:00:15.360]  有些新的禮物
[00:00:15.360 --> 00:00:17.560]  不過慢慢年紀長大
[00:00:17.560 --> 00:00:19.920]  我們慢慢年紀長大
[00:00:19.920 --> 00:00:21.640]  都有一種傾向
[00:00:21.640 --> 00:00:23.800]  喜歡舊東西
[00:00:23.800 --> 00:00:26.200]  不知你是否這樣
[00:00:26.200 --> 00:00:30.320]  舊的東西當然覺得它舒服些
[00:00:30.320 --> 00:00:34.720]  和好些
[00:00:34.720 --> 00:00:40.560]  我很喜歡一些舊的內衣
[00:00:40.560 --> 00:00:43.440]  特別穿洞那些
[00:00:43.440 --> 00:00:46.160]  穿上身覺得特別貼身
[00:00:46.160 --> 00:00:47.520]  特別合味道
[00:00:47.520 --> 00:00:49.120]  雖然它很乾淨沒有味道
[00:00:49.120 --> 00:00:52.120]  但是很合適
[00:00:52.120 --> 00:00:55.000]  內衣其實不是很流行穿新的
[00:00:55.000 --> 00:00:58.120]  新買的衣服穿上覺得不是很聚財
[00:00:58.120 --> 00:01:00.000]  你是否這樣
[00:01:00.000 --> 00:01:01.120]  有些人是
[00:01:01.120 --> 00:01:03.400]  有些人不是
[00:01:03.400 --> 00:01:07.120]  可能我們都差一點
[00:01:07.120 --> 00:01:10.240]  其實去舊迎新
[00:01:10.240 --> 00:01:12.800]  今天跟大家分享的這個題目
[00:01:12.800 --> 00:01:14.960]  都是講生命的問題
[00:01:14.960 --> 00:01:16.920]  新年我們常常都講
[00:01:16.920 --> 00:01:21.240]  我們要經歷很多很多新的因典
[00:01:21.240 --> 00:01:23.720]  但其實有時候我們生命裡面舊的東西
[00:01:23.720 --> 00:01:25.440]  往往都會令到我們
[00:01:25.440 --> 00:01:27.040]  不是很容易接受
[00:01:27.040 --> 00:01:30.560]  新同神的新的恩惠
[00:01:30.560 --> 00:01:33.160]  今天跟大家分享的經文
[00:01:33.160 --> 00:01:34.880]  都是我們一直在講路加夫音
[00:01:34.880 --> 00:01:36.560]  一直在講下去
[00:01:36.560 --> 00:01:38.240]  今天要大家講的經文
[00:01:38.240 --> 00:01:41.600]  就是由第五章十七節
[00:01:41.600 --> 00:01:43.000]  去到六章十一節
[00:01:43.000 --> 00:01:44.480]  都長長的
[00:01:44.480 --> 00:01:46.680]  不過就不是太長
[00:01:46.680 --> 00:01:48.480]  為什麼要一年
[00:01:48.480 --> 00:01:50.440]  其實在這段經文裡面
[00:01:50.440 --> 00:01:53.120]  其實有五個很小的段落
[00:01:53.120 --> 00:01:56.200]  都是講耶穌在地上傳道的時候
[00:01:56.200 --> 00:01:57.760]  的一些個案
[00:01:57.760 --> 00:01:59.280]  有一些是祂醫治的個案
[00:01:59.280 --> 00:02:01.480]  有兩個是關於祂醫治的
[00:02:01.480 --> 00:02:03.680]  一個是醫治一個是癱瘠
[00:02:03.680 --> 00:02:06.880]  我相信很多人都很熟悉這個紀錄
[00:02:06.880 --> 00:02:08.640]  有一個是醫治了一個
[00:02:08.640 --> 00:02:10.560]  受了敷肝的人
[00:02:10.560 --> 00:02:12.360]  一頭一尾
[00:02:12.360 --> 00:02:14.160]  中間有一段
[00:02:14.160 --> 00:02:16.160]  就是講耶穌敷召人
[00:02:16.160 --> 00:02:17.400]  敷召了一個門徒
[00:02:17.400 --> 00:02:18.520]  尼尼
[00:02:18.520 --> 00:02:21.080]  上個星期大家聽了巨星說
[00:02:21.080 --> 00:02:21.920]  敷召彼得
[00:02:21.920 --> 00:02:24.360]  那個是一個很深刻的紀錄的經歷
[00:02:24.360 --> 00:02:26.760]  這次是講敷召第二個門徒
[00:02:26.760 --> 00:02:27.760]  尼尼
[00:02:27.760 --> 00:02:30.160]  又講耶穌在安息日裡面
[00:02:30.160 --> 00:02:32.120]  發生了遭遇
[00:02:32.120 --> 00:02:32.960]  其實
[00:02:32.960 --> 00:02:34.680]  如果我們就這樣看下去
[00:02:34.680 --> 00:02:35.800]  這幾段的經文
[00:02:35.800 --> 00:02:40.240]  都是耶穌在地上行走傳道的時候
[00:02:40.240 --> 00:02:42.360]  是一些很常見的畫面
[00:02:42.360 --> 00:02:44.200]  祂常常都會傳道
[00:02:44.200 --> 00:02:45.440]  去會堂裡面
[00:02:45.440 --> 00:02:47.160]  祂常常都會醫治
[00:02:47.160 --> 00:02:48.760]  祂會敷召人
[00:02:48.760 --> 00:02:50.200]  不過你會發覺
[00:02:50.200 --> 00:02:53.520]  《路加福音》去到第五章十七節
[00:02:53.520 --> 00:02:55.120]  大概這裡一開始
[00:02:55.120 --> 00:02:57.360]  祂再講這些醫治
[00:02:57.360 --> 00:02:59.040]  這些敷召的事件
[00:02:59.040 --> 00:03:02.240]  其實焦點有些轉移
[00:03:02.240 --> 00:03:04.200]  我想大家要留意這件事
[00:03:04.200 --> 00:03:05.400]  轉移是什麼呢
[00:03:05.400 --> 00:03:06.880]  譬如說
[00:03:06.880 --> 00:03:07.920]  講第一個例子
[00:03:07.920 --> 00:03:11.040]  五章十七到五章二十六節
[00:03:11.040 --> 00:03:14.000]  裡面講祂醫治癱瘓了一個人
[00:03:14.000 --> 00:03:14.680]  大家留意
[00:03:14.680 --> 00:03:15.800]  祂一開始講
[00:03:15.800 --> 00:03:18.080]  就說有一天耶穌教訓人
[00:03:18.080 --> 00:03:22.240]  有法利塞人和教法師在旁邊坐著
[00:03:22.240 --> 00:03:26.880]  是從加利利各鄉村和猶太並耶路撒冷來的
[00:03:26.880 --> 00:03:29.440]  當祂一講到耶穌做工作
[00:03:29.440 --> 00:03:32.120]  又加上這些人的同在
[00:03:32.120 --> 00:03:33.760]  你會發覺畫面
[00:03:33.760 --> 00:03:35.200]  這些經文的畫面
[00:03:35.200 --> 00:03:36.240]  有些不同了
[00:03:36.240 --> 00:03:38.480]  不是純粹醫治的畫面
[00:03:38.480 --> 00:03:39.840]  只是看這一段
[00:03:39.840 --> 00:03:41.000]  耶穌醫治那個人
[00:03:41.000 --> 00:03:42.000]  十節經文
[00:03:42.000 --> 00:03:42.920]  講他醫治的
[00:03:42.920 --> 00:03:44.560]  後面兩節
[00:03:44.560 --> 00:03:45.440]  都不夠兩節
[00:03:45.440 --> 00:03:47.640]  就形容了整個醫治的過程
[00:03:47.640 --> 00:03:49.640]  但是他的焦點在哪裡呢?
[00:03:49.640 --> 00:03:52.040]  中間大部分聖經的描述
[00:03:52.040 --> 00:03:54.200]  都不是醫治
[00:03:54.200 --> 00:03:58.640]  其實是在講耶穌和那些在場的法利塞人
[00:03:58.640 --> 00:04:02.360]  或者是文士和教法師之間的衝突
[00:04:02.360 --> 00:04:03.880]  爭議
[00:04:03.880 --> 00:04:05.360]  吵架
[00:04:05.360 --> 00:04:06.640]  很特別的
[00:04:06.640 --> 00:04:08.120]  下一次他講利微
[00:04:08.120 --> 00:04:08.800]  呼叫利微
[00:04:08.800 --> 00:04:10.360]  兩句就講完了
[00:04:10.360 --> 00:04:11.360]  但接著講什麼呢?
[00:04:11.360 --> 00:04:13.760]  就是講耶穌和這一群
[00:04:13.760 --> 00:04:20.800]  看著他招呼利微的那群法利塞人的衝突
[00:04:20.800 --> 00:04:26.880]  後面同樣是在形容這些衝突的場景
[00:04:26.880 --> 00:04:30.640]  為什麼會有衝突呢?
[00:04:30.640 --> 00:04:32.840]  其實在這五段經文中間
[00:04:32.840 --> 00:04:35.440]  中間那段很特別的
[00:04:35.440 --> 00:04:36.840]  原來他有一個詮釋
[00:04:36.840 --> 00:04:38.840]  有一個解釋
[00:04:38.840 --> 00:04:40.920]  這些事情的發生是什麼原因
[00:04:40.920 --> 00:04:43.680]  讓我們先看看中間這一段
[00:04:43.680 --> 00:04:47.440]  就是五章三十六至三十九節
[00:04:47.440 --> 00:04:48.800]  先用一個比喻來講
[00:04:48.800 --> 00:04:50.040]  我們一起讀一次
[00:04:50.040 --> 00:04:51.960]  五章三十六至三十九
[00:04:51.960 --> 00:04:52.760]  請
[00:04:52.760 --> 00:04:55.400]  耶穌又設一個比喻
[00:04:55.400 --> 00:04:56.760]  對他們說
[00:04:56.760 --> 00:05:00.400]  沒有人把新衣服撕下來一塊來
[00:05:00.400 --> 00:05:02.080]  布在舊衣服上
[00:05:02.080 --> 00:05:03.360]  若是這樣
[00:05:03.360 --> 00:05:05.560]  就把新的撕破了
[00:05:05.560 --> 00:05:07.560]  並且所撕下的來的
[00:05:07.560 --> 00:05:08.880]  或失敗的新的
[00:05:08.880 --> 00:05:10.880]  或舊的也不相稱
[00:05:10.880 --> 00:05:15.120]  也沒有人把新酒裝在舊皮袋裡
[00:05:15.120 --> 00:05:16.160]  若是這樣
[00:05:16.160 --> 00:05:19.560]  新酒必將舊皮袋裂開
[00:05:19.560 --> 00:05:20.960]  酒便流出來
[00:05:20.960 --> 00:05:22.560]  皮袋也就壞了
[00:05:22.560 --> 00:05:25.880]  但新酒必須裝在新皮袋裡
[00:05:25.880 --> 00:05:29.560]  沒有人學了陳酒又想學新的
[00:05:29.560 --> 00:05:31.760]  他總說陳的好
[00:05:31.760 --> 00:05:33.360]  陳就是舊
[00:05:33.360 --> 00:05:35.760]  喝酒的人喝紅酒
[00:05:35.760 --> 00:05:37.440]  我不是很會喝的
[00:05:37.440 --> 00:05:38.640]  不過我聽很多人說
[00:05:38.640 --> 00:05:42.720]  喝紅酒年齡越久越純
[00:05:42.720 --> 00:05:43.720]  味道越好
[00:05:43.720 --> 00:05:47.160]  喝越久越舊的酒
[00:05:47.160 --> 00:05:49.720]  人們就不太喜歡喝新的酒
[00:05:49.720 --> 00:05:52.720]  其實這個比喻有兩部份
[00:05:52.720 --> 00:05:54.920]  新衣服和酒
[00:05:54.920 --> 00:05:56.120]  都是說同一件事
[00:05:56.120 --> 00:05:58.240]  就是說新的和舊的
[00:05:58.240 --> 00:06:02.320]  有一種不容易相合的特性產生
[00:06:02.320 --> 00:06:04.040]  其實這個也是在引申
[00:06:04.040 --> 00:06:06.040]  剛才說耶穌的衣製
[00:06:06.040 --> 00:06:07.520]  耶穌的膚照裡面
[00:06:07.520 --> 00:06:11.920]  這種新舊不相合的情況
[00:06:11.920 --> 00:06:13.920]  這件舊衣服
[00:06:13.920 --> 00:06:14.920]  耶穌說什麼呢
[00:06:14.920 --> 00:06:16.920]  他說沒有人將一件新衣服
[00:06:16.920 --> 00:06:18.320]  如果舊衣服壞了
[00:06:18.320 --> 00:06:19.520]  今天的人當然丟掉它
[00:06:19.520 --> 00:06:20.520]  就換一件新的
[00:06:20.520 --> 00:06:21.800]  以前的人很珍惜
[00:06:21.800 --> 00:06:25.520]  於是他就希望能夠找另一塊布補它
[00:06:25.520 --> 00:06:28.120]  他說沒有人找一件新衣服的布
[00:06:28.120 --> 00:06:30.720]  補到舊衣服裡補它
[00:06:30.720 --> 00:06:31.720]  為什麼呢
[00:06:31.720 --> 00:06:34.520]  因為新的衣服是會縮水的
[00:06:34.520 --> 00:06:37.120]  一洗的時候就會縮水
[00:06:37.120 --> 00:06:38.320]  舊的衣服就不會了
[00:06:38.320 --> 00:06:39.720]  所以這件衣服一洗
[00:06:39.720 --> 00:06:44.520]  新舊的就會扯爛舊衣服的布
[00:06:44.520 --> 00:06:46.520]  所以這樣做是不智的
[00:06:46.520 --> 00:06:49.320]  新的酒不會裝在舊皮袋裡面
[00:06:49.320 --> 00:06:50.520]  皮袋用來裝酒
[00:06:50.520 --> 00:06:52.720]  以前的人裝酒不是用玻璃
[00:06:52.720 --> 00:06:53.920]  是用皮袋
