
[00:00:00.000 --> 00:00:03.220]  所以今天的講道,我又祈禱問神了
[00:00:03.220 --> 00:00:06.000]  最後一篇了,我要說些什麼?
[00:00:06.000 --> 00:00:10.380]  我好像進入了一個時光機一樣,去了一個時光的隧道
[00:00:10.380 --> 00:00:16.260]  然後我看到陳牧師在五十週年堂慶的時候
[00:00:16.260 --> 00:00:19.280]  其實當時應該是五十二週年
[00:00:19.280 --> 00:00:22.380]  為什麼會是五十二週年呢?
[00:00:22.380 --> 00:00:24.180]  明明是五十週年
[00:00:24.180 --> 00:00:28.580]  如果你還記得,在COVID的時候教會是關門的
[00:00:28.580 --> 00:00:32.940]  我們知道教會打開門之後,我們立即預訂了這個地方
[00:00:32.940 --> 00:00:36.240]  我不知道你還記不記得這裡是哪裡呢?
[00:00:36.240 --> 00:00:37.340]  記不記得?
[00:00:37.340 --> 00:00:43.020]  培靖,我們在那裡舉行一個五十週年的堂慶
[00:00:43.020 --> 00:00:49.540]  你記不記得你自己在石頭上的那個小石頭上寫了自己的名字?
[00:00:49.540 --> 00:00:51.940]  你記不記得自己放過的?
[00:00:51.940 --> 00:00:55.180]  還記不記得陳牧師說什麼呢?
[00:00:55.180 --> 00:00:59.740]  那個主題是什麼呢?
[00:00:59.740 --> 00:01:02.420]  納錫什麼呢?
[00:01:02.420 --> 00:01:04.260]  納錫遺記
[00:01:04.260 --> 00:01:09.600]  原來他在說,新一代的以色列人要進入英許之地
[00:01:09.600 --> 00:01:12.140]  他們經歷過很大的、很震撼的神蹟
[00:01:12.140 --> 00:01:16.540]  他們經歷過,為什麼約旦河可以分開了呢?
[00:01:16.540 --> 00:01:20.460]  然後他們可以走光地,神的大能拯救
[00:01:20.460 --> 00:01:24.500]  當那些後代、下一代、下一代再問回這件事的時候
[00:01:24.500 --> 00:01:26.780]  這些石頭是做什麼的?
[00:01:26.780 --> 00:01:30.220]  原來這個經文說,約旦河的水斷了
[00:01:30.220 --> 00:01:37.180]  這些石頭要給以色列人世世代代永遠的紀念
[00:01:37.180 --> 00:01:40.180]  神要給他們一步一步去經歷
[00:01:40.180 --> 00:01:44.460]  新的一代已經進入了一個新的領域
[00:01:44.460 --> 00:01:47.420]  他們要去到這個英許之地
[00:01:47.420 --> 00:01:50.220]  一年過後,又到堂慶了
[00:01:50.220 --> 00:01:52.980]  我不知道你還記不記得這兩幅圖畫呢?
[00:01:52.980 --> 00:01:56.940]  那一棵植物,還記不記得是什麼?
[00:01:56.940 --> 00:02:00.140]  你家的那一棵在哪裏呢?
[00:02:00.140 --> 00:02:01.540]  還在這裏嗎?
[00:02:01.540 --> 00:02:05.660]  我聽到很感動的,就是那些弟兄姊妹告訴我
[00:02:05.660 --> 00:02:08.580]  我的那一棵不死鳥已經有下一代了
[00:02:08.580 --> 00:02:10.340]  已經生出下一代了
[00:02:10.340 --> 00:02:12.420]  其實這就是在說「嗯」
[00:02:12.420 --> 00:02:15.900]  就是稍朕裏面過往很多的故事和經歷
[00:02:15.900 --> 00:02:18.980]  將這些一切的恩典和祝福
[00:02:18.980 --> 00:02:24.820]  一直延續到下一代,永不休止
[00:02:24.820 --> 00:02:27.460]  這個祝福裏面不死鳥的生命
[00:02:27.460 --> 00:02:31.180]  就是在說這個祝福是不休止的,延續下一代
[00:02:31.180 --> 00:02:34.260]  接著那個棚裏面有一顆很名貴的
[00:02:34.260 --> 00:02:36.740]  是什麼來的呢?
[00:02:36.740 --> 00:02:38.660]  是什麼顏色的珍珠?
[00:02:38.660 --> 00:02:42.660]  白色呀?粉紅色呀?還是黑色呀?
[00:02:42.660 --> 00:02:45.780]  最貴的珍珠就是黑珍珠
[00:02:45.780 --> 00:02:49.620]  所以我就很明白,為何出去喝一杯珍珠奶茶呢?
[00:02:49.620 --> 00:02:53.180]  是這麼貴的,吃了這一餐那麼多錢
[00:02:53.180 --> 00:02:55.580]  所以原來黑珍珠是最名貴的
[00:02:55.580 --> 00:02:57.780]  原來背後的寓意就是說
[00:02:57.780 --> 00:03:01.060]  可能我們經歷過很多高低起跌的時間
[00:03:01.060 --> 00:03:03.940]  可能人心裏面有很多灰心失望的時候
[00:03:03.940 --> 00:03:06.220]  但這些故事其實是好的
[00:03:06.220 --> 00:03:09.100]  這些故事其實是有美麗的意思
[00:03:09.100 --> 00:03:10.860]  神要孕育
[00:03:10.860 --> 00:03:15.460]  我們收驚朕信會,是要作一個明亮的登臺
[00:03:15.460 --> 00:03:17.580]  是很名貴、很美的
[00:03:17.580 --> 00:03:19.860]  可以照亮到人,很吸引
[00:03:19.860 --> 00:03:21.540]  你看到黑珍珠的時候
[00:03:21.540 --> 00:03:24.380]  就很想閃閃發光,很想摸一下它
[00:03:24.380 --> 00:03:26.780]  耶穌就是這麼吸引
[00:03:26.780 --> 00:03:28.780]  來到這個教會的當中
[00:03:28.780 --> 00:03:30.700]  這個也是約書亞記
[00:03:30.700 --> 00:03:32.140]  我記得當時我們說
[00:03:32.140 --> 00:03:36.380]  鼓勵大家,我們要走出這個曠野
[00:03:36.380 --> 00:03:38.300]  不要再在陰霾裏面
[00:03:38.300 --> 00:03:40.780]  或者活在一個灰心失望的時候
[00:03:40.780 --> 00:03:43.180]  我們要向著目標進發
[00:03:43.180 --> 00:03:46.660]  走出唐人,去到今年
[00:03:46.660 --> 00:03:50.460]  今年是多少週年?還記得嗎?
[00:03:50.460 --> 00:03:52.940]  五十...五十什麼?
[00:03:52.940 --> 00:03:55.820]  五十四週年的時候
[00:03:55.820 --> 00:03:57.020]  你還記得嗎?
[00:03:57.020 --> 00:03:59.340]  我們有一份小小的禮物送給你的
[00:03:59.340 --> 00:04:02.140]  每人都有東西吃的,就是...
[00:04:02.140 --> 00:04:05.300]  哎呀,吃完竟然不記得了
[00:04:05.300 --> 00:04:06.780]  是的,我們吃蛋糕
[00:04:06.780 --> 00:04:10.540]  然後我們去了淑寧綠洲享受咖啡,對吧?
[00:04:10.540 --> 00:04:12.260]  我記得傑傳道
[00:04:12.260 --> 00:04:13.540]  他用了一些...
[00:04:13.540 --> 00:04:15.860]  收藏過往一些黑白相
[00:04:15.860 --> 00:04:18.420]  就是N年代那些歷史
[00:04:18.420 --> 00:04:22.020]  由風扇時代到今天五十四週年
[00:04:22.020 --> 00:04:24.860]  傑傳道也是用了這段經文
[00:04:24.860 --> 00:04:27.300]  去祝福我們,祝福教會
[00:04:27.300 --> 00:04:29.820]  不如我們一起來宣告,好嗎?
[00:04:29.820 --> 00:04:31.300]  準備,起
[00:04:31.300 --> 00:04:35.460]  神能照著運行在我們心裏的大力
[00:04:35.460 --> 00:04:38.260]  充充足足的成就一切
[00:04:38.260 --> 00:04:41.260]  超過我們所求所想的
[00:04:41.260 --> 00:04:43.700]  但願祂在教會中
[00:04:43.700 --> 00:04:47.380]  並在基督耶穌裏得著榮耀
[00:04:47.380 --> 00:04:51.580]  直到世世代代,永永遠遠
[00:04:51.580 --> 00:04:55.100]  阿門五十四年裏面
[00:04:55.100 --> 00:04:57.620]  收藏經歷了些什麼呢?
[00:04:57.620 --> 00:04:59.420]  你看不看到那幅黑白相
[00:04:59.420 --> 00:05:03.860]  那裏有五個字寫著什麼?
[00:05:03.860 --> 00:05:05.540]  看不看到?
[00:05:05.540 --> 00:05:07.580]  主因什麼?
[00:05:07.580 --> 00:05:10.620]  說不盡,主因說不盡
[00:05:10.620 --> 00:05:14.020]  所以當日的主題是全是恩典
[00:05:14.020 --> 00:05:15.620]  五十四年裏面
[00:05:15.620 --> 00:05:18.580]  神沒有離開我們風雨不改
[00:05:18.580 --> 00:05:20.980]  祂用恩典來托著
[00:05:20.980 --> 00:05:23.260]  所以我不知道,弟兄姐妹看不看到
[00:05:23.260 --> 00:05:25.180]  原來在這幾年的裏面
[00:05:25.180 --> 00:05:27.260]  甚至在歷史去到今天
[00:05:27.260 --> 00:05:30.260]  五十四週年,整個的進程
[00:05:30.260 --> 00:05:31.980]  神在其中
[00:05:31.980 --> 00:05:34.900]  全是恩典,一直來保守
[00:05:34.900 --> 00:05:38.180]  以致教會仍然立不倒
[00:05:38.180 --> 00:05:40.540]  要作明亮的燈台
[00:05:40.540 --> 00:05:41.780]  由陳牧師帶領
[00:05:41.780 --> 00:05:43.900]  我們一起寫了個名字
[00:05:43.900 --> 00:05:46.380]  我們在石頭那裏納石為記
[00:05:46.380 --> 00:05:47.980]  我們有一個新的里程
[00:05:47.980 --> 00:05:50.700]  新的目標要開始,要出發
[00:05:50.700 --> 00:05:52.100]  進入一個新的領域
[00:05:52.100 --> 00:05:54.100]  我們要去拿
[00:05:54.100 --> 00:05:55.580]  去拿那個應許
[00:05:55.580 --> 00:05:57.220]  我要拿那個祝福的時候
[00:05:57.220 --> 00:05:59.100]  然後再次被提醒
[00:05:59.100 --> 00:06:00.580]  我們向前走
[00:06:00.580 --> 00:06:02.340]  我們要離開那個曠野
[00:06:02.340 --> 00:06:03.860]  我們不要回頭
[00:06:03.860 --> 00:06:05.700]  又回到陰霾裏面
[00:06:05.700 --> 00:06:07.020]  又在那裏灰心失望
[00:06:07.020 --> 00:06:08.820]  向前走,有目標的
[00:06:08.820 --> 00:06:10.740]  然後去到今天的時候
[00:06:10.740 --> 00:06:13.060]  說數算主因的回望
[00:06:13.060 --> 00:06:16.260]  原來一切神在這裏
[00:06:16.260 --> 00:06:19.100]  神掌權,全是恩典
[00:06:19.100 --> 00:06:22.340]  用恩典去保守神的教會
[00:06:22.340 --> 00:06:25.700]  當我們尋尋主因的滋味
[00:06:25.700 --> 00:06:28.900]  就知道這些恩典是甚麼
[00:06:28.900 --> 00:06:31.260]  美善
[00:06:31.260 --> 00:06:33.020]  到今年的異象
[00:06:33.020 --> 00:06:34.380]  神給我們看見
[00:06:34.380 --> 00:06:36.100]  我們要埋欄
[00:06:36.100 --> 00:06:37.660]  我們要埋欄
[00:06:37.660 --> 00:06:39.300]  走在一起
[00:06:39.300 --> 00:06:40.460]  幹甚麼?
[00:06:40.460 --> 00:06:42.060]  預備未來
[00:06:42.060 --> 00:06:43.420]  不知道你們是否看到
[00:06:43.420 --> 00:06:47.020]  神一步一步地帶著我們
[00:06:47.020 --> 00:06:49.020]  是向著前面的目標
[00:06:49.020 --> 00:06:50.860]  一直去努力
[00:06:50.860 --> 00:06:53.260]  神很愛我們每一個
[00:06:53.260 --> 00:06:54.980]  當以色列人
[00:06:54.980 --> 00:06:56.460]  他們拿到那個應許
[00:06:56.460 --> 00:06:57.380]  我要拿那個應許
[00:06:57.380 --> 00:06:58.900]  他們要走了
[00:06:58.900 --> 00:07:00.900]  但是為甚麼
[00:07:00.900 --> 00:07:03.980]  那些以色列人在曠野
[00:07:03.980 --> 00:07:05.860]  兜兜轉轉
[00:07:05.860 --> 00:07:07.860]  兜了四十年
[00:07:07.860 --> 00:07:09.420]  接著他們最後
[00:07:09.420 --> 00:07:11.100]  都不能進入迦南
[00:07:11.100 --> 00:07:13.260]  是新一代的以色列人
[00:07:13.260 --> 00:07:15.060]  他才有份?
[00:07:15.060 --> 00:07:16.500]  為甚麼?
[00:07:16.500 --> 00:07:18.940]  因為以色列人一直
[00:07:18.940 --> 00:07:21.300]  都沒有放下過
[00:07:21.300 --> 00:07:23.140]  或者處理過
[00:07:23.140 --> 00:07:26.260]  自己生命的高牆
[00:07:26.260 --> 00:07:28.580]  而這個生命的高牆
[00:07:28.580 --> 00:07:29.660]  就是正正
[00:07:29.660 --> 00:07:32.060]  我們剛才讀的經文
[00:07:32.060 --> 00:07:34.540]  好像耶利哥的高牆
[00:07:34.540 --> 00:07:36.620]  那個城牆一樣
[00:07:36.620 --> 00:07:38.220]  難以攻破
[00:07:38.220 --> 00:07:39.220]  為甚麼?
[00:07:39.220 --> 00:07:40.580]  我們一起看看
[00:07:40.580 --> 00:07:42.300]  這個耶利哥的地理形勢
[00:07:42.300 --> 00:07:43.900]  你就會明白
[00:07:43.900 --> 00:07:45.380]  原來這個耶利哥
[00:07:45.380 --> 00:07:46.940]  不只是一個城
[00:07:46.940 --> 00:07:48.060]  簡直是一個
[00:07:48.060 --> 00:07:50.100]  很大、強大
[00:07:50.100 --> 00:07:53.180]  堅不可摧的一個大堡壘
[00:07:53.180 --> 00:07:54.620]  當這班以色列人
[00:07:54.620 --> 00:07:56.020]  和約書亞一起
[00:07:56.020 --> 00:07:58.060]  過了這個約旦河
[00:07:58.060 --> 00:07:59.340]  想著去迦南
[00:07:59.340 --> 00:08:00.220]  你就想了
[00:08:00.220 --> 00:08:01.580]  都未打,對不對?
[00:08:01.580 --> 00:08:03.300]  原來他們第一個
[00:08:03.300 --> 00:08:04.820]  要攻破的地方
[00:08:04.820 --> 00:08:06.780]  就是這個耶利哥
[00:08:06.780 --> 00:08:08.060]  原來耶利哥城
[00:08:08.060 --> 00:08:10.340]  就是用來做甚麼的?
[00:08:10.340 --> 00:08:13.700]  守住迦南那道門
[00:08:13.700 --> 00:08:15.340]  你要進去迦南地
[00:08:15.340 --> 00:08:17.060]  你先解決我吧
[00:08:17.060 --> 00:08:19.780]  你要打倒這個耶利哥
[00:08:19.780 --> 00:08:21.460]  你才可以進去
[00:08:21.460 --> 00:08:22.540]  嘩!你看看
[00:08:22.540 --> 00:08:23.740]  這個耶利哥城
