
[00:00:00.000 --> 00:00:03.440]  很開心這個星期又見面了
[00:00:03.440 --> 00:00:09.360]  上個星期跟大英姐妹們一同學習
[00:00:09.360 --> 00:00:12.960]  信仰當中重要的事情
[00:00:12.960 --> 00:00:15.680]  是關乎罪官
[00:00:15.680 --> 00:00:20.520]  上次談完之後激發了一些想法
[00:00:20.520 --> 00:00:23.720]  希望繼續在其他教會
[00:00:23.720 --> 00:00:27.160]  都可以分享信仰
[00:00:27.160 --> 00:00:30.960]  本來黃慧玲牧師很早邀請我
[00:00:30.960 --> 00:00:32.320]  說要談幾次
[00:00:32.320 --> 00:00:34.000]  我遲遲回覆
[00:00:34.000 --> 00:00:35.640]  拖拖拉拉
[00:00:35.640 --> 00:00:37.800]  先談一次吧
[00:00:37.800 --> 00:00:40.600]  現在要求黃牧師
[00:00:40.600 --> 00:00:42.800]  讓我多來幾次
[00:00:42.800 --> 00:00:44.680]  很開心
[00:00:44.680 --> 00:00:46.640]  所以今天帶著喜樂的心情
[00:00:46.640 --> 00:00:49.560]  來到尖陣的當中
[00:00:49.560 --> 00:00:54.280]  跟你們一同聽主的話語
[00:00:54.280 --> 00:00:58.880]  我最近在不同的地方
[00:00:58.880 --> 00:01:01.600]  不同的群體
[00:01:01.600 --> 00:01:04.520]  譬如香港神學教育協會等
[00:01:04.520 --> 00:01:10.040]  譬如八多個神學院的老師等
[00:01:10.040 --> 00:01:12.160]  思想三段的經文
[00:01:12.160 --> 00:01:13.880]  也在一些教會
[00:01:13.880 --> 00:01:18.120]  曾經思想三四段類似的經文
[00:01:18.120 --> 00:01:26.800]  出《阿及記》15章 《二塞亞書》27章 《河西亞書》11章
[00:01:26.800 --> 00:01:29.480]  在《出阿及記》15章的經文
[00:01:29.480 --> 00:01:35.160]  其實講到神是一個戰士
[00:01:35.160 --> 00:01:38.360]  是一位自由的給予者
[00:01:38.360 --> 00:01:41.240]  這是聖經的講解
[00:01:41.240 --> 00:01:43.880]  在《二塞亞書》27章
[00:01:43.880 --> 00:01:48.200]  講到神是滿有慈愛
[00:01:48.200 --> 00:01:51.160]  是和平的愛好者
[00:01:51.160 --> 00:01:59.040]  是教導人將刀劍變為禮頭
[00:01:59.040 --> 00:02:01.160]  《河西亞書》11章1至9節
[00:02:01.160 --> 00:02:04.560]  講到神就好像媽媽一樣
[00:02:04.560 --> 00:02:07.800]  抱著嬰兒去愛護他們
[00:02:07.800 --> 00:02:13.480]  雖然嬰兒不聽媽媽的意思
[00:02:13.480 --> 00:02:16.600]  雖然我們是無視神的命令
[00:02:16.600 --> 00:02:19.160]  但神沒有大發雷霆
[00:02:19.160 --> 00:02:21.080]  卻是停下來
[00:02:21.080 --> 00:02:22.720]  好像媽媽一樣
[00:02:22.720 --> 00:02:25.760]  我的心又柔軟了
[00:02:25.760 --> 00:02:27.240]  我的心變得溫柔
[00:02:27.240 --> 00:02:29.800]  我不再發火了
[00:02:29.800 --> 00:02:33.680]  我不再要毀滅二百年
[00:02:33.680 --> 00:02:36.000]  因為神
[00:02:36.000 --> 00:02:39.680]  我不是凡人
[00:02:39.680 --> 00:02:42.440]  是你們中間的聖者
[00:02:42.440 --> 00:02:46.440]  不會帶著憤怒到你們當中
[00:02:46.440 --> 00:02:47.920]  其實思想這些經文
[00:02:47.920 --> 00:02:52.120]  我們看到我們的信仰是一個吊詭
[00:02:52.120 --> 00:02:54.520]  就是神是一位戰士會站出來
[00:02:54.520 --> 00:02:58.000]  所以我們都是會
[00:02:58.000 --> 00:02:59.680]  在適當的時候站出來
[00:02:59.680 --> 00:03:02.240]  會發聲的聲音
[00:03:02.240 --> 00:03:03.680]  但另一方面
[00:03:03.680 --> 00:03:07.040]  我們知道神是和平之君
[00:03:07.040 --> 00:03:09.560]  戰爭是可怕的
[00:03:09.560 --> 00:03:13.480]  戰爭和暴力是應該避免的
[00:03:13.480 --> 00:03:16.840]  神是不需要拔出刀劍
[00:03:16.840 --> 00:03:19.920]  可以勝過一切的暴力
[00:03:19.920 --> 00:03:23.000]  所以我們認真要聽從神
[00:03:23.000 --> 00:03:28.800]  不要效法這個世界的暴力的做法
[00:03:28.800 --> 00:03:31.480]  這個思考
[00:03:31.480 --> 00:03:34.480]  就是今天我們在崇拜當中
[00:03:34.480 --> 00:03:39.080]  要領受神的信息的背景
[00:03:39.080 --> 00:03:42.280]  就是同心圖告
[00:03:42.280 --> 00:03:42.760]  親愛的主
[00:03:42.760 --> 00:03:45.680]  多謝你讓我們能夠回到尖針
[00:03:45.680 --> 00:03:47.200]  雖然今天下雨天
[00:03:47.200 --> 00:03:50.360]  但是風雨不改
[00:03:50.360 --> 00:03:53.400]  因為今天我們要來到你的當中
[00:03:53.400 --> 00:03:56.160]  你吩咐我們今天是聖日
[00:03:56.160 --> 00:03:58.160]  是你休息的日子
[00:03:58.160 --> 00:04:01.760]  你很喜歡和我們一起去休息
[00:04:01.760 --> 00:04:04.040]  今天在這段時間
[00:04:04.040 --> 00:04:05.440]  我們分別開來
[00:04:05.440 --> 00:04:07.960]  我們一同休息
[00:04:07.960 --> 00:04:10.000]  我們和你有團契
[00:04:10.000 --> 00:04:13.920]  我們表達我們對你的愛
[00:04:13.920 --> 00:04:16.840]  我們會繼續努力的
[00:04:16.840 --> 00:04:19.880]  被你的愛所指引
[00:04:19.880 --> 00:04:22.080]  因此我們盡心盡性
[00:04:22.080 --> 00:04:24.560]  盡意盡力的愛你
[00:04:24.560 --> 00:04:26.040]  我們也會盡心盡性
[00:04:26.040 --> 00:04:30.160]  盡意盡力的愛其他的人
[00:04:30.160 --> 00:04:30.720]  親愛的主
[00:04:30.720 --> 00:04:32.880]  今天我們一同聽你的話語
[00:04:32.880 --> 00:04:35.200]  求你給我們聰明之慰
[00:04:35.200 --> 00:04:37.960]  聰明就是我們耳朵聽得見
[00:04:37.960 --> 00:04:40.200]  眼睛看得見
[00:04:40.200 --> 00:04:42.480]  我們一同的相信你
[00:04:42.480 --> 00:04:45.080]  一同的跟隨你
[00:04:45.080 --> 00:04:48.320]  我們的祈禱是奉主耶穌基督的名字求
[00:04:48.320 --> 00:04:51.200]  阿們
