
[00:00:00.000 --> 00:00:02.000]  頂姊妹
[00:00:02.000 --> 00:00:04.000]  環顧今日這個世界
[00:00:04.000 --> 00:00:07.500]  可以說戰雲密佈
[00:00:07.500 --> 00:00:14.000]  中東已經是一個很重要的戰爭的高危區
[00:00:14.000 --> 00:00:19.000]  近到南北韓隨時開戰
[00:00:19.000 --> 00:00:24.000]  或者南海的危機一觸即發
[00:00:24.000 --> 00:00:28.000]  再看回伊斯蘭國的暴行
[00:00:28.000 --> 00:00:31.000]  以至到很多歐洲難民
[00:00:31.000 --> 00:00:35.000]  他們就好像無家可歸
[00:00:35.000 --> 00:00:41.000]  被人好像唾棄的落水狗
[00:00:41.000 --> 00:00:43.000]  寄人籬下
[00:00:43.000 --> 00:00:47.000]  看到他們那種的苦況
[00:00:47.000 --> 00:00:51.000]  我們不知道我們的心有什麼想
[00:00:51.000 --> 00:00:56.000]  再看回世界流行的致命病毒
[00:00:56.000 --> 00:00:58.000]  我們都很擔心
[00:00:58.000 --> 00:01:00.000]  近來的流感
[00:01:00.000 --> 00:01:03.000]  大家好像病極都被病好
[00:01:03.000 --> 00:01:04.000]  很多的憂慮
[00:01:04.000 --> 00:01:10.000]  甚至原來傷風都會拿人命
[00:01:10.000 --> 00:01:13.000]  當我們知道2月4號聯合國
[00:01:13.000 --> 00:01:17.000]  發行一套同性戀和跨性別主題的郵票的時候
[00:01:17.000 --> 00:01:20.000]  我們想起就憤怒
[00:01:20.000 --> 00:01:23.000]  當我們聽到國內溫州的教會
[00:01:23.000 --> 00:01:25.000]  十字架和教會被拆
[00:01:25.000 --> 00:01:29.000]  我們很擔心
[00:01:29.000 --> 00:01:34.000]  再近些看回香港社會敵對的氣氛
[00:01:34.000 --> 00:01:39.000]  假難民帶來社會治安的問題
[00:01:39.000 --> 00:01:42.000]  至今大概有19個學生
[00:01:42.000 --> 00:01:46.000]  用自己的方法去了結他們的生命
[00:01:46.000 --> 00:01:50.000]  他們以為這樣可以解決問題
[00:01:50.000 --> 00:01:52.000]  等等的事情
[00:01:52.000 --> 00:01:55.000]  頂姐妹,我們會悲傷
[00:01:55.000 --> 00:01:57.000]  我們會憤怒
[00:01:57.000 --> 00:01:59.000]  我們會無奈
[00:01:59.000 --> 00:02:03.000]  甚至有時候我都覺得很失望
[00:02:03.000 --> 00:02:05.000]  我們期望有改變
[00:02:05.000 --> 00:02:09.000]  我們希望找到出路
[00:02:09.000 --> 00:02:13.000]  世人,特別我們作為信主的頂姐妹
[00:02:13.000 --> 00:02:16.000]  我們今天面對這個世界
[00:02:16.000 --> 00:02:18.000]  面對今天這個社會
[00:02:18.000 --> 00:02:21.000]  我們最重要做些什麼呢
[00:02:21.000 --> 00:02:24.000]  我們最大的盼望
[00:02:24.000 --> 00:02:28.000]  出路可以在哪裡找到呢
[00:02:28.000 --> 00:02:31.000]  尼加書一至三章
[00:02:31.000 --> 00:02:34.000]  指出以色列的南北國
[00:02:34.000 --> 00:02:36.000]  他們的罪行
[00:02:36.000 --> 00:02:39.000]  神要施行審判
[00:02:39.000 --> 00:02:41.000]  特別第三章
[00:02:41.000 --> 00:02:45.000]  很清楚暴露了當時社會
[00:02:45.000 --> 00:02:49.000]  一些不公平和欺壓的現象
[00:02:49.000 --> 00:02:51.000]  但更重要的是
[00:02:51.000 --> 00:02:55.000]  領袖是責無旁貸
[00:02:55.000 --> 00:02:57.000]  難辭其咎
[00:02:57.000 --> 00:03:01.000]  因著他們人民都走錯路
[00:03:01.000 --> 00:03:05.000]  作為先知非常的失望
[00:03:05.000 --> 00:03:08.000]  但先知書不是去到第三章就了結
[00:03:08.000 --> 00:03:13.000]  這個不是以色列國的最後的命運
[00:03:13.000 --> 00:03:16.000]  或者先知要表達的景象
[00:03:16.000 --> 00:03:18.000]  因為在第四章打後
[00:03:18.000 --> 00:03:23.000]  先知描繪神會為這個國家
[00:03:23.000 --> 00:03:26.000]  帶來一個新的希望
[00:03:26.000 --> 00:03:28.000]  新的世界
[00:03:28.000 --> 00:03:29.000]  不單為這個國家
[00:03:29.000 --> 00:03:32.000]  是為整個世界
[00:03:32.000 --> 00:03:34.000]  因為尼加書前面
[00:03:34.000 --> 00:03:37.000]  基本上不是對以色列人說的
[00:03:37.000 --> 00:03:40.000]  是對整個世界宣告上帝的審判
[00:03:40.000 --> 00:03:43.000]  宣告上帝的計劃
[00:03:43.000 --> 00:03:51.000]  神要恢復一直墮落的公平的治理
[00:03:51.000 --> 00:03:56.000]  神也要再一次透過先知帶出
[00:03:56.000 --> 00:03:58.000]  他和列國的關係
[00:03:58.000 --> 00:04:00.000]  沒錯
[00:04:00.000 --> 00:04:04.000]  神最終要向列國施行他的審判和懲罰
[00:04:04.000 --> 00:04:08.000]  但在先知的信息裡面
[00:04:08.000 --> 00:04:10.000]  神告訴我們
[00:04:10.000 --> 00:04:16.000]  他的救恩一樣會臨到列國身上
[00:04:16.000 --> 00:04:19.000]  看回聖經那麼多卷的先知書
[00:04:19.000 --> 00:04:22.000]  這種逆轉的宣告
[00:04:22.000 --> 00:04:24.000]  有審判有安慰
[00:04:24.000 --> 00:04:26.000]  有審判有安慰
[00:04:26.000 --> 00:04:31.000]  其實是先知書一個很重要的特色
[00:04:31.000 --> 00:04:34.000]  在尼加書這一章一節
[00:04:34.000 --> 00:04:36.000]  帶出了尼加書的背景
[00:04:36.000 --> 00:04:39.000]  和宣講的對象
[00:04:39.000 --> 00:04:42.000]  當你看回以賽雅書第一章第一節的時候
[00:04:42.000 --> 00:04:43.000]  我們就知道
[00:04:43.000 --> 00:04:46.000]  以賽雅和尼加兩位先知
[00:04:46.000 --> 00:04:48.000]  是同期的先知
[00:04:48.000 --> 00:04:49.000]  不過
[00:04:49.000 --> 00:04:52.000]  以賽雅是早出道
[00:04:52.000 --> 00:04:54.000]  因為以賽雅有提到烏沙王
[00:04:54.000 --> 00:04:56.000]  尼加沒有提到
[00:04:56.000 --> 00:04:57.000]  所以我相信
[00:04:57.000 --> 00:04:59.000]  以賽雅是早些出道的
[00:04:59.000 --> 00:05:02.000]  不過這些不重要
[00:05:02.000 --> 00:05:05.000]  重要的是你看回今天第四章一節三節
[00:05:05.000 --> 00:05:08.000]  和以賽雅書第二章二至四節的時候
[00:05:08.000 --> 00:05:10.000]  你發覺到裏面的訊息
[00:05:10.000 --> 00:05:13.000]  差不多接近相似
[00:05:13.000 --> 00:05:14.000]  有時間你才看
[00:05:14.000 --> 00:05:16.000]  當你用四章一節三節
[00:05:16.000 --> 00:05:19.000]  和以賽雅書第二章二至四節看的時候
[00:05:19.000 --> 00:05:21.000]  裏面的內容
[00:05:21.000 --> 00:05:23.000]  接近相似
[00:05:23.000 --> 00:05:25.000]  是個別有些不同
[00:05:25.000 --> 00:05:26.000]  為什麼
[00:05:26.000 --> 00:05:29.000]  要兩段先知的訊息
[00:05:29.000 --> 00:05:31.000]  其實是描繪將來
[00:05:31.000 --> 00:05:34.000]  在千禧年國度的榮耀
[00:05:34.000 --> 00:05:38.000]  這是將來的一個景象
[00:05:38.000 --> 00:05:41.000]  為什麼兩個先知所講的一樣呢
[00:05:41.000 --> 00:05:44.000]  很多學者有不同的解釋
[00:05:44.000 --> 00:05:46.000]  但無論怎樣
[00:05:46.000 --> 00:05:47.000]  我只能夠說
[00:05:47.000 --> 00:05:49.000]  聖經是神的默示
[00:05:49.000 --> 00:05:50.000]  聖經可能
[00:05:50.000 --> 00:05:53.000]  上帝很有可能
[00:05:53.000 --> 00:05:55.000]  是將相同的默示
[00:05:55.000 --> 00:05:59.000]  分別給以賽雅和尼加先知
[00:05:59.000 --> 00:06:00.000]  或者這麼說
[00:06:00.000 --> 00:06:02.000]  上帝透過兩個先知
[00:06:02.000 --> 00:06:04.000]  向子民講出
[00:06:04.000 --> 00:06:06.000]  屬於他要講的
[00:06:06.000 --> 00:06:10.000]  一個盼望的訊息
[00:06:10.000 --> 00:06:14.000]  你看回尼加書第四章
[00:06:14.000 --> 00:06:17.000]  這是一個預言的訊息
[00:06:17.000 --> 00:06:19.000]  這個訊息
[00:06:19.000 --> 00:06:21.000]  不只是將來才應驗
[00:06:21.000 --> 00:06:25.000]  或者將來的人才可以體驗到
[00:06:25.000 --> 00:06:28.000]  其實當時的人
[00:06:28.000 --> 00:06:32.000]  特別今天的我們,部分已經兌現了
[00:06:32.000 --> 00:06:35.000]  我們可以經歷的
[00:06:35.000 --> 00:06:40.000]  究竟世人真正的需要
[00:06:40.000 --> 00:06:42.000]  和確實的盼望
[00:06:42.000 --> 00:06:44.000]  是什麼呢
[00:06:44.000 --> 00:06:47.000]  萬民所望的第一樣東西
[00:06:47.000 --> 00:06:51.000]  是在於和平之君
[00:06:51.000 --> 00:06:55.000]  在第一至第五節裡看到
[00:06:55.000 --> 00:07:00.000]  在經文的一至五節裡
[00:07:00.000 --> 00:07:02.000]  我或者
[00:07:02.000 --> 00:07:04.000]  一起讀第一至第五節
[00:07:26.000 --> 00:07:28.000]  我們也要行他的路
[00:07:28.000 --> 00:07:31.000]  因為訓誨必出於錫安
[00:07:31.000 --> 00:07:34.000]  而我的言語必出於耶路撒冷
[00:07:34.000 --> 00:07:38.000]  他必在多國的民眾施行審判
[00:07:38.000 --> 00:07:41.000]  為遠方強盛的國斷定是非
[00:07:41.000 --> 00:07:44.000]  他要將刀打成泥頭
[00:07:44.000 --> 00:07:46.000]  把槍打成鐮刀
[00:07:46.000 --> 00:07:50.000]  這國不舉刀攻擊那國
[00:07:50.000 --> 00:07:52.000]  他們也不再學習戰事
[00:07:52.000 --> 00:07:56.000]  人人都要坐在自己的葡萄樹下
[00:07:56.000 --> 00:07:58.000]  和無花果樹下
[00:07:58.000 --> 00:07:59.000]  無人驚嚇
[00:07:59.000 --> 00:08:02.000]  這是萬君子耶華親口說的
[00:08:02.000 --> 00:08:04.000]  你看看整個第一至第五節裡
[00:08:04.000 --> 00:08:06.000]  很明顯
[00:08:06.000 --> 00:08:09.000]  是今天未完全兌現的
[00:08:09.000 --> 00:08:12.000]  我們今天仍然
[00:08:12.000 --> 00:08:14.000]  很勞碌的
[00:08:14.000 --> 00:08:16.000]  去生活,去謀生
[00:08:16.000 --> 00:08:19.000]  我們仍然很害怕
[00:08:19.000 --> 00:08:22.000]  何時北韓那位金先生
[00:08:22.000 --> 00:08:24.000]  得償的時候
[00:08:24.000 --> 00:08:26.000]  他不知道
[00:08:26.000 --> 00:08:27.000]  彈一打出來的時候
[00:08:27.000 --> 00:08:29.000]  很大件事
[00:08:29.000 --> 00:08:33.000]  我們香港也難免受牽連
[00:08:33.000 --> 00:08:36.000]  一至五節的預告
[00:08:36.000 --> 00:08:38.000]  是未完全兌現的
[00:08:38.000 --> 00:08:43.000]  末後的日子
[00:08:43.000 --> 00:08:46.000]  是先知的用詞
[00:08:46.000 --> 00:08:50.000]  很多先知都會提到末後的日子
[00:08:50.000 --> 00:08:51.000]  其實先知書
[00:08:51.000 --> 00:08:53.000]  除了提到末後的日子之外
[00:08:53.000 --> 00:08:55.000]  很多先知都說
[00:08:55.000 --> 00:08:56.000]  耶華說
[00:08:56.000 --> 00:08:58.000]  什麼意思?
[00:08:58.000 --> 00:09:01.000]  先知的訊息來源是什麼?
[00:09:01.000 --> 00:09:03.000]  不是他自己想出來的
[00:09:03.000 --> 00:09:05.000]  是神透過他
[00:09:05.000 --> 00:09:07.000]  說給百姓聽
[00:09:07.000 --> 00:09:09.000]  現在作為一個先知
[00:09:09.000 --> 00:09:10.000]  很重要的
[00:09:10.000 --> 00:09:11.000]  是宣告
[00:09:11.000 --> 00:09:15.000]  神要百姓知道未來的訊息
[00:09:15.000 --> 00:09:18.000]  在一至五節裡
[00:09:18.000 --> 00:09:20.000]  神透過尼加先知
[00:09:20.000 --> 00:09:25.000]  說出將來的完美國度
[00:09:25.000 --> 00:09:28.000]  神完全掌權的日子
[00:09:28.000 --> 00:09:29.000]  可以這樣解釋
[00:09:29.000 --> 00:09:30.000]  末後的日子
