
[00:00:00.000 --> 00:00:03.400]  今天的題目是《與謊言的距離》
[00:00:03.400 --> 00:00:05.660]  謊言就是謊話
[00:00:05.660 --> 00:00:12.120]  說謊話可以說是人類與生俱來的一種本能
[00:00:12.120 --> 00:00:19.400]  有不少的專家曾經在這方面做過一些調查
[00:00:19.400 --> 00:00:21.060]  做過一些研究
[00:00:21.060 --> 00:00:22.760]  其中一個就是在英國
[00:00:22.760 --> 00:00:27.800]  研究人員調查了有三千位女士
[00:00:30.200 --> 00:00:37.760]  發現他們很多時候都會圍繞著一個課題來說謊
[00:00:37.760 --> 00:00:39.840]  知不知道這個課題是什麼?
[00:00:39.840 --> 00:00:42.080]  吃東西
[00:00:42.080 --> 00:00:48.200]  平均每年會說四百七十四次
[00:00:48.200 --> 00:00:50.760]  即是一年三百六十五天
[00:00:50.760 --> 00:00:54.360]  即是每天至少說一個謊話
[00:00:54.360 --> 00:00:58.760]  另外也有研究人員統計
[00:00:58.760 --> 00:01:00.880]  女士喜歡說的謊話
[00:01:00.880 --> 00:01:04.520]  前三名的都是跟吃東西有關
[00:01:04.520 --> 00:01:08.640]  第一就是我不是吃很多東西
[00:01:08.640 --> 00:01:14.080]  第二個就是我吃不下
[00:01:14.080 --> 00:01:15.040]  夠了
[00:01:15.040 --> 00:01:19.800]  第三個就是我很少吃這些東西
[00:01:19.800 --> 00:01:22.080]  都是跟吃東西有關
[00:01:22.960 --> 00:01:30.120]  還有就是調查也發現女人最容易為了某些食物說謊
[00:01:30.120 --> 00:01:31.880]  第一位大家知不知道是什麼?
[00:01:31.880 --> 00:01:36.080]  珍珍很喜歡吃的
[00:01:36.080 --> 00:01:37.120]  有沒有人知道?
[00:01:37.120 --> 00:01:38.560]  就是朱古力
[00:01:38.560 --> 00:01:41.520]  我叫她做珍珍叫朱古力小姐
[00:01:41.520 --> 00:01:43.240]  第二位呢
[00:01:43.240 --> 00:01:46.280]  薯片
[00:01:46.280 --> 00:01:47.680]  這個我適合
[00:01:47.680 --> 00:01:48.720]  薯片
[00:01:48.720 --> 00:01:51.120]  第三位就是蛋糕
[00:01:52.640 --> 00:01:55.040]  不知道大家有沒有中到這些?
[00:01:55.040 --> 00:01:59.640]  可能我們常常掛在口唇邊的說話就是
[00:01:59.640 --> 00:02:01.440]  我吃完這塊就不吃了
[00:02:01.440 --> 00:02:04.400]  我吃完這一餐
[00:02:04.400 --> 00:02:05.960]  明天我減肥了
[00:02:05.960 --> 00:02:09.560]  或者是我有兩個胃
[00:02:09.560 --> 00:02:11.920]  正餐吃不下
[00:02:11.920 --> 00:02:13.880]  但是甜品我吃得下
[00:02:13.880 --> 00:02:17.800]  女人呢就
[00:02:17.800 --> 00:02:19.960]  不只是女人才說謊
[00:02:19.960 --> 00:02:21.240]  男人也會的
[00:02:21.240 --> 00:02:23.880]  男人又喜歡說什麼謊呢?
[00:02:23.880 --> 00:02:30.200]  研究就發現男人跟女人說謊的內容的確有差別
[00:02:30.200 --> 00:02:35.600]  女人就比較多顧及人的感受
[00:02:35.600 --> 00:02:37.760]  為了對方好過一點
[00:02:37.760 --> 00:02:38.960]  這樣說謊
[00:02:38.960 --> 00:02:43.520]  而男人多數是為了面子來說謊
[00:02:43.520 --> 00:02:46.160]  不需要
[00:02:46.160 --> 00:02:50.560]  或者是要保持自己的形象來說謊
[00:02:51.240 --> 00:02:55.840]  數據也顯示男人說謊的次數
[00:02:55.840 --> 00:02:57.600]  是比女人多兩倍
[00:02:57.600 --> 00:03:00.840]  剛好今天
[00:03:00.840 --> 00:03:03.400]  我說的經文又是
[00:03:03.400 --> 00:03:05.880]  說到一位男士說謊
[00:03:05.880 --> 00:03:10.000]  他就是阿巴拉罕的兒子伊薩
[00:03:10.000 --> 00:03:12.920]  在《創世紀》裏面
[00:03:12.920 --> 00:03:15.080]  以色列人的幾位祖先
[00:03:15.080 --> 00:03:18.200]  阿巴拉罕、伊薩、雅各、約瑟
[00:03:18.200 --> 00:03:20.520]  在他們幾個人裏面
[00:03:20.520 --> 00:03:22.240]  《創世紀》對他們的描述
[00:03:22.240 --> 00:03:24.760]  其實伊薩的篇幅是最少的
[00:03:24.760 --> 00:03:29.200]  就連上星期
[00:03:29.200 --> 00:03:31.480]  大家記不記得《阿韋傳傳道》
[00:03:31.480 --> 00:03:33.800]  Wilson 跟我們說的篇道是關於什麼的?
[00:03:33.800 --> 00:03:35.200]  全都忘記了
[00:03:35.200 --> 00:03:37.640]  難怪四個星期前忘記了
[00:03:37.640 --> 00:03:39.200]  上星期也忘記了
[00:03:39.200 --> 00:03:40.960]  上星期說伊薩
[00:03:40.960 --> 00:03:42.040]  憲伊薩
[00:03:42.040 --> 00:03:44.640]  在《憲伊薩》那段經文
[00:03:44.640 --> 00:03:46.280]  其實主角不是伊薩
[00:03:46.280 --> 00:03:47.040]  是誰?
[00:03:47.040 --> 00:03:50.160]  他是阿巴拉罕
[00:03:51.520 --> 00:03:54.680]  而今天我所說的第二十六章
[00:03:54.680 --> 00:03:59.520]  可以說是唯一一章的聖經
[00:03:59.520 --> 00:04:02.000]  是以伊薩來做主角
[00:04:02.000 --> 00:04:03.520]  他做男一
[00:04:03.520 --> 00:04:06.160]  是只此一章
[00:04:06.160 --> 00:04:08.800]  可惜的是這篇經文
[00:04:08.800 --> 00:04:10.440]  一開始的時候
[00:04:10.440 --> 00:04:13.000]  就給我們看到他的軟弱
[00:04:13.000 --> 00:04:16.000]  他的軟弱就是說謊
[00:04:16.000 --> 00:04:19.480]  現在我們先去看看為什麼
[00:04:20.200 --> 00:04:24.040]  或者先去看看伊薩說了什麼謊話
[00:04:24.040 --> 00:04:29.680]  在剛才主席跟我們讀的那一節經文裡
[00:04:29.680 --> 00:04:30.920]  或者請大家一起讀
[00:04:30.920 --> 00:04:34.040]  在阿巴拉罕的日子
[00:04:34.040 --> 00:04:46.960]  在這裡可以看到
[00:04:47.280 --> 00:04:50.600]  就算伊薩是這章經文的主角
[00:04:50.600 --> 00:04:53.880]  但一開始其實也是說回他父親
[00:04:53.880 --> 00:04:55.040]  阿巴拉罕
[00:04:55.040 --> 00:04:58.880]  作者似乎是要令讀者
[00:04:58.880 --> 00:05:01.440]  是要聯想起他父親
[00:05:01.440 --> 00:05:06.280]  而且是有意將兩個人做比較
[00:05:06.280 --> 00:05:08.960]  經文一開始的時候就說
[00:05:08.960 --> 00:05:13.080]  阿巴拉罕的日子也曾遇著饑荒
[00:05:13.080 --> 00:05:14.800]  這件事其實應該就是
[00:05:15.080 --> 00:05:17.440]  在《創世紀》第十二章有記載
[00:05:17.440 --> 00:05:20.720]  當時阿巴拉罕是因為饑荒的緣故
[00:05:20.720 --> 00:05:22.200]  就落到埃及那裡
[00:05:22.200 --> 00:05:25.680]  他怕自己老婆太美了
[00:05:25.680 --> 00:05:28.720]  美到人家會垂言他美色
[00:05:28.720 --> 00:05:32.080]  就會連累他招致殺身之禍
[00:05:32.080 --> 00:05:35.760]  於是他就說謊認老婆做妹
[00:05:35.760 --> 00:05:40.000]  這樣的謊話其實在阿巴拉罕身上
[00:05:40.000 --> 00:05:41.080]  不只發生一次
[00:05:41.080 --> 00:05:44.440]  在《創世紀》第二十章那裡
[00:05:44.440 --> 00:05:47.680]  是他第二次說類似的謊言
[00:05:47.680 --> 00:05:50.200]  而那次是發生在基拉爾
[00:05:50.200 --> 00:05:52.720]  不知道是否這麼巧
[00:05:52.720 --> 00:05:55.240]  現在他的兒子以撒
[00:05:55.240 --> 00:05:57.720]  又是去到基拉爾那裡
[00:05:57.720 --> 00:05:59.760]  又在那裡說謊
[00:05:59.760 --> 00:06:06.400]  我們看回兩父子說的謊言
[00:06:06.400 --> 00:06:07.600]  其實也有點不同
[00:06:07.600 --> 00:06:13.600]  我們看回阿巴拉罕在第二十章那裡
[00:06:13.600 --> 00:06:15.680]  他說的謊言是怎樣
[00:06:15.680 --> 00:06:17.000]  阿巴拉罕說
[00:06:17.000 --> 00:06:20.600]  我以為這地方的人總不懼怕神
[00:06:20.600 --> 00:06:23.720]  必為我妻子的緣故殺我
[00:06:23.720 --> 00:06:27.240]  況且她也實在是我的妹子
[00:06:27.240 --> 00:06:29.800]  她與我是同父異母
[00:06:29.800 --> 00:06:31.960]  後來作了我的妻子
[00:06:31.960 --> 00:06:36.920]  阿巴拉罕跟他的妻子撒拉
[00:06:36.920 --> 00:06:41.080]  原來的關係是同父異母
[00:06:42.440 --> 00:06:45.840]  當時其實是公元前二千多年的時候
[00:06:45.840 --> 00:06:48.520]  還是一個原始的社會
[00:06:48.520 --> 00:06:50.360]  人口也不多
[00:06:50.360 --> 00:06:55.320]  當時還沒有禁止亂倫的行為
[00:06:55.320 --> 00:07:00.560]  阿巴拉罕娶了同父異母妹為妻
[00:07:00.560 --> 00:07:05.600]  所以阿巴拉罕不算完全說謊
[00:07:05.600 --> 00:07:08.160]  只是沒有說完事實的全部
[00:07:08.160 --> 00:07:09.440]  說些不說些
[00:07:09.440 --> 00:07:12.320]  這就是阿巴拉罕說的
[00:07:12.920 --> 00:07:14.440]  至於以撒呢
[00:07:14.440 --> 00:07:20.920]  以撒跟他的妻子利伯嘉的父親
[00:07:20.920 --> 00:07:22.960]  其實他們是有親戚關係的
[00:07:22.960 --> 00:07:25.440]  他跟利伯嘉的父親是甚麼關係
[00:07:25.440 --> 00:07:27.760]  是堂兄弟
[00:07:27.760 --> 00:07:29.360]  堂兄弟
[00:07:29.360 --> 00:07:32.600]  所以他跟利伯嘉是甚麼關係
[00:07:32.600 --> 00:07:35.560]  在座的應該是比較成熟的
[00:07:35.560 --> 00:07:38.080]  這些關係我們那一代應該有的
[00:07:38.080 --> 00:07:41.120]  現在那一代一孩兩孩可能真的沒有關係
[00:07:41.280 --> 00:07:43.080]  是甚麼? 堂叔伯
[00:07:43.080 --> 00:07:44.360]  是的 阿伯母很厲害
[00:07:44.360 --> 00:07:45.560]  即是堂叔伯
[00:07:45.560 --> 00:07:53.320]  利伯嘉應該稱呼以撒為堂叔伯
[00:07:53.320 --> 00:07:57.000]  所以他們不是兄妹
[00:07:57.000 --> 00:08:00.720]  以撒明顯是說謊
[00:08:00.720 --> 00:08:01.960]  他沒有說真話
[00:08:01.960 --> 00:08:07.240]  在基督教倫理學上怎樣為之謊言呢
[00:08:07.240 --> 00:08:09.000]  怎樣為之說謊呢
[00:08:09.000 --> 00:08:10.920]  有一本書叫《基督教倫理學》
[00:08:11.520 --> 00:08:16.160]  裡面說到謊言是刻意隱瞞事實
[00:08:16.160 --> 00:08:19.240]  或者是說一些有違事實的信息
[00:08:19.240 --> 00:08:21.680]  目的是欺騙人
[00:08:21.680 --> 00:08:25.200]  或者誤導人相信一些虛假的事情
[00:08:25.200 --> 00:08:31.440]  所以以撒說的不是事實
[00:08:31.440 --> 00:08:33.400]  他是在說謊言
[00:08:33.400 --> 00:08:36.440]  阿巴拉罕說些不說些
[00:08:36.440 --> 00:08:37.960]  沒有說到事實的全部
[00:08:37.960 --> 00:08:39.680]  亦都是謊言
[00:08:41.360 --> 00:08:43.040]  我們現在看看
[00:08:43.040 --> 00:08:46.120]  以撒為何要說謊呢
[00:08:46.120 --> 00:08:49.400]  當然有人可能會說
[00:08:49.400 --> 00:08:51.720]  有其父必有其子
