
[00:00:00.000 --> 00:00:07.920]  我想在港島之先欣賞一下剛才唱歌的小朋友
[00:00:07.920 --> 00:00:11.400]  或者是伴奏的年輕人
[00:00:11.400 --> 00:00:13.640]  我相信他們那麼有自信
[00:00:13.640 --> 00:00:16.920]  可以在神面前敬拜神
[00:00:16.920 --> 00:00:20.240]  都是因為他們平日都有花時間去練習
[00:00:20.240 --> 00:00:24.160]  我們為他們的侍奉感恩
[00:00:24.160 --> 00:00:31.960]  我也想和小朋友一起看一個視力遊戲
[00:00:31.960 --> 00:00:35.760]  看大家是否能夠看到
[00:00:35.760 --> 00:00:39.400]  看莊中的小朋友或者大朋友想畫都可以
[00:00:39.400 --> 00:00:43.800]  能否看到這棵樹上的果子是什麼
[00:00:43.800 --> 00:00:47.880]  如果剛才有留意聖經說什麼
[00:00:47.880 --> 00:00:50.240]  或者眼力夠好應該會知道
[00:00:50.240 --> 00:00:51.960]  我有兩個選擇
[00:00:51.960 --> 00:00:57.880]  如果大家覺得樹上的果子是番鬼佬荔枝
[00:00:57.880 --> 00:01:00.680]  即是Sugar Apple的話就舉你們的左手
[00:01:00.680 --> 00:01:03.560]  如果是葡萄的話就舉右手
[00:01:03.560 --> 00:01:07.360]  讓我留意一下小朋友會否知道
[00:01:07.360 --> 00:01:08.480]  現在可以舉手了
[00:01:08.480 --> 00:01:11.760]  知道是左手還是右手
[00:01:11.760 --> 00:01:15.400]  我見大家的眼力都不錯
[00:01:15.400 --> 00:01:16.960]  都是舉右手
[00:01:16.960 --> 00:01:17.520]  沒錯
[00:01:17.520 --> 00:01:19.400]  真的是葡萄
[00:01:19.400 --> 00:01:21.520]  證明可以放下手
[00:01:21.520 --> 00:01:26.440]  證明一棵樹上的果子應該都夠大
[00:01:26.440 --> 00:01:27.720]  所以你們才看到
[00:01:27.720 --> 00:01:30.080]  或者你們夠留心
[00:01:30.080 --> 00:01:32.720]  一個果子好像葡萄一樣
[00:01:32.720 --> 00:01:35.200]  可以養到這麼大
[00:01:35.200 --> 00:01:40.160]  其實是需要很好的養分才能夠大
[00:01:40.160 --> 00:01:42.760]  但是他們的養分從哪裡來
[00:01:42.760 --> 00:01:44.800]  除了陽光之外
[00:01:44.800 --> 00:01:51.800]  他們在樹根開始吸收水分、營養
[00:01:51.800 --> 00:01:56.840]  營養慢慢從樹幹到樹枝
[00:01:56.840 --> 00:02:01.880]  營養到樹枝才可以結果子
[00:02:01.880 --> 00:02:07.120]  所以養分是全靠樹幹、樹根
[00:02:07.120 --> 00:02:11.640]  今天的題目是我要結果子
[00:02:11.640 --> 00:02:14.320]  但是我們人都可以結果子
[00:02:14.320 --> 00:02:16.520]  難道我們可以結葡萄
[00:02:16.520 --> 00:02:18.240]  原來是這樣
[00:02:18.240 --> 00:02:20.920]  在聖經裡耶穌說
[00:02:20.920 --> 00:02:23.800]  我們原來是樹枝
[00:02:23.800 --> 00:02:28.240]  樹枝的任務就是要結果子
[00:02:28.240 --> 00:02:30.640]  但是我們怎樣結呢
[00:02:30.640 --> 00:02:34.240]  同樣我們都需要好像葡萄
[00:02:34.240 --> 00:02:39.240]  如果要養到這麼大又漂亮的果子
[00:02:39.240 --> 00:02:41.240]  我們是很需要養分
[00:02:41.240 --> 00:02:45.560]  養分原來就是來自耶穌
[00:02:45.560 --> 00:02:47.400]  讓我們今天一起
[00:02:47.400 --> 00:02:51.640]  首先在程序表裡會有經文
[00:02:51.640 --> 00:02:53.720]  在經文的第五節我們一起讀
[00:02:53.720 --> 00:02:58.400]  當中有大人可以陪同小朋友一起讀
[00:02:58.400 --> 00:03:00.040]  我們一二三
[00:03:00.040 --> 00:03:02.160]  第五節
[00:03:02.160 --> 00:03:04.040]  就是葡萄樹
[00:03:04.040 --> 00:03:06.120]  你們是枝子
[00:03:06.120 --> 00:03:08.200]  尚在我裡面的
[00:03:08.200 --> 00:03:10.800]  我也尚在他裡面
[00:03:10.800 --> 00:03:13.480]  這人就多結果子
[00:03:13.480 --> 00:03:15.280]  因為來了我
[00:03:15.280 --> 00:03:18.320]  你們就不能做什麼
[00:03:18.320 --> 00:03:21.360]  這句其實是說話
[00:03:21.360 --> 00:03:23.040]  是耶穌說的
[00:03:23.040 --> 00:03:25.760]  所以當中有個「我」字
[00:03:25.760 --> 00:03:27.720]  那個「我」就是耶穌
[00:03:27.720 --> 00:03:30.560]  原來耶穌是葡萄樹
[00:03:30.560 --> 00:03:35.360]  而我們就是連在樹上的樹枝
[00:03:35.360 --> 00:03:38.120]  那會是一個怎樣的圖畫呢
[00:03:38.120 --> 00:03:40.000]  我在網上找
[00:03:40.000 --> 00:03:41.440]  就找到這個圖
[00:03:41.440 --> 00:03:43.040]  大家可以看到
[00:03:43.040 --> 00:03:45.480]  樹幹最下面那裡
[00:03:45.480 --> 00:03:46.720]  我寫上了Jesus
[00:03:46.720 --> 00:03:48.360]  就是耶穌
[00:03:48.360 --> 00:03:49.600]  我們在哪裡呢
[00:03:49.600 --> 00:03:51.960]  我們就在那些樹枝那裡
[00:03:51.960 --> 00:03:55.240]  你看到我貼了小朋友的樣子
[00:03:55.240 --> 00:03:56.800]  又有大人的樣子
[00:03:56.800 --> 00:04:02.000]  其實代表著我們都是在這些樹枝那裡
[00:04:02.000 --> 00:04:06.040]  那果子就是在樹枝繼續伸進去
[00:04:06.040 --> 00:04:08.680]  還有一些綠色的方格
[00:04:08.680 --> 00:04:11.240]  那些就是果子
[00:04:11.240 --> 00:04:14.520]  如果我們可以結果子
[00:04:14.520 --> 00:04:16.920]  那是會怎樣的呢
[00:04:16.920 --> 00:04:19.440]  當然是會像耶穌
[00:04:19.440 --> 00:04:21.520]  難道樣子像耶穌
[00:04:21.520 --> 00:04:22.440]  不是
[00:04:22.440 --> 00:04:24.280]  而是我們的性格
[00:04:24.280 --> 00:04:27.560]  我們的行為都會像耶穌
[00:04:27.560 --> 00:04:28.920]  那會是怎樣呢
[00:04:28.920 --> 00:04:30.640]  其實當時
[00:04:30.640 --> 00:04:33.320]  剛才說你們讀第五節的經文
[00:04:33.320 --> 00:04:35.440]  其實是耶穌說的說話
[00:04:35.440 --> 00:04:37.920]  他其實說了很大一段說話
[00:04:37.920 --> 00:04:40.600]  他當中也提到一點點
[00:04:40.600 --> 00:04:42.120]  果子是甚麼來的
[00:04:42.120 --> 00:04:44.240]  那我現在就放大
[00:04:44.240 --> 00:04:45.800]  現在這個圖
[00:04:45.800 --> 00:04:48.200]  我再放大近一點
[00:04:48.200 --> 00:04:50.920]  照樣我們人是樹枝
[00:04:50.920 --> 00:04:52.720]  那果子是甚麼呢
[00:04:52.720 --> 00:04:54.680]  耶穌也會提到
[00:04:54.680 --> 00:04:55.960]  如果果子的話
[00:04:55.960 --> 00:04:59.480]  是會聽天父的說話
[00:04:59.480 --> 00:05:00.560]  又會
[00:05:00.560 --> 00:05:04.280]  你記得耶穌其實是很聽天父說話的
[00:05:04.280 --> 00:05:07.280]  又會有喜樂的心情
[00:05:07.280 --> 00:05:11.000]  耶穌也會賜平安給我們
[00:05:11.000 --> 00:05:14.320]  因為我們的養份在耶穌身上
[00:05:14.320 --> 00:05:17.880]  我們也會愛人的
[00:05:17.880 --> 00:05:20.520]  我們不會想做一個
[00:05:20.520 --> 00:05:23.000]  結不到果子的樹枝
[00:05:23.000 --> 00:05:24.560]  因為結不到果子的樹枝
[00:05:24.560 --> 00:05:25.600]  即是代表甚麼
[00:05:25.600 --> 00:05:27.160]  就是沒有養份
[00:05:27.160 --> 00:05:28.880]  他們結不到果子
[00:05:28.880 --> 00:05:32.000]  最後可能會被剪掉
[00:05:32.000 --> 00:05:33.920]  所以我們今天的主題
[00:05:33.920 --> 00:05:35.640]  我要結果子
[00:05:35.640 --> 00:05:38.760]  我們要立志做一個有營養
[00:05:38.760 --> 00:05:41.800]  又可以結到果子的樹枝
[00:05:41.800 --> 00:05:44.680]  而天父會不會擔心
[00:05:44.680 --> 00:05:45.680]  不知道怎麼辦
[00:05:45.680 --> 00:05:46.880]  我會不會結到
[00:05:46.880 --> 00:05:47.600]  不要緊的
[00:05:47.600 --> 00:05:50.200]  因為天父是會栽培我們
[00:05:50.200 --> 00:05:51.520]  教導我們
[00:05:51.520 --> 00:05:55.040]  成為我們世上最好的老師
[00:05:55.040 --> 00:05:56.280]  但說了這麼久
[00:05:56.280 --> 00:05:58.280]  究竟我們怎樣可以拿到
[00:05:58.280 --> 00:05:59.840]  耶穌的營養
[00:05:59.840 --> 00:06:02.080]  我們怎樣可以結果子
[00:06:02.080 --> 00:06:04.360]  第一
[00:06:04.360 --> 00:06:08.280]  我們是要被天父修剪乾淨
[00:06:08.280 --> 00:06:09.120]  哇
[00:06:09.120 --> 00:06:10.880]  要被天父剪掉
[00:06:10.880 --> 00:06:11.800]  這麼恐怖
[00:06:11.800 --> 00:06:12.640]  那又不是
[00:06:12.640 --> 00:06:14.680]  不是真的剪掉那麼簡單
[00:06:14.680 --> 00:06:17.600]  不是真的剪掉
[00:06:17.600 --> 00:06:18.840]  究竟是怎樣呢
[00:06:18.840 --> 00:06:22.000]  就類似好像你上學的時候
[00:06:22.000 --> 00:06:24.760]  如果我們不守規矩
