
[00:00:00.000 --> 00:00:02.680]  《馬太福音》第20章
[00:00:02.680 --> 00:00:04.160]  這是我們在做
[00:00:04.160 --> 00:00:06.000]  "Commitment Campaign"的時候
[00:00:06.000 --> 00:00:08.000]  我們也看過這一段經文
[00:00:08.000 --> 00:00:09.320]  我們一起來讀
[00:00:09.320 --> 00:00:11.280]  耶穌叫了他們來
[00:00:11.280 --> 00:00:13.480]  說你們知道外邦人
[00:00:13.480 --> 00:00:16.040]  有君王爲主治理他們
[00:00:16.040 --> 00:00:18.960]  有大臣超權管束他們
[00:00:18.960 --> 00:00:21.760]  只是在你們中間不可這樣
[00:00:21.760 --> 00:00:23.920]  你們中間誰願爲大
[00:00:23.920 --> 00:00:25.920]  就必做你們的用人
[00:00:25.920 --> 00:00:27.280]  誰願爲首
[00:00:27.280 --> 00:00:29.280]  就必做你們的僕人
[00:00:29.280 --> 00:00:30.760]  正如仁子來
[00:00:30.760 --> 00:00:32.920]  不是要受人的服侍
[00:00:32.920 --> 00:00:34.600]  乃是要服侍人
[00:00:34.600 --> 00:00:37.800]  並且要捨命做多人的俗駕
[00:00:37.800 --> 00:00:39.040]  我們一起禱告
[00:00:39.040 --> 00:00:40.320]  我們在天上的父神
[00:00:40.320 --> 00:00:42.200]  還有我們的主耶穌基督
[00:00:42.200 --> 00:00:45.040]  我們真的是謙卑地來到你的面前
[00:00:45.040 --> 00:00:47.040]  我們知道你的話語裏面
[00:00:47.040 --> 00:00:49.240]  有許許多多我們還不懂的
[00:00:49.240 --> 00:00:51.680]  我們在你的身上有很多事情
[00:00:51.680 --> 00:00:52.680]  我們不認識
[00:00:52.680 --> 00:00:53.920]  我們不知道的
[00:00:53.920 --> 00:00:55.240]  主求你憐憫我們
[00:00:55.240 --> 00:00:57.320]  每次我們來到你面前的時候
[00:00:57.320 --> 00:00:59.320]  你自己向我們顯明
[00:00:59.320 --> 00:01:01.240]  讓你的光照亮我們
[00:01:01.240 --> 00:01:03.240]  讓我們心裏面能夠看見
[00:01:03.240 --> 00:01:05.600]  能夠明白你自己的恩典
[00:01:05.600 --> 00:01:07.480]  能夠更多地認識你
[00:01:07.480 --> 00:01:08.600]  我們謝謝你
[00:01:08.600 --> 00:01:11.000]  我們把下面時間仰望在你的手中
[00:01:11.000 --> 00:01:13.280]  我們相信你自己的話
[00:01:13.280 --> 00:01:14.480]  也覺得你的聖靈
[00:01:14.480 --> 00:01:17.160]  會在我們心裏面做感動的工作
[00:01:17.160 --> 00:01:19.160]  讓我們有一顆順服的心
[00:01:19.160 --> 00:01:20.400]  我們感謝禱告
[00:01:20.400 --> 00:01:22.720]  奉祖耶穌基督的聖靈
[00:01:22.720 --> 00:01:24.720]  阿們
[00:01:25.480 --> 00:01:27.400]  今天我要跟大家分享的
[00:01:27.400 --> 00:01:30.320]  要講的是有基督耶穌的心
[00:01:30.320 --> 00:01:32.320]  那麼是做僕人
[00:01:32.320 --> 00:01:37.400]  兩週以前呢
[00:01:37.400 --> 00:01:40.560]  當我們牧長在討論教牧同工
[00:01:40.560 --> 00:01:42.560]  當我們教牧同工在討論
[00:01:42.560 --> 00:01:44.120]  這個Commitment Campaign
[00:01:44.120 --> 00:01:46.800]  就是我們這個成爲受神的祝福
[00:01:46.800 --> 00:01:48.680]  然後成爲別人的祝福
[00:01:48.680 --> 00:01:50.880]  那麼我們給我們自己的要求呢
[00:01:50.880 --> 00:01:54.880]  是我們把我們這個奉獻偉生的這個
[00:01:54.880 --> 00:01:57.400]  我稱它爲奉獻偉生表
[00:01:57.400 --> 00:01:59.040]  因爲我覺得偉生呢
[00:01:59.040 --> 00:02:00.520]  很多時候
[00:02:00.520 --> 00:02:03.360]  仍然還是憑着我自己的意思
[00:02:03.360 --> 00:02:05.440]  那麼我願意偉生我就偉生
[00:02:05.440 --> 00:02:07.920]  我不願意偉生我就不偉生
[00:02:07.920 --> 00:02:09.920]  但是我覺得聖經上讓我們看見
[00:02:09.920 --> 00:02:10.880]  不是這個
[00:02:10.880 --> 00:02:12.080]  聖經上讓我們看見
[00:02:12.080 --> 00:02:15.120]  是要我們完全降服在神的手下
[00:02:15.120 --> 00:02:17.280]  完全把自己奉獻給他
[00:02:17.280 --> 00:02:17.920]  那麼所以呢
[00:02:17.920 --> 00:02:19.680]  我在講道的時候
[00:02:19.680 --> 00:02:20.560]  我會提到
[00:02:20.560 --> 00:02:23.520]  一個是奉獻偉生或者是降服
[00:02:23.520 --> 00:02:27.280]  把自己完完全全的降服在神的手下偉生
[00:02:27.280 --> 00:02:29.080]  所以我們教牧同工呢
[00:02:29.080 --> 00:02:30.480]  給我們自己的要求
[00:02:30.480 --> 00:02:32.000]  在兩週以前
[00:02:32.000 --> 00:02:35.400]  我們就把這個奉獻偉生表已經遞進去了
[00:02:35.400 --> 00:02:38.600]  那麼當我自己在填的時候呢
[00:02:38.600 --> 00:02:39.520]  我知道
[00:02:39.520 --> 00:02:40.560]  當我在填的時候
[00:02:40.560 --> 00:02:42.520]  我的心是面對神
[00:02:42.520 --> 00:02:44.080]  不是面對人
[00:02:44.080 --> 00:02:45.280]  那我自己在想
[00:02:45.280 --> 00:02:48.400]  我怎麼樣來評估我自己的降服
[00:02:48.400 --> 00:02:49.480]  我自己的
[00:02:49.480 --> 00:02:51.840]  把自己完完全全的surrender
[00:02:51.840 --> 00:02:53.320]  用英文講的話
[00:02:53.320 --> 00:02:56.280]  把我自己完全surrender給神
[00:02:56.280 --> 00:02:59.600]  那我怎麼樣來填這個表
[00:02:59.600 --> 00:03:00.600]  那麼
[00:03:00.600 --> 00:03:01.920]  神讓我看見
[00:03:01.920 --> 00:03:03.320]  其實不是我
[00:03:03.320 --> 00:03:07.120]  不是從我填的金錢奉獻開始
[00:03:07.120 --> 00:03:10.920]  而是從我自己的心開始
[00:03:10.920 --> 00:03:14.640]  那麼我是不是完全的把我自己奉獻給主
[00:03:14.640 --> 00:03:16.960]  如果不是的話
[00:03:16.960 --> 00:03:18.680]  那麼我所奉獻的
[00:03:18.680 --> 00:03:21.680]  不只是對於建堂的事情
[00:03:21.680 --> 00:03:24.360]  而且是我們平常所奉獻的
[00:03:24.360 --> 00:03:26.040]  不管是樹木有多大
[00:03:26.040 --> 00:03:27.640]  或者有多小
[00:03:27.640 --> 00:03:30.080]  我相信我自己從身心上面看
[00:03:30.080 --> 00:03:35.160]  都不會討神的喜悅的
[00:03:35.160 --> 00:03:36.560]  那我自己也問我自己
[00:03:36.560 --> 00:03:38.960]  我是不是有所保留
[00:03:38.960 --> 00:03:42.800]  不把我自己完完全全的奉獻給主
[00:03:42.800 --> 00:03:45.840]  有很多時候有些弟兄姐妹可能就會問
[00:03:45.840 --> 00:03:46.280]  說
[00:03:46.280 --> 00:03:47.520]  哇你是個傳道人
[00:03:47.520 --> 00:03:51.480]  你應當是把你自己完完全全奉獻給主
[00:03:51.480 --> 00:03:54.240]  我們常常講說ideally
[00:03:54.240 --> 00:03:55.600]  但是很多時候
[00:03:55.600 --> 00:03:58.000]  神要求我們的不是隻有
[00:03:58.000 --> 00:03:59.960]  在我站在這個臺上面的時候
[00:03:59.960 --> 00:04:02.280]  也不是只有在禮拜五
[00:04:02.280 --> 00:04:02.880]  禮拜六
[00:04:02.880 --> 00:04:04.280]  禮拜天的時候
[00:04:04.280 --> 00:04:06.360]  而是每一個時間
[00:04:06.360 --> 00:04:08.120]  每一個時刻
[00:04:08.120 --> 00:04:09.880]  每一天
[00:04:09.880 --> 00:04:11.760]  二十四小時
[00:04:11.760 --> 00:04:13.800]  每一週有七天
[00:04:13.800 --> 00:04:16.120]  就是我要把我自己完全奉獻給神
[00:04:16.120 --> 00:04:17.320]  我的心思意念
[00:04:17.320 --> 00:04:18.080]  我的心態
[00:04:18.080 --> 00:04:18.880]  我的說話
[00:04:18.880 --> 00:04:20.680]  我的行事爲人
