
[00:00:00.000 --> 00:00:01.480]  各位弟兄妹平安
[00:00:01.480 --> 00:00:05.400]  請大家跟我一起低頭祈禱
[00:00:05.400 --> 00:00:10.740]  請願主感謝你
[00:00:10.740 --> 00:00:15.760]  感謝你呼籲我們成為你的門徒
[00:00:15.760 --> 00:00:18.760]  我們每一個都是屬你的
[00:00:18.760 --> 00:00:22.180]  願你打開我們的眼睛
[00:00:22.180 --> 00:00:23.800]  打開我們的心門
[00:00:23.800 --> 00:00:26.700]  以便我們能夠明白你懷疑的奧秘
[00:00:27.400 --> 00:00:30.100]  聽得到你今天對我們的提醒
[00:00:30.100 --> 00:00:33.120]  吩咐、安慰和勸勉
[00:00:33.120 --> 00:00:36.400]  有願講的和聽的都同蒙你的月亮
[00:00:36.400 --> 00:00:38.500]  祈禱奉主耶穌基督的名求
[00:00:38.500 --> 00:00:44.620]  今天為大家訂的題目就是
[00:00:44.620 --> 00:00:47.100]  處於兩難之間的出路
[00:00:47.100 --> 00:00:49.200]  不知道大家有沒有機會
[00:00:49.200 --> 00:00:51.600]  試過在兩難之間
[00:00:51.600 --> 00:00:53.500]  什麼叫兩難呢
[00:00:53.500 --> 00:00:54.700]  顧名思義地說
[00:00:54.700 --> 00:00:57.400]  你走這邊又不太妥
[00:00:57.400 --> 00:00:59.900]  走這邊也不太妥
[00:00:59.900 --> 00:01:01.300]  你站在那裡
[00:01:01.300 --> 00:01:04.300]  可能更慘得快一點
[00:01:04.300 --> 00:01:06.600]  那為什麼能夠找到出路呢
[00:01:06.600 --> 00:01:08.400]  有人說
[00:01:08.400 --> 00:01:10.300]  意害取其輕
[00:01:10.300 --> 00:01:11.500]  那當然不是太好
[00:01:11.500 --> 00:01:12.900]  說明是害
[00:01:12.900 --> 00:01:15.200]  始終都是害
[00:01:15.200 --> 00:01:16.400]  有人又說
[00:01:16.400 --> 00:01:18.800]  Think out of the box
[00:01:18.800 --> 00:01:21.400]  就是說不要在框框裡面去想事情
[00:01:21.400 --> 00:01:24.500]  要在框以外去想
[00:01:24.500 --> 00:01:26.700]  怎麼去想呢
[00:01:26.700 --> 00:01:29.500]  究竟有沒有一些法門、法寶、技巧
[00:01:29.500 --> 00:01:32.100]  讓我們可以在兩難之中
[00:01:32.100 --> 00:01:33.500]  去按圖索其
[00:01:33.500 --> 00:01:35.300]  去找到出路呢
[00:01:35.300 --> 00:01:36.900]  今天經文跟大家分享
[00:01:36.900 --> 00:01:39.100]  剛才黃牧師也為我們讀出
[00:01:39.100 --> 00:01:41.100]  不知道大家有沒有機會
[00:01:41.100 --> 00:01:44.300]  去看《以斯帖記》
[00:01:44.300 --> 00:01:48.400]  《以斯帖記》是我很喜愛的書卷之一
[00:01:48.400 --> 00:01:51.400]  當然如果你打開《以斯帖記》就發現
[00:01:51.400 --> 00:01:54.400]  聖經裡面描述《以斯帖記》的美貌
[00:01:54.400 --> 00:01:56.400]  它不僅很美
[00:01:56.400 --> 00:01:58.200]  還很有觀眾緣
[00:01:58.200 --> 00:01:59.700]  什麼叫觀眾緣呢
[00:01:59.700 --> 00:02:02.200]  聖經說凡看到《以斯帖記》的
[00:02:02.200 --> 00:02:04.600]  都喜歡它
[00:02:04.600 --> 00:02:07.600]  它是經過千挑百選之下
[00:02:07.600 --> 00:02:13.000]  得當時波斯馬代帝國的亞特徐魯王所寵愛
[00:02:13.000 --> 00:02:15.000]  冊封為皇后
[00:02:15.000 --> 00:02:17.400]  他本身其實是猶太人
[00:02:17.400 --> 00:02:20.100]  不過父母早就去世了
[00:02:20.100 --> 00:02:21.800]  所以他的堂兄
[00:02:21.800 --> 00:02:24.300]  也就是他叔叔的兒子
[00:02:24.300 --> 00:02:25.800]  就養大他
[00:02:25.800 --> 00:02:29.800]  並且收養他作為自己的女兒
[00:02:29.800 --> 00:02:33.100]  當時猶太人其實處於劣勢
[00:02:33.100 --> 00:02:37.000]  之前被巴比倫王亡國
[00:02:37.000 --> 00:02:41.000]  並且擄了很多人去到另一個地方
[00:02:41.000 --> 00:02:43.800]  之後雖然波斯馬代興起了
[00:02:43.800 --> 00:02:45.500]  滅了巴比倫
[00:02:45.500 --> 00:02:47.800]  猶太人其實可以在秘魯的地方
[00:02:47.800 --> 00:02:49.500]  回到他們的國土
[00:02:49.500 --> 00:02:51.900]  不過還有很多很多猶太人
[00:02:51.900 --> 00:02:56.000]  他們選擇留在秘魯的地方
[00:02:56.000 --> 00:02:58.900]  末底葛和他的女兒
[00:02:58.900 --> 00:03:02.700]  以斯帖就是其中的一部分
[00:03:02.700 --> 00:03:07.700]  末底葛當時在朝廷擔任一些官職
[00:03:07.700 --> 00:03:11.900]  所以經常可以在朝門當值
[00:03:11.900 --> 00:03:14.300]  他告訴以斯帖
[00:03:14.300 --> 00:03:18.700]  不要讓人知道他是猶太人的身份
[00:03:18.700 --> 00:03:22.400]  阿哈徐老王有一位寵臣哈曼
[00:03:22.400 --> 00:03:26.600]  不單止他的爵位是所有同朝的官長
[00:03:26.600 --> 00:03:28.700]  而且王還吩咐
[00:03:28.700 --> 00:03:34.600]  在朝門王的所有神父都要向哈曼跪拜
[00:03:34.600 --> 00:03:37.800]  不過末底葛沒有這樣行
[00:03:37.800 --> 00:03:40.600]  我相信是因為他的信仰
[00:03:40.600 --> 00:03:45.200]  讓他堅持不向人去跪拜
[00:03:45.200 --> 00:03:47.400]  哈曼當然很憤怒
[00:03:47.400 --> 00:03:52.200]  他想要弄死這個末底葛用什麼?
[00:03:52.200 --> 00:03:55.400]  他想要把末底葛整個宗族
[00:03:55.400 --> 00:03:58.700]  就是全國的猶太人都殲滅
[00:03:58.700 --> 00:04:01.700]  於是他設下計謀
[00:04:01.700 --> 00:04:05.100]  得到阿哈徐老王的信任和准許
[00:04:05.100 --> 00:04:08.100]  他可以奉王的名
[00:04:08.100 --> 00:04:10.200]  寫下一些御旨
[00:04:10.200 --> 00:04:12.300]  通傳給全國人民
[00:04:12.300 --> 00:04:15.100]  要在十二個月之後的當天
[00:04:15.100 --> 00:04:17.900]  限定一天之內把所有的猶太人
[00:04:17.900 --> 00:04:21.700]  無論是老的、少的、婦女或孩子
[00:04:21.700 --> 00:04:25.300]  全年剪除、殺戮滅絕
[00:04:25.300 --> 00:04:29.200]  並且可以搶奪他們的財產
[00:04:29.200 --> 00:04:33.300]  御旨並且用勒令的方式來發出
[00:04:33.300 --> 00:04:36.300]  通知其他各國各族的人民
[00:04:36.300 --> 00:04:39.900]  去預備等候那一天
[00:04:39.900 --> 00:04:44.800]  你可以想像當御旨和勒令到達各省各處的時候
[00:04:44.800 --> 00:04:47.500]  猶太人聽到這個命令
[00:04:47.500 --> 00:04:50.100]  會有什麼反應
[00:04:50.100 --> 00:04:54.200]  十二個月之後就是滅命、滅族的日期
[00:04:54.200 --> 00:04:57.600]  他們都非常悲哀
[00:04:57.600 --> 00:05:01.400]  他們都去禁食、哭泣、哀號
[00:05:01.400 --> 00:05:05.300]  很多人都睡在麻布和爐灰之中
[00:05:05.300 --> 00:05:07.900]  聖經雖然沒有告訴我們
[00:05:07.900 --> 00:05:10.000]  但我們相信當時的局面
[00:05:10.000 --> 00:05:14.500]  一定是猶太人陷在很深的恐懼之中
[00:05:14.500 --> 00:05:19.500]  亦都可能引發大規模的逃亡潮
[00:05:19.500 --> 00:05:21.000]  末帝蓋也一樣
[00:05:21.000 --> 00:05:24.600]  他撕裂了自己的衣服、披麻蒙灰
[00:05:24.600 --> 00:05:28.200]  在城中行走、痛哭哀號
[00:05:28.200 --> 00:05:30.500]  因為他撕裂了自己的衣服、披麻蒙灰
[00:05:30.500 --> 00:05:34.500]  所以他不可以在朝門當值
[00:05:34.500 --> 00:05:36.500]  以色列皇后在皇宮之中
[00:05:36.500 --> 00:05:39.700]  並未知道外面發生了什麼事
[00:05:39.700 --> 00:05:42.500]  不過從她的宮女和太監的口中知道
[00:05:42.500 --> 00:05:45.200]  末帝蓋的行為很奇怪
[00:05:45.200 --> 00:05:48.200]  於是就找人去查問一下
[00:05:48.200 --> 00:05:50.800]  想知道究竟發生了什麼事
[00:05:50.800 --> 00:05:54.100]  末帝蓋將整件事情的始末
[00:05:54.100 --> 00:05:56.600]  告訴以斯帖所猜來的人
[00:05:56.600 --> 00:05:58.900]  就是哈他格
[00:05:58.900 --> 00:06:00.800]  告訴哈他格
[00:06:00.800 --> 00:06:03.300]  他要轉述給以斯帖知道
[00:06:03.300 --> 00:06:07.300]  他期望他的女兒可以去見哈徐老王
[00:06:07.300 --> 00:06:10.300]  他為自己的宗族、為自己的國民
[00:06:10.300 --> 00:06:12.900]  去向皇后懇求
[00:06:12.900 --> 00:06:18.500]  不過原來哈徐老王已經有一個月沒有召見以斯帖了
[00:06:18.500 --> 00:06:20.700]  當時有一條法例
[00:06:20.700 --> 00:06:25.000]  無論是誰如果未被皇后所召見
[00:06:25.000 --> 00:06:28.800]  才走進內院想見皇后
[00:06:28.800 --> 00:06:31.500]  他的後果只有死路一條
[00:06:31.500 --> 00:06:34.000]  會被皇后處死的
[00:06:34.000 --> 00:06:36.500]  除非皇上開恩
[00:06:36.500 --> 00:06:43.300]  向那個人遞出金像,他的死罪才可以得到赦免
[00:06:43.300 --> 00:06:46.800]  以斯帖明明白白地說出他的難處
[00:06:46.800 --> 00:06:51.100]  他並不是不想去見皇上
[00:06:51.100 --> 00:06:53.500]  去為自己的同胞請命
[00:06:53.500 --> 00:06:54.900]  只不過
[00:06:54.900 --> 00:06:59.000]  我這個話就說是被皇上所寵愛的皇后
[00:06:59.000 --> 00:07:02.900]  不過我老公三十天沒有說要見我
[00:07:02.900 --> 00:07:06.700]  我貿貿然走進去見他,只有死路一條
[00:07:06.700 --> 00:07:08.100]  你也知道
[00:07:08.100 --> 00:07:14.800]  上一個皇后只是不肯按她老公的吩咐
[00:07:14.800 --> 00:07:18.300]  出來讓賓客見一見她的美貌
[00:07:18.300 --> 00:07:22.100]  就馬上被廢,打下了冷宮
[00:07:22.100 --> 00:07:27.100]  可想而知這位皇上是多麼難服侍
[00:07:27.100 --> 00:07:30.300]  我深信以斯帖一定是這樣想
[00:07:30.300 --> 00:07:33.700]  我皇后這個位置不一定坐得很穩
[00:07:33.700 --> 00:07:36.300]  沒抵改,你期望我去做的事
[00:07:36.300 --> 00:07:40.300]  根本就是一個不可能的任務
[00:07:40.300 --> 00:07:44.700]  沒抵改,雖然知道自己女兒的難處
[00:07:44.700 --> 00:07:48.200]  但竟然託人去警告以斯帖
[00:07:48.200 --> 00:07:49.900]  你不要想著
[00:07:49.900 --> 00:07:53.800]  你在皇宮裡就可以比其他猶太人優越
[00:07:53.800 --> 00:07:57.300]  因為這次大屠殺不關你的事
[00:07:57.300 --> 00:07:59.900]  你不會被殺戮滅絕
[00:07:59.900 --> 00:08:02.100]  你可以行免於難
[00:08:02.100 --> 00:08:05.300]  如果你這個時候只是想著自保
[00:08:05.300 --> 00:08:09.100]  不開口向王來請求
[00:08:09.100 --> 00:08:13.500]  猶太人也會有辦法得到拯救
[00:08:13.500 --> 00:08:16.500]  危難最終也會得到解脫
[00:08:16.500 --> 00:08:21.500]  而你和你的父家一定會滅亡
[00:08:21.500 --> 00:08:22.900]  你要知道
[00:08:22.900 --> 00:08:27.100]  你之所以被冊封成為一個皇后
[00:08:27.100 --> 00:08:34.700]  豈不是正是為這個時刻做準備嗎?
[00:08:34.700 --> 00:08:36.700]  說得這麼大
[00:08:36.700 --> 00:08:40.900]  整個民族的命運原來是在我身上
[00:08:40.900 --> 00:08:45.500]  原來我可以得到皇后這個位置
[00:08:45.500 --> 00:08:48.300]  我的使命,我的任務
[00:08:48.300 --> 00:08:53.700]  就是在這麼危急的時候去拯救我的同胞
[00:08:53.700 --> 00:08:58.900]  但是深一層,你前行的時候只有死路一條
[00:08:58.900 --> 00:09:04.300]  但是如果我選擇閉口不言,苟且偷安
[00:09:04.300 --> 00:09:07.900]  不僅被我的養父所咒罵
[00:09:07.900 --> 00:09:15.500]  自己的良心又怎樣對得起我的養父和同胞呢?
[00:09:15.500 --> 00:09:17.500]  但是退一步想
[00:09:17.500 --> 00:09:20.700]  我只不過是一個弱質女流之輩
[00:09:20.700 --> 00:09:24.300]  怎可以承擔這麼大的事情呢?
[00:09:24.300 --> 00:09:29.700]  我相信當你聽到養父沒抵改託人告訴他的說話
[00:09:29.700 --> 00:09:32.700]  他裡面一定是很矛盾
[00:09:32.700 --> 00:09:35.700]  他的內心一定是很大的煎熬
[00:09:35.700 --> 00:09:38.300]  不知道應該怎樣去做
[00:09:38.300 --> 00:09:40.100]  各位頂主妹
[00:09:40.100 --> 00:09:44.100]  你是不是曾經住在兩難之間呢?
[00:09:44.100 --> 00:09:46.100]  你回想一下當時
[00:09:46.100 --> 00:09:48.300]  你怎樣去面對
[00:09:48.300 --> 00:09:51.900]  怎樣去拆解這個困局呢?
[00:09:51.900 --> 00:09:54.700]  我曾經聽過一個這樣的故事
[00:09:54.700 --> 00:09:57.900]  在中國時代的一個印度的地方
[00:09:57.900 --> 00:09:59.900]  有一位農夫
[00:09:59.900 --> 00:10:01.500]  因為當年失修的緣故
[00:10:01.500 --> 00:10:05.900]  他沒有能力來付那年的田租
[00:10:05.900 --> 00:10:10.300]  就被地主強行抓他的女兒回家
[00:10:10.300 --> 00:10:13.100]  做這個奴婢
[00:10:13.100 --> 00:10:15.900]  彼此拖拖拉拉這樣
[00:10:15.900 --> 00:10:20.500]  希望地主給他一次機會開恩寬恕
[00:10:20.500 --> 00:10:24.900]  於是拖拖拉拉來到大街上
[00:10:24.900 --> 00:10:27.300]  地主為了顯出他的仁慈
[00:10:27.300 --> 00:10:31.500]  於是向周圍圍觀的眾人說
[00:10:31.500 --> 00:10:36.100]  「好吧,我開恩給這個農夫一個機會」
[00:10:36.100 --> 00:10:39.700]  於是他在地上撿了兩顆石頭
[00:10:39.700 --> 00:10:42.900]  拿一個袋子放進去
[00:10:42.900 --> 00:10:46.900]  「我這裡有兩顆石頭,一黑一白」
[00:10:46.900 --> 00:10:51.900]  「如果這個小女孩可以在當中抽出來」
[00:10:51.900 --> 00:10:54.100]  「抽到那顆是白色的話」
[00:10:54.100 --> 00:10:57.700]  「她願意不收取這個婚文的租金」
[00:10:57.700 --> 00:11:00.700]  「並且會放了這個小女孩」
[00:11:00.700 --> 00:11:04.900]  「但是如果她抽出來的是黑色的話」
[00:11:04.900 --> 00:11:07.900]  「那只好順從天意了」
[00:11:07.900 --> 00:11:12.300]  「要這個小女孩跟著她回家」
[00:11:12.300 --> 00:11:18.700]  圍觀的人當然非常欣賞地主的寬厚仁澤
[00:11:18.700 --> 00:11:21.100]  不過這個小女孩就發現
[00:11:21.100 --> 00:11:25.100]  地主其實是將兩顆相同顏色
[00:11:25.100 --> 00:11:28.300]  即是黑色的石頭放在袋子裡
[00:11:28.300 --> 00:11:30.700]  說是寬厚仁慈
[00:11:30.700 --> 00:11:34.300]  其實是必輸無疑
[00:11:34.300 --> 00:11:36.100]  各位弟兄姊妹
[00:11:36.100 --> 00:11:38.500]  如果你是這個小女孩
[00:11:38.500 --> 00:11:41.700]  你會怎樣去面對呢?
[00:11:41.700 --> 00:11:44.500]  你當然會很生氣
[00:11:44.500 --> 00:11:47.700]  但除了生氣還可以做些什麼呢?
[00:11:47.700 --> 00:11:52.900]  我曾經用這個故事跟一些人分享
[00:11:52.900 --> 00:11:55.900]  有不同的人有不同的反應
[00:11:55.900 --> 00:11:57.100]  一些中直的人
[00:11:57.100 --> 00:11:58.700]  當然第一時間想到就是
[00:11:58.700 --> 00:12:00.500]  拆穿對方的西洋鏡
[00:12:00.500 --> 00:12:02.300]  告訴其他圍觀的人知道
[00:12:02.300 --> 00:12:05.300]  他多麼假冒為善
[00:12:05.300 --> 00:12:08.100]  要知道這個地主也不是善男信女
[00:12:08.100 --> 00:12:09.700]  當你說拆穿他的時候
[00:12:09.700 --> 00:12:12.500]  他大條道理是你誣衊他
[00:12:12.500 --> 00:12:13.500]  你不惜好歹
[00:12:13.500 --> 00:12:15.500]  他不再給你一次機會
[00:12:15.500 --> 00:12:18.100]  硬要拖著你離開
[00:12:18.100 --> 00:12:19.900]  我相信在場的旁觀者
[00:12:19.900 --> 00:12:21.900]  都會站在地主的一方
[00:12:21.900 --> 00:12:24.500]  認為你不惜好歹
[00:12:24.500 --> 00:12:27.300]  抽又是死路一條
[00:12:27.300 --> 00:12:30.300]  不抽又白白給這個虛偽的地主
[00:12:30.300 --> 00:12:31.900]  扮演好人
[00:12:31.900 --> 00:12:33.500]  那怎麼算好呢?
[00:12:33.500 --> 00:12:37.100]  究竟有沒有所謂的出路呢?
[00:12:37.100 --> 00:12:40.500]  我們回到經文第十五節
[00:12:40.500 --> 00:12:44.300]  以斯帖託人回覆比莫底改
[00:12:44.300 --> 00:12:48.100]  你去召集書山城所有的猶太人
[00:12:48.100 --> 00:12:52.300]  書山城就是當時皇宮的所在地
[00:12:52.300 --> 00:12:55.100]  叫他們去為我禁食祈禱
[00:12:55.100 --> 00:12:59.500]  三日三夜不吃不喝
[00:12:59.500 --> 00:13:02.500]  我和我的宮女都要照著這樣去做
[00:13:02.500 --> 00:13:05.300]  然後我就去見皇
[00:13:05.300 --> 00:13:07.500]  雖然這樣是違法的
[00:13:07.500 --> 00:13:09.500]  我還是要去
[00:13:09.500 --> 00:13:12.900]  如果我這樣做不免於一死的話
[00:13:12.900 --> 00:13:16.300]  我都情願
[00:13:16.300 --> 00:13:19.700]  出路是禁食祈禱
[00:13:19.700 --> 00:13:22.300]  行不行呢?
[00:13:22.300 --> 00:13:23.700]  其實我真的想知道
[00:13:23.700 --> 00:13:27.100]  以斯帖向上帝求些什麼呢?
[00:13:27.100 --> 00:13:29.900]  在這三日三夜這麼長的時間
