
[00:00:00.000 --> 00:00:02.000]  我們一齊低頭禱告
[00:00:02.000 --> 00:00:06.000]  真理的聖靈
[00:00:06.000 --> 00:00:08.000]  求你這一刻
[00:00:08.000 --> 00:00:10.000]  就來到我們每一個人的心裡面
[00:00:10.000 --> 00:00:12.000]  向我們說話
[00:00:12.000 --> 00:00:14.000]  除去我們心裡面
[00:00:14.000 --> 00:00:16.000]  一些攔阻我們
[00:00:16.000 --> 00:00:18.000]  去聆聽
[00:00:18.000 --> 00:00:20.000]  你自己話語的事情
[00:00:20.000 --> 00:00:22.000]  讓我們都能夠
[00:00:22.000 --> 00:00:24.000]  專心定睛仰望你
[00:00:24.000 --> 00:00:26.000]  願你的道
[00:00:26.000 --> 00:00:28.000]  剖開我們眾人的心
[00:00:28.000 --> 00:00:30.000]  以致你的道改變
[00:00:30.000 --> 00:00:32.000]  扭轉我們的生命
[00:00:32.000 --> 00:00:34.000]  讓我們都能夠
[00:00:34.000 --> 00:00:36.000]  撥出主你所喜悅
[00:00:36.000 --> 00:00:38.000]  一個兒女
[00:00:38.000 --> 00:00:40.000]  主就求你在今天早上
[00:00:40.000 --> 00:00:42.000]  向我們眾人來說話
[00:00:42.000 --> 00:00:44.000]  多謝你 求你就是這樣
[00:00:44.000 --> 00:00:46.000]  聽我們禱告 奉耶穌基督的命求
[00:00:46.000 --> 00:00:48.000]  阿們
[00:00:48.000 --> 00:00:50.000]  各位頂姐妹早安
[00:00:50.000 --> 00:00:52.000]  在這段時間
[00:00:52.000 --> 00:00:54.000]  我都很著重
[00:00:54.000 --> 00:00:56.000]  我的親子時間
[00:00:56.000 --> 00:00:58.000]  帶我的小朋友
[00:00:58.000 --> 00:01:00.000]  去遊樂場去玩
[00:01:00.000 --> 00:01:02.000]  當去到遊樂場的時候
[00:01:02.000 --> 00:01:04.000]  我小時候的兒子
[00:01:04.000 --> 00:01:06.000]  第一時間就會衝到
[00:01:06.000 --> 00:01:08.000]  一個滑梯裡面
[00:01:08.000 --> 00:01:10.000]  他會找一個較為高一點的地方
[00:01:10.000 --> 00:01:12.000]  然後就會站好
[00:01:12.000 --> 00:01:14.000]  叫我過來
[00:01:14.000 --> 00:01:16.000]  究竟他會做些什麼呢
[00:01:16.000 --> 00:01:18.000]  就類似這幅圖畫一樣
[00:01:18.000 --> 00:01:20.000]  他就會二話不說地
[00:01:20.000 --> 00:01:22.000]  跳下來在我的身上
[00:01:22.000 --> 00:01:24.000]  他相信我能夠
[00:01:24.000 --> 00:01:26.000]  好好地接住他
[00:01:26.000 --> 00:01:28.000]  每當我接住他的時候
[00:01:28.000 --> 00:01:30.000]  我就很感受得到
[00:01:30.000 --> 00:01:32.000]  他對我那份
[00:01:32.000 --> 00:01:34.000]  滿有那份信心
[00:01:34.000 --> 00:01:36.000]  很深信
[00:01:36.000 --> 00:01:38.000]  我這個爸爸
[00:01:38.000 --> 00:01:40.000]  是他所信靠的
[00:01:40.000 --> 00:01:42.000]  我相信
[00:01:42.000 --> 00:01:44.000]  在我們人生的裡面
[00:01:44.000 --> 00:01:46.000]  不知道今天
[00:01:46.000 --> 00:01:48.000]  我們怎樣去面對我們生活的處境
[00:01:48.000 --> 00:01:50.000]  我們又是否那麼相信
[00:01:50.000 --> 00:01:52.000]  我們能夠
[00:01:52.000 --> 00:01:54.000]  在神的手中
[00:01:54.000 --> 00:01:56.000]  仍然能夠
[00:01:56.000 --> 00:01:58.000]  過一個那麼穩妥的生命呢
[00:01:58.000 --> 00:02:00.000]  約書亞記
[00:02:00.000 --> 00:02:02.000]  第三章裡面
[00:02:02.000 --> 00:02:04.000]  以色列人面對一個難關
[00:02:04.000 --> 00:02:06.000]  當他們準備要去
[00:02:06.000 --> 00:02:08.000]  踏上神應許之地之前
[00:02:08.000 --> 00:02:10.000]  他們必須要渡過
[00:02:10.000 --> 00:02:12.000]  約旦河
[00:02:12.000 --> 00:02:14.000]  對以色列眾人來說
[00:02:14.000 --> 00:02:16.000]  這是一個信心的考驗
[00:02:16.000 --> 00:02:18.000]  雖然大家都聽到
[00:02:18.000 --> 00:02:20.000]  探子的報告在第二章
[00:02:20.000 --> 00:02:22.000]  二十四節裡面
[00:02:22.000 --> 00:02:24.000]  耶和華果然將那
[00:02:24.000 --> 00:02:26.000]  傳遞交在我們手中
[00:02:26.000 --> 00:02:28.000]  那地的一切居民在我們
[00:02:28.000 --> 00:02:30.000]  面前心都
[00:02:30.000 --> 00:02:32.000]  消化了
[00:02:32.000 --> 00:02:34.000]  當這一班耶利哥城裡面的人
[00:02:34.000 --> 00:02:36.000]  聽到
[00:02:36.000 --> 00:02:38.000]  神怎樣在他們中間
[00:02:38.000 --> 00:02:40.000]  行奇事
[00:02:40.000 --> 00:02:42.000]  他們心裡面很顫抖
[00:02:42.000 --> 00:02:44.000]  聞風喪膽
[00:02:44.000 --> 00:02:46.000]  所以當以色列人聽到
[00:02:46.000 --> 00:02:48.000]  探子的回報都相當興奮
[00:02:48.000 --> 00:02:50.000]  充滿著鬥志
[00:02:50.000 --> 00:02:52.000]  只不過
[00:02:52.000 --> 00:02:54.000]  在約書亞記第三章的第一節
[00:02:54.000 --> 00:02:56.000]  經文裡面告訴我們
[00:02:56.000 --> 00:02:58.000]  當他們到達
[00:02:58.000 --> 00:03:00.000]  約旦河邊的時候
[00:03:00.000 --> 00:03:02.000]  卻是掀起另一種的
[00:03:02.000 --> 00:03:04.000]  心情
[00:03:04.000 --> 00:03:06.000]  因為當時正值是初春的時節
[00:03:06.000 --> 00:03:08.000]  雨水正多
[00:03:08.000 --> 00:03:10.000]  約旦河的河水泛濫
[00:03:10.000 --> 00:03:12.000]  漲過兩岸
[00:03:12.000 --> 00:03:14.000]  聖經記載當時南丁的
[00:03:14.000 --> 00:03:16.000]  數目大概有六十萬
[00:03:16.000 --> 00:03:18.000]  婦女、小孩、老人
[00:03:18.000 --> 00:03:20.000]  加起來差不多是二百萬
[00:03:20.000 --> 00:03:22.000]  除了人之外
[00:03:22.000 --> 00:03:24.000]  仍然有很多的生畜、家當
[00:03:24.000 --> 00:03:26.000]  想一想
[00:03:26.000 --> 00:03:28.000]  當我們要帶領
[00:03:28.000 --> 00:03:30.000]  這二百萬人過河
[00:03:30.000 --> 00:03:32.000]  在當時的處境裡面
[00:03:32.000 --> 00:03:34.000]  沒有橋又沒有船
[00:03:34.000 --> 00:03:36.000]  過河簡直是一件不可能的事情
[00:03:36.000 --> 00:03:38.000]  約旦河的河水
[00:03:38.000 --> 00:03:40.000]  漲得這麼高
[00:03:40.000 --> 00:03:42.000]  這麼多人要過河
[00:03:42.000 --> 00:03:44.000]  究竟怎樣來過得去呢
[00:03:44.000 --> 00:03:46.000]  神就跟約書亞
[00:03:46.000 --> 00:03:48.000]  跟當時的以色列民
[00:03:48.000 --> 00:03:50.000]  去發出
[00:03:50.000 --> 00:03:52.000]  神自己的指引
[00:03:52.000 --> 00:03:54.000]  在第一至第四節裡面
[00:03:54.000 --> 00:03:56.000]  剛才大家都讀過
[00:03:56.000 --> 00:03:58.000]  經文說
[00:03:58.000 --> 00:04:00.000]  官長花了三天的時間
[00:04:00.000 --> 00:04:02.000]  去傳遞一個
[00:04:02.000 --> 00:04:04.000]  很重要很重要的訊息
[00:04:04.000 --> 00:04:06.000]  務求每一個百姓
[00:04:06.000 --> 00:04:08.000]  都能夠清楚
[00:04:08.000 --> 00:04:10.000]  接收得到這個訊息
[00:04:10.000 --> 00:04:12.000]  就是他們要跟著
[00:04:12.000 --> 00:04:14.000]  約貴前行
[00:04:14.000 --> 00:04:16.000]  在三章裡面
