
[00:00:00.000 --> 00:00:06.120]  其實剛才大家都已經將這個經文再讀一次
[00:00:06.120 --> 00:00:07.740]  每一次讀
[00:00:07.740 --> 00:00:10.920]  我就覺得是溫習一下
[00:00:10.920 --> 00:00:13.560]  對這個詩篇有多一些的認識
[00:00:13.560 --> 00:00:16.640]  頭幾節我就很簡單
[00:00:16.640 --> 00:00:18.960]  我都不會用太多時間講
[00:00:18.960 --> 00:00:20.440]  一開始
[00:00:20.440 --> 00:00:24.480]  就是說列國為甚麼要在這裡爭鬥呢
[00:00:24.480 --> 00:00:27.240]  萬民為甚麼要圖謀虛妄呢
[00:00:27.240 --> 00:00:31.080]  我都提過了 這個是一個宏觀來的
[00:00:31.080 --> 00:00:34.320]  詩篇第一篇是講一個個人化的東西
[00:00:34.320 --> 00:00:38.800]  詩篇第二篇是講到列國君王
[00:00:38.800 --> 00:00:39.760]  第二節
[00:00:39.760 --> 00:00:41.440]  世上的君王
[00:00:41.440 --> 00:00:43.960]  神在一同的算計
[00:00:43.960 --> 00:00:44.800]  是要做甚麼
[00:00:44.800 --> 00:00:46.160]  去對抗耶和華
[00:00:46.160 --> 00:00:48.920]  對抗他的受高者
[00:00:48.920 --> 00:00:54.440]  在這裡好像整個世界都在一起
[00:00:54.440 --> 00:00:57.400]  當然我們不相信全世界沒有一個人
[00:00:57.400 --> 00:01:00.080]  也不會全世界所有的國家
[00:01:00.080 --> 00:01:02.040]  有些國家不出聲
[00:01:02.040 --> 00:01:03.720]  有些國家不參與
[00:01:03.720 --> 00:01:05.720]  但是現在是在講
[00:01:05.720 --> 00:01:11.480]  都相當之強大的勢力
[00:01:11.480 --> 00:01:14.400]  想對抗神
[00:01:14.400 --> 00:01:19.400]  對抗神所預備的這位叫受高者
[00:01:19.400 --> 00:01:22.160]  稍後會講多一點這個受高者
[00:01:22.160 --> 00:01:23.760]  為甚麼會這樣呢
[00:01:23.760 --> 00:01:25.280]  為甚麼會這樣呢
[00:01:25.280 --> 00:01:30.120]  當我們看這些作動靜進行的時候
[00:01:30.120 --> 00:01:32.000]  其實我們必定要看一下
[00:01:32.000 --> 00:01:34.760]  是背後那個原因
[00:01:34.760 --> 00:01:36.440]  而背後的原因
[00:01:36.440 --> 00:01:39.560]  我們在聖經其他地方會知道
[00:01:39.560 --> 00:01:41.560]  就是魔鬼撒旦
[00:01:41.560 --> 00:01:43.560]  就是魔鬼撒旦
[00:01:43.560 --> 00:01:44.680]  魔鬼撒旦
[00:01:44.680 --> 00:01:47.720]  其實你不要以為他一開始的時候
[00:01:47.720 --> 00:01:49.800]  他已經是面目猙獰
[00:01:49.800 --> 00:01:51.920]  生兩隻角出來
[00:01:51.920 --> 00:01:55.840]  拿著一個不知甚麼東西
[00:01:55.840 --> 00:01:58.760]  就好像有兩個吸血鬼
[00:01:58.760 --> 00:02:00.360]  不是的
[00:02:00.360 --> 00:02:01.600]  不是的
[00:02:01.600 --> 00:02:02.800]  在聖經裡面
[00:02:02.800 --> 00:02:05.400]  無論是以塞瓦書第十四章
[00:02:05.400 --> 00:02:08.480]  以西傑書特別在二十八章
[00:02:08.480 --> 00:02:11.600]  你回去看我也提過這些經卷
[00:02:11.600 --> 00:02:14.440]  就是講到他是很靚的
[00:02:14.440 --> 00:02:16.400]  很靚不要想了很靚
[00:02:16.400 --> 00:02:17.560]  甚麼叫很靚
[00:02:17.560 --> 00:02:19.720]  通常我們都會說
[00:02:19.720 --> 00:02:20.720]  靚仔
[00:02:20.720 --> 00:02:23.360]  靚女我街市經常聽到
[00:02:23.360 --> 00:02:24.880]  我都聽到厭煞
[00:02:24.880 --> 00:02:26.280]  靚仔
[00:02:26.280 --> 00:02:29.360]  我們都知道他的意思是甚麼
[00:02:29.360 --> 00:02:32.080]  但是靚有很多種靚法
[00:02:32.080 --> 00:02:32.880]  譬如你說
[00:02:32.880 --> 00:02:36.280]  嘩你看這朵花多靚
[00:02:36.280 --> 00:02:38.200]  你看這隻蝴蝶多靚
[00:02:38.200 --> 00:02:40.200]  都是靚的
[00:02:40.200 --> 00:02:43.440]  你看這塊玉石多靚
[00:02:43.440 --> 00:02:44.760]  都是靚的
[00:02:44.760 --> 00:02:47.160]  魔鬼撒旦其實是很美麗的
[00:02:47.160 --> 00:02:48.680]  很美麗的
[00:02:48.680 --> 00:02:51.040]  而且他是很高地位的
