
[00:00:00.000 --> 00:00:01.200]  大家早上好
[00:00:01.200 --> 00:00:05.000]  大家看到這幅圖
[00:00:05.000 --> 00:00:06.000]  不知道大家有什麼感覺
[00:00:06.000 --> 00:00:09.520]  是不是有些很悲傷
[00:00:09.520 --> 00:00:12.900]  或者是人之間很分離
[00:00:12.900 --> 00:00:16.060]  今天的題目是 迎向破碎梳理的世代
[00:00:16.060 --> 00:00:18.520]  所以我們先解釋一下
[00:00:18.520 --> 00:00:21.740]  為什麼我們會有這樣的題目的方向
[00:00:21.740 --> 00:00:24.640]  如果大家知道我們今年的年替是什麼
[00:00:24.640 --> 00:00:27.620]  不如大家一起讀出來 1 2 3
[00:00:27.620 --> 00:00:31.020]  地門圖 迎向挑戰
[00:00:31.020 --> 00:00:33.820]  我們踏入了一個新的一年
[00:00:33.820 --> 00:00:36.360]  2025年 我們要
[00:00:36.360 --> 00:00:40.220]  裝備好自己的生命去迎接
[00:00:40.220 --> 00:00:42.720]  在這個世代的很多挑戰
[00:00:42.720 --> 00:00:46.200]  我們在第一季裏定了一個題目
[00:00:46.200 --> 00:00:49.200]  叫做 靠主迎世代挑戰
[00:00:49.200 --> 00:00:53.200]  我們看看在現今的世代裏有什麼是衝擊我們的信仰的
[00:00:53.200 --> 00:00:56.100]  我們如何靠主耶穌基督給我們的力量
[00:00:56.100 --> 00:00:59.420]  我們這個掌管萬有的上帝 信靠祂
[00:00:59.420 --> 00:01:02.940]  以致我們能夠繼續忠心作主的門徒迎向挑戰
[00:01:02.940 --> 00:01:06.400]  我們也會用粵詩
[00:01:06.400 --> 00:01:09.500]  將這個慧題能夠更深刻
[00:01:09.500 --> 00:01:11.500]  打在第一季會的心裏面
[00:01:11.500 --> 00:01:15.300]  所以一月份我們刻意寫了一首詩歌 叫為你堅持
[00:01:15.300 --> 00:01:18.740]  然後二月份就是 靠著耶穌得勝
[00:01:18.740 --> 00:01:21.520]  未來這個月我們會萬世戰爭
[00:01:21.520 --> 00:01:24.520]  讓我們看到這個世代在挑戰
[00:01:24.520 --> 00:01:27.520]  我們要作好主的精兵去面對挑戰
[00:01:27.520 --> 00:01:30.600]  而我在這幾個月的信息裏面
