
[00:00:00.000 --> 00:00:03.000]  今天早晨我要講的題目就是
[00:00:03.000 --> 00:00:07.000]  "其他人的挑戰"
[00:00:07.000 --> 00:00:10.000]  在我們人事關係裏面
[00:00:10.000 --> 00:00:14.000]  常常我們都有很大的
[00:00:14.000 --> 00:00:17.000]  對對方都有這個期待
[00:00:17.000 --> 00:00:19.000]  在詩篇裏面我們可以看到
[00:00:19.000 --> 00:00:22.000]  以色列人他們的期待是
[00:00:22.000 --> 00:00:25.000]  跟着神跟着人
[00:00:25.000 --> 00:00:27.000]  所以開始的時候
[00:00:27.000 --> 00:00:29.000]  我要問一個問題就是
[00:00:29.000 --> 00:00:33.000]  期待是不是錯人嗎
[00:00:33.000 --> 00:00:34.000]  我覺得不是
[00:00:34.000 --> 00:00:37.000]  因爲我們很需要期待
[00:00:37.000 --> 00:00:38.000]  爲什麼呢
[00:00:38.000 --> 00:00:40.000]  因爲在我們的關係裏面
[00:00:40.000 --> 00:00:43.000]  如果沒有期待的時候
[00:00:43.000 --> 00:00:47.000]  我們不知道誰會要去還債
[00:00:47.000 --> 00:00:50.000]  那個水電來了誰要付
[00:00:50.000 --> 00:00:51.000]  對不對
[00:00:51.000 --> 00:00:56.000]  所以期待也是可以在我們的關係
[00:00:56.000 --> 00:00:59.000]  帶來一個很穩定的環境
[00:00:59.000 --> 00:01:03.000]  跟我們有這個安全感
[00:01:03.000 --> 00:01:05.000]  如果沒有期待的時候
[00:01:05.000 --> 00:01:09.000]  我們不知道明天有人會來上班嗎
[00:01:09.000 --> 00:01:11.000]  在工作上
[00:01:11.000 --> 00:01:15.000]  或我們的另外一半
[00:01:15.000 --> 00:01:21.000]  他會忠心耿耿的愛我們
[00:01:21.000 --> 00:01:25.000]  跟着我們跑這條人生的道路嗎
[00:01:25.000 --> 00:01:29.000]  但是雖然我們需要期待
[00:01:29.000 --> 00:01:32.000]  但是我們也很多時候
[00:01:32.000 --> 00:01:36.000]  當我們的期待不完全的時候
[00:01:36.000 --> 00:01:38.000]  或沒有達到的時候
[00:01:38.000 --> 00:01:44.000]  我們就在關係裏面就看到很大的問題
[00:01:44.000 --> 00:01:47.000]  所以有一個人這樣說
[00:01:47.000 --> 00:01:53.000]  他說如果癌症是人的第一殺手
[00:01:53.000 --> 00:02:00.000]  期待是我們關係最大的殺手
[00:02:00.000 --> 00:02:04.000]  就是會傷害我們的關係
[00:02:04.000 --> 00:02:07.000]  在耶穌的教導裏面
[00:02:07.000 --> 00:02:11.000]  他命令了我們要愛神
[00:02:11.000 --> 00:02:13.000]  用我們的心
[00:02:13.000 --> 00:02:14.000]  我們的靈
[00:02:14.000 --> 00:02:17.000]  我們的力量
[00:02:17.000 --> 00:02:22.000]  我們的思想來愛他
[00:02:22.000 --> 00:02:28.000]  還有他也命令我們要愛我們的鄰居
[00:02:28.000 --> 00:02:32.000]  要愛人如愛自己
[00:02:32.000 --> 00:02:34.000]  所以從這個詩篇裏面
[00:02:34.000 --> 00:02:36.000]  我就要帶出來這兩點
[00:02:36.000 --> 00:02:40.000]  就是我們跟神的關係
[00:02:40.000 --> 00:02:43.000]  我們對神的期待是什麼
[00:02:43.000 --> 00:02:46.000]  這個期待會影響到我們跟神的關係
[00:02:46.000 --> 00:02:50.000]  第二點就是跟人的關係
[00:02:50.000 --> 00:02:56.000]  應作期待我們在人的關係裏面
[00:02:56.000 --> 00:02:59.000]  發生了什麼的問題
[00:02:59.000 --> 00:03:01.000]  詩篇開始的時候
[00:03:01.000 --> 00:03:05.000]  詩人這樣開始就是讚美神
[00:03:05.000 --> 00:03:10.000]  他讚美神帶領他們以色列人去埃及
[00:03:10.000 --> 00:03:18.000]  但是神做這些良善的東西
[00:03:18.000 --> 00:03:21.000]  爲以色列人做的時候
[00:03:21.000 --> 00:03:24.000]  他們都沒有感恩
[00:03:24.000 --> 00:03:31.000]  還是會埋怨會發牢騷在神的面前
[00:03:31.000 --> 00:03:34.000]  所以我們先就是要看這一點
[00:03:34.000 --> 00:03:38.000]  爲什麼他們會這樣做呢
[00:03:38.000 --> 00:03:42.000]  詩人給我們看到就是說
[00:03:42.000 --> 00:03:44.000]  以色列這樣做
[00:03:44.000 --> 00:03:49.000]  是他們忘記神的良善
[00:03:49.000 --> 00:03:52.000]  神的恩典他們忘記
[00:03:52.000 --> 00:03:55.000]  所以當他們忘記了以後
[00:03:55.000 --> 00:04:00.000]  他們就以爲神應該要祝福他們
[00:04:00.000 --> 00:04:03.000]  神應該要看顧他們
[00:04:03.000 --> 00:04:05.000]  他們沒有跟從神
[00:04:05.000 --> 00:04:11.000]  他們犯罪或他們沒有順神的話語的時候
[00:04:11.000 --> 00:04:15.000]  他們還是以爲神應該要祝福他們
[00:04:15.000 --> 00:04:17.000]  所以用這樣他們的期待
[00:04:17.000 --> 00:04:21.000]  他們就每天就在光夜裏面埋怨神
[00:04:21.000 --> 00:04:24.000]  埋怨摩西
[00:04:24.000 --> 00:04:26.000]  爲什麼我會這樣講呢
[00:04:26.000 --> 00:04:29.000]  如果你看第七節
[00:04:29.000 --> 00:04:32.000]  詩人告訴我們
[00:04:32.000 --> 00:04:36.000]  他們以色列人沒有紀念到神
[00:04:36.000 --> 00:04:41.000]  所以怎麼樣用神祭來帶他們出去埃及
[00:04:41.000 --> 00:04:46.000]  他們忘記神的很多恩典在他們身上
[00:04:46.000 --> 00:04:49.000]  在十三節他也說
[00:04:49.000 --> 00:04:53.000]  他們很快地忘記神所做的
[00:04:53.000 --> 00:04:55.000]  在他們當中所做的
[00:04:55.000 --> 00:04:58.000]  然後二十一節他們說
[00:04:58.000 --> 00:05:03.000]  他們忘記拯救他們的神
[00:05:03.000 --> 00:05:07.000]  經過這樣他們每天就發牢騷
[00:05:07.000 --> 00:05:11.000]  發怒對神對摩西
[00:05:11.000 --> 00:05:15.000]  他們埋怨爲什麼摩西
[00:05:15.000 --> 00:05:19.000]  神讓摩西帶領我們來光夜裏面
[00:05:19.000 --> 00:05:21.000]  來這個地方死呢
[00:05:21.000 --> 00:05:28.000]  他們希望或願望他們還在埃及
[00:05:28.000 --> 00:05:30.000]  他們說如果我們在埃及
[00:05:30.000 --> 00:05:33.000]  最少我們有東西喫我們有水喝
[00:05:33.000 --> 00:05:35.000]  對不對
[00:05:35.000 --> 00:05:37.000]  但是他們忘記了
[00:05:37.000 --> 00:05:40.000]  他們在埃及的時候他們是在做什麼
[00:05:40.000 --> 00:05:42.000]  在奴僕
[00:05:42.000 --> 00:05:43.000]  對不對
[00:05:43.000 --> 00:05:49.000]  他們在埃及做slave
[00:05:49.000 --> 00:05:50.000]  英文說
[00:05:50.000 --> 00:05:53.000]  所以應作在那個時候
[00:05:53.000 --> 00:05:56.000]  他們在埃及的時候做奴僕的時候
[00:05:56.000 --> 00:06:00.000]  他們求神拯救他們
[00:06:00.000 --> 00:06:03.000]  神就聽到他們的禱告
[00:06:03.000 --> 00:06:07.000]  神就派摩西帶領他們去埃及
[00:06:07.000 --> 00:06:11.000]  但是現在他們埋怨
[00:06:11.000 --> 00:06:13.000]  他們忘記在生命紀
[00:06:13.000 --> 00:06:15.000]  神很清楚吩咐他們
[00:06:15.000 --> 00:06:17.000]  命令他們說
[00:06:17.000 --> 00:06:20.000]  如果在那邊神跟他們做了一個夜
[00:06:20.000 --> 00:06:21.000]  在夜裏面神說
[00:06:21.000 --> 00:06:25.000]  如果你照着我的話語去做的時候
[00:06:25.000 --> 00:06:27.000]  你會得到我的蒙恩
[00:06:27.000 --> 00:06:29.000]  你就會被祝福
[00:06:29.000 --> 00:06:31.000]  但是如果你不順服的時候
[00:06:31.000 --> 00:06:33.000]  你就會被咒
[00:06:33.000 --> 00:06:36.000]  生命就會苦難
[00:06:36.000 --> 00:06:38.000]  他們沒有做得到
[00:06:38.000 --> 00:06:46.000]  現在他們要神祝福他們
[00:06:46.000 --> 00:06:50.000]  從這個以色列人跟神的關係的時候
[00:06:50.000 --> 00:06:52.000]  我們也可以看到我們自己
[00:06:52.000 --> 00:06:56.000]  好像一個鏡子可以看到我們自己
[00:06:56.000 --> 00:07:01.000]  很多時候我們人就是這樣
[00:07:01.000 --> 00:07:04.000]  我們知道這是神要我們做的
[00:07:04.000 --> 00:07:06.000]  我們偏偏不去做
[00:07:06.000 --> 00:07:08.000]  或我們選擇不去做
[00:07:08.000 --> 00:07:11.000]  然後壞事情發生的時候
[00:07:11.000 --> 00:07:13.000]  我們就埋怨神
[00:07:13.000 --> 00:07:17.000]  神啊,爲什麼你讓這個事情發生在我們身上
[00:07:17.000 --> 00:07:22.000]  但是我們沒有想到是我們自己做這些決定
[00:07:22.000 --> 00:07:24.000]  我們這樣去做
[00:07:24.000 --> 00:07:29.000]  影響到我們今天的地步
[00:07:29.000 --> 00:07:35.000]  神對於以色列人是很憐憫的
[00:07:35.000 --> 00:07:36.000]  他們埋怨的時候
[00:07:36.000 --> 00:07:38.000]  神還是祝福他們
[00:07:38.000 --> 00:07:42.000]  他們說我們沒有得喫,我們沒有得喝
[00:07:42.000 --> 00:07:45.000]  神就給他們瑪納,銀春
[00:07:45.000 --> 00:07:47.000]  從那個時候裏面給他們水
[00:07:47.000 --> 00:07:52.000]  給他們喫,給他們喝
[00:07:52.000 --> 00:07:57.000]  但是他們還是沒有感恩的心
[00:07:57.000 --> 00:07:59.000]  他們還是埋怨
[00:07:59.000 --> 00:08:00.000]  埋怨什麼呢?
[00:08:00.000 --> 00:08:03.000]  他們說天天都是喫一樣的
[00:08:03.000 --> 00:08:04.000]  對不對?
[00:08:04.000 --> 00:08:11.000]  好像回到家看到桌子上又是spaghetti
[00:08:11.000 --> 00:08:14.000]  所以他們就埋怨
[00:08:14.000 --> 00:08:17.000]  埋怨天天都喫一樣
[00:08:17.000 --> 00:08:22.000]  包括最後他們怎麼樣做呢?
[00:08:22.000 --> 00:08:28.000]  他們去找一個偶像,一個牛的偶像來拜
[00:08:28.000 --> 00:08:31.000]  忘記神的恩典
[00:08:31.000 --> 00:08:35.000]  忘記神的兩善
[00:08:35.000 --> 00:08:39.000]  我們跟以色列人差不多一樣的
[00:08:39.000 --> 00:08:45.000]  因爲我們也是很快會忘記神的恩典在我們的生命裏面
[00:08:45.000 --> 00:08:47.000]  我們也會很快地埋怨
[00:08:47.000 --> 00:08:52.000]  特別當我們面對一個挑戰,一個危機在我們的生命裏面
[00:08:52.000 --> 00:08:55.000]  我們就會這樣地去埋怨
[00:08:55.000 --> 00:08:59.000]  說神你不公平,你對我不好
[00:08:59.000 --> 00:09:05.000]  爲什麼你讓這些事情發生在我們的身上,我的身上
[00:09:05.000 --> 00:09:07.000]  但是我們忘記
[00:09:07.000 --> 00:09:10.000]  當我們有需要的時候
[00:09:10.000 --> 00:09:16.000]  神帶領人來到我們當中幫助
[00:09:16.000 --> 00:09:19.000]  我們生病的時候
[00:09:19.000 --> 00:09:21.000]  祂抑制我們
[00:09:21.000 --> 00:09:39.000]  或有帶人來到我們生命來讓我們舒服一點,讓我們有好一點的,可以在面對這個病痛
[00:09:39.000 --> 00:09:45.000]  或當我們跟愛人有吵架的,或分手的時候
[00:09:45.000 --> 00:09:54.000]  祂一樣地在當中支持我們,幫助我們,看顧我們
[00:09:54.000 --> 00:09:58.000]  所以因做這樣,我們忘記了神這些的恩典
[00:09:58.000 --> 00:10:01.000]  我們以爲神欠我們的
[00:10:01.000 --> 00:10:04.000]  祂應該祝福我們
[00:10:04.000 --> 00:10:08.000]  所以我們對神的期望
[00:10:08.000 --> 00:10:12.000]  如果看不到的時候,我們就埋怨祂
[00:10:12.000 --> 00:10:18.000]  來挑戰祂,或問祂爲什麼,爲什麼
[00:10:18.000 --> 00:10:22.000]  但是我們忘記,很多事情是什麼呢?
[00:10:22.000 --> 00:10:25.000]  很多事情是我們自己做的決定
[00:10:25.000 --> 00:10:28.000]  我們的choices,我們的decision
[00:10:28.000 --> 00:10:34.000]  直到我們今天在這個地步
[00:10:34.000 --> 00:10:45.000]  有一個人,他有一個兩歲的兒子,一個四歲的女兒
[00:10:45.000 --> 00:10:53.000]  兩歲的兒子,他在房間哭,有一天在房間哭
[00:10:53.000 --> 00:11:04.000]  爸爸就跑進去就問,看到孩子跟女兒在一起,就問女兒,爲什麼弟弟在哭?
[00:11:04.000 --> 00:11:15.000]  姐姐就指在地上有一個baseball bag,是做plastic的
[00:11:15.000 --> 00:11:24.000]  他就在地上指着,他就說,這個是他被他撞到頭
[00:11:24.000 --> 00:11:33.000]  他就問,他指着這個,是這個給他弄到他傷到,他在哭
[00:11:33.000 --> 00:11:37.000]  所以他說,爲什麼會撞到呢?
[00:11:37.000 --> 00:11:42.000]  因爲那個baseball bag是在我的手裏面
[00:11:42.000 --> 00:11:53.000]  我們從小就學到怎麼去blame,指別人不會拿起責任
[00:11:53.000 --> 00:11:57.000]  我們的決定,我們的做法
