
[00:00:00.000 --> 00:00:02.240]  Hallelujah 讓我們低頭禱告
[00:00:02.240 --> 00:00:04.800]  天父我們用感恩的心來到你面前
[00:00:04.800 --> 00:00:08.340]  所以說我們真的是無法說清楚
[00:00:08.340 --> 00:00:12.040]  你對我們的愛是何等的殘酷高盛
[00:00:12.040 --> 00:00:14.760]  你對我們 我們都是罪人
[00:00:14.760 --> 00:00:18.160]  但是你卻說天離地有多高
[00:00:18.160 --> 00:00:20.000]  東離西有多遠
[00:00:20.000 --> 00:00:22.880]  你就忘記我們的罪
[00:00:22.880 --> 00:00:26.080]  你就紀念我們 愛我們的恩典
[00:00:26.080 --> 00:00:29.760]  就是那麼多 那麼大 那麼長 那麼寬
[00:00:29.760 --> 00:00:32.480]  所以說我們今天早上再到你面前來的時候
[00:00:32.480 --> 00:00:35.600]  讓我們做一個合你心意的基督徒
[00:00:35.600 --> 00:00:39.280]  讓信萬愛玲瓏堂是一個蒙神喜悅的教會
[00:00:39.280 --> 00:00:41.040]  所以說我們再一次的說
[00:00:41.040 --> 00:00:42.880]  主願你在我們的中間
[00:00:42.880 --> 00:00:44.640]  垂聽我們的敬拜
[00:00:44.640 --> 00:00:46.960]  垂聽我們在講話 講道中
[00:00:46.960 --> 00:00:49.280]  主祢的靈在我們的中間
[00:00:49.280 --> 00:00:51.120]  開我們心中的眼睛
[00:00:51.120 --> 00:00:54.480]  好讓我們知道 主祢要對我們說什麼
[00:00:54.480 --> 00:00:56.800]  所以說我們再一次的感恩 讚美祢
[00:00:56.800 --> 00:00:58.320]  禱告奉耶穌的名
[00:00:58.320 --> 00:01:00.160]  Amen
[00:01:00.160 --> 00:01:04.800]  好 那我們一起來讀今天的經文
[00:01:04.800 --> 00:01:07.760]  真的很感謝主 這是Lillian幫我們錄的
[00:01:07.760 --> 00:01:11.280]  PowerPoint也打出來 我們就一起來念好不好
[00:01:11.280 --> 00:01:14.720]  鐵薩羅伊加後書第一章
[00:01:14.720 --> 00:01:19.840]  保羅希拉提摩泰寫信給鐵薩羅伊加
[00:01:19.840 --> 00:01:23.200]  我們的父與主耶穌基督女教會
[00:01:23.200 --> 00:01:25.120]  願恩惠平安
[00:01:25.120 --> 00:01:28.880]  從父神和兒女之中領到你們
[00:01:28.880 --> 00:01:33.120]  弟兄們 我們應該常常為你們來感謝神
[00:01:33.120 --> 00:01:34.720]  這是好的
[00:01:34.720 --> 00:01:37.440]  因你們對主所建立的信心
[00:01:37.440 --> 00:01:39.760]  和彼此間相愛的信念
[00:01:39.760 --> 00:01:42.800]  都讓我們常在神的各教會裡
[00:01:42.800 --> 00:01:44.880]  為你們做見證
[00:01:44.880 --> 00:01:48.880]  更寶貴的是你們在面臨危機或患難時
[00:01:48.880 --> 00:01:51.760]  仍堅持著忍耐和信心
[00:01:51.760 --> 00:01:54.720]  這就是神公義判斷的證明
[00:01:54.720 --> 00:01:57.520]  叫你們愛德 神的國
[00:01:57.520 --> 00:02:01.120]  你們就是為這國受苦付代價
[00:02:01.120 --> 00:02:02.800]  神是公義的
[00:02:02.800 --> 00:02:07.120]  並將患難回轉給那加患難給你們的人
[00:02:07.120 --> 00:02:10.640]  同時也要使你們這受患難的人
[00:02:10.640 --> 00:02:12.880]  與我們同德平安
[00:02:12.880 --> 00:02:14.560]  當主耶穌再來
[00:02:14.560 --> 00:02:16.800]  並與他有能力的天使
[00:02:16.800 --> 00:02:20.080]  從天上的火焰中顯現時
[00:02:20.080 --> 00:02:22.400]  所有不相信福音的人
[00:02:22.400 --> 00:02:25.840]  都要受祖法 永遠沉淪
[00:02:25.840 --> 00:02:29.600]  並離開主的念和他全能的榮光
[00:02:29.600 --> 00:02:33.680]  這正是主降臨要在他聖徒的身上的榮耀
[00:02:33.680 --> 00:02:38.400]  就在一切性的人身上顯於稀奇的萬物
[00:02:38.400 --> 00:02:41.440]  因此我們常為你們禱告
[00:02:41.440 --> 00:02:45.040]  願我們的神看你們配得過所謀的招
[00:02:45.040 --> 00:02:47.120]  就以大能來幫助你們
[00:02:47.120 --> 00:02:49.760]  在一切所途的善事上
[00:02:49.760 --> 00:02:52.720]  和一切因信心所成就
[00:02:52.720 --> 00:02:56.960]  將我們主耶穌的名在你們身上留著榮耀
[00:02:56.960 --> 00:03:00.160]  你們也在祂身上的榮耀
[00:03:00.160 --> 00:03:02.400]  這些都是照著我們的神
[00:03:02.400 --> 00:03:06.080]  並主耶穌基督所賜下的恩典
[00:03:06.080 --> 00:03:08.320]  願神祝福祂的化名
[00:03:08.320 --> 00:03:10.480]  Hallelujah 感謝主
[00:03:10.480 --> 00:03:13.280]  今年初穆斯就領受異象
[00:03:13.280 --> 00:03:15.520]  在我們每個月的第二個禮拜
[00:03:15.520 --> 00:03:18.400]  我們就是讀鐵薩羅尼加書
[00:03:18.400 --> 00:03:20.560]  我們今天已經讀
[00:03:20.560 --> 00:03:24.320]  一路讀到鐵薩羅尼加書的後書的第一章
[00:03:24.320 --> 00:03:29.760]  剛才我們所讀的經文
[00:03:29.760 --> 00:03:35.120]  我們就可以聽得到保羅他對教會的稱讚
[00:03:35.120 --> 00:03:38.720]  他非常的稱讚鐵薩羅尼加的教會
[00:03:38.720 --> 00:03:40.880]  事實上這個教會的基督徒
[00:03:40.880 --> 00:03:42.880]  他們信主的時間不長
[00:03:42.880 --> 00:03:46.000]  他們受到的栽培也不多
[00:03:46.000 --> 00:03:49.200]  但是他們的愛心信心
[00:03:49.200 --> 00:03:52.720]  與他們面對各樣災難困難的時候
[00:03:52.720 --> 00:03:55.200]  他們所表現出來的忍耐
[00:03:55.200 --> 00:04:00.400]  就表現出他們是經得起考驗的基督徒
[00:04:00.400 --> 00:04:03.920]  上個禮拜流星姐妹住在我們家
[00:04:03.920 --> 00:04:06.320]  她每天早上就跟穆斯
[00:04:06.320 --> 00:04:09.840]  跟我們一起靈修禱告
[00:04:09.840 --> 00:04:12.720]  有一次我們就談起來說
[00:04:12.720 --> 00:04:15.680]  我們到教會來的目的是什麼
[00:04:15.680 --> 00:04:18.640]  那是教會在這個末後的世代裡面
[00:04:18.640 --> 00:04:22.720]  所存在的意義又是什麼
[00:04:22.720 --> 00:04:25.520]  那就讓我想到最近
[00:04:25.520 --> 00:04:28.080]  神帶了很多新的家庭
[00:04:28.080 --> 00:04:30.960]  和很多的年輕人來到我們教會
[00:04:30.960 --> 00:04:33.440]  所以我們除了要感恩之外
[00:04:33.440 --> 00:04:36.640]  我們也需要禱告來求神賜智慧
[00:04:36.640 --> 00:04:40.480]  讓我們能夠知道一個在成長中的教會
[00:04:40.480 --> 00:04:44.080]  所應該要有的條件和應該注意的事情
[00:04:44.080 --> 00:04:46.640]  我想帶大家來想一想
[00:04:46.640 --> 00:04:50.480]  聖經啟示錄中的七個教會
[00:04:50.480 --> 00:04:53.040]  指出老約翰他在年老的時候
[00:04:53.040 --> 00:04:55.600]  他被關在巴摩島上面
[00:04:55.600 --> 00:04:57.760]  神的聖靈啟示他
[00:04:57.760 --> 00:05:01.680]  讓他看到耶穌的右手拿著七個星
[00:05:01.680 --> 00:05:03.280]  然後有七個燈台
[00:05:03.280 --> 00:05:06.800]  這個七個星是代表七個教會的使者
