
[00:00:00.000 --> 00:00:04.560]  我們今天要繼續講《使徒行傳》
[00:00:04.560 --> 00:00:08.120]  上一次跟大家講了第一章、第二章
[00:00:08.120 --> 00:00:11.280]  我們今天要講第三章和第四章
[00:00:11.280 --> 00:00:14.560]  是講到早期教會的使徒
[00:00:14.560 --> 00:00:16.560]  當耶穌基督升了天之後
[00:00:16.560 --> 00:00:19.280]  他們仍然是奉耶穌基督的名
[00:00:19.280 --> 00:00:23.460]  來行神職歧視
[00:00:23.460 --> 00:00:27.160]  今天的講道有四點
[00:00:27.160 --> 00:00:29.260]  第一點就是第三章
[00:00:29.260 --> 00:00:33.520]  講到門徒是奉主名來行神職
[00:00:33.520 --> 00:00:35.940]  他們是醫治了一個
[00:00:35.940 --> 00:00:39.480]  身內就渠褪的乞丐
[00:00:39.480 --> 00:00:42.160]  第二點就是四章的頭
[00:00:42.160 --> 00:00:45.520]  因為這個醫治帶來了很多人
[00:00:45.520 --> 00:00:47.200]  當時來看熱鬧
[00:00:47.200 --> 00:00:50.720]  所以就製造了一個機會來傳福音
[00:00:50.720 --> 00:00:54.680]  所以第二點是奉主名所行的救贖
[00:00:54.680 --> 00:00:58.160]  第三點仍然是第四章
[00:00:58.160 --> 00:01:02.160]  我們見到使徒的力量是從神而來
[00:01:02.160 --> 00:01:04.760]  他們是奉主名來禱告
[00:01:04.760 --> 00:01:07.320]  來支持他們的侍功
[00:01:07.320 --> 00:01:09.080]  而在第四章的尾
[00:01:09.080 --> 00:01:12.840]  我們將會作一個結論
[00:01:12.840 --> 00:01:19.000]  究竟第一點他們行的神職歧視是甚麼呢?
[00:01:19.000 --> 00:01:21.720]  彼得在聖殿的門口
[00:01:21.720 --> 00:01:25.600]  他是注意到有一個渠褪的乞丐
[00:01:25.600 --> 00:01:28.360]  當時聖殿是有很多人
[00:01:28.360 --> 00:01:30.520]  到了使徒行政的第四章
[00:01:30.520 --> 00:01:32.400]  第四節我們知道
[00:01:32.400 --> 00:01:37.400]  只是聽福音接受耶穌基督的當時已經有五千人
[00:01:37.400 --> 00:01:41.800]  所以可想而知當時在聖殿裏面有多少人
[00:01:41.800 --> 00:01:46.840]  使徒能夠注意到當時的聖殿的門口
[00:01:46.840 --> 00:01:49.160]  有一個叫做尾門的地方
[00:01:49.160 --> 00:01:51.600]  是有一個渠褪的乞丐在那裏
[00:01:51.600 --> 00:01:54.160]  實在相信是聖靈的工作
[00:01:54.160 --> 00:01:56.200]  是聖靈的提點
[00:01:56.200 --> 00:01:58.200]  在使徒行政的第三章
[00:01:58.200 --> 00:02:01.360]  是沒有說到聖靈這個名字
[00:02:01.360 --> 00:02:04.520]  但是我們絕對看到聖靈的工作
[00:02:04.520 --> 00:02:07.520]  在第三章裏面
[00:02:07.520 --> 00:02:10.760]  聖殿一共有九扇門
[00:02:10.760 --> 00:02:13.520]  進入外邦人的院
[00:02:13.520 --> 00:02:16.640]  然後才能夠進入聖殿
[00:02:16.640 --> 00:02:20.080]  究竟這個尾門是哪一道門呢?
[00:02:20.080 --> 00:02:23.000]  聖經學者都有不同的意見
[00:02:23.000 --> 00:02:24.840]  但是有很多學者認為
[00:02:24.840 --> 00:02:28.680]  這一扇可能是聖殿東面的門
[00:02:28.680 --> 00:02:32.640]  就是進入婦女院的那道門
[00:02:32.640 --> 00:02:35.360]  猶太人的信仰當中
[00:02:35.360 --> 00:02:39.240]  幫助窮人是他們一件很重要的事
[00:02:39.240 --> 00:02:42.960]  所以很多乞丐都很喜歡在聖殿的門口
[00:02:42.960 --> 00:02:45.160]  來行乞
[00:02:45.160 --> 00:02:49.520]  聖殿的門是用哥林多的銅製造
[00:02:49.520 --> 00:02:53.400]  非常之的金漆輝煌,就像金一樣
[00:02:53.400 --> 00:02:55.600]  閃閃新光
[00:02:55.600 --> 00:02:58.800]  兩個門徒比德和約翰
[00:02:58.800 --> 00:03:01.680]  在使徒行政的三章六節經文說
[00:03:01.680 --> 00:03:03.600]  他們都沒有錢
[00:03:03.600 --> 00:03:05.440]  為什麼他們沒有錢?
[00:03:05.440 --> 00:03:09.320]  原來門徒都是將他們所有的錢放在一起
[00:03:09.320 --> 00:03:11.480]  由一個門徒來管理
[00:03:11.480 --> 00:03:16.240]  由大再新的時候,他就是管理財政
[00:03:16.240 --> 00:03:19.600]  其實這個人所需要的不是金錢
[00:03:19.600 --> 00:03:22.640]  這個人所需要的是醫治
[00:03:22.640 --> 00:03:25.400]  而且是靈裡面的醫治
[00:03:25.400 --> 00:03:28.280]  所以彼得奉主的名
[00:03:28.280 --> 00:03:30.760]  將這個乞丐醫好了
[00:03:30.760 --> 00:03:33.720]  醫好了之後,他就立刻跳起來
[00:03:33.720 --> 00:03:38.560]  進入聖殿不住地來讚美神
[00:03:38.560 --> 00:03:40.600]  其實從這個人的身上
[00:03:40.600 --> 00:03:44.520]  我們可以看到一幅很美麗的救贖的圖畫
[00:03:44.520 --> 00:03:46.520]  這個人是一個乞丐
[00:03:46.520 --> 00:03:49.480]  物質上他是貧乏的
[00:03:49.480 --> 00:03:52.280]  但我們每一個人未接受耶穌基督之前
[00:03:52.280 --> 00:03:55.720]  我們每一個人都是靈裡面是貧乏的
[00:03:55.720 --> 00:03:57.920]  就好像這個乞丐一樣
[00:03:57.920 --> 00:03:59.680]  這是第一點
[00:03:59.680 --> 00:04:02.200]  第二點,他在聖殿的門外
[00:04:02.200 --> 00:04:04.240]  他是沒有進入聖殿
[00:04:04.240 --> 00:04:06.160]  就好像我們每一個人
[00:04:06.160 --> 00:04:09.600]  未得救的時候,都是與神隔離
[00:04:09.600 --> 00:04:12.360]  我們都不能與神親近
[00:04:12.360 --> 00:04:15.200]  第三點,他被醫治好了之後
[00:04:15.200 --> 00:04:17.200]  他立刻跳起來
[00:04:17.200 --> 00:04:20.000]  進入聖殿來歌頌神
[00:04:20.000 --> 00:04:22.240]  他是有言有行
[00:04:22.240 --> 00:04:24.720]  就好像一個人得救了之後
[00:04:24.720 --> 00:04:27.360]  是用我們的言語,用我們的行為
[00:04:27.360 --> 00:04:29.840]  來歌頌神
[00:04:29.840 --> 00:04:31.480]  還有第四點
[00:04:31.480 --> 00:04:34.440]  在《使徒行傳》的三章十一節
[00:04:34.440 --> 00:04:37.320]  說他與門徒在一起
[00:04:37.320 --> 00:04:39.640]  而當門徒被捕的時候
[00:04:39.640 --> 00:04:41.880]  《使徒行傳》的四章十四節
[00:04:41.880 --> 00:04:44.800]  他仍然與門徒在一起
[00:04:44.800 --> 00:04:46.840]  就好像一個得救的人
[00:04:46.840 --> 00:04:48.520]  有團契的生活
[00:04:48.520 --> 00:04:51.440]  經常與弟兄姊妹在一起
[00:04:51.440 --> 00:04:56.000]  所以這是一個很美麗的得救圖畫
[00:04:56.000 --> 00:04:58.000]  醫治這個乞丐
[00:04:58.000 --> 00:05:00.800]  帶來了很多群眾
[00:05:00.800 --> 00:05:04.960]  給門徒有傳福音的機會
[00:05:04.960 --> 00:05:08.560]  他們說他們不是靠著自己的能力
[00:05:08.560 --> 00:05:10.720]  來醫治這個乞丐
[00:05:10.720 --> 00:05:12.800]  是靠誰的能力?
[00:05:12.800 --> 00:05:14.080]  耶穌基督
[00:05:14.080 --> 00:05:17.600]  就是阿伯拉罕以撒亞國的神
[00:05:17.600 --> 00:05:20.880]  就是他們列祖神的兒子
[00:05:20.880 --> 00:05:24.240]  耶穌基督
[00:05:24.240 --> 00:05:25.800]  其實
[00:05:25.800 --> 00:05:27.960]  我們如果留意的話
[00:05:27.960 --> 00:05:32.240]  盧伽醫生是有心將耶穌基督的醫治
[00:05:32.240 --> 00:05:35.360]  和門徒的醫治作比較
[00:05:35.360 --> 00:05:36.560]  在《使徒行傳》裡面
[00:05:36.560 --> 00:05:37.960]  我們知道耶穌基督
[00:05:37.960 --> 00:05:41.400]  也曾經醫好一個渠腿的人
[00:05:41.400 --> 00:05:43.560]  他是病了三十八年
[00:05:43.560 --> 00:05:46.440]  在樹北市大慈子的旁邊
[00:05:46.440 --> 00:05:49.360]  就是在樹耶路撒冷不變城門
[00:05:49.360 --> 00:05:52.080]  陽門的外面
[00:05:52.080 --> 00:05:55.960]  盧伽醫生是有意來比較
[00:05:55.960 --> 00:05:58.600]  彼得和約翰的神蹟
[00:05:58.600 --> 00:06:00.520]  和耶穌基督的神蹟
[00:06:00.520 --> 00:06:02.280]  我們怎樣知道?
[00:06:02.280 --> 00:06:04.440]  彼得和約翰的名字
[00:06:04.440 --> 00:06:07.520]  我說是兩個人加在一起的名字
[00:06:07.520 --> 00:06:11.480]  在樹《使徒行傳》出現一共是七次
[00:06:11.480 --> 00:06:15.320]  而拿撒勒人耶穌基督的名字
[00:06:15.320 --> 00:06:16.800]  不僅是耶穌基督
[00:06:16.800 --> 00:06:19.400]  拿撒勒人耶穌基督的名字
[00:06:19.400 --> 00:06:21.720]  也出現了七次
[00:06:21.720 --> 00:06:23.840]  絕非偶然
[00:06:23.840 --> 00:06:26.960]  盧伽醫生是要比較兩個醫治
[00:06:26.960 --> 00:06:29.360]  盧伽醫生是要讓我們知道
