
[00:00:00.000 --> 00:00:03.400]  弟兄姊妹新年快樂
[00:00:03.400 --> 00:00:06.000]  跟大家拜個年
[00:00:06.000 --> 00:00:10.500]  用聖經的話語來鼓勵大家
[00:00:10.500 --> 00:00:15.100]  提摩太前書六章六節這麼說
[00:00:15.100 --> 00:00:24.900]  然而敬虔加上知足的心便是大利了
[00:00:24.900 --> 00:00:31.400]  就是你有很多的利益很多的財寶
[00:00:31.400 --> 00:00:35.000]  包括在天上的財寶
[00:00:35.000 --> 00:00:40.200]  我們今天在英國這個地方
[00:00:40.200 --> 00:00:48.800]  都是一個很豐富的環境
[00:00:48.800 --> 00:00:54.900]  我們知道今天我們的年青人也在我們當中
[00:00:54.900 --> 00:00:58.300]  比較年長的也在我們當中
[00:00:58.300 --> 00:01:03.700]  因為我們今天是農曆新年
[00:01:03.700 --> 00:01:11.500]  既然我們在這麼豐足的環境世界裡
[00:01:11.500 --> 00:01:18.400]  無論是青年人也好老年人也好
[00:01:18.400 --> 00:01:25.100]  不多不少都會受到科技的影響
[00:01:25.100 --> 00:01:28.200]  科技不斷的進步
[00:01:28.200 --> 00:01:32.900]  人的生活越來越舒適
[00:01:32.900 --> 00:01:38.300]  我們相信在年紀大一點的長輩們
[00:01:38.300 --> 00:01:41.600]  可能跟現在比較來講
[00:01:41.600 --> 00:01:46.700]  他們的通訊或者聯絡人非常方便
[00:01:46.700 --> 00:01:49.300]  我們相信我們現在年長的
[00:01:49.300 --> 00:01:53.300]  他們在跟家裡的通訊方面已經方便了很多
[00:01:53.300 --> 00:01:59.500]  想當年當我第一次工作的時候
[00:01:59.500 --> 00:02:07.700]  只有負責開車的司機才有所謂的BB Call
[00:02:07.700 --> 00:02:14.600]  其他人都是要靠打電話跟公司聯絡
[00:02:14.600 --> 00:02:19.500]  但是今天我們在一個俗稱3C的世代
[00:02:19.500 --> 00:02:22.700]  現在我們在俗稱3C的世代裡
[00:02:22.700 --> 00:02:26.300]  好像每個人手上都有一個電話
[00:02:26.300 --> 00:02:29.500]  好像每個人的人手裡都有一個電話
[00:02:29.500 --> 00:02:35.400]  不單止電話很流行
[00:02:35.400 --> 00:02:53.400]  而且其他很多不同的電訊產品都在我們當中出現
[00:02:53.400 --> 00:02:56.500]  還有很多電信的產品也都在我們當中出現
[00:02:56.500 --> 00:03:00.800]  所謂3C就是電視、手機、電腦這些東西
[00:03:00.800 --> 00:03:04.100]  所謂3C產品電視、手機、電腦這方面
[00:03:04.100 --> 00:03:07.500]  我相信每個人都很熟悉這些東西
[00:03:07.500 --> 00:03:10.300]  我相信每個人都很熟悉這些東西
[00:03:10.300 --> 00:03:11.800]  熟悉到什麼程度呢?
[00:03:11.800 --> 00:03:13.100]  熟悉到什麼程度呢?
[00:03:13.100 --> 00:03:14.600]  問一問大家就會知道了
[00:03:14.600 --> 00:03:16.400]  我問一問你們就知道了
[00:03:16.400 --> 00:03:17.900]  首先問一問大家
[00:03:17.900 --> 00:03:20.000]  家裡是沒有電視的
[00:03:20.000 --> 00:03:21.400]  你告訴我舉一舉手好嗎?
[00:03:21.400 --> 00:03:24.400]  我想問問大家家裡沒有電視的請你舉一舉手
[00:03:24.400 --> 00:03:25.500]  有一個舉手
[00:03:25.500 --> 00:03:27.700]  有一個好厲害
[00:03:27.700 --> 00:03:30.600]  除了電視之外
[00:03:30.600 --> 00:03:32.000]  或者你自己個人
[00:03:32.000 --> 00:03:33.700]  我特別是指年輕人
[00:03:33.700 --> 00:03:35.400]  你們是沒有手機的
[00:03:35.400 --> 00:03:36.400]  舉手告訴我
[00:03:36.400 --> 00:03:38.200]  除了電視之外
[00:03:38.200 --> 00:03:39.600]  特別是年輕人
[00:03:39.600 --> 00:03:42.400]  你們沒有手機的請你們舉手
[00:03:42.400 --> 00:03:44.800]  有沒有電視的有沒有手機?
[00:03:44.800 --> 00:03:47.000]  沒有電視的有沒有手機?
[00:03:47.000 --> 00:03:49.400]  有手機
[00:03:49.400 --> 00:03:51.800]  有沒有電郵、有沒有臉書?
[00:03:51.800 --> 00:03:55.100]  有沒有電郵、有沒有臉書?
[00:03:55.100 --> 00:03:55.600]  沒有?
[00:03:55.600 --> 00:03:56.600]  每個人都有?
[00:03:56.600 --> 00:03:57.100]  每個人都有
[00:03:57.100 --> 00:03:58.700]  你自己的臉書
[00:03:58.700 --> 00:04:00.800]  你自己的臉書
[00:04:00.800 --> 00:04:04.800]  年輕人你們都有自己的臉書
[00:04:04.800 --> 00:04:06.600]  年輕人你們自己都有自己的臉書
[00:04:06.600 --> 00:04:11.800]  可見我們這個時代真的物質很豐富
[00:04:11.800 --> 00:04:14.300]  可見我們這個時代物質真的很豐富
[00:04:14.300 --> 00:04:16.100]  如果你三樣都沒有
[00:04:16.100 --> 00:04:17.500]  如果你三樣都沒有的話
[00:04:17.500 --> 00:04:18.800]  就真的難能可貴了
[00:04:18.800 --> 00:04:20.900]  真的是難人可貴
[00:04:20.900 --> 00:04:27.000]  我們記得很多年輕人都有手機
[00:04:27.000 --> 00:04:30.500]  我記得年輕人他們現在都有手機了
[00:04:30.500 --> 00:04:35.300]  你有沒有想像到我這個年代的時候
[00:04:35.300 --> 00:04:36.700]  我現在這麼大年紀了
[00:04:36.700 --> 00:04:38.100]  我年輕的時候有沒有手機?
[00:04:38.100 --> 00:04:39.600]  有沒有這些東西玩呢?
[00:04:39.600 --> 00:04:42.200]  我們年輕的時候
[00:04:42.200 --> 00:04:43.100]  我們現在這個年紀
[00:04:43.100 --> 00:04:46.300]  我們年輕的時候有沒有手機這些東西玩呢?
[00:04:46.300 --> 00:04:49.500]  想當年其實我都好像你們年輕人一樣
[00:04:49.500 --> 00:04:51.500]  那麼嚮往這些電子產品
[00:04:51.500 --> 00:04:53.300]  想當年我也像你們一樣
[00:04:53.300 --> 00:04:55.500]  很嚮往這些電子產品
[00:04:55.500 --> 00:04:59.100]  你們想不想到我當時的電子產品是什麼呢?
[00:04:59.100 --> 00:05:00.100]  你們能不能想像
