
[00:00:00.000 --> 00:00:05.000]  讓我們在聆聽上帝華爾之先,同心祈禱
[00:00:05.000 --> 00:00:19.000]  聖靈願你來,如風或大或小,吹醒我們的內心
[00:00:19.000 --> 00:00:23.000]  讓智慧的靈親自進入我們的內心
[00:00:23.000 --> 00:00:28.000]  讓我們所聽,和我們日常所做,都同感一鈴
[00:00:28.000 --> 00:00:31.000]  祈禱鳳耶穌基督明求,阿們
[00:00:58.000 --> 00:01:00.000]  未睡醒,未洗臉
[00:01:00.000 --> 00:01:04.000]  於是就將聖經放在一旁,不要理會
[00:01:04.000 --> 00:01:09.000]  如是者,下一次打開,又是這樣
[00:01:09.000 --> 00:01:12.000]  我就開始向別人請教
[00:01:12.000 --> 00:01:16.000]  這個不是未洗臉,是叫老花
[00:01:16.000 --> 00:01:19.000]  我很難接受自己視力模糊
[00:01:19.000 --> 00:01:24.000]  因為大概在二十年前左右,我以前教書
[00:01:24.000 --> 00:01:29.000]  在小學的時候,有些驗眼師就來學校幫孩子驗眼
[00:01:29.000 --> 00:01:34.000]  他就說你是很少見,只有二十度近視的人
[00:01:34.000 --> 00:01:38.000]  所以我一直覺得要接受老花
[00:01:38.000 --> 00:01:41.000]  是一件很難接受的事
[00:01:41.000 --> 00:01:43.000]  所以今天要戴回眼鏡
[00:01:43.000 --> 00:01:47.000]  模糊了,看事情不清楚
[00:01:47.000 --> 00:01:50.000]  是否就等於一件苦事呢
[00:01:50.000 --> 00:01:53.000]  今天是聖靈降臨節
[00:01:53.000 --> 00:01:55.000]  根據教會的傳統
[00:01:55.000 --> 00:01:58.000]  耶穌基督受害之後
[00:01:58.000 --> 00:02:01.000]  在《仕途行傳》一章三節記載
[00:02:01.000 --> 00:02:04.000]  用了很多的證據向門徒顯示
[00:02:04.000 --> 00:02:06.000]  自己仍然是活著
[00:02:06.000 --> 00:02:11.000]  在四十天之中向他們顯現並且講上帝國的事
[00:02:11.000 --> 00:02:14.000]  再過十天,即是大概五十天之後
[00:02:14.000 --> 00:02:16.000]  跟門徒聚集
[00:02:16.000 --> 00:02:21.000]  而聖靈降臨節被稱為五巡節的意思就是這樣
[00:02:21.000 --> 00:02:26.000]  而聖靈降臨節亦是耶穌很清楚對門徒和眾人的承諾
[00:02:26.000 --> 00:02:30.000]  與門徒三年有血有肉的耶穌
[00:02:30.000 --> 00:02:34.000]  他們耶穌所講的
[00:02:34.000 --> 00:02:38.000]  其實門徒都不是很明白
[00:02:38.000 --> 00:02:40.000]  不是很清楚
[00:02:40.000 --> 00:02:42.000]  對門徒而言
[00:02:42.000 --> 00:02:46.000]  何況一個觸摸不到的聖靈
[00:02:46.000 --> 00:02:49.000]  對他們更加模糊,更加不清楚
[00:02:49.000 --> 00:02:52.000]  特別當聖靈降臨節以後
[00:02:52.000 --> 00:02:54.000]  剛才讀到的那段經文
[00:02:54.000 --> 00:02:57.000]  他們說了不同的言語
[00:02:57.000 --> 00:03:02.000]  似乎產生更多的模糊或混亂或不知道
[00:03:02.000 --> 00:03:05.000]  而《仕途行傳》二章十七節特別記載
[00:03:05.000 --> 00:03:08.000]  不過這是先知若已所講
[00:03:08.000 --> 00:03:11.000]  在末後的日子就是兒女、少年、老年人
[00:03:11.000 --> 00:03:16.000]  要說預言造異夢,造異象發異夢
[00:03:16.000 --> 00:03:19.000]  你可以這樣理解
[00:03:19.000 --> 00:03:24.000]  大概都不是一個很清楚的異象
[00:03:24.000 --> 00:03:28.000]  保羅在哥林多前書十三章十二節說
[00:03:28.000 --> 00:03:33.000]  我們現在對著鏡子觀看,模糊不清
[00:03:33.000 --> 00:03:38.000]  模糊不清翻譯出來可以是猜謎,是古的
[00:03:38.000 --> 00:03:40.000]  到那時就要面對面
[00:03:40.000 --> 00:03:42.000]  如今我所認識的有限
[00:03:42.000 --> 00:03:44.000]  到那時就全認識了
[00:03:44.000 --> 00:03:47.000]  如同主認識我一樣
[00:03:47.000 --> 00:03:52.000]  明顯地要告訴當下的信徒一個事實
[00:03:52.000 --> 00:03:55.000]  我們現在是一些很真實的現象
[00:03:55.000 --> 00:03:58.000]  但又不是真實的全部
[00:03:58.000 --> 00:04:01.000]  事實上我們知道的有限
[00:04:01.000 --> 00:04:05.000]  不過可能我們會知道下一刻大概是怎樣
[00:04:05.000 --> 00:04:07.000]  可以預計是怎樣
[00:04:07.000 --> 00:04:12.000]  但又不是切實可以很肯定究竟是怎樣
[00:04:12.000 --> 00:04:16.000]  當中亦都可能有些偏差
[00:04:16.000 --> 00:04:22.000]  就好像如果大家大概三年前有機會去旅行
[00:04:22.000 --> 00:04:26.000]  你總會上網找一些資料看看那裡的地方
[00:04:26.000 --> 00:04:32.000]  但你會發覺由入機場開始到真正去到的地方
[00:04:32.000 --> 00:04:35.000]  有時是非常之不同的
[00:04:35.000 --> 00:04:39.000]  甚至乎好像不是那個地方
[00:04:39.000 --> 00:04:44.000]  你就會明白我們知道的不是真實的全部
[00:04:44.000 --> 00:04:48.000]  有時更加是模糊不清
[00:04:48.000 --> 00:04:52.000]  回看香港這一千多日這三年
[00:04:52.000 --> 00:04:55.000]  試問在19年之前的香港
[00:04:55.000 --> 00:05:00.000]  誰會知道今天是發展到一個這樣的景況呢
[00:05:00.000 --> 00:05:03.000]  大概只有水晶球的人才知道
[00:05:03.000 --> 00:05:09.000]  有時這些模糊似乎會令人有些迷失
[00:05:09.000 --> 00:05:15.000]  事實上聖靈顯現的模糊不只是他獨有
[00:05:15.000 --> 00:05:19.000]  我們今天讀到耶穌在約翰福音的叮囑
[00:05:19.000 --> 00:05:24.000]  亦都叫幾位門徒不太知道耶穌究竟在說些甚麼
[00:05:24.000 --> 00:05:29.000]  我們再看看在約翰福音十四章八節之前
[00:05:29.000 --> 00:05:31.000]  如果你手上有聖經
[00:05:31.000 --> 00:05:36.000]  其實多瑪和耶穌的對話都已經看到了
[00:05:36.000 --> 00:05:39.000]  因為當耶穌在安慰門徒的時候
[00:05:39.000 --> 00:05:41.000]  祂告訴祂我們將要分離了
[00:05:41.000 --> 00:05:45.000]  我要回到父家裡面為眾人預備地方
[00:05:45.000 --> 00:05:48.000]  而耶穌自己就說我就是那條道路
[00:05:48.000 --> 00:05:50.000]  真理和生命
[00:05:50.000 --> 00:05:54.000]  並且承諾一定會回來接門徒一起去
[00:05:54.000 --> 00:05:56.000]  亦都明確告訴祂
[00:05:56.000 --> 00:05:58.000]  你們都會在那裡
[00:05:58.000 --> 00:06:04.000]  耶穌更加說我去那裡你們就知道那條路了
[00:06:04.000 --> 00:06:08.000]  多瑪的反應是甚麼呢
[00:06:08.000 --> 00:06:12.000]  主啊 我不知道祢去哪兒
[00:06:12.000 --> 00:06:16.000]  怎能知道那條路呢
[00:06:16.000 --> 00:06:20.000]  很明顯對於多瑪來說是模糊的
[00:06:20.000 --> 00:06:22.000]  是不清楚的
[00:06:22.000 --> 00:06:24.000]  耶穌再補充
[00:06:24.000 --> 00:06:26.000]  祂說我就是道路真理生命
[00:06:26.000 --> 00:06:28.000]  如果不藉著我
[00:06:28.000 --> 00:06:30.000]  沒人能夠到父那裡
[00:06:30.000 --> 00:06:32.000]  在這個時候
[00:06:32.000 --> 00:06:35.000]  另一個門徒肥力又再問
[00:06:35.000 --> 00:06:37.000]  主啊 將父顯給我們看
[00:06:37.000 --> 00:06:39.000]  我們就知足了
[00:06:39.000 --> 00:06:43.000]  顯明祂都是感到耶穌所說的不是很清楚
[00:06:43.000 --> 00:06:46.000]  祢給我看一些東西吧
[00:06:46.000 --> 00:06:48.000]  耶穌反問
[00:06:48.000 --> 00:06:50.000]  我和你們一起這麼久
[00:06:50.000 --> 00:06:54.000]  你們還不認識我嗎
[00:06:54.000 --> 00:06:59.000]  看見我的就是看見我的父
[00:06:59.000 --> 00:07:03.000]  為甚麼你們還說將父顯給我看呢
[00:07:03.000 --> 00:07:06.000]  大家想想耶穌這個反問
[00:07:06.000 --> 00:07:08.000]  其實很明顯假設那班門徒
[00:07:08.000 --> 00:07:12.000]  你沒理由不清楚和不知道的
[00:07:12.000 --> 00:07:16.000]  為甚麼你們的反問彷彿是不明白呢
[00:07:16.000 --> 00:07:19.000]  無論是門徒多瑪 肥力
[00:07:19.000 --> 00:07:23.000]  甚至乎彼得在十三章三十六節約翰福音
[00:07:23.000 --> 00:07:26.000]  已經在問耶穌你去哪
[00:07:26.000 --> 00:07:29.000]  接著十四章二十二節猶大
[00:07:29.000 --> 00:07:32.000]  這不是出賣耶穌的猶大
[00:07:32.000 --> 00:07:35.000]  他問主啊 為甚麼要顯給我們看
[00:07:35.000 --> 00:07:37.000]  不向世人顯現
[00:07:37.000 --> 00:07:39.000]  似乎這四位門徒
[00:07:39.000 --> 00:07:42.000]  其實同樣不是很清楚耶穌所說
[00:07:42.000 --> 00:07:44.000]  或者耶穌所做的
[00:07:44.000 --> 00:07:46.000]  為甚麼呢
[00:07:46.000 --> 00:07:47.000]  一方面
[00:07:47.000 --> 00:07:50.000]  可能好像耶穌回答肥力那樣說
[00:07:50.000 --> 00:07:51.000]  我和你一起這麼久
[00:07:51.000 --> 00:07:54.000]  為甚麼你都不認識我
[00:07:54.000 --> 00:07:56.000]  即是說門徒一直
[00:07:56.000 --> 00:07:59.000]  不是很意識耶穌所作的
[00:07:59.000 --> 00:08:02.000]  或者祂有祂做
[00:08:02.000 --> 00:08:05.000]  覺得耶穌這樣做是理所當然
[00:08:05.000 --> 00:08:07.000]  甚至乎沒有去想想
[00:08:07.000 --> 00:08:09.000]  為甚麼耶穌要這樣做
[00:08:09.000 --> 00:08:13.000]  沒有去在意耶穌為甚麼要這樣做
[00:08:13.000 --> 00:08:15.000]  另一個的可能
[00:08:15.000 --> 00:08:19.000]  就是耶穌刻意不說得很清楚
[00:08:19.000 --> 00:08:21.000]  不說得很清楚
[00:08:21.000 --> 00:08:24.000]  彷彿就是給人一種自由去思考
[00:08:24.000 --> 00:08:26.000]  去想像
[00:08:26.000 --> 00:08:28.000]  有很多不同的可能
[00:08:28.000 --> 00:08:30.000]  事實上
[00:08:30.000 --> 00:08:32.000]  如果你見過一些抽象畫
[00:08:32.000 --> 00:08:33.000]  我不認識
[00:08:33.000 --> 00:08:35.000]  可能你都有很多想像的空間
[00:08:35.000 --> 00:08:38.000]  你不會說一定是這樣解釋
[00:08:38.000 --> 00:08:41.000]  或者我們的年代的女孩子
[00:08:41.000 --> 00:08:43.000]  很喜歡拍沙龍的照片
[00:08:43.000 --> 00:08:45.000]  即是好像我現在戴著眼鏡望大家那樣
[00:08:45.000 --> 00:08:47.000]  不是很清楚的
[00:08:47.000 --> 00:08:50.000]  有很多的想像
[00:08:50.000 --> 00:08:52.000]  如果你點起一枝枝的蠟燭
[00:08:52.000 --> 00:08:55.000]  將它放在軟鏡內
[00:08:55.000 --> 00:08:57.000]  你就會發現那種散開
[00:08:57.000 --> 00:09:00.000]  給人很大的盼望
[00:09:00.000 --> 00:09:03.000]  這種想像這種模糊
[00:09:03.000 --> 00:09:06.000]  大概會令我們明白多一些
[00:09:06.000 --> 00:09:08.000]  所以所謂的模糊
[00:09:08.000 --> 00:09:10.000]  給人一種是無限的想像
