
[00:00:00.000 --> 00:00:01.440]  各位弟兄姊妹好
[00:00:01.440 --> 00:00:05.200]  讓我們在這個復活節的節期的日子
[00:00:05.200 --> 00:00:07.000]  讓我們一起去同心
[00:00:07.000 --> 00:00:08.360]  透過主的說話
[00:00:08.360 --> 00:00:11.080]  來一起仰望在我們主的神的面前
[00:00:11.080 --> 00:00:12.440]  明白救恩的意義
[00:00:12.440 --> 00:00:15.280]  讓我們一起再次透過禱告一起同心低頭
[00:00:15.280 --> 00:00:16.520]  仰望我們主的愛神
[00:00:16.520 --> 00:00:19.440]  慈悲天父多謝你
[00:00:19.440 --> 00:00:20.800]  讓我們可以回到你
[00:00:20.800 --> 00:00:22.920]  在你寶貴說話的面前
[00:00:22.920 --> 00:00:26.240]  父神你差派你獨生的兒子耶穌基督
[00:00:26.240 --> 00:00:28.320]  來到這個世界上成就救恩
[00:00:28.320 --> 00:00:32.960]  讓我們在這個救恩上面能夠可以有份
[00:00:32.960 --> 00:00:35.480]  並且重修與常主你的關係
[00:00:35.480 --> 00:00:37.120]  我們獻上感謝
[00:00:37.120 --> 00:00:39.720]  求你讓我們再次透過你的說話
[00:00:39.720 --> 00:00:43.560]  提醒我們明白到救恩的意思
[00:00:43.560 --> 00:00:48.840]  並且對拯救的意義有更深層的理解
[00:00:48.840 --> 00:00:50.080]  求你的幫助
[00:00:50.080 --> 00:00:53.560]  我們禱告奉靠主耶穌基督德性的名字而求
[00:00:53.560 --> 00:00:54.360]  阿們
[00:00:54.360 --> 00:00:57.760]  每一年的復活節
[00:00:57.760 --> 00:00:59.360]  這個節期的時候
[00:00:59.360 --> 00:01:04.480]  很多時候教會都有很多不同類型的活動
[00:01:04.480 --> 00:01:08.520]  復活節當然談論到有關於耶穌的受死
[00:01:08.520 --> 00:01:11.320]  以及祂在第三天的復活
[00:01:11.320 --> 00:01:12.960]  教會於是乎怎樣做呢
[00:01:12.960 --> 00:01:19.320]  為了教會有活動去紀念耶穌基督
[00:01:19.320 --> 00:01:23.120]  這個拯救的意思
[00:01:23.120 --> 00:01:26.760]  於是乎就用了很多不同形式手段
[00:01:26.760 --> 00:01:33.120]  希望幫助信徒明白耶穌這個拯救的意思
[00:01:33.120 --> 00:01:39.320]  在我自己講真都差不多30年的教會生活裡面
[00:01:39.320 --> 00:01:41.360]  教會有些什麼做呢
[00:01:41.360 --> 00:01:45.200]  其實通常復活節或者壽夫節的時間
[00:01:45.200 --> 00:01:46.760]  有做話劇
[00:01:46.760 --> 00:01:48.080]  不知道大家有沒有試過
[00:01:48.080 --> 00:01:52.200]  我自己以前的教會都試過在復活節的節期裡面
[00:01:52.200 --> 00:01:57.760]  去搞一些話劇去做回耶穌基督受死的現象
[00:01:57.760 --> 00:02:01.560]  有一些歌舞劇去做出來
[00:02:01.560 --> 00:02:07.600]  從而去提醒信徒有關於耶穌死的時候的過程怎麼樣
[00:02:07.600 --> 00:02:14.360]  我記得在甚至疫情的期間那三年
[00:02:14.360 --> 00:02:16.000]  不知道大家記不記得
[00:02:16.000 --> 00:02:19.440]  有些在復活節的節期的時候
[00:02:19.440 --> 00:02:26.520]  有不少的話劇是免費在傳媒上面去播放
[00:02:26.520 --> 00:02:31.480]  去提醒教會有關於耶穌基督受死的事情
[00:02:31.480 --> 00:02:33.040]  更加激烈一些的
[00:02:33.040 --> 00:02:35.280]  如果大家會看過以前的新聞
[00:02:35.280 --> 00:02:41.880]  會發現到在特別東南亞一些天主教的國家裡面
[00:02:41.880 --> 00:02:49.880]  有一些甚至公開去搬台十字架的遊行去出現
[00:02:49.880 --> 00:02:54.920]  而在遊行過程當中搬十字架的人物真是慘
[00:02:54.920 --> 00:02:56.400]  真是被打的
[00:02:56.400 --> 00:02:57.920]  真是被鞭傷的
[00:02:57.920 --> 00:02:59.440]  打到滿身是血的
[00:02:59.440 --> 00:03:00.600]  但是很奇怪
[00:03:00.600 --> 00:03:02.600]  這種激烈的行為
[00:03:02.600 --> 00:03:05.680]  很多時候沒有人去問
[00:03:05.680 --> 00:03:07.560]  究竟是不是需要這樣做
[00:03:07.560 --> 00:03:12.480]  但是覺得做了或者甚至去當中扮演耶穌的人
[00:03:12.480 --> 00:03:15.360]  去抬十字架給人鞭傷的時候
[00:03:15.360 --> 00:03:17.560]  那個人覺得很光榮
[00:03:17.560 --> 00:03:21.560]  這種慶祝的方法
[00:03:21.560 --> 00:03:28.320]  其實在教會多年來都不斷地重複又重複
[00:03:28.320 --> 00:03:28.680]  沒錯
[00:03:28.680 --> 00:03:32.200]  這些事情可以讓人再次重溫
[00:03:32.200 --> 00:03:34.200]  看看耶穌基督的事蹟
[00:03:34.200 --> 00:03:37.480]  但是我發覺有一個最大的問題是什麼呢
[00:03:37.480 --> 00:03:42.200]  就是這些種種的事情或者表演或者紀念模式
[00:03:42.200 --> 00:03:46.320]  都只是流於一個表面的活動
[00:03:46.320 --> 00:03:49.160]  至於在這個激情過後
[00:03:49.160 --> 00:03:52.640]  在復活節裡面
[00:03:52.640 --> 00:03:55.920]  甚至有些信徒趕著去參加不同的教會聚會
[00:03:55.920 --> 00:04:00.080]  由受難節崇拜晚上禮拜五晚上
[00:04:00.080 --> 00:04:03.120]  一直到禮拜日的時候
[00:04:03.120 --> 00:04:06.680]  這段時間以為參加得越多這些聚會就越神聖
[00:04:06.680 --> 00:04:11.120]  但是當一過了這個復活節節期
[00:04:11.120 --> 00:04:16.360]  又打回大家原本滿有罪的那種原型
[00:04:16.360 --> 00:04:20.200]  失卻了原本復活節本身的意義
[00:04:20.200 --> 00:04:24.560]  我們究竟復活節最重要是什麼呢
[00:04:24.560 --> 00:04:28.960]  其實我相信最重要的就是我們去深刻明白
[00:04:28.960 --> 00:04:31.680]  耶穌基督救恩和祂拯救的意思
[00:04:31.680 --> 00:04:36.600]  以及我們真正的衛生和投入
[00:04:36.600 --> 00:04:40.000]  如何才能更明白到受難的意義
[00:04:40.000 --> 00:04:43.080]  並且能夠在我們屬靈生命的上面
[00:04:43.080 --> 00:04:47.760]  將這種受難主的信息
[00:04:47.760 --> 00:04:53.240]  轉化成為一種真正能夠讓我們生命更加成性
[00:04:53.240 --> 00:04:56.040]  能夠更加成熟的功效呢
[00:04:56.040 --> 00:04:59.840]  這正正是今天我很希望在這段聖經裡面
[00:04:59.840 --> 00:05:02.040]  跟大家一起去思想
[00:05:02.040 --> 00:05:06.560]  我們會透過一段由耶穌在十字架受死之前
[00:05:06.560 --> 00:05:08.960]  發生沒多久的一件事情
[00:05:08.960 --> 00:05:13.480]  看起來好像跟復活節格格不入
[00:05:13.480 --> 00:05:16.160]  但是當我們再仔細去看的時候
[00:05:16.160 --> 00:05:21.000]  原來耶穌早在祂進入到耶路撒艦地區
