
[00:00:00.000 --> 00:00:02.600]  耶穌基督醫治我們的身體
[00:00:02.600 --> 00:00:05.760]  這是聖經簡明的真理
[00:00:05.760 --> 00:00:08.760]  不過在今天醫學大有進步的時候
[00:00:08.760 --> 00:00:11.000]  我們信徒往往知道
[00:00:11.000 --> 00:00:14.000]  內心未必全然信靠
[00:00:14.000 --> 00:00:16.040]  願以今天我們藉著兩段經文
[00:00:16.040 --> 00:00:19.000]  我們去思想關於醫治的事情
[00:00:19.000 --> 00:00:23.600]  進入經文之前我們先一起祈禱
[00:00:23.600 --> 00:00:25.120]  慈愛的主
[00:00:25.120 --> 00:00:28.120]  願你的靈引導我們進入你的真理
[00:00:28.120 --> 00:00:31.640]  讓我們打開你的話語的時候得到你的指教
[00:00:31.640 --> 00:00:33.000]  特別去思想
[00:00:33.000 --> 00:00:35.040]  你是我們醫治的主
[00:00:35.040 --> 00:00:37.720]  你醫治我們的事實
[00:00:37.720 --> 00:00:40.960]  求你幫助我們可以更多的掌握和明白
[00:00:40.960 --> 00:00:41.840]  多謝你
[00:00:41.840 --> 00:00:45.000]  我們的祈禱是奉主耶穌基督得聖名至祈求
[00:00:45.000 --> 00:00:46.040]  下門
[00:00:46.040 --> 00:00:52.560]  在我們的經歷當中
[00:00:52.560 --> 00:00:54.600]  我們都會有患病
[00:00:54.600 --> 00:00:56.960]  而聖經是清楚告訴我們
[00:00:56.960 --> 00:00:58.840]  基督耶穌是醫治的主
[00:00:58.840 --> 00:01:02.040]  這是我們宣導會聯會的網站
[00:01:02.040 --> 00:01:07.040]  其中講基督是醫治的主的一個段落
[00:01:07.040 --> 00:01:09.040]  在今天我們講到的兩段經文
[00:01:09.040 --> 00:01:10.760]  在馬虎音的記載
[00:01:10.760 --> 00:01:11.800]  一開始的時候
[00:01:11.800 --> 00:01:13.560]  是講到耶穌基督的受洗
[00:01:13.560 --> 00:01:14.600]  曠野受試探
[00:01:14.600 --> 00:01:15.600]  呼召門徒
[00:01:15.600 --> 00:01:18.640]  然後開始傳揚天國的福音
[00:01:18.640 --> 00:01:21.000]  而今天這段之前的一段
[00:01:21.000 --> 00:01:24.160]  就是講耶穌開始在加伯隆的會堂
[00:01:24.160 --> 00:01:26.200]  去傳講天國的道理
[00:01:26.200 --> 00:01:30.200]  之後也為會堂裏面一個鬼附的人去驅鬼
[00:01:30.200 --> 00:01:31.040]  緊接的
[00:01:31.040 --> 00:01:34.760]  就是今天我們所讀的耶穌醫病的個案
[00:01:34.760 --> 00:01:35.760]  二十九節
[00:01:35.760 --> 00:01:36.440]  講到這樣
[00:01:36.440 --> 00:01:38.040]  他們一出會堂
[00:01:38.040 --> 00:01:39.000]  一出會堂就表示
[00:01:39.000 --> 00:01:42.240]  這個醫治的事件是在同一天發生的
[00:01:42.240 --> 00:01:44.040]  這一天是什麼日子
[00:01:44.040 --> 00:01:45.360]  是安息日
[00:01:45.360 --> 00:01:46.400]  在安息日當中
[00:01:46.400 --> 00:01:48.160]  耶穌基督去醫治
[00:01:48.160 --> 00:01:49.840]  所以不是等到後來
[00:01:49.840 --> 00:01:52.720]  法利塞人發現他醫治的另一件事件
[00:01:52.720 --> 00:01:54.560]  才有這個衝擊
[00:01:54.560 --> 00:01:59.560]  不過當時因為場景是在西門和安德烈的家裏面
[00:01:59.560 --> 00:02:02.760]  西門的岳母患病
[00:02:02.760 --> 00:02:05.080]  相信她臥病在床的時候
[00:02:05.080 --> 00:02:07.920]  未必是在人人都看到的客廳的位置
[00:02:07.920 --> 00:02:09.920]  或者大廳或者大房的位置
[00:02:09.920 --> 00:02:12.640]  可能是一個比較隱密的內室在這裏休息
[00:02:12.640 --> 00:02:17.080]  所以附近的村民未必去留意得到
[00:02:17.080 --> 00:02:19.200]  當耶穌由會堂出來
[00:02:19.200 --> 00:02:20.520]  去到安德烈的家裏
[00:02:20.520 --> 00:02:21.800]  西門的家裏
[00:02:21.800 --> 00:02:26.680]  我們知道這個岳母只是發燒睡在這裏
[00:02:26.680 --> 00:02:28.800]  耶穌做些什麼呢
[00:02:28.800 --> 00:02:31.400]  耶穌就拉起她
[00:02:31.400 --> 00:02:34.000]  她就好了
[00:02:34.000 --> 00:02:35.440]  馬虎音前一段的記載說
[00:02:35.440 --> 00:02:38.960]  耶穌去驅趕邪靈的時候
[00:02:38.960 --> 00:02:41.480]  祂都是斥責一句
[00:02:41.480 --> 00:02:43.480]  邪靈就走了
[00:02:43.480 --> 00:02:45.920]  並沒有任何的儀式
[00:02:45.920 --> 00:02:49.080]  是耶穌要做還是做什麼準備
[00:02:49.080 --> 00:02:52.040]  任何的咒語念一大輪的事
[00:02:52.040 --> 00:02:55.120]  耶穌只是拉著祂的手
[00:02:55.120 --> 00:02:57.200]  當然這一段有個平衡記載
[00:02:57.200 --> 00:03:00.280]  在路加福音那一段也有說到
[00:03:00.280 --> 00:03:02.800]  耶穌是斥責這個業病
[00:03:02.800 --> 00:03:03.680]  無論怎樣也好
[00:03:03.680 --> 00:03:06.720]  耶穌祂的醫病是直接的
[00:03:06.720 --> 00:03:08.200]  是滿有能力的
[00:03:08.200 --> 00:03:10.040]  是沒有任何的醫生
[00:03:10.040 --> 00:03:12.960]  治療的人員可以這樣做的
[00:03:12.960 --> 00:03:16.280]  猶太人的傳統不讓安斯特醫病
[00:03:16.280 --> 00:03:18.880]  但是耶穌卻不受限制
[00:03:18.880 --> 00:03:22.600]  很自然地走出了這個醫病的神蹟
[00:03:22.600 --> 00:03:23.680]  這個耶穌基督的醫治
[00:03:23.680 --> 00:03:26.040]  是滿有權能的弟兄姊妹
[00:03:26.040 --> 00:03:29.320]  這是我們今天可以擁抱的
[00:03:29.320 --> 00:03:31.480]  而在這個權能方面
[00:03:31.480 --> 00:03:33.800]  其實周邊的人是留意到的
[00:03:33.800 --> 00:03:37.240]  他們看見耶穌能夠去趕鬼
[00:03:37.240 --> 00:03:38.840]  所以在三十二節那裡說
[00:03:38.840 --> 00:03:39.920]  傍晚日落的時候
[00:03:39.920 --> 00:03:41.560]  有人帶著一切害病的
[00:03:41.560 --> 00:03:44.120]  和被鬼附的來到耶穌面前
[00:03:44.120 --> 00:03:45.840]  三十三節很短的一句話
[00:03:45.840 --> 00:03:50.760]  傳承的人都聚集在西門的家外
[00:03:50.760 --> 00:03:54.360]  去等待耶穌的幫助
[00:03:54.360 --> 00:03:56.920]  這個村鎮的人是滿心相信耶穌的能力
[00:03:56.920 --> 00:03:58.600]  因為在安斯特的趕鬼事件
[00:03:58.600 --> 00:04:00.920]  是一傳十、十傳百
[00:04:00.920 --> 00:04:04.440]  你知道猶太人的安斯特是何時開始的
[00:04:04.440 --> 00:04:07.040]  星期五日落之後開始
[00:04:07.040 --> 00:04:10.560]  然後到星期六日落完結
[00:04:10.560 --> 00:04:13.960]  當星期六日落完結的時候
[00:04:13.960 --> 00:04:18.480]  他們就是帶著這些患病的
[00:04:18.480 --> 00:04:20.440]  鬼附的來到耶穌面前
[00:04:20.440 --> 00:04:24.000]  其實按照馬虎陰的侍罪
[00:04:24.000 --> 00:04:26.400]  這些村民應該只是見識過
[00:04:26.400 --> 00:04:30.240]  或者聽聞過耶穌在那裡趕鬼的事情
[00:04:30.240 --> 00:04:31.680]  因為剛才說了
[00:04:31.680 --> 00:04:32.760]  在西門的家裡面
[00:04:32.760 --> 00:04:36.720]  未必附近的村民會一起觀看
[00:04:36.720 --> 00:04:39.120]  他們已經是這樣驚訝
[00:04:39.120 --> 00:04:40.720]  在當時趕鬼的事件
[00:04:40.720 --> 00:04:42.440]  讓人明白到耶穌的權能
[00:04:42.440 --> 00:04:43.960]  和一切人都不同
[00:04:43.960 --> 00:04:47.360]  祂的名聲全遍加利利周圍的地區
[00:04:47.360 --> 00:04:50.120]  而那些人是相信耶穌有那種能力
[00:04:50.120 --> 00:04:52.120]  去解決他們沒有辦法解決
[00:04:52.120 --> 00:04:55.400]  當時的病患鬼附的事情
[00:04:55.400 --> 00:04:57.040]  他們就將這些人
[00:04:57.040 --> 00:04:58.120]  很有需要幫助
[00:04:58.120 --> 00:04:59.520]  沒有人可以幫助的人
[00:04:59.520 --> 00:05:01.960]  帶到耶穌面前
[00:05:01.960 --> 00:05:03.720]  猶太人的文獻去記載
[00:05:03.720 --> 00:05:07.960]  當一個醫者或者醫生去治療病的時候
[00:05:07.960 --> 00:05:11.120]  如果那個對方是一個患業病的人
[00:05:11.120 --> 00:05:13.920]  那些文獻就說不可以去觸碰他
[00:05:13.920 --> 00:05:15.560]  不可以去觸摸他
[00:05:15.560 --> 00:05:16.880]  免得被傳染
[00:05:16.880 --> 00:05:19.640]  或者被沾染不熱
[00:05:19.640 --> 00:05:20.800]  但是耶穌
[00:05:20.800 --> 00:05:22.720]  你看到那個經文記載是怎樣
[00:05:22.720 --> 00:05:24.280]  祂就拉起了
