
[00:00:00.000 --> 00:00:03.580]  「大恩致命與平安」
[00:00:03.580 --> 00:00:08.080]  我們上次在一起
[00:00:08.080 --> 00:00:09.220]  我們看到的是
[00:00:09.220 --> 00:00:11.080]  伊夫所書的第一章
[00:00:11.080 --> 00:00:15.020]  從第一到第十四節
[00:00:15.020 --> 00:00:16.460]  我們今天所有看的經文
[00:00:16.460 --> 00:00:19.160]  是從伊夫所書第一章
[00:00:19.160 --> 00:00:23.860]  第一到十四節
[00:00:23.860 --> 00:00:25.200]  所以當我們看到的時候
[00:00:25.200 --> 00:00:26.200]  我們發現說
[00:00:26.200 --> 00:00:28.240]  神祂自己在教會
[00:00:28.240 --> 00:00:30.000]  對教會的心意
[00:00:30.000 --> 00:00:30.940]  我們在這裡看到
[00:00:30.940 --> 00:00:34.140]  神對教會的心意
[00:00:34.140 --> 00:00:35.640]  所以今天我們看
[00:00:35.640 --> 00:00:37.040]  從教會
[00:00:37.040 --> 00:00:40.840]  特別是從剛才念的這段經文去看
[00:00:40.840 --> 00:00:44.920]  神賜給我們奇妙的救恩
[00:00:44.920 --> 00:00:46.620]  我們從剛才所看的經文
[00:00:46.620 --> 00:00:47.320]  我們看到
[00:00:47.320 --> 00:00:49.020]  神在教會賜給我們
[00:00:49.020 --> 00:00:51.520]  有奇妙的救恩
[00:00:51.520 --> 00:00:53.520]  那記得我們上次
[00:00:53.520 --> 00:00:55.620]  跟你們分享的時候
[00:00:55.620 --> 00:00:59.600]  我有這樣子的一個祈求
[00:00:59.600 --> 00:01:01.300]  上次我跟大家分享的時候
[00:01:01.300 --> 00:01:04.440]  我有這樣的一個祈求
[00:01:04.440 --> 00:01:07.100]  我們盼望在這個旅程當中
[00:01:07.100 --> 00:01:09.300]  我們有一個轉移
[00:01:09.300 --> 00:01:12.380]  從「我」到「我們」
[00:01:12.380 --> 00:01:14.380]  我們在這個旅程當中
[00:01:14.380 --> 00:01:15.720]  我們有一個轉移
[00:01:15.720 --> 00:01:18.880]  就是從一個「我」變成一個「我們」
[00:01:18.880 --> 00:01:22.180]  第二,從「我」到「祂」
[00:01:22.180 --> 00:01:25.080]  是改變從「我」到「祂」
[00:01:25.080 --> 00:01:26.380]  那我發現很多時候
[00:01:26.380 --> 00:01:27.480]  我們的問題
[00:01:27.480 --> 00:01:28.680]  我們的祈求
[00:01:28.680 --> 00:01:31.280]  我們的分享
[00:01:31.280 --> 00:01:35.000]  都是集中在「我們」
[00:01:35.000 --> 00:01:36.300]  我們的需要
[00:01:36.300 --> 00:01:37.600]  我們要什麼
[00:01:37.600 --> 00:01:39.800]  很多時候我們的祈求
[00:01:39.800 --> 00:01:40.600]  我們的分享
[00:01:40.600 --> 00:01:42.940]  很多時候都是集中在「我」
[00:01:42.940 --> 00:01:45.440]  而不是「我們」
[00:01:45.440 --> 00:01:47.880]  但是在伊夫特書
[00:01:47.880 --> 00:01:50.680]  我們看的時候
[00:01:50.680 --> 00:01:55.080]  主要主角不是「我們」
[00:01:55.080 --> 00:01:57.280]  但我們發覺在經文裡面
[00:01:57.280 --> 00:02:00.280]  我們的主角不是「我」
[00:02:00.280 --> 00:02:03.720]  而是「祂」
[00:02:03.720 --> 00:02:06.360]  所以由於我們從現在開始
[00:02:06.360 --> 00:02:08.460]  我們在我們的
[00:02:08.460 --> 00:02:12.200]  我盼望在你們團企的分享當中
[00:02:12.200 --> 00:02:15.700]  我們希望在你們團體的分享當中
[00:02:15.700 --> 00:02:16.500]  每次分享
[00:02:16.500 --> 00:02:18.740]  不單是你自己的需要
[00:02:18.740 --> 00:02:20.140]  或者是祂的需要
[00:02:20.140 --> 00:02:21.640]  我們彼此代禱
[00:02:21.640 --> 00:02:22.940]  不單是你的需要
[00:02:22.940 --> 00:02:23.920]  祂們的需要
[00:02:23.920 --> 00:02:25.820]  大家彼此來祈求
[00:02:25.820 --> 00:02:28.380]  而是對神的事情
[00:02:28.380 --> 00:02:31.760]  特別是祂已經在聖經當中
[00:02:31.760 --> 00:02:33.120]  啟示我們
[00:02:33.120 --> 00:02:35.460]  為那些事情來禱告
[00:02:35.460 --> 00:02:37.820]  而是為神在聖經裡面
[00:02:37.820 --> 00:02:42.300]  向我們啟示的事情來祈求
[00:02:42.300 --> 00:02:44.560]  那中國人很喜歡說
[00:02:44.560 --> 00:02:47.060]  朋友啊
[00:02:47.060 --> 00:02:50.340]  中國人很喜歡說朋友
[00:02:50.340 --> 00:02:51.140]  不是
[00:02:51.140 --> 00:02:52.540]  說
[00:02:52.540 --> 00:02:56.280]  很喜歡說「講」
[00:02:56.280 --> 00:02:58.780]  所以我不曉得廣東
[00:02:58.780 --> 00:03:00.980]  你們這個當中
[00:03:00.980 --> 00:03:03.180]  你們說你們怎麼說
[00:03:03.180 --> 00:03:04.480]  我不知道你廣東人
[00:03:04.480 --> 00:03:06.160]  「講」是講什麼
[00:03:06.160 --> 00:03:08.560]  每次我打電話給一個朋友
[00:03:08.560 --> 00:03:09.520]  其實不是一個朋友
[00:03:09.520 --> 00:03:11.020]  打電話給一個人
[00:03:11.020 --> 00:03:13.100]  有一次我打電話給一個人
[00:03:13.100 --> 00:03:14.160]  通常我們是
[00:03:14.160 --> 00:03:16.200]  喂或Hello
[00:03:16.200 --> 00:03:17.660]  某某哪一位
[00:03:17.660 --> 00:03:19.340]  我是誰
[00:03:19.340 --> 00:03:20.600]  可不可以whatever
[00:03:20.600 --> 00:03:23.140]  通常有一個問候
[00:03:23.140 --> 00:03:24.100]  通常拿著電話
[00:03:24.100 --> 00:03:25.580]  我們都會說
[00:03:25.580 --> 00:03:29.640]  喂是哪一個人
[00:03:29.640 --> 00:03:31.780]  結果對方就說
[00:03:31.780 --> 00:03:35.120]  說
[00:03:35.120 --> 00:03:37.480]  但對方就說
[00:03:37.480 --> 00:03:40.360]  說
[00:03:40.360 --> 00:03:42.560]  講
[00:03:42.560 --> 00:03:45.160]  嚇死我
[00:03:45.160 --> 00:03:47.400]  嚇到我了
[00:03:47.400 --> 00:03:50.500]  一點給我一些預備都沒有
[00:03:50.500 --> 00:03:52.860]  給我一些預備都沒有
[00:03:52.860 --> 00:03:54.540]  所以我不曉得你在教會當中
[00:03:54.540 --> 00:03:55.940]  你會發現有這個傾向
[00:03:55.940 --> 00:03:58.140]  那特別是我們募會的時候
[00:03:58.140 --> 00:03:59.240]  或者是在燈影總編
[00:03:59.240 --> 00:04:02.140]  我們有些聽他們的一些
[00:04:02.140 --> 00:04:03.940]  聽他們說的時候
[00:04:03.940 --> 00:04:06.180]  你有沒有發現有一些傾向
[00:04:06.180 --> 00:04:08.320]  有時候我們在我們的聚會裡面
[00:04:08.320 --> 00:04:09.920]  有人跟我們講說
[00:04:09.920 --> 00:04:10.720]  講
[00:04:10.720 --> 00:04:12.520]  我們有什麼的傾向
[00:04:12.520 --> 00:04:15.120]  那我們在當中有我說你說他說
[00:04:15.120 --> 00:04:15.960]  對吧
