
[00:00:00.000 --> 00:00:04.560]  在2025年御府麒麟修主吩咐我
[00:00:04.560 --> 00:00:08.160]  用「我主我神」做題目
[00:00:08.160 --> 00:00:11.680]  一共四十個角度來看主耶穌
[00:00:11.680 --> 00:00:13.680]  多些認識祂
[00:00:13.680 --> 00:00:17.280]  在第25集或第25天
[00:00:17.280 --> 00:00:24.800]  就是主耶穌在聖週上最後一個星期的第九講
[00:00:24.800 --> 00:00:27.000]  原來大家一直這樣看
[00:00:27.000 --> 00:00:30.360]  你會留意到我們很多很熟悉的經文
[00:00:30.360 --> 00:00:32.360]  很著名的經文
[00:00:32.360 --> 00:00:37.680]  其實都是在主耶穌最後一個星期臨別爭議
[00:00:37.680 --> 00:00:40.320]  聖週裏面出現的
[00:00:40.320 --> 00:00:44.800]  今天有第九個在聖週裏面出現的重要大事
[00:00:44.800 --> 00:00:48.560]  就是主耶穌說最大的誡命是甚麼
[00:00:48.560 --> 00:00:50.560]  哪條是第一誡命呢?
[00:00:50.560 --> 00:00:52.560]  我們就要認識一下
[00:00:52.560 --> 00:00:54.560]  先圖告
[00:00:55.560 --> 00:00:57.560]  求主耶穌教導我們
[00:00:57.560 --> 00:01:02.160]  你一語道破整個律法與先知的總綱
[00:01:02.160 --> 00:01:05.160]  就是最大的誡命
[00:01:05.160 --> 00:01:07.160]  是盡力去愛你
[00:01:07.160 --> 00:01:09.160]  又盡力去愛人
[00:01:09.160 --> 00:01:13.640]  處於這個靈修個人敬拜你的時候
[00:01:13.640 --> 00:01:17.240]  除了獻上我們心底裏面的敬拜
[00:01:17.240 --> 00:01:19.240]  我們的讚美
[00:01:19.240 --> 00:01:21.240]  我們的尊崇之外
[00:01:21.240 --> 00:01:24.520]  願意在你面前聆聽你的說話
[00:01:24.520 --> 00:01:26.520]  教導我們
[00:01:26.520 --> 00:01:28.520]  將你的心意向我們顯明
[00:01:28.520 --> 00:01:30.520]  求聖靈幫助我們
[00:01:30.520 --> 00:01:32.520]  有個通達的心竅去明白
[00:01:32.520 --> 00:01:36.520]  主耶穌我們真的很需要在你面前開竅
[00:01:36.520 --> 00:01:39.520]  以致我們可以聽得清楚你的聲音
[00:01:39.520 --> 00:01:42.520]  看到你要我們怎樣
[00:01:42.520 --> 00:01:44.520]  處於這個最大的誡命
[00:01:44.520 --> 00:01:46.520]  很重要的
[00:01:46.520 --> 00:01:48.520]  你就是很直接了當地告訴我們
[00:01:48.520 --> 00:01:50.520]  幫助我們去記得
[00:01:50.520 --> 00:01:52.520]  幫我們去實踐
[00:01:52.520 --> 00:01:54.520]  幫我們更多愛你
[00:01:54.520 --> 00:01:56.520]  垂聽祈求
[00:01:56.520 --> 00:01:58.520]  奉耶穌基督的名
[00:01:58.520 --> 00:02:00.520]  阿們
[00:02:00.520 --> 00:02:02.520]  讚美上主
[00:02:02.520 --> 00:02:06.520]  你看到在聖殿裏面
[00:02:06.520 --> 00:02:08.520]  主耶穌講道
[00:02:08.520 --> 00:02:10.520]  很生氣
[00:02:10.520 --> 00:02:12.520]  因為很多人來聽
[00:02:12.520 --> 00:02:15.520]  這個時候祭司長和民間長老就來了
[00:02:15.520 --> 00:02:18.520]  誰給你牌子在這裏講道
[00:02:18.520 --> 00:02:22.520]  這個講道要牌的是我們民事才能講的
[00:02:22.520 --> 00:02:24.520]  然後主耶穌就開始和他們談了
[00:02:24.520 --> 00:02:26.520]  回答他們
[00:02:26.520 --> 00:02:28.520]  後來就去到
[00:02:28.520 --> 00:02:30.520]  我找個希律黨跟你說
[00:02:30.520 --> 00:02:32.520]  納粹行不行
[00:02:32.520 --> 00:02:34.520]  大家記得嗎
[00:02:34.520 --> 00:02:36.520]  又被他塞了一把口
[00:02:36.520 --> 00:02:38.520]  於是殺都該人來了
[00:02:38.520 --> 00:02:40.520]  安排好了
[00:02:40.520 --> 00:02:42.520]  就說七兄弟
[00:02:42.520 --> 00:02:44.520]  娶了一個女士
[00:02:44.520 --> 00:02:46.520]  都死了
[00:02:46.520 --> 00:02:48.520]  一個一個接著
[00:02:48.520 --> 00:02:50.520]  弟弟就娶嫂子
[00:02:50.520 --> 00:02:52.520]  到天堂上
[00:02:52.520 --> 00:02:54.520]  究竟她是誰的太太
[00:02:54.520 --> 00:02:56.520]  這個女人
[00:02:56.520 --> 00:02:58.520]  七個都娶過她
[00:02:58.520 --> 00:03:00.520]  又被主耶穌
[00:03:00.520 --> 00:03:02.520]  你們都不明白
[00:03:02.520 --> 00:03:04.520]  這個希伯來聖經講些甚麼
[00:03:04.520 --> 00:03:06.520]  其實那裏是
[00:03:06.520 --> 00:03:08.520]  幫一個男人
[00:03:08.520 --> 00:03:10.520]  傳宗接代
[00:03:10.520 --> 00:03:12.520]  所有這個安排
[00:03:12.520 --> 00:03:14.520]  而將來去到天上
[00:03:14.520 --> 00:03:16.520]  你們都不明白
[00:03:16.520 --> 00:03:18.520]  上帝的大能
[00:03:18.520 --> 00:03:20.520]  他改變了我們
[00:03:20.520 --> 00:03:22.520]  在那裏是另一種
[00:03:22.520 --> 00:03:24.520]  更加親密的關係
[00:03:24.520 --> 00:03:26.520]  但不是二人世界
[00:03:26.520 --> 00:03:28.520]  不是傳宗接代
[00:03:28.520 --> 00:03:30.520]  不是婚姻等等
[00:03:30.520 --> 00:03:32.520]  那種關係
[00:03:32.520 --> 00:03:34.520]  是另一種很好的關係
[00:03:34.520 --> 00:03:36.520]  更加和諧
[00:03:36.520 --> 00:03:38.520]  和一起像天使一樣
[00:03:38.520 --> 00:03:40.520]  去讚美與服侍
[00:03:40.520 --> 00:03:42.520]  又被他回答了
[00:03:42.520 --> 00:03:44.520]  撒刀該人
[00:03:44.520 --> 00:03:46.520]  沒有聲音
[00:03:46.520 --> 00:03:48.520]  回答都沒有聲音
[00:03:48.520 --> 00:03:50.520]  接著34節就是現在
[00:03:50.520 --> 00:03:52.520]  伯利賽人聽見
[00:03:52.520 --> 00:03:54.520]  耶穌堵住了
[00:03:54.520 --> 00:03:56.520]  撒刀該人的口
[00:03:56.520 --> 00:03:58.520]  他們說沒有復活
[00:03:58.520 --> 00:04:00.520]  所以這個復活的問題
[00:04:00.520 --> 00:04:02.520]  於是就一起聚集
[00:04:02.520 --> 00:04:04.520]  那就一起來吧
[00:04:04.520 --> 00:04:06.520]  總之一起上去
[00:04:06.520 --> 00:04:08.520]  內中有一個人
[00:04:08.520 --> 00:04:10.520]  是律法師
[00:04:10.520 --> 00:04:12.520]  其中有一個伯利賽人
[00:04:12.520 --> 00:04:14.520]  必定是文士
[00:04:14.520 --> 00:04:16.520]  他是律法師
[00:04:16.520 --> 00:04:18.520]  他解釋律法
[00:04:18.520 --> 00:04:20.520]  他教律法
[00:04:20.520 --> 00:04:22.520]  所以叫律法師
[00:04:22.520 --> 00:04:24.520]  想要試探耶穌
[00:04:24.520 --> 00:04:26.520]  又問一些絕世好問題
[00:04:26.520 --> 00:04:28.520]  又要試探
[00:04:28.520 --> 00:04:30.520]  答錯
[00:04:30.520 --> 00:04:32.520]  你死了
[00:04:32.520 --> 00:04:34.520]  於是
[00:04:34.520 --> 00:04:36.520]  又拉又鎖
[00:04:36.520 --> 00:04:38.520]  又打又喊
[00:04:38.520 --> 00:04:40.520]  就問他
[00:04:40.520 --> 00:04:42.520]  夫子
[00:04:42.520 --> 00:04:44.520]  律法上的誡命
[00:04:44.520 --> 00:04:46.520]  哪一條是最大的?
[00:04:46.520 --> 00:04:50.520]  求媽問
[00:04:50.520 --> 00:04:52.520]  在問誡命
[00:04:52.520 --> 00:04:54.520]  十誡裡邊哪一條最大?
[00:04:54.520 --> 00:04:56.520]  我問你
[00:04:56.520 --> 00:04:58.520]  如果你遇到這個問題
[00:04:58.520 --> 00:05:00.520]  你會怎樣回答?
[00:05:00.520 --> 00:05:02.520]  十誡裡邊哪一條最大?
[00:05:02.520 --> 00:05:04.520]  我沒有主耶穌
[00:05:04.520 --> 00:05:06.520]  這樣的智慧回答不到以下那些
[00:05:06.520 --> 00:05:08.520]  不過我會說
[00:05:08.520 --> 00:05:10.520]  十誡裡邊哪一條最大?
[00:05:10.520 --> 00:05:12.520]  哪一條最大?
[00:05:12.520 --> 00:05:14.520]  你做律法師
[00:05:14.520 --> 00:05:16.520]  怎會問哪一條最大?
[00:05:16.520 --> 00:05:18.520]  哪一條是最大的?
[00:05:18.520 --> 00:05:20.520]  十誡裡邊哪一條最大?
[00:05:20.520 --> 00:05:22.520]  所以十誡裡邊都要搜
[00:05:22.520 --> 00:05:24.520]  一句說完
[00:05:24.520 --> 00:05:26.520]  沒有最大的
[00:05:26.520 --> 00:05:28.520]  其實這樣都回答了
[00:05:28.520 --> 00:05:30.520]  不過他們覺得這個問題都很難回答
[00:05:30.520 --> 00:05:32.520]  想著主耶穌一定會回答
[00:05:32.520 --> 00:05:34.520]  如果說第一誡最大
[00:05:34.520 --> 00:05:36.520]  不要緊了
[00:05:36.520 --> 00:05:38.520]  不用搜了
[00:05:38.520 --> 00:05:40.520]  第二誡最大
[00:05:40.520 --> 00:05:42.520]  第三誡不用了
[00:05:42.520 --> 00:05:44.520]  其實是想祝祂自失把柄
[00:05:44.520 --> 00:05:46.520]  痛腳
[00:05:46.520 --> 00:05:48.520]  誰知耶穌有一個
[00:05:48.520 --> 00:05:50.520]  全新的回答
[00:05:50.520 --> 00:05:52.520]  真是厲害
[00:05:52.520 --> 00:05:54.520]  耶穌對他說
[00:05:54.520 --> 00:05:56.520]  你要盡心盡性盡義
[00:05:56.520 --> 00:05:58.520]  愛主你的上帝
[00:05:58.520 --> 00:06:00.520]  耶穌對他說
[00:06:00.520 --> 00:06:02.520]  你要盡心盡性盡義
[00:06:02.520 --> 00:06:04.520]  愛主你的上帝
[00:06:04.520 --> 00:06:06.520]  心盡性盡義
[00:06:06.520 --> 00:06:08.520]  愛主你的上帝
[00:06:08.520 --> 00:06:10.520]  心盡性盡義
[00:06:10.520 --> 00:06:12.520]  愛主你的上帝
[00:06:12.520 --> 00:06:14.520]  心盡性盡義
