
[00:00:00.000 --> 00:00:07.080]  我雖然是二十多歲才信耶穌
[00:00:07.080 --> 00:00:13.520]  但我從小就在教會學校讀書
[00:00:13.520 --> 00:00:22.780]  六零年代香港的生活環境還是很貧困
[00:00:22.780 --> 00:00:27.080]  那時候我正在讀教會的小學
[00:00:27.080 --> 00:00:35.640]  當時香港的教會大部分是跟外國的一些中派或者差會有聯繫
[00:00:35.640 --> 00:00:41.460]  當時香港的教會大部分都跟外國的差會有聯繫的
[00:00:41.460 --> 00:00:48.240]  所以為了幫助我們這些貧困的小孩
[00:00:48.240 --> 00:00:53.740]  每個月就會有一些健康餅乾
[00:00:53.740 --> 00:00:58.160]  還有一些奶粉送給我們
[00:00:58.160 --> 00:01:02.880]  當時香港整體的社會對教會存在很多的誤會
[00:01:02.880 --> 00:01:07.940]  當時香港整體的社會對教會存在一些誤會
[00:01:07.940 --> 00:01:11.460]  所以我們就常常被人笑了
[00:01:11.460 --> 00:01:13.460]  他說信耶穌有奶粉派
[00:01:13.460 --> 00:01:17.100]  或者信耶穌有麵粉
[00:01:17.100 --> 00:01:22.400]  所以你去教會只是為了一些好處或者得到一些物質
[00:01:22.400 --> 00:01:26.200]  所以你去教會只是為了一些好處或者得到一些物質
[00:01:26.200 --> 00:01:31.640]  當時我想我自己一方面是在拿這些餅姐妹的愛心的資助
[00:01:31.640 --> 00:01:36.640]  但當時我一方面是在拿教會弟兄姐妹這些資助
[00:01:36.640 --> 00:01:40.820]  但另一方面我又跟隨群眾去取笑教會
[00:01:40.820 --> 00:01:45.400]  但是我另一方面又跟隨群眾去取笑教會
[00:01:45.400 --> 00:01:48.200]  所以五餅餘的神蹟
[00:01:48.200 --> 00:01:50.200]  今天我們讀起來的時候
[00:01:50.200 --> 00:01:53.980]  所以五餅餘的神蹟我們今天讀起來的時候
[00:01:53.980 --> 00:01:56.940]  有人就說是不是基督教提供一些免費的午餐呢?
[00:01:56.940 --> 00:02:00.580]  有人就說是不是基督教提供一些免費的午餐呢?
[00:02:00.580 --> 00:02:02.580]  如果大家仔細讀聖經
[00:02:02.580 --> 00:02:07.440]  五餅餘是其中一個四卷福音都有記載的神蹟
[00:02:07.440 --> 00:02:09.840]  如果大家仔細讀聖經
[00:02:09.840 --> 00:02:13.820]  五餅餘是四副音全部都有記載這件事情的
[00:02:13.820 --> 00:02:17.400]  既然四個作者都不約而同去記載
[00:02:17.400 --> 00:02:20.800]  既然四個作者都不約而同去記載
[00:02:20.800 --> 00:02:23.680]  他當然有一些重要的訊息要給我們提供
[00:02:23.680 --> 00:02:27.280]  他當然一定有一些重要的訊息要給我們提供
[00:02:27.280 --> 00:02:34.680]  剛才聖經提到耶穌因為在很多病人身上所行的神蹟
[00:02:34.680 --> 00:02:40.680]  剛才經文裡提到耶穌在很多病人身上行了神蹟
[00:02:40.680 --> 00:02:42.280]  祂的名聲就漸響
[00:02:42.280 --> 00:02:43.520]  祂的名聲就漸響
[00:02:43.520 --> 00:02:45.240]  於是有很多人去跟從祂
[00:02:45.240 --> 00:02:47.240]  於是有很多人去跟隨祂
[00:02:47.240 --> 00:02:49.320]  大家可能會覺得很開心
[00:02:49.320 --> 00:02:51.000]  大家就覺得很開心
[00:02:51.000 --> 00:02:52.120]  很多人跟隨耶穌
[00:02:52.120 --> 00:02:54.760]  這是我們所想所求的事情
[00:02:54.760 --> 00:02:56.240]  很多人跟隨耶穌
[00:02:56.240 --> 00:02:58.120]  這是我們所想所求的事情
[00:02:58.120 --> 00:03:00.800]  但是留意這裡所謂的跟隨
[00:03:00.800 --> 00:03:03.760]  大家不要誤會他們不是真心信主
[00:03:03.760 --> 00:03:05.800]  這裡我們看這個跟隨
[00:03:05.800 --> 00:03:08.360]  不要誤會他們不是真心的信主
[00:03:08.360 --> 00:03:13.200]  或者他們的跟隨只不過是一種趁熱鬧去看戲的心態
[00:03:13.200 --> 00:03:14.840]  或者我們說他們這些跟隨
[00:03:14.840 --> 00:03:17.400]  只是一種趁熱鬧或者看戲的這種心態
