
[00:00:00.000 --> 00:00:03.000]  我們先做一個祈禱
[00:00:03.000 --> 00:00:05.500]  天父求你安靜我們的心
[00:00:05.500 --> 00:00:07.000]  在敬拜當中
[00:00:07.000 --> 00:00:10.000]  除了有唱詩、有禱告
[00:00:10.000 --> 00:00:14.000]  有手煮餐紀念你、有奉獻
[00:00:14.000 --> 00:00:17.000]  我們也要聆聽你的說話
[00:00:17.000 --> 00:00:20.500]  求主先除去我們氣命當中
[00:00:20.500 --> 00:00:25.500]  一切的沉重、一切的疲累、一切的先見
[00:00:25.500 --> 00:00:27.000]  讓我們倒空潔淨
[00:00:27.000 --> 00:00:29.000]  來承載主你的話
[00:00:29.000 --> 00:00:31.000]  幫助我們人生
[00:00:31.000 --> 00:00:33.000]  能夠快跑跟隨你
[00:00:33.000 --> 00:00:36.000]  禱告奉主耶穌基督的名字祈求
[00:00:36.000 --> 00:00:37.000]  阿門
[00:00:37.000 --> 00:00:40.000]  老不老,以及人之老
[00:00:40.000 --> 00:00:42.000]  為什麼今天我要和大家
[00:00:42.000 --> 00:00:44.000]  來思想這個題目
[00:00:44.000 --> 00:00:46.000]  很簡單,兩個原因
[00:00:46.000 --> 00:00:48.000]  第一,全世界
[00:00:48.000 --> 00:00:50.000]  不單香港人口都老化
[00:00:50.000 --> 00:00:52.000]  第二個原因
[00:00:52.000 --> 00:00:54.000]  年老是每一個人
[00:00:54.000 --> 00:00:58.000]  人生歷程裏面必經的階段
[00:00:58.000 --> 00:01:00.000]  有些是現在老
[00:01:00.000 --> 00:01:02.000]  有些是將來才老
[00:01:02.000 --> 00:01:04.000]  但是遲早都會老
[00:01:04.000 --> 00:01:07.000]  所以我們要了解
[00:01:07.000 --> 00:01:10.000]  如何在靈性上
[00:01:10.000 --> 00:01:13.000]  各方面認知而去自處
[00:01:13.000 --> 00:01:15.000]  以及去幫助別人
[00:01:15.000 --> 00:01:17.000]  在徬徨當中
[00:01:17.000 --> 00:01:19.000]  如何渡過老年
[00:01:19.000 --> 00:01:23.000]  都是一個很重要的課題
[00:01:23.000 --> 00:01:25.000]  這個星期的報刊裏面
[00:01:25.000 --> 00:01:27.000]  有一些不同的消息
[00:01:27.000 --> 00:01:29.000]  其中一個就是說
[00:01:29.000 --> 00:01:33.000]  香港是成為全世界最高壽的地區
[00:01:33.000 --> 00:01:36.000]  無論男性女性都很長命
[00:01:36.000 --> 00:01:38.000]  不知道為什麼
[00:01:38.000 --> 00:01:41.000]  香港這麼多矛盾
[00:01:41.000 --> 00:01:43.000]  政治的噪音這麼多
[00:01:43.000 --> 00:01:45.000]  貧富又這麼懸殊
[00:01:45.000 --> 00:01:48.000]  空氣浮游的微粒又這麼多
[00:01:48.000 --> 00:01:50.000]  又這麼多假的食物
[00:01:50.000 --> 00:01:52.000]  在市面上浮現
[00:01:52.000 --> 00:01:54.000]  香港人都是不死
[00:01:54.000 --> 00:01:55.000]  還是這麼長命
[00:01:55.000 --> 00:01:57.000]  真的很奇怪
[00:01:57.000 --> 00:02:01.000]  女性平均年壽86.7歲
[00:02:01.000 --> 00:02:05.000]  男性平均年壽80.5歲
[00:02:05.000 --> 00:02:09.000]  比聖經所說強壯的去到80歲
[00:02:09.000 --> 00:02:11.000]  更強壯
[00:02:11.000 --> 00:02:13.000]  而且有一個報告說
[00:02:13.000 --> 00:02:15.000]  30年後2041年
[00:02:15.000 --> 00:02:19.000]  香港超過65歲的長者
