
[00:00:00.000 --> 00:00:01.660]  弟兄姊妹你們好
[00:00:01.660 --> 00:00:04.260]  很高興可以在主日的崇拜裡面
[00:00:04.260 --> 00:00:06.000]  和大家一起來分享
[00:00:06.000 --> 00:00:08.000]  我們過去兩次看到
[00:00:08.000 --> 00:00:10.260]  無論人生階段如何改變
[00:00:10.260 --> 00:00:14.260]  但是神祂自己的恩典和愛是永遠不會改變的
[00:00:14.260 --> 00:00:17.100]  同樣無論人生階段如何轉變
[00:00:17.100 --> 00:00:20.060]  我們仕途、我們門徒的身份
[00:00:20.060 --> 00:00:22.060]  都是不會改變的
[00:00:22.060 --> 00:00:24.060]  但是我們的囚敵魔鬼
[00:00:24.060 --> 00:00:25.160]  我經常都說笑
[00:00:25.160 --> 00:00:26.360]  都需要學習一下他的
[00:00:26.360 --> 00:00:27.760]  因為他很勤力
[00:00:27.760 --> 00:00:29.260]  他不會休息
[00:00:29.260 --> 00:00:33.760]  他一直以來都會去攻擊神的子民
[00:00:33.760 --> 00:00:37.260]  很想把神的子民帶走
[00:00:37.260 --> 00:00:40.460]  離開神的圈子裡面
[00:00:40.460 --> 00:00:44.060]  當然他的原則是不會改變
[00:00:44.060 --> 00:00:46.660]  但是他的方法或者對付人
[00:00:46.660 --> 00:00:48.660]  就會有所不同
[00:00:48.660 --> 00:00:52.660]  所以今天我們會從一段經文裡面
[00:00:52.660 --> 00:00:55.460]  看撒旦如何來工作
[00:00:55.460 --> 00:00:58.860]  就是摩西要帶領以色列人出埃及
[00:00:58.860 --> 00:01:02.660]  要脫離埃及的核制
[00:01:02.660 --> 00:01:04.160]  因為他們被剝奪
[00:01:04.160 --> 00:01:06.460]  沒有了基本的人權
[00:01:06.460 --> 00:01:10.260]  但是法老是絕對不肯的
[00:01:10.260 --> 00:01:13.760]  但是後來法老又肯妥協
[00:01:13.760 --> 00:01:19.560]  提出幾個方案給摩西尼大去接納
[00:01:19.560 --> 00:01:22.060]  但是摩西卻拒絕
[00:01:22.060 --> 00:01:24.060]  其實這幾個方案
[00:01:24.060 --> 00:01:30.660]  就讓我們看到撒旦是用什麼方法來籠奴不同的人
[00:01:30.660 --> 00:01:33.260]  如果你再深入一點去探究的時候
[00:01:33.260 --> 00:01:37.860]  這就跟耶穌所說的殺種的比喻很相似
[00:01:37.860 --> 00:01:41.260]  所以我們一定要來大約去探討
[00:01:41.260 --> 00:01:45.360]  我先試著跟大家一起來大約去看
[00:01:45.360 --> 00:01:47.960]  我希望可以分享到這個畫面
[00:01:47.960 --> 00:01:48.960]  好了
[00:01:48.960 --> 00:01:50.260]  人生階段可變
[00:01:50.260 --> 00:01:53.460]  撒旦的攻擊永遠不會改變
[00:01:53.460 --> 00:01:56.160]  今天我們不要忘記一件事就是
[00:01:56.160 --> 00:02:00.060]  聖經裡面怎麼提呢?
[00:02:00.060 --> 00:02:03.360]  它說他們遭遇這些事都要作為警戒
[00:02:03.360 --> 00:02:04.860]  並且寫在經上
[00:02:04.860 --> 00:02:07.560]  正是警戒我們這末世的人
[00:02:07.560 --> 00:02:10.460]  所以我們自己以為站得穩的
[00:02:10.460 --> 00:02:13.160]  需要謹慎免得跌倒
[00:02:13.160 --> 00:02:15.060]  這個我自己很深的體會
[00:02:15.060 --> 00:02:16.660]  是何等的真實
[00:02:16.660 --> 00:02:19.760]  我們經常都以為自己很厲害的時候
[00:02:19.760 --> 00:02:22.860]  往往就是我們失敗的時候
[00:02:22.860 --> 00:02:25.660]  當我們自己以為很成功的時候
[00:02:25.660 --> 00:02:26.860]  我們就會鬆懈
[00:02:26.860 --> 00:02:28.860]  鬆懈絕對不可以鬆懈
[00:02:28.860 --> 00:02:30.260]  保祿都告訴我們
[00:02:30.260 --> 00:02:34.260]  原來摩西帶領以色列人出埃及的過程
[00:02:34.260 --> 00:02:36.860]  其實是今天我們的反召
[00:02:36.860 --> 00:02:37.460]  好了
[00:02:37.460 --> 00:02:40.060]  撒旦最喜歡用的是什麼方法呢?
[00:02:40.060 --> 00:02:43.860]  就是用困難來帶去打壓那些人
[00:02:43.860 --> 00:02:48.860]  這時候當法老來帶去迫害那班子民
[00:02:48.860 --> 00:02:49.860]  摩西跟他說
[00:02:49.860 --> 00:02:51.860]  你要讓我百姓去的時候
[00:02:51.860 --> 00:02:54.460]  法老當然不肯
[00:02:54.460 --> 00:02:56.260]  如果讓你走了的時候
[00:02:56.260 --> 00:02:58.260]  就少了很多廉價勞工
[00:02:58.260 --> 00:03:01.660]  影響著我們的生產
[00:03:01.660 --> 00:03:04.260]  所以不讓你去不止
[00:03:04.260 --> 00:03:07.660]  還在這個時候特別給壓力他們
[00:03:07.660 --> 00:03:11.860]  我們看回《初禮記》第5章第7到第9節
[00:03:11.860 --> 00:03:15.060]  你們不可照常把草給百姓做磚
[00:03:15.060 --> 00:03:17.460]  叫他們自己去撿草
[00:03:17.460 --> 00:03:20.260]  他們數上做磚的數目
[00:03:20.260 --> 00:03:24.260]  你們營救他們要一點都不可減少
[00:03:24.260 --> 00:03:26.060]  因為他們是懶惰的
[00:03:26.060 --> 00:03:27.860]  所以呼求說
[00:03:27.860 --> 00:03:30.460]  容我去祭祀我們的神
[00:03:30.460 --> 00:03:34.660]  你們要把更重的功夫加在這些人身上
[00:03:34.660 --> 00:03:37.660]  叫他們牢笠不聽虛方的言語
[00:03:37.660 --> 00:03:39.660]  你看看撒旦邪惡的勢力
[00:03:39.660 --> 00:03:41.260]  就會迫害子民
[00:03:41.260 --> 00:03:43.860]  要他們受很多的苦
[00:03:43.860 --> 00:03:49.260]  引致他們來帶去產生那個離心
[00:03:49.260 --> 00:03:52.660]  是特別對摩西
[00:03:52.660 --> 00:03:57.660]  當摩西其實是想帶領以色列人出埃及
[00:03:57.660 --> 00:04:00.460]  神是垂青了他們的呼吸
[00:04:00.460 --> 00:04:02.060]  但當摩西這樣做的時候
[00:04:02.060 --> 00:04:03.860]  即使不是順利的
[00:04:03.860 --> 00:04:05.260]  是困難的
[00:04:05.260 --> 00:04:06.660]  當面對困難的時候
[00:04:06.660 --> 00:04:09.660]  子民就沒有來帶去欣賞摩西
[00:04:09.660 --> 00:04:12.060]  反而來帶去責備摩西
[00:04:12.060 --> 00:04:15.060]  當摩西要出來的時候
[00:04:15.060 --> 00:04:18.660]  剛剛要離開法老的時候
[00:04:18.660 --> 00:04:23.860]  這班子民就來帶去埋怨摩西了
[00:04:23.860 --> 00:04:27.460]  你留意到《猖獗的第五章》第20到21節
[00:04:27.460 --> 00:04:30.660]  就是一班公頭向法老呼求
[00:04:30.660 --> 00:04:31.660]  不要那麼辛苦
[00:04:31.660 --> 00:04:33.060]  讓我們做得那麼慘
[00:04:33.060 --> 00:04:35.860]  法老說可不可以放鬆一點
[00:04:35.860 --> 00:04:39.460]  你們的摩西要求你們要離開
[00:04:39.460 --> 00:04:40.860]  所以我懂得這樣對你
[00:04:40.860 --> 00:04:42.460]  要趕你們走
[00:04:42.460 --> 00:04:44.260]  這班公頭一出來的時候
[00:04:44.260 --> 00:04:46.060]  遇見摩西和阿倫的時候
[00:04:46.060 --> 00:04:50.460]  怨言說監察你們施行判斷
[00:04:50.460 --> 00:04:55.660]  因為你們使我們在法老和神僕面前有了臭名
[00:04:55.660 --> 00:04:57.660]  把刀遞在他們的手中
[00:04:57.660 --> 00:04:59.660]  要殺我們
[00:04:59.660 --> 00:05:03.860]  你看到這就是很重要的一件事
