
[00:00:00.000 --> 00:00:03.460]  各位電影姊妹,早晨!
[00:00:03.460 --> 00:00:07.720]  十個月的《市道行傳》講道系列
[00:00:07.720 --> 00:00:10.340]  終於完成了
[00:00:10.340 --> 00:00:13.720]  我不知道你是鬆了一口氣
[00:00:13.720 --> 00:00:17.000]  還是意猶未盡
[00:00:17.000 --> 00:00:18.920]  不過我真的很盼望
[00:00:18.920 --> 00:00:22.040]  透過這十個月講壇的訊息
[00:00:22.040 --> 00:00:26.080]  和小組茶經的配合
[00:00:26.080 --> 00:00:30.160]  我們真的能夠在初期教會裏面
[00:00:30.160 --> 00:00:33.320]  我們找到一些的亮光
[00:00:33.320 --> 00:00:37.040]  找到一些的啟迪
[00:00:37.040 --> 00:00:40.760]  不知道這本書最激勵你的
[00:00:40.760 --> 00:00:43.120]  是些什麼的事情
[00:00:43.120 --> 00:00:46.320]  又或者是誰的人物
[00:00:46.320 --> 00:00:50.000]  每一個使徒的生命故事
[00:00:50.000 --> 00:00:52.240]  都是獨特的
[00:00:52.240 --> 00:00:55.560]  都是有聖靈的帶領在當中的
[00:00:55.560 --> 00:00:58.240]  無論是彼得、保羅
[00:00:58.240 --> 00:01:01.320]  或者是史提反、費力
[00:01:01.320 --> 00:01:03.920]  又或者是巴拿巴
[00:01:03.920 --> 00:01:09.040]  是哪一個使徒的生命最觸動你呢?
[00:01:09.040 --> 00:01:11.120]  我聽過有人說
[00:01:11.120 --> 00:01:14.800]  他很渴望追求
[00:01:14.800 --> 00:01:19.920]  好像巴拿巴那一種生命的素質
[00:01:19.920 --> 00:01:22.880]  你可以回去再查考一下
[00:01:22.880 --> 00:01:26.640]  巴拿巴的生命究竟是怎樣的
[00:01:26.640 --> 00:01:30.600]  我當然不能夠用一堂課的時間
[00:01:30.600 --> 00:01:35.920]  來總結整本書這麼豐富的訊息
[00:01:35.920 --> 00:01:39.920]  我只能夠選擇一些重點
[00:01:39.920 --> 00:01:44.320]  我相信每一個用心去研讀
[00:01:44.320 --> 00:01:46.560]  使徒行傳的門徒
[00:01:46.560 --> 00:01:52.280]  都應該要明白那些基本的真理
[00:01:52.280 --> 00:01:57.040]  我會用四條的問題幫助大家思想
[00:01:57.040 --> 00:02:01.760]  這四條的問題已經印在《港道大綱》裏面
[00:02:01.760 --> 00:02:05.640]  第一,這本書的目的是甚麼呢?
[00:02:05.640 --> 00:02:10.240]  第二,甚麼是神國的事呢?
[00:02:10.240 --> 00:02:14.640]  第三,教會的使命是甚麼呢?
[00:02:14.640 --> 00:02:20.600]  第四,甚麼是聖靈充滿呢?
[00:02:20.600 --> 00:02:26.040]  讓我們先同心去尋求聖靈的幫助
[00:02:26.040 --> 00:02:28.320]  讓我們進入真理當中
[00:02:28.320 --> 00:02:31.800]  我們同心低頭禱告
[00:02:31.800 --> 00:02:34.120]  親愛的聖靈,求祢在這一刻
[00:02:34.120 --> 00:02:40.120]  祢臨在,在我們每一個人的心裏面
[00:02:40.120 --> 00:02:45.040]  引導我們,讓我們能夠明白真理
[00:02:45.040 --> 00:02:48.400]  也都加添力量給我們
[00:02:48.400 --> 00:02:53.880]  讓我們在我們的生命裏面真的能夠活出真理
[00:02:53.880 --> 00:03:00.720]  特別在這個很接近主耶穌再回來的日子裏面
[00:03:00.720 --> 00:03:08.160]  我們實在很需要活出主祢所託付給我們的使命
[00:03:08.160 --> 00:03:12.160]  但我們知道靠我們自己的能力我們做不到
[00:03:12.160 --> 00:03:15.600]  聖靈就求祢充滿我們
[00:03:15.600 --> 00:03:21.280]  祢引領我們,祢加添力量給我們
[00:03:21.280 --> 00:03:25.120]  聽我們的祈禱,奉耶穌基督的聖命祈求
[00:03:25.120 --> 00:03:27.160]  阿門
[00:03:27.160 --> 00:03:31.480]  在《使徒行傳》第一行裏我講過
[00:03:31.480 --> 00:03:37.760]  《路加福音》和《使徒行傳》是一本連貫的著作
[00:03:37.760 --> 00:03:41.000]  或者我們可以叫它做上下集
[00:03:41.000 --> 00:03:47.160]  而上下集的分水嶺就是耶穌基督的升天
[00:03:47.160 --> 00:03:52.240]  耶穌在地上的工作由祂自己去策動
[00:03:52.240 --> 00:03:54.640]  記載在《路加福音》
[00:03:54.640 --> 00:03:58.200]  而耶穌也都安排好祂升天之後
[00:03:58.200 --> 00:04:00.720]  祂的工作是會繼續下去的
[00:04:00.720 --> 00:04:05.600]  是透過聖靈,透過使徒的配合
[00:04:05.600 --> 00:04:09.440]  記載在《使徒行傳》
[00:04:09.440 --> 00:04:12.960]  耶穌的升天就結束了上集
[00:04:12.960 --> 00:04:15.400]  而引入了下集
[00:04:15.400 --> 00:04:20.640]  路加是一個外邦人的醫生
[00:04:20.640 --> 00:04:25.680]  他是初期教會所謂的第二代的人
[00:04:25.680 --> 00:04:26.720]  什麼意思呢?
[00:04:26.720 --> 00:04:31.920]  即是路加自己不是親身跟隨過耶穌的
[00:04:31.920 --> 00:04:39.040]  他只不過是從其他見證人的口中知道耶穌的工作
[00:04:39.040 --> 00:04:42.480]  而他記錄了下來
[00:04:42.480 --> 00:04:48.400]  他寫《使徒行傳》的目的是什麼呢?
[00:04:48.400 --> 00:04:50.880]  在《使徒行傳》一開始的時候
[00:04:50.880 --> 00:04:56.520]  第一章,我們大家都很熟悉的一章八節
[00:04:56.520 --> 00:04:59.560]  請大家一起讀出這一節的經文
[00:04:59.560 --> 00:05:03.040]  「但聖靈降臨在你們身上
[00:05:03.040 --> 00:05:05.720]  你們就必得著能力
[00:05:05.720 --> 00:05:16.280]  並要在耶路撒冷猶太傳遞和撒瑪利亞直到地極作我的見證」
[00:05:16.280 --> 00:05:20.000]  第一章一開始,路加就這樣記載
[00:05:20.000 --> 00:05:22.960]  接著去到《使徒行傳》最後一章
[00:05:22.960 --> 00:05:25.400]  二十八章第二十八節
[00:05:25.400 --> 00:05:26.400]  路加就說
[00:05:26.400 --> 00:05:33.400]  「所以你們當知道神者救恩如今傳給外邦人
[00:05:33.400 --> 00:05:38.160]  他們也必聽實」
[00:05:38.160 --> 00:05:41.760]  這本書的目的就是要告訴讀者
[00:05:41.760 --> 00:05:45.520]  救恩是為所有的人預備的
[00:05:45.520 --> 00:05:48.080]  救恩是要臨到外邦人
[00:05:48.080 --> 00:05:49.760]  臨到全世界的人
[00:05:49.760 --> 00:05:54.120]  這個就是上帝的心意
[00:05:54.120 --> 00:05:55.680]  我想問問大家
[00:05:55.680 --> 00:05:59.320]  你和我是什麼人呢?
[00:05:59.320 --> 00:06:01.120]  我不是期望你回答
[00:06:01.120 --> 00:06:02.960]  中國人或者香港人
[00:06:02.960 --> 00:06:07.360]  這個題目我們可以在另一個平台討論
[00:06:07.360 --> 00:06:09.720]  我們在說聖經
[00:06:09.720 --> 00:06:14.760]  我相信你和我都是外邦人
[00:06:14.760 --> 00:06:18.480]  我不知道在座有沒有猶太人在我們當中
[00:06:18.480 --> 00:06:21.640]  如果有,都是極少數
[00:06:21.640 --> 00:06:24.280]  所以絕大部分坐在這裡的
[00:06:24.280 --> 00:06:26.920]  我們都是外邦人
[00:06:26.920 --> 00:06:28.960]  我們怎樣領受了救恩呢?
[00:06:28.960 --> 00:06:37.160]  我們怎樣領受耶穌基督白白給我們的恩典呢?
[00:06:37.160 --> 00:06:43.680]  保羅領受了做外邦人使徒這個意象
[00:06:43.680 --> 00:06:45.480]  神和保羅說
[00:06:45.480 --> 00:06:49.280]  「我已經立你作外邦人的光
[00:06:49.280 --> 00:06:53.680]  叫你施行救恩直到地極」
[00:06:53.680 --> 00:06:55.760]  保羅領受了這個意象
[00:06:55.760 --> 00:06:58.280]  其他的使徒也領受了這個意象
[00:06:58.280 --> 00:07:01.080]  後來的門徒也領受了這個意象
[00:07:01.080 --> 00:07:09.000]  以致我和你這一群外邦人能夠認識耶穌
[00:07:09.000 --> 00:07:11.000]  今天的教會
[00:07:11.000 --> 00:07:16.760]  如果只是忙於應付教會內部的問題
[00:07:16.760 --> 00:07:20.680]  而沒有走出四面牆之外
[00:07:20.680 --> 00:07:25.120]  忽略了普世福音的需要
[00:07:25.120 --> 00:07:34.920]  教會就會錯過了這位普世的神的心意
[00:07:34.920 --> 00:07:36.440]  這本書的內容
[00:07:36.440 --> 00:07:42.600]  很多記載都是指向救恩臨到外邦人的目的
[00:07:42.600 --> 00:07:44.360]  舉個例子
[00:07:44.360 --> 00:07:46.320]  你有沒有想過
[00:07:46.320 --> 00:07:50.200]  為什麼路加要用這麼長的篇幅
[00:07:50.200 --> 00:07:54.640]  去記載保羅三次的審訊呢?
[00:07:54.640 --> 00:07:56.960]  而在審訊的過程當中
[00:07:56.960 --> 00:07:58.680]  保羅的身邊
[00:07:58.680 --> 00:08:00.760]  他講述他自己的見證
[00:08:00.760 --> 00:08:05.080]  如何在大馬適路遇到耶穌
[00:08:05.080 --> 00:08:07.960]  好像都是差不多
[00:08:07.960 --> 00:08:12.120]  好像都是重複這樣講
[00:08:12.120 --> 00:08:14.720]  為什麼會是這樣?
[00:08:14.720 --> 00:08:16.160]  我相信
[00:08:16.160 --> 00:08:21.880]  路加是想澄清一件很重要的事情
[00:08:21.880 --> 00:08:27.960]  就是雖然救恩是藉著耶穌臨到外邦人
[00:08:27.960 --> 00:08:34.680]  但是基督信仰並沒有違反猶太人的律法
[00:08:34.680 --> 00:08:39.160]  正如保羅在二十五章第八節說
[00:08:39.160 --> 00:08:41.600]  無論猶太人的律法
[00:08:41.600 --> 00:08:43.000]  或是聖殿
[00:08:43.000 --> 00:08:44.520]  或是該殺
[00:08:44.520 --> 00:08:48.800]  我都沒有干犯
[00:08:48.800 --> 00:08:51.560]  對路加這個外邦人來說
[00:08:51.560 --> 00:08:55.120]  這一點是重要的
[00:08:55.120 --> 00:08:59.520]  這本書的主角是聖靈
[00:08:59.520 --> 00:09:05.320]  而使徒就配合聖靈的工作
[00:09:05.320 --> 00:09:06.720]  如果我問你
[00:09:06.720 --> 00:09:10.800]  使徒行傳第一章到第十二章
[00:09:10.800 --> 00:09:14.480]  最主要的人物是誰?
[00:09:14.480 --> 00:09:16.360]  你能不能回答?
[00:09:16.360 --> 00:09:18.960]  是彼得,沒錯了
[00:09:18.960 --> 00:09:24.480]  而在十三章一直到二十八章
[00:09:24.480 --> 00:09:26.760]  主要人物是誰?
[00:09:26.760 --> 00:09:28.680]  保羅
[00:09:28.680 --> 00:09:32.400]  所以這十個月都沒有浪費
[00:09:32.400 --> 00:09:35.800]  大家是聽到這個訊息的
[00:09:35.800 --> 00:09:40.320]  不過我們要更加深入
[00:09:40.320 --> 00:09:44.120]  而整本使徒行傳
[00:09:44.120 --> 00:09:51.360]  其實內容是被一條主線引導著
[00:09:51.360 --> 00:09:55.360]  這條主線是什麼呢?
[00:09:55.360 --> 00:09:58.840]  這個問題不容易回答
[00:09:58.840 --> 00:10:02.560]  我們看看聖經怎麼說
[00:10:02.560 --> 00:10:04.400]  一章三節
[00:10:04.400 --> 00:10:07.040]  那裡說到耶穌復活之後
[00:10:07.040 --> 00:10:10.240]  四十天就向門徒顯現
[00:10:10.240 --> 00:10:17.280]  就向門徒講述神國的事
[00:10:17.280 --> 00:10:20.480]  八章十二節
[00:10:20.480 --> 00:10:25.480]  給你傳了神國的福音
[00:10:25.480 --> 00:10:27.960]  和耶穌基督的命
[00:10:27.960 --> 00:10:31.520]  年男大女就受了針
[00:10:31.520 --> 00:10:33.360]  再看下去
[00:10:33.360 --> 00:10:34.960]  十九章八節
[00:10:34.960 --> 00:10:38.240]  保羅去到會堂放膽講道
[00:10:38.240 --> 00:10:39.720]  一年三個月
[00:10:39.720 --> 00:10:42.280]  就和猶太人辯論
[00:10:42.280 --> 00:10:44.040]  辯論什麼呢?
[00:10:44.040 --> 00:10:47.560]  神國的事
[00:10:47.560 --> 00:10:49.200]  二十八章三十一節
[00:10:49.200 --> 00:10:54.120]  即使徒行傳最後一節的聖經
[00:10:54.120 --> 00:10:59.280]  講到保羅在羅馬放膽傳講
[00:10:59.280 --> 00:11:00.800]  傳講什麼呢?
[00:11:00.800 --> 00:11:02.920]  神國的道
[00:11:02.920 --> 00:11:06.040]  將主耶穌基督的事教導人
[00:11:06.040 --> 00:11:10.560]  並沒有人禁止
[00:11:10.560 --> 00:11:14.560]  那就帶到我們來第二個問題
[00:11:14.560 --> 00:11:21.320]  就是到底什麼是神國的事呢?
[00:11:21.320 --> 00:11:24.240]  首先我們要明白
[00:11:24.240 --> 00:11:27.120]  神的國存在
[00:11:27.120 --> 00:11:32.760]  是因為有一位天國君王的存在
[00:11:32.760 --> 00:11:37.680]  剛才主席帶我們讀過路加福音
[00:11:37.680 --> 00:11:41.000]  第二十四章的四十四和四十五節
[00:11:41.000 --> 00:11:44.080]  耶穌說摩西的律法先知的書
[00:11:44.080 --> 00:11:45.760]  詩篇上所記的
[00:11:45.760 --> 00:11:48.840]  凡指著耶穌的說話
[00:11:48.840 --> 00:11:51.840]  都必須應驗
[00:11:51.840 --> 00:11:53.200]  於是
[00:11:53.200 --> 00:11:57.320]  耶穌就開門徒的心竅
[00:11:57.320 --> 00:12:01.720]  使他們能夠明白聖經
[00:12:01.720 --> 00:12:06.040]  所以如果你要明白神國的事
[00:12:06.040 --> 00:12:09.240]  你就要熟讀聖經
[00:12:09.240 --> 00:12:11.880]  你要成為耶穌的門徒
[00:12:11.880 --> 00:12:14.920]  你都要熟讀聖經
[00:12:14.920 --> 00:12:15.640]  弟兄姊妹
[00:12:15.640 --> 00:12:19.440]  神的國、神的道、天國的福音
[00:12:19.440 --> 00:12:24.360]  完全是關乎這一位天國的君王
[00:12:24.360 --> 00:12:27.560]  耶穌基督
[00:12:27.560 --> 00:12:29.960]  神的道要臨到外邦人
[00:12:29.960 --> 00:12:31.840]  要傳遍這個世界
[00:12:31.840 --> 00:12:34.280]  這個是上帝的心意
[00:12:34.280 --> 00:12:37.720]  是沒有人能夠難阻的
[00:12:37.720 --> 00:12:40.280]  所以我們見到
[00:12:40.280 --> 00:12:43.520]  路加他用了五句
[00:12:43.520 --> 00:12:48.680]  是描述福音廣傳的情況
[00:12:48.680 --> 00:12:52.520]  這五句的總括句子
[00:12:52.520 --> 00:12:54.440]  第一句就說到
[00:12:54.440 --> 00:12:59.680]  在耶路撒冷福音怎樣傳開的情況
[00:12:59.680 --> 00:13:03.080]  六章七節請大家一起讀出
[00:13:03.080 --> 00:13:05.680]  「神的道興旺起來
[00:13:05.680 --> 00:13:10.680]  在耶路撒冷門徒數目加增的甚多
[00:13:10.680 --> 00:13:15.360]  也有許多祭司信從了這道」
[00:13:15.360 --> 00:13:17.280]  在耶路撒冷那裡
[00:13:17.280 --> 00:13:19.520]  福音是傳開去
[00:13:19.520 --> 00:13:21.880]  很多人信了耶穌
[00:13:21.880 --> 00:13:25.520]  第二句和第三句的總括句子
[00:13:25.520 --> 00:13:27.880]  就說到門徒受逼迫
[00:13:27.880 --> 00:13:30.240]  於是就要離開耶路撒冷
[00:13:30.240 --> 00:13:32.840]  去到其他的地方
[00:13:32.840 --> 00:13:36.280]  這個情況是怎樣呢
[00:13:36.280 --> 00:13:38.120]  九章三十一節就說
[00:13:38.120 --> 00:13:41.920]  那時猶太、加利利、撒瑪利亞
[00:13:41.920 --> 00:13:45.000]  各處的教會都得平安被建立
[00:13:45.000 --> 00:13:48.560]  凡是敬畏主蒙聖靈的安慰
[00:13:48.560 --> 00:13:51.440]  人數就增多了
[00:13:51.440 --> 00:13:54.160]  去到十二章的二十四節
[00:13:54.160 --> 00:14:00.280]  那裡說到「神的道日漸興旺,越發廣傳」
[00:14:00.280 --> 00:14:06.320]  這個就是說到福音在加利利、撒瑪利亞
[00:14:06.320 --> 00:14:11.400]  那些地方是怎樣大大的被傳開
[00:14:11.400 --> 00:14:14.960]  去到第四句和第五句總括的句子
[00:14:14.960 --> 00:14:18.880]  就說到保羅的宣教旅程
[00:14:18.880 --> 00:14:25.200]  將福音帶到更加遠的地方
[00:14:25.200 --> 00:14:29.120]  十六章的五節和十九章的二十節
[00:14:29.120 --> 00:14:31.680]  請大家一起讀出
[00:14:31.680 --> 00:14:38.200]  「於是宗教會信心越發堅固,人數天天加增
[00:14:38.200 --> 00:14:44.160]  主的道大大興旺,而且得聖,就是這樣」
[00:14:44.160 --> 00:14:47.920]  路加似乎跟讀者說
[00:14:47.920 --> 00:14:51.480]  你睜大眼睛看清楚
[00:14:51.480 --> 00:14:56.520]  神的道是不能夠被壓止的
[00:14:56.520 --> 00:15:01.320]  沒有人能夠攔阻福音的傳開去
[00:15:01.320 --> 00:15:04.240]  就算教會是受逼迫
[00:15:04.240 --> 00:15:09.640]  仍然福音是會不斷的繼續傳開去
[00:15:09.640 --> 00:15:13.480]  這個情況其實在現在都是一樣
[00:15:13.480 --> 00:15:16.440]  就算在一些回教國家
[00:15:16.440 --> 00:15:18.440]  在一些佛教國家
[00:15:18.440 --> 00:15:21.200]  又或者在一些極權的國家
[00:15:21.200 --> 00:15:28.640]  仍然是不斷有神的僕人領受了使命
[00:15:28.640 --> 00:15:36.440]  繼續將福音傳開去為主作見證
[00:15:36.440 --> 00:15:39.720]  除了這五句總結的句子
[00:15:39.720 --> 00:15:44.600]  路加更加具體的告訴我們
[00:15:44.600 --> 00:15:49.760]  神的道是關乎什麼主題的呢?
[00:15:49.760 --> 00:15:54.720]  神的道主要是關乎三個議題
[00:15:54.720 --> 00:15:59.760]  也是剛才主席帶大家讀過的
[00:15:59.760 --> 00:16:06.560]  在路加福音24章46至49節
[00:16:06.560 --> 00:16:08.640]  第一個主要議題就是
[00:16:08.640 --> 00:16:14.840]  救恩是從死而復活的耶穌基督而來
[00:16:14.840 --> 00:16:18.720]  這是路加福音24章46節
[00:16:18.720 --> 00:16:21.240]  第二個主題就是
[00:16:21.240 --> 00:16:24.960]  救恩是為萬國萬民所預備的
[00:16:24.960 --> 00:16:29.600]  路加福音24章47節
[00:16:29.600 --> 00:16:32.520]  第三個主題就是關乎你和我
[00:16:32.520 --> 00:16:34.120]  關乎教會
[00:16:34.120 --> 00:16:40.720]  教會就是被呼召去靠著聖靈傳福音作見證
[00:16:40.720 --> 00:16:47.440]  路加福音24章48至49節
[00:16:47.440 --> 00:16:56.000]  這三個主題其實就是路加給教會的大使命
[00:16:56.000 --> 00:16:57.920]  當我們想起大使命的時候
[00:16:57.920 --> 00:17:01.200]  我們不要只想到馬太福音
[00:17:01.200 --> 00:17:06.640]  其實每一卷福音書都有它的大使命
[00:17:06.640 --> 00:17:14.040]  而路加福音就給我們有這個大使命
[00:17:14.040 --> 00:17:17.920]  這就帶我們來到第三個問題
[00:17:17.920 --> 00:17:24.320]  你清不清楚教會的使命呢?
[00:17:24.320 --> 00:17:29.960]  在大使命和大誡命的聖經基礎之下
[00:17:29.960 --> 00:17:37.560]  不同的教會都會有它不同的使命宣言
[00:17:37.560 --> 00:17:41.400]  我們教會在2000年的時候
[00:17:41.400 --> 00:17:48.400]  我們就擬定了一個世紀使命宣言
[00:17:48.400 --> 00:17:51.480]  這個使命宣言是什麼呢?
[00:17:51.480 --> 00:17:54.280]  我專門不在powerpoint打出來的
[00:17:54.280 --> 00:17:56.680]  因為我希望大家會記得
[00:17:56.680 --> 00:18:00.200]  我們這個世紀使命宣言是什麼
[00:18:00.200 --> 00:18:03.280]  如果你記得就跟我一起唸出來好不好
[00:18:03.280 --> 00:18:11.120]  彰顯基督成為服事眾人的相愛群體
[00:18:11.120 --> 00:18:15.280]  這個使命宣言是2000年的時候
[00:18:15.280 --> 00:18:18.320]  我們教會定下的
[00:18:18.320 --> 00:18:22.720]  我們教會的使命就是要彰顯基督
[00:18:22.720 --> 00:18:25.040]  就是要服事眾人
[00:18:25.040 --> 00:18:28.800]  就是要成為一個相愛的群體
[00:18:28.800 --> 00:18:39.840]  如果我今天要用我認為是一個最簡單的方法
[00:18:39.840 --> 00:18:46.360]  去描述我們教會的使命的話
[00:18:46.360 --> 00:18:50.080]  我就會用這一句
[00:18:50.080 --> 00:18:51.960]  我們教會的使命
[00:18:51.960 --> 00:18:55.360]  就是成為一間傳揚基督
[00:18:55.360 --> 00:18:56.800]  更像基督
[00:18:56.800 --> 00:19:00.360]  和跟隨基督的教會
[00:19:00.360 --> 00:19:03.120]  如果你想容易記得
[00:19:03.120 --> 00:19:06.920]  你可以嘗試記住三個英文字
[00:19:06.920 --> 00:19:08.720]  Evangelism
[00:19:08.720 --> 00:19:10.440]  Christlikeness
[00:19:10.440 --> 00:19:13.960]  和Discipleship
[00:19:13.960 --> 00:19:16.960]  或者文字
[00:19:16.960 --> 00:19:21.160]  大家未必印象這麼深
[00:19:21.160 --> 00:19:25.280]  或者我用一幅圖像去形容
[00:19:25.280 --> 00:19:29.080]  去描述我們教會的使命
[00:19:29.080 --> 00:19:33.600]  這幅圖的中心就是一個十字架
[00:19:33.600 --> 00:19:35.560]  我們每一個屬神的人
[00:19:35.560 --> 00:19:42.400]  我們的生命都是要以耶穌基督為我們生命的中心
[00:19:42.400 --> 00:19:45.280]  而圍繞著這個中心
[00:19:45.280 --> 00:19:47.720]  我們需要實踐的使命
[00:19:47.720 --> 00:19:49.640]  就是要去傳揚祂
[00:19:49.640 --> 00:19:51.640]  要去越來越似祂
[00:19:51.640 --> 00:19:54.560]  要去跟隨祂
[00:19:54.560 --> 00:19:57.280]  我相信大家都會記得
[00:19:57.280 --> 00:19:59.320]  就是劉牧師
[00:19:59.320 --> 00:20:01.600]  在過去他就用
[00:20:01.600 --> 00:20:05.920]  得人、建立、差遣這三重的動力
[00:20:05.920 --> 00:20:09.400]  是推動教會向前的
[00:20:09.400 --> 00:20:11.760]  我們得人就是為了要建立他們
[00:20:11.760 --> 00:20:14.120]  我們建立就是為了要差遣他們
[00:20:14.120 --> 00:20:15.600]  我們差遣他們要做什麼呢?
[00:20:15.600 --> 00:20:16.840]  就是要去得人
[00:20:16.840 --> 00:20:19.720]  我們得人就要建立,建立就要差遣
[00:20:19.720 --> 00:20:25.840]  就是這樣一個循環不息的三重的動力
[00:20:25.840 --> 00:20:30.760]  就推動我們教會不斷地向前
[00:20:30.760 --> 00:20:36.400]  其實跟我這個表達是完全一樣的
[00:20:36.400 --> 00:20:39.160]  當我們傳揚基督的時候
[00:20:39.160 --> 00:20:41.240]  有人信了耶穌
[00:20:41.240 --> 00:20:46.080]  那我們就要去建立他們的屬靈生命
[00:20:46.080 --> 00:20:48.440]  我們要培育他們的生命
