
[00:00:00.000 --> 00:00:02.420]  好,弟兄姊妹,我們再一次禱告
[00:00:02.420 --> 00:00:08.440]  天父,我們願意謙卑降伏在你面前
[00:00:08.440 --> 00:00:11.720]  求你的說話去改變我們
[00:00:11.720 --> 00:00:14.320]  聖靈引導我們進入真理
[00:00:14.320 --> 00:00:18.200]  讓我們的生命被你的真理去觸動
[00:00:18.200 --> 00:00:20.520]  更新、改變
[00:00:20.520 --> 00:00:23.680]  願你的國降臨,願你的旨意成就
[00:00:23.680 --> 00:00:26.100]  奉耶穌基督的名,阿們
[00:00:27.600 --> 00:00:31.020]  在剛剛過去WFOR那兩次報道會
[00:00:31.020 --> 00:00:34.060]  即是今年復活節和去年的聖誕節
[00:00:34.060 --> 00:00:39.700]  我數過有1054人次出席這兩次報道會
[00:00:39.700 --> 00:00:42.780]  其中有90位是新來賓
[00:00:42.780 --> 00:00:46.540]  如果我當新來賓是未信的人
[00:00:46.540 --> 00:00:48.940]  其實就佔8.5%
[00:00:48.940 --> 00:00:53.060]  當我幾年前做E-ONE的時候
[00:00:53.060 --> 00:00:54.920]  我曾經統計過
[00:00:54.920 --> 00:00:57.240]  有兩年時間統計過
[00:00:57.240 --> 00:01:00.440]  兩年時間我們舉辦了四次報道會
[00:01:00.440 --> 00:01:04.920]  總共有2378人次出席
[00:01:04.920 --> 00:01:08.120]  新來賓就有291人
[00:01:08.120 --> 00:01:10.460]  就佔12%
[00:01:10.460 --> 00:01:12.820]  即是如果我們舉辦報道會
[00:01:12.820 --> 00:01:15.340]  大約有一成人是未信
[00:01:15.340 --> 00:01:19.280]  我當新來賓是未信,有一成人是未信
[00:01:19.280 --> 00:01:21.840]  在今年的復活節
[00:01:21.840 --> 00:01:24.420]  我除了在窩福堂講之外
[00:01:24.420 --> 00:01:29.280]  我出席了另外三個職場機構
[00:01:29.280 --> 00:01:31.920]  講了三次報道聚會
[00:01:31.920 --> 00:01:35.480]  我粗略估計,沒有一個正式統計
[00:01:35.480 --> 00:01:37.960]  我粗略問有多少個未信
[00:01:37.960 --> 00:01:39.520]  我粗略估計
[00:01:39.520 --> 00:01:42.480]  平均有三成
[00:01:42.480 --> 00:01:47.600]  有三成職場聚會的報道聚會是未信
[00:01:47.600 --> 00:01:50.900]  我們看看這個和長在哪裡
[00:01:50.900 --> 00:01:57.580]  其實都很明顯,過往幾年在職場裡的福音聚會
[00:01:57.580 --> 00:02:02.860]  每一次都比在教會舉辦的報道聚會
[00:02:02.860 --> 00:02:04.980]  未信的人多
[00:02:04.980 --> 00:02:06.980]  和長在哪裡呢?
[00:02:06.980 --> 00:02:09.340]  我們知道在教會其實信的人多
[00:02:09.340 --> 00:02:11.340]  未信的人少
[00:02:11.340 --> 00:02:13.340]  在職場一般是相反的
[00:02:13.340 --> 00:02:15.340]  未信的人很多
[00:02:15.340 --> 00:02:17.340]  信的人很少
[00:02:17.340 --> 00:02:20.540]  但肯做工的人就更少
[00:02:20.540 --> 00:02:22.540]  所以弟兄姊妹我們看到
[00:02:22.540 --> 00:02:24.540]  原來很多未信的人
[00:02:24.540 --> 00:02:26.540]  和長就在外面
[00:02:26.540 --> 00:02:28.540]  但我要澄清
[00:02:28.540 --> 00:02:30.540]  我覺得在教會舉辦報道聚會是有價值的
[00:02:30.540 --> 00:02:32.540]  是有用的
[00:02:32.540 --> 00:02:34.540]  我不是否定這件事
[00:02:34.540 --> 00:02:36.540]  但我們不應該忽略
[00:02:36.540 --> 00:02:39.540]  外面那個非常大的和長
[00:02:39.540 --> 00:02:41.540]  在外面的職場裡
[00:02:41.540 --> 00:02:43.540]  有一個很大很多人
[00:02:43.540 --> 00:02:45.540]  他們可能聽都沒聽過福音
[00:02:45.540 --> 00:02:48.540]  什麼是職場?
[00:02:48.540 --> 00:02:50.540]  廣義來說
[00:02:50.540 --> 00:02:52.540]  我自己的定義就是
[00:02:52.540 --> 00:02:54.540]  職場是你能夠恆常去接觸
[00:02:54.540 --> 00:02:56.540]  影響人的地方
[00:02:56.540 --> 00:02:58.540]  如果你工作
[00:02:58.540 --> 00:03:01.540]  當然很可能是你的公司
[00:03:01.540 --> 00:03:03.540]  如果你做學生
[00:03:03.540 --> 00:03:05.540]  就是你的學校
[00:03:05.540 --> 00:03:07.540]  如果你是退休的
[00:03:07.540 --> 00:03:10.540]  你天天去公園耍太極
[00:03:10.540 --> 00:03:12.540]  認識到太極神運友
[00:03:12.540 --> 00:03:14.540]  那裡就是你的職場
[00:03:14.540 --> 00:03:16.540]  你是家庭主婦
[00:03:16.540 --> 00:03:18.540]  你的家族
[00:03:18.540 --> 00:03:20.540]  就是你的職場
[00:03:20.540 --> 00:03:22.540]  你天天去飲茶
[00:03:22.540 --> 00:03:24.540]  去茶餐廳吃東西
[00:03:24.540 --> 00:03:26.540]  可能隔離幾個人
[00:03:26.540 --> 00:03:28.540]  你經常都見到的
[00:03:28.540 --> 00:03:30.540]  那個就是你的職場
[00:03:30.540 --> 00:03:32.540]  職場就是你能夠恆常去接觸
[00:03:32.540 --> 00:03:34.540]  影響人的地方
[00:03:34.540 --> 00:03:36.540]  今天
[00:03:36.540 --> 00:03:38.540]  我們是職場及社關主任
[00:03:38.540 --> 00:03:40.540]  我們邀請了
[00:03:40.540 --> 00:03:42.540]  我們資助有五個機構
[00:03:42.540 --> 00:03:44.540]  就請了他們來
[00:03:44.540 --> 00:03:46.540]  在外面的攤位
[00:03:46.540 --> 00:03:48.540]  昨天五個都來了
[00:03:48.540 --> 00:03:50.540]  今天有兩個來不了
[00:03:50.540 --> 00:03:52.540]  這些機構會做什麼呢
[00:03:52.540 --> 00:03:54.540]  他們會做一些
[00:03:54.540 --> 00:03:56.540]  服侍在囚那些
[00:03:56.540 --> 00:03:58.540]  服侍吸毒
[00:03:58.540 --> 00:04:00.540]  服侍貧困人士
[00:04:00.540 --> 00:04:02.540]  服侍家庭
[00:04:02.540 --> 00:04:04.540]  服侍職場
[00:04:04.540 --> 00:04:06.540]  很鼓勵你待會出去
[00:04:06.540 --> 00:04:08.540]  跟其他三個機構
[00:04:08.540 --> 00:04:10.540]  可以多了解他們的事工
[00:04:10.540 --> 00:04:12.540]  他們看到人的需要
[00:04:12.540 --> 00:04:14.540]  才會走出去
[00:04:14.540 --> 00:04:16.540]  那個才是和長
[00:04:16.540 --> 00:04:18.540]  其中一個機構
[00:04:18.540 --> 00:04:20.540]  香港專業人才服務機構
[00:04:20.540 --> 00:04:22.540]  做過一個研究
[00:04:22.540 --> 00:04:24.540]  研究叫信徒職場行為
[00:04:24.540 --> 00:04:26.540]  研究
[00:04:26.540 --> 00:04:28.540]  訪問全部都是
[00:04:28.540 --> 00:04:30.540]  在做事的基督徒
[00:04:30.540 --> 00:04:32.540]  這個研究後來出了一本書
[00:04:32.540 --> 00:04:34.540]  整本書主要講
[00:04:34.540 --> 00:04:36.540]  研究的結果
[00:04:36.540 --> 00:04:38.540]  和目者的回應
[00:04:38.540 --> 00:04:40.540]  一個很令人震驚
[00:04:40.540 --> 00:04:42.540]  的一個發言
[00:04:42.540 --> 00:04:44.540]  在那個研究裏面
[00:04:44.540 --> 00:04:46.540]  原來90.1%
[00:04:46.540 --> 00:04:48.540]  的受訪者
[00:04:48.540 --> 00:04:50.540]  的受訪信徒
[00:04:50.540 --> 00:04:52.540]  是表示我不會和我的同事
[00:04:52.540 --> 00:04:54.540]  或客戶去傳福音
[00:04:54.540 --> 00:04:56.540]  和長就在那裏
[00:04:56.540 --> 00:04:58.540]  最大的和長在那裏
[00:04:58.540 --> 00:05:00.540]  但有九成的
[00:05:00.540 --> 00:05:02.540]  頂姐妹去工作
[00:05:02.540 --> 00:05:04.540]  是說我不會和我的同事或客戶
[00:05:04.540 --> 00:05:06.540]  去傳福音
[00:05:06.540 --> 00:05:08.540]  這麼大的和長
[00:05:08.540 --> 00:05:10.540]  所以難怪耶穌要說
[00:05:10.540 --> 00:05:12.540]  要收的莊家多
[00:05:12.540 --> 00:05:14.540]  但作工的人
[00:05:14.540 --> 00:05:16.540]  很少
[00:05:16.540 --> 00:05:18.540]  我不知道你每天
[00:05:18.540 --> 00:05:20.540]  花多少時間在你的職場裏面
[00:05:20.540 --> 00:05:22.540]  一般我指的狹義的職場
[00:05:22.540 --> 00:05:24.540]  就是你的公司
[00:05:24.540 --> 00:05:26.540]  如果你要上班
[00:05:26.540 --> 00:05:28.540]  你每天花多少時間在你的公司裏面
[00:05:28.540 --> 00:05:30.540]  瑞銀今年做了一個報告
