
[00:00:00.000 --> 00:00:02.000]  鼎姐妹午安
[00:00:02.000 --> 00:00:05.800]  今天和大家思想的題目
[00:00:05.800 --> 00:00:14.000]  源於今天教會的編排是一個滿分的專題
[00:00:14.000 --> 00:00:17.500]  當我看一看年曆的時候
[00:00:17.500 --> 00:00:20.500]  這個週末其實是勞動節
[00:00:20.500 --> 00:00:25.000]  所以我想起我們教會絕大部份的鼎姐妹
[00:00:25.000 --> 00:00:28.500]  其實都在工作
[00:00:28.500 --> 00:00:33.500]  我們要說這個題目是和工作有關係
[00:00:33.500 --> 00:00:35.500]  不過請大家不要忘記
[00:00:35.500 --> 00:00:38.500]  這個訊息其實是人人都喜歡聽的
[00:00:38.500 --> 00:00:40.500]  因為無論你是家庭主婦
[00:00:40.500 --> 00:00:42.500]  甚至是退休的人士
[00:00:42.500 --> 00:00:44.500]  我很想你知道
[00:00:44.500 --> 00:00:48.500]  今天的訊息和你一樣息息相關
[00:00:48.500 --> 00:00:49.500]  為什麼這樣說呢
[00:00:49.500 --> 00:00:51.500]  我們先來了解
[00:00:51.500 --> 00:00:53.500]  也不要誤會這個題目
[00:00:53.500 --> 00:00:56.500]  職業特工不是間諜
[00:00:56.500 --> 00:00:59.500]  雖然這位很出名的明星
[00:00:59.500 --> 00:01:01.500]  他已經做了十幾二十年
[00:01:01.500 --> 00:01:03.500]  這個系列的電影
[00:01:03.500 --> 00:01:06.500]  也不是無間道
[00:01:06.500 --> 00:01:08.500]  而是神的兒女們
[00:01:08.500 --> 00:01:10.500]  我們在生活任何處境下
[00:01:10.500 --> 00:01:12.500]  我們要活出基督
[00:01:12.500 --> 00:01:14.500]  成為祂的真門徒
[00:01:14.500 --> 00:01:17.500]  不是一個兼職的工作
[00:01:17.500 --> 00:01:19.500]  成為真門徒就是說
[00:01:19.500 --> 00:01:21.500]  我們每一天在任何處境下
[00:01:21.500 --> 00:01:26.500]  我們都要把基督的聖情和價值
[00:01:26.500 --> 00:01:29.500]  表達在我們日常生活裏
[00:01:29.500 --> 00:01:32.500]  所以當你在外國生活過的時候
[00:01:32.500 --> 00:01:33.500]  有些人說
[00:01:33.500 --> 00:01:35.500]  你小心啊
[00:01:35.500 --> 00:01:36.500]  如果買車
[00:01:36.500 --> 00:01:39.500]  不要買那些禮拜五出廠的車
[00:01:39.500 --> 00:01:40.500]  你知道為什麼嗎
[00:01:40.500 --> 00:01:43.500]  因為那些工人一到禮拜五
[00:01:43.500 --> 00:01:44.500]  就開始懶了
[00:01:44.500 --> 00:01:46.500]  沒什麼心機工作
[00:01:46.500 --> 00:01:48.500]  他就說thank god it's friday
[00:01:48.500 --> 00:01:50.500]  因為禮拜六禮拜日就放假了
[00:01:50.500 --> 00:01:52.500]  所以你買的那輛車
[00:01:52.500 --> 00:01:54.500]  禮拜五出廠有機會
[00:01:54.500 --> 00:01:57.500]  可能沒了一兩口螺絲
[00:01:57.500 --> 00:01:58.500]  或者安了個燈泡
[00:01:58.500 --> 00:02:00.500]  原來是不可行的
[00:02:00.500 --> 00:02:03.500]  所以我們今天看
[00:02:03.500 --> 00:02:05.500]  究竟我們工作
[00:02:05.500 --> 00:02:07.500]  或者平日生活的場景
[00:02:07.500 --> 00:02:10.500]  我們是不是只是
[00:02:10.500 --> 00:02:12.500]  什麼時候放假
[00:02:12.500 --> 00:02:13.500]  這個心態
[00:02:13.500 --> 00:02:14.500]  還是你說不是
[00:02:14.500 --> 00:02:17.500]  我看到神給我的身份
[00:02:17.500 --> 00:02:19.500]  和使命的時候
[00:02:19.500 --> 00:02:21.500]  thank god it's monday
[00:02:21.500 --> 00:02:22.500]  一般工作的周期
[00:02:22.500 --> 00:02:24.500]  是星期一開始
[00:02:24.500 --> 00:02:26.500]  除了明天是公眾假期
[00:02:26.500 --> 00:02:30.500]  但是我們要有這份熱誠和投入感
[00:02:30.500 --> 00:02:31.500]  因為你知道
[00:02:31.500 --> 00:02:33.500]  接下來這個禮拜
[00:02:33.500 --> 00:02:35.500]  上帝託付給我的工作
[00:02:35.500 --> 00:02:37.500]  原來我衷心的服事
[00:02:37.500 --> 00:02:41.500]  是帶來很多方面的影響
[00:02:41.500 --> 00:02:43.500]  你能夠去祝福別人
[00:02:43.500 --> 00:02:47.500]  也能夠建立你公司裏的團隊
[00:02:47.500 --> 00:02:49.500]  thank god for another new day
[00:02:49.500 --> 00:02:51.500]  每一天都是新的因典
[00:02:51.500 --> 00:02:52.500]  我們要常喜樂
[00:02:52.500 --> 00:02:53.500]  不住的禱告
[00:02:53.500 --> 00:02:55.500]  凡事借因
[00:02:55.500 --> 00:02:58.500]  所以we can thank god everyday
[00:02:58.500 --> 00:03:02.500]  如果你不懂得這個理念的時候
[00:03:02.500 --> 00:03:04.500]  你只是工作
[00:03:04.500 --> 00:03:05.500]  只是忙
[00:03:05.500 --> 00:03:06.500]  放工
[00:03:06.500 --> 00:03:07.500]  就是上班
[00:03:07.500 --> 00:03:08.500]  只是忙
[00:03:08.500 --> 00:03:09.500]  就放假
[00:03:09.500 --> 00:03:11.500]  如果以這種心態
[00:03:11.500 --> 00:03:12.500]  你在職場裏面
[00:03:12.500 --> 00:03:17.500]  你的表現一定不會灼熱
[00:03:17.500 --> 00:03:19.500]  我們一起先讀這段聖經
[00:03:19.500 --> 00:03:22.500]  在二弗所書六章五至九節
[00:03:22.500 --> 00:03:24.500]  你們作僕人的
[00:03:24.500 --> 00:03:26.500]  要懼怕震驚
[00:03:26.500 --> 00:03:28.500]  用誠實的心
[00:03:28.500 --> 00:03:30.500]  聽從你們肉身的主人
[00:03:30.500 --> 00:03:33.500]  好像聽從基督一般
[00:03:33.500 --> 00:03:35.500]  不要只在眼前侍奉
[00:03:35.500 --> 00:03:37.500]  像是土人喜歡的
[00:03:37.500 --> 00:03:39.500]  要像基督的僕人
[00:03:39.500 --> 00:03:42.500]  從心裏遵行神的旨意
[00:03:42.500 --> 00:03:44.500]  甘心侍奉
[00:03:44.500 --> 00:03:45.500]  好像服侍主
[00:03:45.500 --> 00:03:47.500]  不像服侍人
[00:03:47.500 --> 00:03:48.500]  因為曉得
[00:03:48.500 --> 00:03:50.500]  各人所行的善事
[00:03:50.500 --> 00:03:52.500]  不論是為奴的
[00:03:52.500 --> 00:03:53.500]  是自主的
[00:03:53.500 --> 00:03:57.500]  都必按所行的得主的賞賜
[00:03:57.500 --> 00:03:59.500]  你們作主人的
[00:03:59.500 --> 00:04:02.500]  待僕人也是一樣
